Reward Loss,Running Env Steps,Running Reverse KL,Real Det Return,Running Forward KL,Itration,Running Update Time,Real Sto Return
-773.3570556640625,580000,15.8385,2936.86,44.9066,116,116,2036.0
-693.1021118164062,585000,18.5659,3933.48,45.1532,117,117,2947.13
-622.4898681640625,590000,18.9582,3262.87,45.1393,118,118,2337.35
-885.2781982421875,595000,14.4251,2568.07,45.0924,119,119,1952.74
-794.3845825195312,600000,18.7003,3473.93,45.2083,120,120,2491.13
-817.3239135742188,605000,15.8221,3594.24,44.8107,121,121,3065.16
-623.826171875,610000,17.2057,3762.97,44.092,122,122,3192.1
-980.3997192382812,615000,16.3479,3357.95,44.9578,123,123,1855.49
-866.78076171875,620000,18.2847,3220.95,44.9174,124,124,2111.83
-694.88330078125,625000,18.6192,3389.77,44.8762,125,125,3177.51
-701.9180908203125,630000,18.1361,3197.99,45.6154,126,126,3081.97
-758.4188842773438,635000,16.2452,2884.25,45.4557,127,127,2866.75
-889.4010620117188,640000,13.7468,3602.57,45.0854,128,128,2446.37
-910.8811645507812,645000,15.356,3779.03,44.5195,129,129,2317.05
-829.3702392578125,650000,16.4053,3234.21,44.4681,130,130,3236.28
-886.78271484375,655000,15.4442,2287.24,46.0571,131,131,2259.12
-628.021728515625,660000,19.7811,3532.18,44.7222,132,132,3752.55
-639.9296875,665000,20.7083,3859.9,45.4438,133,133,3369.91
-770.9189453125,670000,19.9752,3835.65,45.0994,134,134,3416.48
-790.1831665039062,675000,17.5011,3888.4,44.1159,135,135,2709.16
-796.9678344726562,680000,15.9379,3861.75,44.8203,136,136,2828.51
-877.611572265625,685000,16.76,3089.28,44.8428,137,137,2257.13
-676.7012329101562,690000,21.3623,3961.08,45.0375,138,138,3285.64
-758.7931518554688,695000,18.1472,3272.95,44.9367,139,139,3664.41
-826.878662109375,700000,18.3702,3885.24,45.0253,140,140,3611.27
-752.1401977539062,705000,18.6639,3217.47,46.2018,141,141,3535.8
-835.3621215820312,710000,19.4562,3868.19,44.9528,142,142,2724.27
-846.3016357421875,715000,16.153,3599.25,44.4259,143,143,3023.98
-1004.8095092773438,720000,16.7153,3562.87,44.6481,144,144,2588.82
-1099.728515625,725000,16.1276,3482.4,45.1943,145,145,2059.66
-1124.88134765625,730000,18.3228,3352.9,44.9663,146,146,1968.94
-952.5494995117188,735000,19.8864,3841.27,44.7089,147,147,2870.99
-1293.6094970703125,740000,14.6167,3403.37,45.1463,148,148,2306.45
-1085.907958984375,745000,16.9353,3641.59,44.61,149,149,2557.01
-1002.920166015625,750000,17.2269,3906.58,44.4914,150,150,2949.75
-949.41845703125,755000,17.8342,3955.11,44.8982,151,151,2446.96
-1225.96337890625,760000,19.1518,3990.66,44.7203,152,152,2745.27
-1034.6396484375,765000,17.8102,3393.27,44.4914,153,153,3145.75
-859.6410522460938,770000,19.2083,4045.64,44.5301,154,154,2973.32
-1116.36376953125,775000,18.3964,3970.46,44.5616,155,155,2347.25
-1056.9620361328125,780000,17.3943,3595.91,44.4963,156,156,3095.6
-1022.963623046875,785000,18.2637,3567.76,44.3813,157,157,3040.58
-845.3483276367188,790000,19.689,3532.66,44.8194,158,158,3676.55
-865.4081420898438,795000,18.6143,3449.88,44.4679,159,159,3124.27
-1115.897705078125,800000,19.8107,3576.87,44.5489,160,160,2870.32
-1125.590087890625,805000,16.3463,3197.65,44.6345,161,161,2689.59
-971.8075561523438,810000,17.7896,3441.89,44.5508,162,162,3423.86
-871.3468627929688,815000,19.4602,3622.44,44.9868,163,163,3720.09
-1015.8615112304688,820000,16.9559,3446.06,44.6204,164,164,3578.79
-1172.5836181640625,825000,16.0778,3819.54,44.2667,165,165,2544.57
-1141.782470703125,830000,16.7643,3996.4,44.6838,166,166,2813.97
-961.0364379882812,835000,17.3789,3379.61,43.9188,167,167,3450.83
-1011.5728149414062,840000,16.1888,3400.47,44.5984,168,168,3488.86
-1028.970947265625,845000,16.4484,3473.36,44.1399,169,169,2790.97
-922.2128295898438,850000,17.8639,3550.22,44.7027,170,170,3605.83
-1039.988525390625,855000,16.8951,3403.74,44.5018,171,171,3207.99
-934.291748046875,860000,20.1036,3253.26,45.1564,172,172,3641.07
-1271.8875732421875,865000,15.2688,3509.61,44.81,173,173,2687.83
-1159.5303955078125,870000,17.6681,3469.27,44.7559,174,174,2350.14
-1019.9971313476562,875000,19.924,3505.89,44.8855,175,175,3010.27
-1415.1131591796875,880000,16.0059,2964.62,45.283,176,176,1923.95
-1377.2930908203125,885000,14.1696,3215.17,44.5963,177,177,2486.55
-1060.6260986328125,890000,17.0247,3511.64,45.1258,178,178,3515.89
-1200.010986328125,895000,15.4989,3477.56,44.3199,179,179,2992.33
-1120.6485595703125,900000,18.8811,4016.37,44.8457,180,180,3455.75
-1363.0228271484375,905000,16.7108,4094.91,44.9747,181,181,3199.67
-1272.6483154296875,910000,15.645,3602.12,44.901,182,182,3095.22
-1320.7249755859375,915000,14.9205,3938.8,44.3985,183,183,3158.63
-1173.1771240234375,920000,17.3547,3840.5,44.5986,184,184,2707.76
-1028.668212890625,925000,18.7839,3680.8,44.8437,185,185,3719.78
-1081.42041015625,930000,17.8257,3421.12,45.0186,186,186,3621.39
-1399.150390625,935000,16.0259,3543.58,43.9637,187,187,2734.31
-1073.1514892578125,940000,17.9055,3724.05,44.324,188,188,3466.73
-1091.0277099609375,945000,19.2898,3220.47,44.7888,189,189,3822.43
-1234.4248046875,950000,16.5399,4092.18,44.4373,190,190,3714.14
-1122.454833984375,955000,18.7911,3546.93,44.6673,191,191,3326.94
-1627.5194091796875,960000,21.677,-0.58,45.1754,192,192,803.41
-1782.9124755859375,965000,44.0877,234.79,48.4312,193,193,1090.08
-1479.880126953125,970000,16.0759,1153.71,44.5314,194,194,2672.73
-1528.229736328125,975000,15.292,3697.53,44.5273,195,195,2725.83
-1432.07666015625,980000,19.2654,3929.32,44.4548,196,196,3017.7
-1278.066650390625,985000,16.9389,3529.35,45.1932,197,197,3146.86
-1724.6943359375,990000,21.223,3990.76,44.7703,198,198,2574.54
-1216.056396484375,995000,19.8964,3847.44,44.2626,199,199,2939.59
-1314.4793701171875,1000000,18.4775,3341.58,44.8692,200,200,3436.53
-1473.48486328125,1005000,20.045,3804.21,44.4051,201,201,3214.98
-1391.4891357421875,1010000,18.0278,3359.59,44.3308,202,202,3587.71
-1363.779296875,1015000,20.0467,3527.18,44.4846,203,203,3374.19
-1262.8267822265625,1020000,17.4184,3165.15,45.1707,204,204,3694.07
-1358.2552490234375,1025000,18.0632,3197.9,44.3193,205,205,3574.09
-1281.1378173828125,1030000,18.0847,2896.87,44.4056,206,206,3533.58
-1320.774169921875,1035000,20.2681,3212.79,44.7449,207,207,3453.68
-1445.626953125,1040000,19.3388,3273.69,44.4847,208,208,3629.35
-1309.1029052734375,1045000,18.9881,3114.19,45.6652,209,209,3563.13
-1548.1033935546875,1050000,20.8491,3409.27,44.5778,210,210,3395.54
-1255.404541015625,1055000,18.6129,3244.67,44.7873,211,211,3516.67
-1607.023193359375,1060000,18.2175,3702.97,44.1777,212,212,3154.23
-1387.342529296875,1065000,19.0636,3379.19,44.5546,213,213,3442.81
-1514.0242919921875,1070000,18.3413,3232.52,44.5644,214,214,3281.43
-1470.62939453125,1075000,17.6856,3231.63,44.4929,215,215,3367.97
-1485.2509765625,1080000,17.0847,3262.17,44.936,216,216,3629.12
-1519.18310546875,1085000,18.9726,3305.98,44.671,217,217,3544.76
-1552.6390380859375,1090000,18.621,3287.74,44.4115,218,218,3577.11
-1569.03466796875,1095000,18.759,3413.29,44.1822,219,219,3332.56
-1450.5474853515625,1100000,21.0917,3311.54,44.6074,220,220,3740.24
-1508.6734619140625,1105000,17.9211,3184.62,44.7056,221,221,3572.25
-1591.62939453125,1110000,16.8228,3485.57,44.259,222,222,3474.22
-1546.1845703125,1115000,18.6571,3773.22,45.0694,223,223,3471.54
-1387.331787109375,1120000,19.0933,3833.0,45.3074,224,224,3706.59
-1460.87646484375,1125000,18.6751,3373.73,44.666,225,225,3790.47
-1446.71484375,1130000,18.2009,3491.75,44.2929,226,226,3384.23
-1547.411865234375,1135000,17.9041,3423.1,44.641,227,227,3591.55
-1608.0501708984375,1140000,17.3444,3474.54,44.4724,228,228,3698.49
-1755.457275390625,1145000,16.0623,3456.29,44.1702,229,229,3418.22
-1692.1141357421875,1150000,16.5996,3302.21,44.5083,230,230,3671.19
-1580.897216796875,1155000,17.34,3619.06,44.1078,231,231,3031.47
-1620.80859375,1160000,17.9199,3531.28,44.2996,232,232,3487.67
-1649.3695068359375,1165000,17.0532,3532.7,44.4683,233,233,3656.99
-1550.6478271484375,1170000,18.249,3593.3,44.5782,234,234,3511.49
-1628.297607421875,1175000,17.3933,3422.07,44.1045,235,235,3681.25
-1478.8321533203125,1180000,18.4652,3398.14,44.7811,236,236,3712.77
-1732.0283203125,1185000,17.4324,3392.63,44.0079,237,237,3663.92
-1646.6993408203125,1190000,17.7189,3757.67,44.9332,238,238,3695.32
-1760.7996826171875,1195000,17.2929,3716.3,44.6206,239,239,3557.01
-1621.7490234375,1200000,18.2457,3410.01,44.6539,240,240,3766.93
-1571.2376708984375,1205000,18.3508,3304.49,44.6088,241,241,3786.92
-1854.0478515625,1210000,16.7312,3325.15,44.5353,242,242,3849.94
-1883.672607421875,1215000,16.8053,3270.93,44.3261,243,243,3124.15
-1766.1895751953125,1220000,17.4139,3692.41,44.4722,244,244,3805.38
-1684.99462890625,1225000,17.8233,3222.72,44.4238,245,245,3252.97
-1731.6380615234375,1230000,17.6169,3252.41,44.8212,246,246,3548.86
-1774.17236328125,1235000,18.0986,3313.02,44.6998,247,247,3664.19
-1857.0675048828125,1240000,16.7497,3449.68,44.1392,248,248,3257.7
-1810.5401611328125,1245000,17.1978,3285.84,44.041,249,249,3748.68
-1822.66748046875,1250000,17.58,3831.23,44.0953,250,250,3656.62
-1747.15771484375,1255000,18.5605,3848.03,44.339,251,251,3511.32
-2052.2958984375,1260000,18.948,3098.89,44.3736,252,252,3528.37
-1876.52490234375,1265000,16.7649,3669.98,44.1638,253,253,3560.95
-1856.961181640625,1270000,17.8433,3449.39,44.0819,254,254,3273.24
-2147.201904296875,1275000,15.9373,3424.08,44.1257,255,255,3177.3
-2016.6143798828125,1280000,15.8586,3422.4,43.9616,256,256,3460.46
-1835.61572265625,1285000,17.6393,3457.24,44.0225,257,257,3547.02
-1877.08203125,1290000,17.4172,3360.65,43.7481,258,258,3659.45
-1944.0029296875,1295000,17.5688,3201.57,43.824,259,259,3245.05
-1962.9986572265625,1300000,17.1253,3335.04,44.2075,260,260,3505.03
-2158.949951171875,1305000,15.7006,3214.96,43.9009,261,261,3689.31
-2116.588623046875,1310000,16.8467,3249.72,44.3765,262,262,3801.76
-1890.169189453125,1315000,17.4286,3715.28,43.8579,263,263,3601.14
-2203.1923828125,1320000,15.6794,3264.36,44.2445,264,264,3286.82
-1923.956787109375,1325000,18.5731,3261.72,44.8048,265,265,3749.24
-2000.6370849609375,1330000,18.2601,3307.83,44.799,266,266,3585.31
-1964.9747314453125,1335000,18.3924,3371.42,44.6432,267,267,3667.72
-1934.514892578125,1340000,18.2524,3275.13,44.6242,268,268,3858.42
-1981.314453125,1345000,17.6102,3188.31,44.6632,269,269,3583.42
-2054.389892578125,1350000,17.1397,3412.32,43.7874,270,270,3737.89
-2141.544921875,1355000,16.8379,3406.67,44.2756,271,271,3658.78
-2085.608154296875,1360000,17.4753,3666.64,43.9519,272,272,3822.12
-1987.4874267578125,1365000,17.8939,3712.15,44.7068,273,273,3426.91
-2195.00732421875,1370000,16.9414,3725.49,44.3813,274,274,3639.42
-2006.459228515625,1375000,18.02,3526.59,44.4142,275,275,3676.53
-2356.27197265625,1380000,15.6851,3763.5,44.189,276,276,3420.82
-2263.10498046875,1385000,17.1551,3501.86,44.0684,277,277,3084.87
-2069.901123046875,1390000,18.0713,2685.54,44.507,278,278,3218.05
-2212.56884765625,1395000,17.1143,3459.48,43.6434,279,279,3557.43
-2313.935302734375,1400000,15.7523,3646.77,43.909,280,280,2999.73
-2110.42822265625,1405000,17.5903,3924.63,44.3279,281,281,3791.61
-2300.122802734375,1410000,16.4546,3819.4,44.4509,282,282,3314.8
-2682.07763671875,1415000,15.6754,2458.47,43.9968,283,283,3063.65
-2536.724609375,1420000,16.3942,3464.92,44.2589,284,284,3057.5
-2360.7978515625,1425000,19.2006,3999.97,43.9818,285,285,3345.45
-2469.065185546875,1430000,16.3918,3980.14,44.1522,286,286,3010.23
-2294.3330078125,1435000,18.1027,4051.3,43.9875,287,287,3555.27
-2181.036376953125,1440000,18.4064,4031.53,44.2223,288,288,3513.49
-2343.78759765625,1445000,16.9452,4058.72,44.0671,289,289,3802.09
-2438.77880859375,1450000,16.2701,3766.86,43.9663,290,290,3570.24
-2414.130615234375,1455000,17.0073,3857.74,43.9957,291,291,3277.8
-2285.715576171875,1460000,18.2873,3676.71,43.9297,292,292,3674.42
-2889.705810546875,1465000,15.538,3829.26,43.8225,293,293,3191.13
-2512.450439453125,1470000,17.3657,3958.55,43.8616,294,294,3695.59
-2427.71923828125,1475000,17.7116,3477.09,44.0035,295,295,3345.49
-2691.394775390625,1480000,15.8964,2059.87,44.2279,296,296,3714.6
-2524.116455078125,1485000,17.6459,4014.31,44.2344,297,297,3805.66
-2596.95947265625,1490000,17.122,4086.72,43.8533,298,298,3551.62
-2598.296630859375,1495000,17.2458,4011.94,44.2427,299,299,3629.86
-2323.03759765625,1500000,19.1939,4130.41,44.1508,300,300,4042.46
-2645.900146484375,1505000,17.674,3678.48,43.8871,301,301,3492.59
-2370.687744140625,1510000,18.3623,4116.05,43.787,302,302,3585.74
-2660.2822265625,1515000,17.295,4068.23,43.9955,303,303,3314.0
-2844.045166015625,1520000,17.8069,3831.74,43.9781,304,304,2950.38
-2934.56005859375,1525000,17.023,3837.73,44.235,305,305,3275.54
-2678.26318359375,1530000,17.1123,3881.96,44.2141,306,306,3419.98
-2633.62158203125,1535000,17.91,4056.36,44.4663,307,307,3745.11
-2731.69189453125,1540000,18.2586,4022.18,43.8738,308,308,3055.75
-2593.355224609375,1545000,18.0844,3852.61,44.1794,309,309,3758.47
-2666.470947265625,1550000,17.7436,4005.15,44.4596,310,310,3686.25
-2676.2255859375,1555000,17.1982,3625.14,44.1301,311,311,3380.92
-2825.78662109375,1560000,18.6893,4039.94,44.2747,312,312,3248.3
-2778.7470703125,1565000,19.4791,4108.24,44.0369,313,313,3379.99
-3054.011474609375,1570000,18.0859,4020.24,44.3064,314,314,3788.78
-2746.590576171875,1575000,18.1605,4097.2,44.0983,315,315,3634.25
-3038.645263671875,1580000,19.0107,3982.41,43.6139,316,316,3026.8
-2775.703369140625,1585000,19.5709,4086.46,44.4068,317,317,3803.39
-2831.165283203125,1590000,17.4836,4094.21,43.8155,318,318,3563.65
-2779.718017578125,1595000,17.8691,4046.76,43.6804,319,319,3282.55
-2766.08544921875,1600000,17.2801,3862.76,43.9953,320,320,3641.98
-2814.240234375,1605000,18.0325,3961.28,43.983,321,321,3795.14
-2836.64453125,1610000,18.2914,3772.67,43.8754,322,322,3008.01
-3088.14453125,1615000,15.9573,3855.73,44.0805,323,323,2648.27
-2975.711181640625,1620000,16.7446,4039.34,44.0891,324,324,3388.53
-2930.294189453125,1625000,18.1397,4013.93,44.4636,325,325,3627.38
-2952.65576171875,1630000,17.6648,4103.82,44.322,326,326,3275.4
-3039.92724609375,1635000,16.9389,4049.21,44.3085,327,327,3335.18
-2999.622314453125,1640000,16.7119,4009.82,44.0911,328,328,3506.04
-2946.748291015625,1645000,18.6836,4076.29,44.4052,329,329,3761.49
-3224.69091796875,1650000,15.9339,4034.27,44.1166,330,330,3640.99
-3100.3671875,1655000,17.5089,4113.24,44.5314,331,331,3436.11
-3051.3564453125,1660000,17.0648,3970.74,43.9046,332,332,3746.58
-2977.6572265625,1665000,17.6983,4023.17,44.066,333,333,3620.67
-3214.304931640625,1670000,15.8969,4064.36,44.236,334,334,3886.7
-3217.828125,1675000,18.2493,4085.31,44.2976,335,335,3782.04
-3079.88330078125,1680000,16.7999,4079.77,43.8903,336,336,3887.26
-3235.13671875,1685000,16.9886,4043.6,44.5257,337,337,3852.74
-3199.551513671875,1690000,22.658,4104.29,43.7326,338,338,3865.42
-3066.155517578125,1695000,18.5692,4136.01,43.9641,339,339,3410.22
-3204.774658203125,1700000,17.1566,4166.17,43.5571,340,340,3348.12
-3153.960693359375,1705000,17.7395,4129.81,43.7121,341,341,3711.72
-3261.42822265625,1710000,16.4777,4142.86,43.5537,342,342,3612.72
-3270.155029296875,1715000,17.3144,4193.41,43.4958,343,343,3827.61
-3161.048583984375,1720000,18.5182,4203.85,43.6456,344,344,3462.27
-3653.03759765625,1725000,15.3524,4144.06,43.9418,345,345,3595.36
-3331.97021484375,1730000,17.2471,4170.7,43.6898,346,346,3594.98
-3450.7294921875,1735000,16.996,4143.65,43.5079,347,347,3782.25
-3321.652587890625,1740000,17.3197,4070.81,43.5949,348,348,4022.68
-3456.36181640625,1745000,16.1105,4139.35,43.7462,349,349,3930.82
-3346.5791015625,1750000,17.7562,4158.99,43.5089,350,350,3764.95
-3391.077392578125,1755000,18.1756,4109.45,43.6122,351,351,3703.95
-3308.04736328125,1760000,18.9349,4167.5,44.1207,352,352,3805.28
-3372.18603515625,1765000,18.7209,3963.46,44.0626,353,353,3926.69
-3386.24169921875,1770000,18.6825,3944.61,44.2071,354,354,3788.26
-3345.73388671875,1775000,18.2475,3956.99,43.6199,355,355,3605.77
-3414.40234375,1780000,18.6255,3737.2,43.8156,356,356,3579.45
-3378.69482421875,1785000,18.2504,4080.8,44.1023,357,357,3985.84
-3443.393310546875,1790000,17.7622,3972.7,44.0839,358,358,3900.26
-3319.00341796875,1795000,19.0291,4070.8,44.0929,359,359,4027.13
-3376.740966796875,1800000,18.6115,3926.29,44.0132,360,360,4083.46
-3392.7548828125,1805000,17.8386,3764.7,43.677,361,361,3962.89
-3477.272705078125,1810000,17.9758,4036.23,44.3825,362,362,3608.55
-3407.572265625,1815000,19.7491,3870.65,44.1629,363,363,4059.66
-3443.51416015625,1820000,18.6965,3856.14,44.3144,364,364,3488.52
-3565.9375,1825000,17.9701,3778.45,43.9366,365,365,4056.44
-5199.50390625,1830000,18.8499,29.73,48.2194,366,366,211.17
-4270.4775390625,1835000,15.1614,1968.91,44.6432,367,367,2844.76
-4264.90283203125,1840000,18.8437,3856.1,44.1439,368,368,2870.7
-3709.478515625,1845000,18.1985,1349.64,44.0276,369,369,2902.6
-3677.5966796875,1850000,18.5402,3836.56,43.8784,370,370,3509.1
-3555.234375,1855000,18.2559,4023.52,43.9488,371,371,3961.07
-3731.852294921875,1860000,17.0893,3871.73,43.8645,372,372,3525.57
-3581.71435546875,1865000,18.6037,3832.71,43.8443,373,373,3768.5
-3636.668212890625,1870000,17.6571,3993.17,44.0091,374,374,3875.15
-3677.27783203125,1875000,18.0419,4069.93,43.8841,375,375,3848.37
-3736.135498046875,1880000,18.02,3882.51,43.8383,376,376,3967.38
-3912.43115234375,1885000,17.9354,4061.92,43.9595,377,377,3485.42
-3829.54736328125,1890000,17.5174,3822.17,43.6905,378,378,3765.84
-4030.275390625,1895000,17.8756,4071.87,43.4032,379,379,4008.87
-3975.638427734375,1900000,18.4944,4104.34,43.7578,380,380,3529.22
-3660.63427734375,1905000,19.6662,3914.24,43.7521,381,381,3884.56
-3800.464599609375,1910000,18.2871,3833.09,44.065,382,382,4024.98
-3904.85107421875,1915000,17.0606,4016.44,43.5736,383,383,3859.31
