Running Reverse KL,Running Forward KL,Running Env Steps,Reward Loss,Real Sto Return,Real Det Return,Itration,Running Update Time
15.4075,28.1016,480000,-1628.1904296875,2272.5,3260.05,96,96
15.4311,28.071,485000,-1604.9017333984375,2024.08,3274.78,97,97
20.1853,29.0668,490000,-1190.548583984375,3104.99,3183.48,98,98
19.9774,28.4466,495000,-1187.713134765625,2891.14,3222.87,99,99
17.8091,27.8652,500000,-1716.46875,2626.74,3222.59,100,100
19.2165,27.7663,505000,-1076.890869140625,3202.61,3175.9,101,101
19.7482,28.0193,510000,-1005.6200561523438,3194.97,3219.63,102,102
14.9792,27.9842,515000,-1996.6220703125,1976.1,3294.33,103,103
20.3675,28.4475,520000,-1116.9012451171875,3076.08,3185.72,104,104
16.8097,27.3372,525000,-1680.9068603515625,2725.09,3210.16,105,105
20.1041,28.0472,530000,-1199.3214111328125,2917.28,3217.13,106,106
21.9006,29.2626,535000,-1118.5079345703125,3188.11,3186.47,107,107
15.8646,27.9419,540000,-2275.664306640625,1705.71,3308.15,108,108
18.6742,28.0761,545000,-1392.451904296875,2826.12,3171.48,109,109
18.7735,27.721,550000,-1381.7471923828125,2726.09,3277.06,110,110
21.1093,29.9716,555000,-1169.11962890625,3237.46,3218.99,111,111
17.9805,28.4508,560000,-1609.0760498046875,2758.3,3227.67,112,112
22.071,29.7416,565000,-1212.3778076171875,3249.82,3225.8,113,113
19.6588,28.8718,570000,-1499.910888671875,3244.62,3205.78,114,114
20.1773,28.3401,575000,-1300.9820556640625,2926.27,3200.39,115,115
21.0835,28.4834,580000,-1214.3262939453125,3226.33,3214.88,116,116
17.3722,27.9413,585000,-1867.960205078125,2047.73,3310.35,117,117
18.2907,28.3463,590000,-1986.623046875,2637.7,3239.53,118,118
21.3097,28.9796,595000,-1314.7266845703125,3251.47,3227.0,119,119
15.6287,27.8958,600000,-2652.90380859375,1645.37,3301.42,120,120
20.4347,28.7829,605000,-1342.9754638671875,3133.22,3245.91,121,121
21.9144,28.736,610000,-1351.8603515625,3241.0,3250.84,122,122
19.3464,28.6245,615000,-1685.799072265625,3111.72,3244.24,123,123
19.7864,28.3796,620000,-2515.77783203125,1839.23,3345.84,124,124
19.4142,28.4599,625000,-1697.2049560546875,2923.94,3240.72,125,125
18.7852,28.7406,630000,-1750.6663818359375,2825.61,3226.58,126,126
20.0354,28.3912,635000,-1733.879150390625,2917.48,3239.73,127,127
18.0119,28.4206,640000,-2434.171142578125,2481.18,3327.89,128,128
20.0326,28.5647,645000,-1780.4627685546875,2499.29,3271.38,129,129
17.258,27.9624,650000,-1983.3682861328125,2613.49,3244.86,130,130
18.0837,28.0701,655000,-1774.7122802734375,2883.05,3279.8,131,131
18.2239,28.2145,660000,-2321.87646484375,2241.9,3284.3,132,132
19.5658,27.9815,665000,-2623.53955078125,2374.98,3293.36,133,133
19.3638,27.9061,670000,-2005.8717041015625,2929.08,3267.75,134,134
17.9717,27.9707,675000,-2247.843017578125,2650.94,3265.04,135,135
20.9918,28.8081,680000,-1661.2115478515625,3246.9,3231.37,136,136
20.1204,28.1007,685000,-1800.8421630859375,3085.4,3233.83,137,137
20.3449,28.418,690000,-2106.56396484375,2480.26,3243.25,138,138
20.7902,28.5125,695000,-1684.5052490234375,2822.54,3233.35,139,139
21.4746,28.2482,700000,-2537.412109375,2662.89,3286.75,140,140
20.8107,28.8467,705000,-1597.724853515625,3198.7,3233.45,141,141
20.6692,28.5839,710000,-1827.883544921875,3156.01,3265.67,142,142
19.0334,28.1887,715000,-1999.8536376953125,3072.54,3267.22,143,143
18.1732,28.4014,720000,-2147.37353515625,2900.38,3310.31,144,144
17.7579,28.2835,725000,-2394.12744140625,2913.32,3304.04,145,145
18.4103,28.2274,730000,-2312.33642578125,3135.16,3267.2,146,146
19.5256,27.4173,735000,-1853.5950927734375,3152.42,3255.03,147,147
15.2568,27.8895,740000,-2808.773193359375,2202.2,3317.1,148,148
18.8244,28.4685,745000,-2019.438232421875,2917.88,3303.15,149,149
19.2947,28.0215,750000,-2214.74365234375,2982.53,3281.44,150,150
20.2738,28.8738,755000,-1958.6385498046875,3235.23,3233.51,151,151
21.2834,28.9398,760000,-1962.1649169921875,3218.63,3274.77,152,152
20.5479,28.7791,765000,-1899.722900390625,3226.64,3237.83,153,153
20.4432,28.2734,770000,-2038.7333984375,3139.06,3294.98,154,154
16.7616,27.366,775000,-2811.68701171875,2488.94,3263.04,155,155
20.8964,28.4764,780000,-2094.264892578125,3274.36,3256.99,156,156
20.502,28.1464,785000,-2096.4111328125,2983.63,3239.86,157,157
21.7567,29.7538,790000,-2061.00048828125,3259.7,3299.61,158,158
21.4736,27.3886,795000,-2903.897216796875,2382.3,3271.2,159,159
19.83,27.688,800000,-2425.666015625,3042.73,3249.1,160,160
20.5429,28.1353,805000,-2041.94970703125,3251.81,3242.47,161,161
20.7158,27.2822,810000,-2380.590087890625,2987.89,3280.94,162,162
24.9525,27.1637,815000,-2889.0517578125,2487.56,3265.8,163,163
20.8355,28.2729,820000,-2159.791748046875,3191.53,3273.5,164,164
19.4191,28.2485,825000,-2430.24365234375,3286.35,3291.68,165,165
19.6911,27.765,830000,-2412.16796875,3279.31,3262.08,166,166
16.7862,27.7459,835000,-2739.0390625,2663.84,3255.69,167,167
19.9588,28.0421,840000,-2337.69775390625,3199.45,3258.76,168,168
19.6799,27.8074,845000,-2422.428955078125,3313.03,3314.07,169,169
19.7704,28.6476,850000,-2483.78369140625,3279.2,3293.15,170,170
17.8722,27.6658,855000,-2836.79443359375,3108.7,3290.89,171,171
18.4675,26.8615,860000,-2356.53564453125,2892.76,3287.62,172,172
17.8212,27.1682,865000,-2744.306884765625,2980.48,3293.84,173,173
19.4011,28.7206,870000,-2449.999755859375,3170.06,3293.24,174,174
20.8046,28.5902,875000,-2590.7265625,3322.74,3299.75,175,175
15.8172,27.4242,880000,-3158.061767578125,2544.94,3312.82,176,176
18.0565,27.6466,885000,-2765.49658203125,3001.12,3278.91,177,177
19.9007,27.0188,890000,-2513.306640625,3189.22,3268.89,178,178
19.7749,28.026,895000,-2723.09716796875,3197.36,3290.75,179,179
18.4638,27.5602,900000,-2819.22998046875,3269.31,3258.46,180,180
19.9088,28.2177,905000,-2552.6279296875,3161.76,3253.32,181,181
21.0079,28.6077,910000,-2718.724609375,3199.83,3288.58,182,182
20.5606,29.0031,915000,-2725.391357421875,3201.86,3294.53,183,183
19.0544,28.5012,920000,-3071.334228515625,2966.3,3316.37,184,184
21.3573,29.0955,925000,-2841.860107421875,3277.95,3274.09,185,185
20.407,28.57,930000,-2909.9921875,3287.75,3279.83,186,186
21.2698,29.8003,935000,-2899.259765625,3296.04,3287.69,187,187
19.2029,27.6229,940000,-2788.04833984375,3148.82,3290.31,188,188
19.6066,27.9288,945000,-2901.016845703125,3184.14,3284.72,189,189
20.7705,28.0252,950000,-2926.343994140625,3296.56,3287.74,190,190
16.703,27.0261,955000,-3339.3017578125,2780.0,3320.2,191,191
16.1246,27.3213,960000,-4009.493408203125,2106.22,3312.1,192,192
17.032,27.6749,965000,-3968.87744140625,2073.12,3275.03,193,193
20.5063,28.2836,970000,-3074.002197265625,3221.23,3304.3,194,194
17.9356,26.9152,975000,-3232.066162109375,2827.54,3265.78,195,195
18.9763,26.9154,980000,-3973.070556640625,2476.11,3265.12,196,196
14.9559,27.1119,985000,-4180.3701171875,2105.41,3283.62,197,197
20.1689,28.0499,990000,-3194.490478515625,3191.54,3286.07,198,198
19.7183,27.7231,995000,-3378.314453125,3313.02,3307.24,199,199
