Running Env Steps,Running Forward KL,Real Det Return,Running Reverse KL,Reward Loss,Itration,Real Sto Return,Running Update Time
1925000,44.8517,5190.08,19.3364,-7330.076171875,385,5072.03,385
1930000,44.9553,5299.33,19.7702,-7366.56103515625,386,5027.46,386
1935000,45.4735,5292.36,19.7675,-7629.072265625,387,5035.96,387
1940000,44.7885,5300.37,19.8655,-7733.3232421875,388,5067.64,388
1945000,45.1607,5253.23,28.2336,-7119.3310546875,389,4765.76,389
1950000,45.3626,5336.65,20.5659,-7831.04541015625,390,5071.79,390
1955000,45.5017,5205.99,20.6602,-7618.701171875,391,5087.74,391
1960000,44.4117,5186.74,20.226,-7666.20458984375,392,5083.08,392
1965000,44.8877,5244.06,20.35,-7674.8134765625,393,4891.8,393
1970000,44.9499,5028.27,20.0912,-7554.361328125,394,4994.77,394
1975000,44.1416,4996.93,19.9261,-7472.39794921875,395,4979.52,395
1980000,44.2612,5217.96,18.7694,-7649.30322265625,396,5048.9,396
1985000,45.1667,5126.06,20.5124,-7857.818359375,397,5003.52,397
1990000,45.0294,5127.34,19.517,-7897.23486328125,398,4758.18,398
1995000,44.9377,5222.61,20.4082,-7936.205078125,399,4988.38,399
2000000,45.8412,5112.25,20.751,-8121.34912109375,400,5017.85,400
2005000,45.3536,5219.45,20.141,-8039.7548828125,401,4988.91,401
2010000,46.0061,5141.47,21.0886,-8328.6796875,402,4949.71,402
2015000,44.6099,5174.79,19.9704,-8081.01171875,403,5031.67,403
2020000,48.888,844.03,53.3518,-5874.462890625,404,849.76,404
2025000,49.922,290.05,40.88,-5536.67529296875,405,296.73,405
2030000,47.3451,1253.78,16.575,-6489.2900390625,406,1476.2,406
2035000,44.4937,1915.75,25.6876,-6811.6552734375,407,2170.12,407
2040000,44.9373,4602.99,22.744,-7826.42626953125,408,4807.53,408
2045000,44.5914,4613.84,21.9129,-7413.4765625,409,4660.73,409
2050000,44.9896,4915.3,19.8021,-7878.43896484375,410,4761.58,410
2055000,45.3936,5072.89,21.1873,-8734.87890625,411,4914.49,411
2060000,44.9857,4848.38,20.4581,-8056.33349609375,412,4773.91,412
2065000,45.7795,5057.86,21.0708,-8518.13671875,413,4841.44,413
2070000,45.3042,5021.79,20.8619,-8498.275390625,414,4865.06,414
2075000,45.0047,5094.43,20.7435,-8477.7626953125,415,4851.07,415
2080000,45.3242,5196.28,20.503,-8455.07421875,416,4956.74,416
2085000,45.2418,5225.6,19.6967,-8334.4482421875,417,4950.0,417
2090000,44.9293,5219.7,19.9004,-8424.3740234375,418,4925.69,418
2095000,45.3686,5200.98,20.148,-8473.125,419,4932.61,419
2100000,45.6458,5237.05,20.0252,-8751.4814453125,420,4993.2,420
2105000,45.3035,5247.81,20.4922,-8900.0859375,421,4982.35,421
2110000,44.8994,5111.12,19.8092,-8477.7666015625,422,4873.6,422
2115000,46.1647,5255.52,20.5598,-8912.146484375,423,4984.91,423
2120000,46.0164,5230.57,20.4807,-8884.2490234375,424,4994.16,424
2125000,46.5703,5253.93,21.0233,-9011.9267578125,425,5024.1,425
2130000,46.6771,5145.84,21.0392,-8903.1494140625,426,5048.48,426
2135000,46.0786,5203.18,20.5807,-8973.51171875,427,5005.22,427
2140000,46.3422,5156.8,20.8448,-8843.6689453125,428,5024.76,428
2145000,46.4122,5249.87,20.793,-9112.638671875,429,5039.13,429
2150000,46.3464,5187.41,20.6921,-9128.88671875,430,5057.7,430
2155000,45.7911,5180.87,19.88,-9081.029296875,431,4962.47,431
2160000,45.7342,5198.09,20.3265,-9251.8974609375,432,5027.05,432
2165000,45.7415,5205.97,20.0679,-9160.7587890625,433,4952.59,433
2170000,45.6783,5237.78,19.8174,-9248.92578125,434,5058.89,434
2175000,45.4662,5299.34,19.8687,-9334.18359375,435,5036.43,435
2180000,45.9099,5237.2,20.2065,-9358.490234375,436,5035.25,436
2185000,44.8265,5276.53,19.9936,-9447.2177734375,437,5069.73,437
2190000,45.8906,5241.81,19.9327,-9289.486328125,438,5049.79,438
2195000,46.0191,5197.05,20.5551,-9316.69140625,439,5020.07,439
2200000,45.9498,5294.52,20.7722,-9462.6982421875,440,5066.8,440
2205000,45.6643,5237.49,20.1661,-9385.162109375,441,5027.2,441
2210000,45.7007,5212.44,20.4898,-9473.0849609375,442,5035.84,442
2215000,45.6141,5175.67,20.2286,-9493.1845703125,443,4986.87,443
2220000,46.1876,5143.64,21.1655,-9712.90234375,444,5056.48,444
2225000,45.6774,5280.25,20.6074,-9663.4658203125,445,5046.56,445
2230000,45.4342,5233.6,20.3578,-9575.521484375,446,4994.33,446
2235000,45.3971,5150.04,19.9611,-9423.4326171875,447,4990.99,447
2240000,46.2965,5200.96,20.7768,-9821.9189453125,448,4958.8,448
2245000,45.2814,5190.71,20.5114,-9906.6826171875,449,4995.14,449
2250000,46.5848,5084.05,20.6354,-9607.4794921875,450,4964.15,450
2255000,45.9665,5071.89,19.7138,-9671.873046875,451,4920.77,451
2260000,46.0099,5166.26,20.3409,-9835.19140625,452,4979.8,452
2265000,45.8332,5162.3,20.468,-9805.314453125,453,4976.58,453
2270000,45.8385,5163.91,19.756,-9775.8271484375,454,4793.51,454
2275000,46.075,5170.27,19.8701,-9839.9599609375,455,4963.69,455
2280000,46.8311,5219.6,21.2519,-10086.990234375,456,5062.62,456
2285000,45.927,5177.65,20.4059,-9982.0634765625,457,5082.27,457
2290000,45.5606,5168.29,20.0627,-10170.439453125,458,5017.49,458
2295000,46.3491,5135.24,20.5403,-9988.7490234375,459,5030.61,459
2300000,46.0604,5131.59,20.5047,-10186.85546875,460,5028.49,460
2305000,46.1709,5152.84,20.4196,-10140.2109375,461,4833.25,461
2310000,46.0047,5102.27,20.4926,-10080.6650390625,462,4986.4,462
2315000,45.966,5152.21,19.86,-10152.0791015625,463,4998.28,463
2320000,45.0398,5121.03,20.0216,-10123.7255859375,464,5008.7,464
2325000,46.4142,5120.77,20.1044,-10312.677734375,465,5055.71,465
2330000,45.4576,5081.73,20.4045,-10117.2080078125,466,5052.32,466
2335000,46.2411,5151.81,20.469,-10329.3876953125,467,5041.44,467
2340000,45.6647,5169.84,20.2595,-10336.7802734375,468,5012.8,468
2345000,45.005,5122.51,20.1245,-10403.533203125,469,5027.84,469
2350000,45.9052,5145.19,19.6498,-10401.3115234375,470,5032.03,470
2355000,46.3212,5135.47,19.9895,-10378.595703125,471,5038.24,471
2360000,45.0427,5096.44,19.9041,-10296.982421875,472,5045.35,472
2365000,44.9483,5113.62,18.4708,-10144.1806640625,473,5004.72,473
2370000,45.6314,5114.73,19.8948,-10667.24609375,474,5026.96,474
2375000,45.7815,5063.4,20.4716,-10538.4609375,475,5028.13,475
2380000,45.2987,5095.6,19.5493,-10449.1982421875,476,5037.36,476
2385000,45.2842,5122.73,19.8505,-10238.2626953125,477,5043.95,477
2390000,45.4914,5121.49,20.1475,-10370.11328125,478,4838.4,478
2395000,44.9999,5097.36,19.2839,-10338.8818359375,479,5004.77,479
2400000,45.7151,5174.63,19.7307,-10650.068359375,480,4323.81,480
2405000,45.2117,5210.6,19.243,-10654.783203125,481,5048.01,481
2410000,45.503,5030.1,19.5238,-10583.333984375,482,4969.36,482
2415000,45.8998,5167.42,19.1652,-10690.0673828125,483,4838.16,483
2420000,45.3399,5097.73,17.9043,-10409.84765625,484,4545.16,484
2425000,45.5563,5134.19,19.7183,-10916.0634765625,485,4816.76,485
2430000,46.1581,3632.88,18.1977,-10191.560546875,486,4597.48,486
2435000,45.6092,4835.99,19.4593,-10760.0234375,487,4795.14,487
2440000,45.3445,5187.0,19.381,-10773.3857421875,488,4810.36,488
2445000,45.7579,5271.41,19.018,-10847.765625,489,4560.08,489
2450000,45.453,5181.49,19.7121,-11015.37890625,490,5045.1,490
2455000,45.1072,5198.08,19.3578,-10977.4609375,491,5096.53,491
2460000,45.4304,5122.52,19.3408,-10782.5908203125,492,4797.31,492
2465000,45.131,5153.72,19.5086,-10836.41796875,493,5053.48,493
2470000,45.455,5097.92,19.2204,-10967.359375,494,4801.77,494
2475000,46.3123,5125.17,20.3591,-11103.5009765625,495,5113.04,495
2480000,45.6654,4197.32,20.7379,-8531.662109375,496,2016.97,496
2485000,45.9338,4101.64,22.0599,-9719.4736328125,497,3722.36,497
2490000,46.8046,2323.39,23.1143,-8631.0205078125,498,2365.93,498
2495000,46.3292,4778.97,21.5615,-11237.7978515625,499,4162.55,499
2500000,45.0924,4580.9,21.307,-9197.4716796875,500,4577.01,500
2505000,45.7907,4448.24,22.2512,-10997.6982421875,501,3951.82,501
2510000,46.2123,4880.5,21.9056,-11230.138671875,502,4783.6,502
2515000,47.0348,5003.44,22.3218,-10916.2138671875,503,4783.07,503
2520000,47.478,5418.49,22.6874,-12058.111328125,504,5124.32,504
2525000,46.7652,5147.64,21.8399,-11965.74609375,505,4977.01,505
2530000,47.1926,5156.92,21.7669,-11804.5634765625,506,4945.5,506
2535000,46.8721,5251.82,21.4561,-12085.5400390625,507,5009.78,507
2540000,46.2348,5218.79,21.1272,-11961.41015625,508,4976.49,508
2545000,46.6006,5140.09,21.3646,-11856.044921875,509,4766.41,509
2550000,47.1571,5211.01,21.525,-11958.08203125,510,4602.7,510
2555000,46.8155,5332.41,22.1904,-11639.830078125,511,4852.3,511
2560000,46.5866,5341.85,23.7083,-11670.2421875,512,4867.31,512
2565000,46.7227,5185.25,21.3943,-11852.232421875,513,4647.71,513
2570000,47.0045,5248.67,21.8568,-12214.8125,514,4878.58,514
2575000,46.6545,5187.01,23.1433,-11523.34375,515,4426.91,515
2580000,46.6945,5251.47,23.3873,-11746.021484375,516,4806.6,516
2585000,47.0293,5197.54,26.8969,-11343.015625,517,3765.49,517
2590000,46.6279,5260.08,22.1501,-11826.677734375,518,4879.66,518
2595000,45.9261,5299.36,22.4209,-11788.64453125,519,4873.79,519
2600000,46.2897,5276.12,21.1383,-12222.9453125,520,5066.39,520
2605000,46.1473,5325.57,21.0901,-12348.322265625,521,4669.37,521
2610000,46.3545,5233.57,20.8917,-11887.7490234375,522,4885.73,522
2615000,46.698,5281.75,25.5435,-11942.701171875,523,5081.78,523
2620000,46.747,1219.02,27.5042,-10605.0380859375,524,3684.18,524
2625000,47.3865,-7.9,26.3043,-8858.59375,525,-7.81,525
2630000,46.3468,4598.24,20.2937,-10610.1298828125,526,4561.47,526
2635000,46.767,4971.61,22.4245,-12344.6767578125,527,4862.56,527
2640000,47.2937,4902.32,23.0495,-12316.748046875,528,4839.03,528
2645000,46.9653,5084.61,23.782,-12681.6728515625,529,4833.26,529
2650000,47.0283,5286.65,21.6037,-12460.5654296875,530,4979.13,530
2655000,46.0049,5297.52,22.138,-12695.8583984375,531,5009.73,531
2660000,45.7161,4977.33,20.3096,-12244.78125,532,4164.01,532
2665000,46.6927,5096.99,22.3382,-12661.0810546875,533,4928.71,533
2670000,46.7221,4914.12,21.7633,-11921.9169921875,534,4867.74,534
2675000,45.6941,5059.71,21.7818,-11934.7578125,535,4881.52,535
2680000,46.6833,5128.52,22.5175,-13028.0419921875,536,4975.57,536
2685000,46.7295,5220.89,23.5532,-12885.326171875,537,5048.83,537
2690000,46.5119,5177.47,22.9193,-12496.771484375,538,5038.81,538
2695000,47.3099,5139.38,23.5292,-12655.3798828125,539,5015.87,539
2700000,47.1036,5147.63,23.5667,-12830.642578125,540,5062.16,540
2705000,47.2678,5101.43,23.1312,-12460.421875,541,5049.86,541
2710000,47.303,5071.4,23.3038,-12599.3935546875,542,5056.94,542
2715000,47.5244,5165.66,23.2047,-12726.6083984375,543,5069.85,543
2720000,47.7661,5244.41,23.6955,-12848.5341796875,544,5106.18,544
2725000,47.55,5163.58,22.858,-12640.8759765625,545,4835.23,545
2730000,47.4785,5224.89,23.382,-12821.5068359375,546,5085.27,546
2735000,47.22,5214.42,24.0822,-13033.142578125,547,5068.04,547
2740000,47.4262,5305.53,23.276,-13014.3369140625,548,5039.66,548
2745000,47.0731,5111.33,23.6264,-12069.5283203125,549,5018.94,549
2750000,45.7719,5053.89,22.2141,-11566.40625,550,5041.84,550
2755000,45.6467,4943.39,22.0295,-12254.5048828125,551,4883.99,551
2760000,46.3874,5101.04,23.5698,-13125.1298828125,552,4949.32,552
2765000,47.1301,5156.38,23.4439,-13408.2841796875,553,4945.86,553
2770000,46.1754,5205.58,22.2466,-13190.6171875,554,4987.99,554
2775000,46.5667,5128.61,22.3981,-12909.8037109375,555,4984.12,555
2780000,46.1382,5297.32,22.46,-12996.1494140625,556,5067.08,556
2785000,46.2636,5150.83,22.2688,-13041.3203125,557,5036.67,557
2790000,46.422,5218.98,22.2475,-13058.1611328125,558,5053.94,558
2795000,46.1325,5128.93,22.2265,-12957.2978515625,559,4984.6,559
2800000,46.367,5176.95,22.2832,-13038.26953125,560,4996.72,560
2805000,46.2954,5055.08,22.3939,-13022.7890625,561,5014.23,561
2810000,46.5037,5144.8,22.2378,-13179.0107421875,562,5008.57,562
2815000,46.2894,5153.62,21.6096,-13098.068359375,563,5014.15,563
2820000,46.7256,5150.76,21.7894,-13126.8408203125,564,5038.67,564
2825000,46.7563,5204.72,22.8398,-13389.99609375,565,5056.78,565
2830000,46.6502,5298.69,22.6329,-13406.900390625,566,5050.56,566
2835000,47.1718,5201.99,23.0195,-13505.0166015625,567,4996.97,567
2840000,46.4778,5165.23,22.017,-13185.8935546875,568,5043.89,568
2845000,46.3164,5147.89,21.4653,-12998.8251953125,569,4972.94,569
2850000,45.9843,5114.84,20.7789,-12774.2021484375,570,4810.48,570
2855000,46.5599,4888.39,21.5411,-12699.865234375,571,4873.37,571
2860000,48.3749,1426.74,55.7213,-10472.4326171875,572,2390.42,572
2865000,49.1958,1490.33,61.1286,-10082.7216796875,573,1983.22,573
2870000,47.3286,4917.98,40.0879,-11579.90234375,574,4506.51,574
2875000,47.3446,4920.33,24.7489,-11765.8271484375,575,4593.78,575
2880000,52.2919,27.57,53.7399,-9612.41015625,576,29.16,576
2885000,45.3426,3151.8,25.9114,-10176.2900390625,577,3399.67,577
2890000,45.0424,4541.04,23.1012,-12181.0166015625,578,4568.15,578
2895000,46.285,4923.66,22.7425,-13000.7880859375,579,4926.26,579
2900000,46.8694,5377.15,25.0721,-13321.0302734375,580,4392.52,580
2905000,47.1903,4931.74,28.2999,-12908.228515625,581,3577.42,581
2910000,46.7586,5169.55,31.4739,-12051.9501953125,582,3320.01,582
2915000,46.8843,5243.99,23.5494,-13876.9736328125,583,5074.06,583
2920000,46.2795,5349.45,32.2678,-11741.779296875,584,4729.08,584
2925000,44.9576,5290.24,21.4144,-13346.998046875,585,5074.14,585
2930000,47.0208,5324.97,22.8284,-13890.0869140625,586,5087.07,586
2935000,46.767,5204.01,24.1884,-13951.9677734375,587,4995.49,587
2940000,49.4788,-12.53,33.6942,-9105.28125,588,-11.94,588
2945000,46.3314,5245.58,23.5941,-13846.5634765625,589,5113.57,589
2950000,45.1768,5366.74,22.5133,-13829.845703125,590,5088.77,590
2955000,45.6098,5352.86,26.415,-13141.5048828125,591,5100.28,591
2960000,47.2081,-6.87,40.7268,-9587.025390625,592,219.08,592
2965000,44.3574,4613.09,20.5684,-12016.8251953125,593,4579.3,593
2970000,46.7137,4810.09,21.8702,-13201.7705078125,594,4671.5,594
2975000,46.7766,4998.2,23.3171,-13857.30078125,595,4886.93,595
2980000,48.2913,5156.46,25.5396,-14511.732421875,596,5004.04,596
2985000,46.8652,5283.82,24.9998,-13914.65625,597,5074.57,597
2990000,47.3064,5121.96,24.7662,-13587.3466796875,598,4948.51,598
2995000,46.7823,5135.71,24.9315,-13775.4501953125,599,5016.67,599
3000000,47.3365,5232.21,24.7597,-13807.5400390625,600,5041.65,600
3005000,46.9656,5243.27,29.8708,-12891.533203125,601,5009.18,601
3010000,47.149,5223.53,24.3452,-14005.662109375,602,5058.76,602
3015000,46.6925,5272.38,24.1277,-13797.6953125,603,5051.45,603
3020000,46.9062,5248.56,23.7747,-13773.8515625,604,5083.18,604
3025000,46.7842,5186.16,23.3679,-13895.017578125,605,5030.32,605
3030000,46.9151,5210.27,22.9042,-13848.666015625,606,5033.07,606
3035000,46.4123,5196.68,21.676,-13620.8564453125,607,4999.13,607
3040000,46.8234,5176.61,22.3935,-13761.1826171875,608,5040.85,608
3045000,46.0442,5242.12,21.5307,-13559.423828125,609,5031.06,609
3050000,45.9363,5116.37,21.0578,-13180.5537109375,610,4982.14,610
3055000,45.5448,5147.22,20.2175,-12861.6748046875,611,4986.95,611
3060000,45.2645,5152.29,19.6852,-12806.8447265625,612,4946.47,612
3065000,45.6868,5184.23,21.6869,-12333.3837890625,613,4976.1,613
3070000,45.2635,5156.41,21.2779,-12632.27734375,614,4993.17,614
3075000,46.096,5211.47,20.2568,-13025.1044921875,615,5002.91,615
3080000,46.3413,5205.89,20.1538,-13340.0615234375,616,4976.99,616
3085000,45.6132,5182.87,20.1199,-12927.619140625,617,4963.24,617
3090000,46.2082,5214.82,20.5361,-13310.2998046875,618,5008.93,618
3095000,45.9552,5205.25,20.4901,-13480.3125,619,5011.19,619
3100000,45.7932,5171.4,19.6908,-13382.20703125,620,4987.99,620
3105000,45.8359,5208.01,20.762,-13808.5166015625,621,5014.73,621
3110000,45.6269,5226.33,19.9174,-13170.1845703125,622,5013.16,622
3115000,46.2388,5141.57,20.4295,-13505.0087890625,623,4985.6,623
3120000,45.5039,5254.46,20.1938,-13396.6748046875,624,5023.91,624
3125000,46.0625,5304.71,20.5352,-13753.654296875,625,5031.1,625
3130000,45.9351,5203.38,20.4417,-13470.9736328125,626,5053.11,626
3135000,46.3538,5188.56,20.856,-13802.017578125,627,5015.08,627
3140000,46.0036,5088.14,20.9458,-13639.67578125,628,5025.91,628
3145000,46.2317,5116.77,20.3195,-13614.7578125,629,5006.21,629
3150000,45.4573,5241.64,20.4076,-13992.0693359375,630,4993.78,630
3155000,48.7863,558.51,27.7496,-12823.69921875,631,456.56,631
3160000,48.1312,584.38,60.5473,-8923.654296875,632,669.12,632
3165000,49.1492,789.89,32.719,-12072.9365234375,633,575.65,633
3170000,51.9947,182.47,36.8121,-8439.314453125,634,187.09,634
3175000,47.1506,188.0,40.6206,-9770.1435546875,635,1166.26,635
3180000,46.9276,3359.64,21.5574,-11580.4853515625,636,2851.43,636
3185000,48.5421,3103.53,42.2556,-12024.150390625,637,3623.67,637
3190000,47.3575,4704.94,22.8428,-13603.7021484375,638,4690.91,638
3195000,47.4856,4768.77,23.515,-12336.11328125,639,4645.28,639
3200000,46.3924,4995.21,23.4752,-14176.5654296875,640,4843.66,640
3205000,46.2697,4940.27,23.2497,-14123.39453125,641,4783.91,641
3210000,48.225,4803.59,23.8049,-13569.189453125,642,4739.0,642
3215000,50.0583,-7.28,25.6183,-13791.5810546875,643,-7.22,643
3220000,46.4918,4378.24,31.7516,-12211.349609375,644,3105.04,644
3225000,44.4586,4352.76,23.5112,-12865.7685546875,645,3895.44,645
3230000,47.3106,4410.6,22.698,-12669.8408203125,646,4409.83,646
3235000,47.929,4951.42,24.1336,-13740.4267578125,647,4871.59,647
3240000,46.7983,4795.86,23.7482,-14078.697265625,648,4780.16,648
3245000,47.2069,5116.5,23.4114,-14657.3388671875,649,5007.75,649
3250000,46.8513,4996.73,21.7644,-13898.9267578125,650,4868.66,650
3255000,46.7213,4994.62,20.78,-13418.9130859375,651,4320.06,651
3260000,45.584,5196.08,21.0611,-13993.3203125,652,4967.34,652
3265000,46.1389,5055.09,20.2552,-13270.4482421875,653,4942.8,653
3270000,45.9596,4948.7,20.8121,-13583.8564453125,654,4856.6,654
3275000,45.4274,5126.8,20.3404,-13706.9052734375,655,4949.7,655
3280000,46.4145,5132.44,20.482,-13615.498046875,656,4995.5,656
3285000,46.4748,4967.12,20.1335,-13668.6171875,657,4917.67,657
3290000,46.7851,4995.66,20.6521,-13647.3232421875,658,4955.84,658
3295000,46.6414,5106.03,20.7397,-13943.9375,659,5004.74,659
3300000,46.6108,5113.14,20.9324,-13988.0068359375,660,4921.32,660
3305000,46.9154,5124.82,20.8933,-14039.4345703125,661,5000.26,661
3310000,46.1997,5141.83,20.8851,-13920.837890625,662,4954.86,662
3315000,46.4804,5164.74,21.0731,-14126.56640625,663,5009.58,663
3320000,47.0383,5213.06,20.8217,-14025.048828125,664,5015.94,664
3325000,47.1212,5173.16,20.8505,-14036.779296875,665,5015.14,665
3330000,47.0938,5159.93,21.2621,-14080.4619140625,666,5033.96,666
3335000,47.2818,5156.77,21.5377,-13973.287109375,667,5063.62,667
3340000,47.2712,5124.44,21.1944,-14065.978515625,668,5021.89,668
3345000,47.4397,5153.09,21.5668,-14009.4873046875,669,5037.91,669
3350000,47.0019,5124.8,20.8895,-13888.5,670,5039.07,670
3355000,47.0659,5125.81,21.601,-14133.9189453125,671,5028.27,671
3360000,47.5043,5194.56,21.9275,-14200.3974609375,672,5089.24,672
3365000,47.6622,5167.81,22.3322,-14215.9228515625,673,5051.84,673
3370000,47.2057,5086.09,21.7632,-14122.4306640625,674,5024.26,674
3375000,47.0368,5120.73,21.4085,-14016.29296875,675,5046.98,675
3380000,47.0923,5183.52,21.381,-13938.3720703125,676,5079.74,676
3385000,46.7262,5168.73,21.2933,-14124.81640625,677,5079.08,677
3390000,47.035,5130.39,21.615,-14286.529296875,678,5105.73,678
3395000,47.0175,5256.26,21.9854,-14371.2138671875,679,5067.18,679
3400000,46.8649,5224.46,21.416,-14196.9833984375,680,5050.53,680
3405000,46.8363,5207.09,20.8793,-14208.5380859375,681,5085.53,681
3410000,46.9293,5149.05,21.3494,-14086.125,682,5101.1,682
3415000,46.6607,5148.16,21.0432,-14082.0263671875,683,5101.04,683
3420000,46.6705,5106.32,21.469,-14025.29296875,684,5085.79,684
3425000,46.8747,5057.95,21.3366,-14312.9619140625,685,5080.05,685
3430000,46.9887,4975.56,21.3464,-14007.966796875,686,5020.39,686
3435000,46.706,4947.84,20.7617,-14043.9541015625,687,5054.04,687
3440000,46.973,5010.76,21.1431,-14197.2119140625,688,5073.05,688
3445000,46.7209,4960.03,21.4802,-14042.9931640625,689,5066.86,689
3450000,45.7223,4991.78,20.6141,-14148.23046875,690,5064.25,690
3455000,46.5602,4873.75,21.1415,-13909.9140625,691,4997.7,691
3460000,46.6083,4957.94,20.8603,-14154.671875,692,5041.16,692
3465000,46.08,5020.58,20.9535,-14240.0625,693,5060.92,693
3470000,46.0804,5163.06,20.9571,-14331.2685546875,694,5107.91,694
3475000,46.5053,5120.62,20.5843,-14179.30078125,695,5077.25,695
3480000,45.8927,4906.59,20.6911,-14113.4130859375,696,5057.85,696
3485000,46.1948,4959.99,20.7329,-13959.9130859375,697,5079.02,697
3490000,46.9998,4987.16,21.6056,-14169.701171875,698,5055.65,698
3495000,46.5509,4970.83,21.2699,-14120.6396484375,699,5048.96,699
3500000,46.115,5020.7,20.1763,-14151.986328125,700,5004.99,700
3505000,45.3092,5062.7,19.7737,-13724.2607421875,701,5039.11,701
3510000,46.0679,5066.57,20.6533,-13879.9296875,702,5067.79,702
3515000,46.3487,5040.45,20.8033,-14202.4306640625,703,5062.57,703
3520000,45.8189,5021.63,20.5474,-13967.955078125,704,5043.26,704
3525000,46.0982,5031.63,20.2828,-13775.0927734375,705,5049.28,705
3530000,45.6021,5028.89,20.1044,-13635.4736328125,706,4992.92,706
3535000,46.0681,5007.74,20.191,-13603.0517578125,707,4973.22,707
3540000,45.8429,5009.38,19.9628,-13893.13671875,708,4991.71,708
3545000,46.0392,4963.8,20.1463,-13152.2900390625,709,4919.93,709
3550000,46.2876,5067.59,20.5228,-13805.4765625,710,5039.22,710
3555000,46.2514,4974.24,20.0529,-13497.6044921875,711,5003.64,711
3560000,46.2351,5036.74,20.1853,-13984.0966796875,712,5044.11,712
3565000,45.6509,5044.92,20.5174,-13645.0634765625,713,5016.23,713
3570000,45.0831,5102.95,19.7136,-13769.96875,714,5057.59,714
3575000,45.8299,4977.7,19.6475,-13826.6865234375,715,4967.47,715
3580000,46.0946,5023.48,20.2243,-13707.587890625,716,5019.89,716
3585000,45.9812,4971.57,19.9836,-13970.7685546875,717,4989.99,717
3590000,46.6585,4942.11,20.1968,-13858.21875,718,5014.78,718
3595000,45.8419,5106.99,19.8615,-14113.0,719,5061.56,719
3600000,46.1163,5045.34,19.6271,-13945.80859375,720,5073.61,720
3605000,45.5219,5130.75,20.1873,-13917.880859375,721,5100.78,721
3610000,45.5985,5068.58,19.8507,-14022.14453125,722,5060.87,722
3615000,46.0642,5069.58,20.6029,-14211.177734375,723,5066.31,723
3620000,45.3482,5221.34,20.0851,-14192.53125,724,5077.13,724
3625000,45.3486,4980.84,19.4393,-14290.458984375,725,4993.39,725
3630000,46.3208,5202.27,21.0219,-14538.48828125,726,5042.29,726
3635000,45.8687,4992.56,20.131,-13979.2607421875,727,5046.09,727
3640000,46.2713,4946.11,20.1563,-14063.2392578125,728,5034.98,728
3645000,44.8478,5195.47,19.2577,-13947.8203125,729,5068.77,729
3650000,44.9434,5050.46,18.7488,-13443.583984375,730,5036.41,730
3655000,46.0605,5018.63,19.7845,-14156.091796875,731,5049.57,731
3660000,45.8134,5126.03,20.301,-14117.916015625,732,5011.21,732
3665000,46.1528,4976.56,20.3067,-14255.9228515625,733,5056.9,733
3670000,45.5643,5060.08,19.814,-14161.248046875,734,5069.65,734
3675000,44.5536,4982.63,19.0753,-13729.7646484375,735,5023.86,735
3680000,44.2684,5195.75,19.3052,-13743.251953125,736,5026.48,736
3685000,44.9399,5293.35,19.8465,-14106.9658203125,737,5078.55,737
3690000,45.2813,4975.63,19.2538,-13610.033203125,738,5049.53,738
3695000,45.3664,4982.5,19.1159,-13601.06640625,739,5055.04,739
3700000,44.4566,5111.71,18.3464,-13140.470703125,740,5086.33,740
3705000,45.1794,5176.19,19.3942,-13693.5,741,4855.52,741
3710000,44.6335,5118.18,18.2836,-13776.115234375,742,5021.52,742
3715000,45.6432,5146.93,19.6088,-13808.0830078125,743,4854.95,743
3720000,45.6768,5090.98,19.5568,-13876.8310546875,744,5055.95,744
3725000,45.3626,5227.19,19.2396,-13462.494140625,745,4394.76,745
3730000,45.5269,5199.75,18.598,-13532.638671875,746,4671.95,746
3735000,45.3192,5031.52,19.9857,-14026.43359375,747,5064.72,747
3740000,44.8528,5136.08,19.2856,-13849.53125,748,4849.18,748
3745000,45.1044,5072.68,19.0799,-13668.6748046875,749,4883.46,749
3750000,45.0377,5079.54,19.4945,-14086.2578125,750,4802.82,750
3755000,45.2832,5154.5,19.0739,-13862.5244140625,751,5059.41,751
3760000,45.0353,5157.81,19.1388,-13948.4716796875,752,4991.99,752
3765000,45.2287,5058.46,19.8427,-14174.439453125,753,5032.39,753
3770000,44.7036,5141.85,18.847,-13512.7236328125,754,4967.81,754
3775000,44.724,5110.32,18.6634,-13498.2275390625,755,5029.25,755
3780000,44.8951,5161.66,18.5501,-13752.763671875,756,5038.46,756
3785000,45.292,5111.36,19.5857,-14125.9306640625,757,5062.47,757
3790000,44.9536,5127.42,19.1722,-13747.314453125,758,4802.49,758
3795000,45.1864,5148.69,20.0558,-14203.7890625,759,4830.08,759
3800000,44.2965,5219.85,19.3019,-13818.828125,760,4986.94,760
3805000,45.497,5163.92,19.836,-14127.490234375,761,5046.19,761
3810000,45.2765,5211.14,19.9344,-14310.0341796875,762,5026.16,762
3815000,44.4778,5222.95,19.452,-13843.6435546875,763,5047.96,763
3820000,45.6338,5208.52,19.7973,-14306.1142578125,764,5058.85,764
3825000,45.0215,5232.18,19.6834,-14234.5126953125,765,5036.91,765
3830000,45.0258,5184.15,20.0281,-13990.90234375,766,5052.49,766
3835000,45.249,5179.68,20.1242,-14314.28125,767,5040.68,767
3840000,44.5679,5195.09,19.2145,-13626.408203125,768,5028.96,768
3845000,44.7723,5258.32,19.9234,-13938.4541015625,769,5048.03,769
