Real Det Return,Reward Loss,Running Forward KL,Itration,Running Update Time,Running Env Steps,Running Reverse KL,Real Sto Return
3389.19,-12335.1328125,75.5038,388,388,1940000,61.58,4342.48
4033.09,-12615.3232421875,78.7186,389,389,1945000,65.822,3677.52
4094.79,-11816.146484375,71.4611,390,390,1950000,54.1544,3305.83
4449.46,-12130.8076171875,77.237,391,391,1955000,60.6023,2893.73
4026.57,-12435.1279296875,78.6784,392,392,1960000,62.2803,3641.77
3898.2,-12233.46484375,74.7506,393,393,1965000,61.6164,3242.99
4269.62,-12355.3330078125,77.9047,394,394,1970000,64.2668,3637.32
4322.69,-12283.6865234375,72.6633,395,395,1975000,56.274,3459.84
4394.89,-12351.5966796875,74.517,396,396,1980000,60.1453,4180.21
4584.24,-12418.2626953125,78.1016,397,397,1985000,61.9153,3344.1
4867.43,-12514.2265625,76.3401,398,398,1990000,59.9462,4214.41
4957.16,-12925.232421875,73.7663,399,399,1995000,59.5048,3201.92
4998.42,-12654.4365234375,75.6357,400,400,2000000,61.8303,4174.2
4609.86,-12398.6591796875,75.8027,401,401,2005000,59.5821,3485.7
-2348.77,-9174.1162109375,103.4495,402,402,2010000,290.7848,-2247.61
-874.38,-13409.671875,96.689,403,403,2015000,190.6488,-834.15
-753.32,-13504.8603515625,96.6279,404,404,2020000,560.7984,-1012.31
-846.47,-12168.1787109375,85.8672,405,405,2025000,274.7618,-854.91
-963.91,-11753.4677734375,88.6991,406,406,2030000,238.0282,-409.72
-932.28,-10890.3525390625,82.9636,407,407,2035000,88.8016,-991.29
-1011.74,-11513.6005859375,75.7612,408,408,2040000,116.4744,-367.02
-424.68,-11766.650390625,74.8642,409,409,2045000,58.118,-459.47
-248.02,-12204.025390625,77.105,410,410,2050000,105.4816,-408.26
-1093.51,-13022.22265625,85.2988,411,411,2055000,221.4776,-971.96
-1192.63,-13539.7578125,91.8995,412,412,2060000,159.1319,-966.69
-217.74,-12037.7373046875,75.2662,413,413,2065000,57.9916,-298.24
-481.68,-12801.7138671875,82.521,414,414,2070000,80.6517,-507.33
-419.37,-12702.8046875,80.8932,415,415,2075000,72.5986,-259.56
304.54,-13238.83203125,75.1286,416,416,2080000,59.101,168.79
382.09,-12974.09765625,72.7918,417,417,2085000,51.7659,227.3
342.49,-12781.0029296875,72.9529,418,418,2090000,63.2888,373.68
344.89,-13381.1044921875,75.4737,419,419,2095000,72.3837,516.35
722.16,-13664.87109375,75.4027,420,420,2100000,58.6717,695.79
883.75,-14018.64453125,76.46,421,421,2105000,86.0901,413.82
273.59,-13413.67578125,77.5234,422,422,2110000,83.1558,452.84
381.26,-14015.302734375,78.9174,423,423,2115000,127.2046,429.91
590.59,-13644.9638671875,79.6349,424,424,2120000,146.8687,491.66
730.96,-14021.1796875,81.0752,425,425,2125000,146.867,639.92
760.44,-14177.1962890625,78.2115,426,426,2130000,72.5996,788.67
927.06,-13583.2080078125,79.688,427,427,2135000,124.8617,894.89
752.69,-14346.830078125,75.9359,428,428,2140000,64.1453,873.73
641.84,-13972.9248046875,77.7217,429,429,2145000,63.9102,963.09
1915.81,-14261.16015625,76.4104,430,430,2150000,53.5017,1152.6
1309.28,-14232.98046875,76.5771,431,431,2155000,59.5,2047.51
2309.03,-14467.7529296875,75.3696,432,432,2160000,54.0909,1647.54
1924.53,-13876.615234375,74.299,433,433,2165000,52.4805,1372.27
2506.77,-13967.1328125,73.9531,434,434,2170000,55.5844,1578.56
1974.45,-14024.7880859375,72.3398,435,435,2175000,49.9405,1122.8
3215.86,-14028.4296875,74.4651,436,436,2180000,61.736,2523.71
2392.54,-13548.7705078125,72.7071,437,437,2185000,50.0548,2014.14
2907.63,-13713.8642578125,71.4425,438,438,2190000,48.2336,2109.67
2966.21,-13447.75,72.7661,439,439,2195000,52.0558,2743.41
3424.24,-13427.662109375,71.6682,440,440,2200000,49.664,2045.76
3842.44,-13427.158203125,75.3134,441,441,2205000,57.6584,2886.41
3627.39,-13361.978515625,74.4903,442,442,2210000,55.3254,2852.81
3778.49,-13531.3525390625,75.6127,443,443,2215000,58.0864,3019.31
3652.89,-13234.1484375,72.0679,444,444,2220000,51.2284,2854.61
4351.2,-13716.953125,77.0253,445,445,2225000,65.8697,3057.24
4151.22,-13349.626953125,72.5234,446,446,2230000,57.7737,2772.0
3573.56,-13692.318359375,75.6934,447,447,2235000,59.091,3295.79
4269.79,-13474.544921875,75.5876,448,448,2240000,63.4556,2835.02
4001.23,-13993.9501953125,74.0587,449,449,2245000,57.9341,3386.08
3227.77,-13845.5908203125,76.2261,450,450,2250000,63.8976,2668.42
4001.38,-14550.6494140625,76.3076,451,451,2255000,63.1951,3360.74
3658.54,-14415.419921875,76.8476,452,452,2260000,63.5124,3238.67
3750.73,-14583.5419921875,73.6083,453,453,2265000,59.5091,3426.4
3725.76,-14297.0849609375,81.2443,454,454,2270000,72.818,3458.82
4297.28,-14319.6083984375,80.8592,455,455,2275000,71.3579,3637.73
3220.48,-14720.71875,81.8234,456,456,2280000,74.2261,3620.82
3688.8,-14539.4365234375,74.4007,457,457,2285000,57.2415,2367.7
4020.52,-14171.3896484375,74.5068,458,458,2290000,60.3058,3142.66
3972.34,-14668.53125,79.2824,459,459,2295000,69.7325,3385.61
3689.04,-14833.833984375,75.3991,460,460,2300000,60.6423,3116.7
4606.79,-14446.1650390625,76.2717,461,461,2305000,63.0031,3672.19
4180.75,-14535.8447265625,73.7835,462,462,2310000,56.9102,3512.19
4319.48,-15122.4619140625,78.1649,463,463,2315000,69.8057,3686.74
4345.86,-14656.890625,80.8627,464,464,2320000,73.1523,3548.08
4057.47,-15068.7578125,80.9578,465,465,2325000,74.6321,3883.51
4531.08,-14848.3046875,78.5329,466,466,2330000,68.8186,3944.0
4221.57,-15025.8330078125,76.518,467,467,2335000,62.8761,3449.81
4018.1,-14672.0888671875,76.9697,468,468,2340000,68.7462,3887.1
4227.4,-15068.6630859375,80.9024,469,469,2345000,71.478,3725.59
4722.81,-14924.7216796875,81.1234,470,470,2350000,75.0295,4016.1
4382.63,-15224.3232421875,83.5852,471,471,2355000,76.4485,3809.86
4567.72,-15156.556640625,84.0143,472,472,2360000,77.0644,4017.75
4393.8,-14956.0908203125,82.8016,473,473,2365000,74.3554,3614.15
4819.22,-14794.49609375,81.2154,474,474,2370000,75.48,3611.7
4536.77,-15483.958984375,85.5637,475,475,2375000,79.9992,4119.86
4939.9,-15066.1181640625,83.244,476,476,2380000,75.7548,4275.33
4517.14,-15136.7109375,85.3589,477,477,2385000,82.0819,4139.58
4833.03,-15335.9892578125,78.2196,478,478,2390000,70.9471,4060.44
4621.84,-15376.6884765625,85.8674,479,479,2395000,77.2611,4186.96
4542.16,-15431.39453125,80.468,480,480,2400000,73.1505,4003.76
4890.09,-15130.384765625,85.2217,481,481,2405000,79.3148,4417.91
4714.76,-15271.6748046875,85.0551,482,482,2410000,78.3053,4167.49
4898.97,-15364.728515625,84.382,483,483,2415000,75.9829,4521.01
4640.33,-15290.2021484375,75.3726,484,484,2420000,63.7437,4055.39
4789.2,-15285.9453125,84.6572,485,485,2425000,75.3766,4555.14
4567.32,-15088.2373046875,80.011,486,486,2430000,74.3476,4491.42
4618.54,-14787.037109375,84.9428,487,487,2435000,75.0489,3795.98
4925.03,-15070.5087890625,85.4955,488,488,2440000,75.746,3952.64
4688.1,-15378.6640625,85.3473,489,489,2445000,77.0162,4014.25
4962.73,-15306.171875,85.6943,490,490,2450000,83.4541,4145.15
4962.98,-15141.681640625,86.4016,491,491,2455000,80.0089,4689.91
4829.83,-15540.2529296875,87.479,492,492,2460000,83.0163,4199.73
5025.48,-15674.396484375,87.5377,493,493,2465000,79.3876,4459.12
4624.66,-15186.9052734375,85.8295,494,494,2470000,80.407,4616.55
4322.23,-15638.326171875,87.3676,495,495,2475000,83.3742,4367.16
5115.2,-15541.0537109375,86.3324,496,496,2480000,82.9421,4392.83
4953.19,-15485.265625,87.211,497,497,2485000,85.4015,4433.86
5028.98,-15718.8486328125,84.2114,498,498,2490000,83.8438,4630.24
4917.94,-15963.0146484375,87.6534,499,499,2495000,90.1822,4444.29
5134.11,-16105.1142578125,86.6055,500,500,2500000,84.0266,4512.24
4763.12,-15962.251953125,87.1567,501,501,2505000,86.6994,4346.6
4891.97,-15822.4794921875,86.3458,502,502,2510000,84.6442,4412.15
5015.59,-15952.9287109375,88.295,503,503,2515000,87.6027,4445.7
4855.21,-15851.2138671875,86.461,504,504,2520000,79.4498,4541.14
4803.41,-15514.0478515625,81.3977,505,505,2525000,80.0017,4432.37
4696.7,-15788.1162109375,84.61,506,506,2530000,79.6537,4483.38
5049.77,-15733.4248046875,84.6737,507,507,2535000,80.1697,4118.05
4889.38,-16134.123046875,85.2963,508,508,2540000,87.417,4485.33
5087.63,-15682.0751953125,80.5787,509,509,2545000,73.4064,4214.09
4745.37,-15717.630859375,79.5622,510,510,2550000,72.937,4316.74
4896.83,-15566.4716796875,84.1349,511,511,2555000,78.294,4605.34
4933.73,-16045.017578125,86.4556,512,512,2560000,81.6636,4283.56
4906.75,-15821.677734375,85.7799,513,513,2565000,76.2938,4643.16
4475.91,-15674.7607421875,84.4999,514,514,2570000,77.1859,4310.13
4765.4,-15747.630859375,86.9902,515,515,2575000,85.4442,4322.89
4606.24,-15856.70703125,84.9148,516,516,2580000,79.4375,4492.56
5003.25,-15818.4638671875,83.0142,517,517,2585000,78.5615,4713.2
5155.86,-15566.013671875,83.8912,518,518,2590000,79.2966,4382.43
5179.48,-16152.5234375,87.1576,519,519,2595000,83.4923,4782.55
5179.16,-15916.50390625,81.8627,520,520,2600000,76.7461,4642.96
5129.42,-16042.7587890625,85.9064,521,521,2605000,83.7341,4575.26
4977.95,-16084.900390625,86.7969,522,522,2610000,84.3062,4289.45
5156.05,-16216.1923828125,87.7501,523,523,2615000,84.3468,4604.81
5119.42,-15881.3896484375,87.3296,524,524,2620000,87.4478,4126.33
4720.39,-16116.3486328125,80.7621,525,525,2625000,77.1119,4793.36
5200.77,-16274.01171875,81.9687,526,526,2630000,77.0602,4820.59
5207.86,-16187.5498046875,81.1592,527,527,2635000,76.8479,4482.74
4987.97,-16106.7197265625,87.66,528,528,2640000,87.4115,4886.91
5305.71,-16121.48046875,85.1393,529,529,2645000,81.4869,4736.65
4960.26,-16135.9638671875,80.0258,530,530,2650000,72.0087,4339.12
5143.31,-16186.8134765625,87.6365,531,531,2655000,90.3704,4837.52
5088.3,-16477.51953125,87.2342,532,532,2660000,88.3913,4389.11
4925.07,-16324.5771484375,84.1176,533,533,2665000,76.5991,4448.38
4592.04,-16420.408203125,87.5125,534,534,2670000,83.4395,4510.97
5277.06,-16459.5546875,86.761,535,535,2675000,84.3433,4471.52
4312.91,-16268.0400390625,80.1838,536,536,2680000,73.3186,4357.3
4732.08,-16305.908203125,88.2539,537,537,2685000,87.2267,4434.12
4729.28,-16172.04296875,85.418,538,538,2690000,80.656,4193.4
5021.81,-16064.134765625,85.113,539,539,2695000,79.8824,4664.32
4776.04,-16290.0234375,84.9255,540,540,2700000,79.9264,4196.23
5207.01,-16110.3857421875,79.6912,541,541,2705000,78.9119,4875.16
5120.22,-16223.064453125,87.9609,542,542,2710000,86.1289,4324.7
4870.72,-16447.0,87.4583,543,543,2715000,83.9174,4333.16
4613.92,-16280.373046875,88.1037,544,544,2720000,89.8469,4870.43
4399.34,-16544.341796875,86.7869,545,545,2725000,88.3479,4356.75
5053.49,-16489.125,84.9967,546,546,2730000,87.6991,4479.6
4759.8,-16242.576171875,83.2545,547,547,2735000,79.533,4827.05
5316.17,-16607.71875,88.0301,548,548,2740000,89.9825,4470.44
4979.99,-16006.2451171875,79.4693,549,549,2745000,73.8062,4650.97
4949.27,-16432.205078125,88.091,550,550,2750000,85.5441,4476.41
5272.09,-16116.037109375,80.4495,551,551,2755000,75.8176,4661.99
4958.45,-16255.2265625,83.3528,552,552,2760000,81.9831,4781.97
4674.81,-16470.478515625,87.9946,553,553,2765000,87.9842,4547.38
5243.8,-16798.447265625,90.5424,554,554,2770000,96.589,4881.31
5122.07,-16554.5546875,88.8135,555,555,2775000,87.8959,4708.78
5431.11,-16377.8994140625,89.2134,556,556,2780000,86.8253,4778.12
4850.49,-16641.2890625,88.173,557,557,2785000,91.1605,4742.76
5149.92,-16745.90234375,87.3044,558,558,2790000,92.5556,4857.31
5232.1,-16835.69921875,88.9929,559,559,2795000,91.9974,4790.84
5451.65,-16719.4609375,86.6731,560,560,2800000,85.2734,5061.84
5426.17,-16522.875,89.0393,561,561,2805000,92.0957,4813.03
5132.1,-16827.48046875,89.9089,562,562,2810000,94.3439,4134.36
4583.99,-16683.375,87.4717,563,563,2815000,84.3451,4578.41
5191.44,-16971.599609375,89.153,564,564,2820000,95.8447,4499.87
5006.12,-16907.349609375,88.7096,565,565,2825000,89.6953,4828.01
5321.13,-16888.830078125,88.9225,566,566,2830000,93.829,4911.12
5155.65,-17056.609375,90.6061,567,567,2835000,94.9275,4923.39
5162.45,-16932.740234375,89.8606,568,568,2840000,93.7532,4736.82
5543.56,-17049.197265625,89.6816,569,569,2845000,90.9837,5000.54
5372.75,-16986.439453125,89.5607,570,570,2850000,94.4695,4952.53
5262.74,-17091.453125,89.2191,571,571,2855000,91.071,4850.69
5475.05,-16922.6796875,89.4267,572,572,2860000,85.8859,4583.87
5473.49,-17011.806640625,89.277,573,573,2865000,88.4617,4672.9
5365.5,-17162.30859375,89.3944,574,574,2870000,94.7171,4989.49
5419.93,-17054.83984375,88.2419,575,575,2875000,89.8222,4743.45
5471.0,-17014.244140625,89.7853,576,576,2880000,90.5838,4780.47
5147.94,-16968.826171875,86.8769,577,577,2885000,89.8088,4749.25
5161.95,-17187.18359375,87.7834,578,578,2890000,94.6395,5038.45
5428.72,-17202.080078125,88.864,579,579,2895000,93.0053,4548.16
5295.98,-17026.974609375,91.675,580,580,2900000,94.1171,4869.75
5228.35,-17303.275390625,90.3695,581,581,2905000,98.9306,4703.51
4541.8,-17223.697265625,85.9963,582,582,2910000,86.1222,4498.62
5449.37,-17229.228515625,91.2864,583,583,2915000,98.6954,4888.91
5292.02,-17139.611328125,90.8251,584,584,2920000,94.9408,5043.55
5391.32,-17023.4140625,91.3643,585,585,2925000,97.7655,5039.36
5419.04,-17310.90625,89.7949,586,586,2930000,95.7235,4320.16
5437.9,-17188.66015625,90.7563,587,587,2935000,96.4381,4453.61
5193.94,-17388.02734375,91.6986,588,588,2940000,104.2143,4836.4
5411.35,-17347.18359375,89.0006,589,589,2945000,94.7695,4789.84
5004.71,-17412.43359375,92.6201,590,590,2950000,103.7076,5012.24
5200.96,-17303.734375,88.9633,591,591,2955000,92.3001,4553.49
5326.23,-17150.501953125,83.091,592,592,2960000,87.7655,4620.54
5469.84,-17347.87109375,86.7649,593,593,2965000,93.8283,4795.86
5497.15,-17456.86328125,86.6487,594,594,2970000,92.2852,4848.44
5267.38,-17426.578125,92.3792,595,595,2975000,97.8561,4796.57
5101.7,-17235.34765625,83.5347,596,596,2980000,86.545,4690.6
5350.14,-17347.95703125,84.5248,597,597,2985000,88.0687,4857.59
5464.98,-17560.68359375,91.2145,598,598,2990000,100.4829,4697.92
5373.89,-17638.5390625,90.107,599,599,2995000,93.5921,4492.39
