Reward Loss,Real Sto Return,Real Det Return,Running Update Time,Running Env Steps,Running Reverse KL,Running Forward KL,Itration
-155.84877014160156,215.6,209.33,0,0,20.9277,39.8952,0
-164.4099578857422,226.04,233.83,1,5000,20.0066,40.5665,1
-153.792236328125,220.21,215.59,2,10000,17.4717,38.0398,2
-150.37991333007812,293.35,294.05,3,15000,20.1277,36.4514,3
-132.30029296875,366.15,346.91,4,20000,20.2626,35.5298,4
-133.15188598632812,328.79,342.21,5,25000,23.6917,35.2104,5
-147.3199005126953,357.29,365.95,6,30000,26.0907,34.9536,6
-150.18507385253906,380.98,382.49,7,35000,22.9749,34.8681,7
-152.98414611816406,512.25,461.4,8,40000,21.9699,33.4903,8
-169.2383270263672,463.53,433.22,9,45000,25.8805,32.2716,9
-148.8344268798828,670.76,1011.5,10,50000,20.1407,31.8223,10
-162.3703155517578,855.29,832.73,11,55000,16.6867,31.6255,11
-163.86199951171875,643.39,720.31,12,60000,17.9236,31.0038,12
-186.29998779296875,631.11,510.64,13,65000,18.9944,32.1391,13
-167.74952697753906,946.98,1012.33,14,70000,20.7468,31.6643,14
-182.9661102294922,867.78,974.64,15,75000,21.0712,30.6711,15
-189.48394775390625,933.77,1008.33,16,80000,19.8521,31.4614,16
-188.9117431640625,843.01,839.81,17,85000,22.5338,31.3595,17
-197.0094451904297,871.3,893.52,18,90000,22.4799,30.4558,18
-162.8120574951172,1158.26,755.84,19,95000,18.2715,28.6911,19
-175.44125366210938,1159.81,1105.04,20,100000,17.763,29.7082,20
-161.2970428466797,1200.68,1288.73,21,105000,16.9217,28.6872,21
-196.9994354248047,1235.46,2175.68,22,110000,18.4802,29.2051,22
-198.29196166992188,1093.71,972.06,23,115000,18.0673,29.3798,23
-208.298828125,1550.23,2977.4,24,120000,16.7543,28.1374,24
-237.437255859375,1057.72,1108.55,25,125000,17.8685,29.9446,25
-212.0989532470703,1958.62,3201.32,26,130000,16.514,27.9785,26
-171.89207458496094,2002.58,3177.19,27,135000,15.1434,27.1691,27
-239.8602294921875,1309.42,3197.38,28,140000,18.2341,27.7743,28
-145.3919219970703,2861.75,3127.62,29,145000,13.814,25.9978,29
-266.37689208984375,1739.19,3243.38,30,150000,18.897,27.9056,30
-322.11041259765625,1012.7,990.38,31,155000,22.9729,28.7947,31
-139.06495666503906,2840.63,3132.6,32,160000,13.5687,26.1699,32
-78.84100341796875,3014.22,3208.65,33,165000,12.1911,25.4667,33
-121.957275390625,2558.85,3218.72,34,170000,13.0374,26.3327,34
-56.79729461669922,3095.23,3040.64,35,175000,12.1529,26.0877,35
-282.60333251953125,1516.32,2468.68,36,180000,20.6603,27.2815,36
-145.5822296142578,2539.08,3243.51,37,185000,14.2826,26.3368,37
-61.134071350097656,3119.41,3224.97,38,190000,12.6351,26.3968,38
-52.233306884765625,3164.3,3176.35,39,195000,12.3054,26.1309,39
-70.74567413330078,3091.67,3295.91,40,200000,11.9586,25.3015,40
-58.589698791503906,3136.96,3130.58,41,205000,12.1476,25.8699,41
-84.570556640625,2851.62,3325.24,42,210000,12.0371,23.9247,42
-60.95144271850586,3101.1,3189.64,43,215000,11.686,25.4329,43
-60.677467346191406,3241.41,3235.14,44,220000,12.7154,25.6356,44
-61.722129821777344,3015.36,3260.65,45,225000,11.9945,24.9168,45
-56.490482330322266,3286.19,3285.89,46,230000,12.0439,24.5412,46
-114.77693939208984,3174.06,3274.05,47,235000,13.2297,24.4117,47
-82.26651000976562,3118.82,3239.23,48,240000,12.266,24.9441,48
-71.00337982177734,3224.23,3223.3,49,245000,12.1859,25.2779,49
-72.07879638671875,3224.82,3327.72,50,250000,12.3502,25.4907,50
-114.81597900390625,3249.0,3257.08,51,255000,13.0621,24.5838,51
-86.966064453125,3131.3,3252.5,52,260000,11.6387,24.6648,52
-93.65669250488281,3068.87,3324.94,53,265000,12.7194,25.7334,53
-66.70665740966797,3218.57,3273.34,54,270000,11.2405,24.6228,54
-110.28536987304688,3111.68,3327.61,55,275000,13.5,24.986,55
-66.31794738769531,3084.27,3325.24,56,280000,11.3706,23.821,56
-175.88880920410156,2615.93,3365.98,57,285000,16.5803,25.149,57
-90.66081237792969,3132.09,3309.91,58,290000,11.3097,24.0444,58
-71.70784759521484,3199.88,3299.7,59,295000,11.507,23.6112,59
-75.48016357421875,3319.51,3317.44,60,300000,11.5366,23.9812,60
-83.5402603149414,3283.9,3290.22,61,305000,11.7599,24.4393,61
-73.6837387084961,3203.0,3313.33,62,310000,11.4921,23.8184,62
-78.56356811523438,3314.28,3333.67,63,315000,11.3198,23.8041,63
-82.33040618896484,3329.83,3337.8,64,320000,11.2672,23.6532,64
-81.00110626220703,3311.2,3340.95,65,325000,10.966,23.6609,65
-91.00270080566406,3324.43,3324.89,66,330000,12.2759,24.3613,66
-85.04107666015625,3300.4,3309.52,67,335000,11.8601,24.2342,67
-82.91357421875,3315.34,3344.08,68,340000,11.8959,24.5018,68
-89.98697662353516,3296.83,3292.98,69,345000,11.1959,23.7331,69
-91.08203887939453,3273.07,3325.21,70,350000,11.6873,24.2965,70
-90.3686294555664,3361.73,3381.71,71,355000,11.7445,23.3999,71
-83.32809448242188,3178.64,3370.76,72,360000,11.287,23.9214,72
-89.48576354980469,3356.73,3372.31,73,365000,11.5541,23.4864,73
-86.63493347167969,3352.12,3356.44,74,370000,11.5632,23.1663,74
-95.88607788085938,3334.42,3343.71,75,375000,12.0701,24.1102,75
-90.6936264038086,3356.0,3367.54,76,380000,11.1144,22.5519,76
-94.8532485961914,3304.92,3335.21,77,385000,11.6168,23.8439,77
-91.88884735107422,3371.5,3398.02,78,390000,11.3564,22.9109,78
-94.08211517333984,3407.17,3418.5,79,395000,11.3569,22.9208,79
-87.89714813232422,3338.65,3406.62,80,400000,10.8068,22.9022,80
-92.67503356933594,3371.25,3389.49,81,405000,10.9444,22.8358,81
-99.77129364013672,3348.1,3391.16,82,410000,10.784,23.3382,82
-92.332275390625,3390.94,3414.32,83,415000,10.9686,22.5775,83
-96.06048583984375,3411.54,3440.21,84,420000,10.3084,21.9231,84
-96.75923156738281,3408.15,3428.29,85,425000,10.2541,22.6818,85
-99.67916870117188,3378.24,3399.11,86,430000,10.7254,22.6073,86
-92.5343017578125,3317.13,3433.97,87,435000,10.9334,22.3783,87
-103.49899291992188,3396.68,3416.96,88,440000,11.621,22.9153,88
-87.10265350341797,3417.02,3439.23,89,445000,10.7589,22.2248,89
-99.87062072753906,3379.86,3408.61,90,450000,11.174,23.0557,90
-104.27972412109375,3142.58,3439.99,91,455000,11.4298,23.2695,91
-98.49285888671875,3391.62,3416.88,92,460000,10.6488,22.3251,92
-105.45674133300781,3259.42,3433.4,93,465000,10.2766,21.8244,93
-127.80305480957031,3222.63,3432.02,94,470000,10.433,22.3982,94
-111.10678100585938,3415.41,3444.54,95,475000,10.8264,22.0468,95
-112.4582290649414,3424.72,3445.51,96,480000,11.4979,22.673,96
-99.03919982910156,3353.46,3435.94,97,485000,10.5068,22.176,97
-111.0723876953125,3439.61,3453.19,98,490000,10.9664,22.4435,98
-101.92796325683594,3348.37,3442.79,99,495000,10.2256,21.4116,99
-106.77397155761719,3422.28,3450.76,100,500000,11.089,22.2026,100
-127.51412200927734,3415.1,3442.19,101,505000,11.7381,23.0884,101
-105.05747985839844,3407.18,3428.64,102,510000,10.7061,21.9726,102
-109.52580261230469,3435.58,3464.67,103,515000,11.4216,22.8557,103
-122.3106689453125,3382.23,3428.65,104,520000,11.1021,22.6327,104
-118.02348327636719,3424.0,3450.84,105,525000,10.7032,22.2336,105
-119.43489074707031,3438.38,3461.52,106,530000,11.195,22.0236,106
-126.46648406982422,3093.86,3492.75,107,535000,11.1169,22.8135,107
-127.49442291259766,3416.7,3450.11,108,540000,10.8416,22.0802,108
-118.13858032226562,3421.98,3452.64,109,545000,11.3921,22.4241,109
-118.97453308105469,3393.03,3448.28,110,550000,10.5408,21.6315,110
-127.61935424804688,3440.61,3460.9,111,555000,11.1437,22.0589,111
-119.1650619506836,3442.93,3468.41,112,560000,10.9109,21.7271,112
-247.1599884033203,2588.94,3471.19,113,565000,12.8804,23.4992,113
-119.58014678955078,3417.32,3442.72,114,570000,10.2342,21.356,114
-119.43513488769531,3428.15,3456.84,115,575000,10.9914,22.0352,115
-118.55477142333984,3439.27,3484.27,116,580000,10.7098,22.083,116
-136.4360809326172,3403.49,3431.02,117,585000,10.5587,21.6068,117
-127.7259292602539,3432.9,3459.96,118,590000,10.6307,21.7366,118
-129.30044555664062,3419.8,3441.88,119,595000,11.2397,22.5834,119
-127.1119384765625,3448.98,3473.6,120,600000,10.7152,21.7924,120
-132.05162048339844,3450.52,3477.24,121,605000,11.0584,22.0549,121
-140.759521484375,3398.29,3434.11,122,610000,10.68,21.5378,122
-130.80799865722656,3256.56,3468.02,123,615000,10.3709,21.9312,123
-150.33816528320312,3418.63,3433.41,124,620000,10.6705,22.2421,124
-130.2456512451172,3439.26,3474.46,125,625000,11.2762,22.5688,125
-152.34735107421875,3431.77,3464.34,126,630000,11.0755,22.2118,126
-140.75741577148438,3446.62,3473.54,127,635000,11.6449,22.671,127
-136.32318115234375,3419.36,3455.66,128,640000,11.6828,23.1881,128
-138.91822814941406,3418.93,3445.18,129,645000,10.6079,21.3802,129
-150.25045776367188,3437.54,3479.2,130,650000,11.4169,22.3315,130
-157.86846923828125,3447.04,3471.38,131,655000,11.299,22.253,131
-152.5062255859375,3449.83,3468.71,132,660000,11.1451,21.8017,132
-161.20159912109375,3412.64,3451.7,133,665000,11.0492,22.1426,133
-153.69699096679688,3438.85,3456.38,134,670000,11.2023,22.0155,134
-139.0542449951172,3452.91,3508.41,135,675000,11.1256,22.168,135
-158.15269470214844,3435.09,3469.05,136,680000,10.809,22.2726,136
-158.63587951660156,3434.31,3458.9,137,685000,11.0709,22.3072,137
-155.1591796875,3450.09,3479.28,138,690000,11.2407,22.2783,138
-162.98403930664062,3441.35,3462.31,139,695000,11.0535,22.2034,139
-169.95980834960938,3419.49,3452.02,140,700000,10.8976,22.0186,140
-165.03477478027344,3431.1,3450.03,141,705000,11.1316,22.0788,141
-166.9430389404297,3437.68,3469.47,142,710000,10.948,21.9655,142
-159.74476623535156,3282.61,3469.02,143,715000,11.344,22.7773,143
-199.21243286132812,2714.88,3426.71,144,720000,11.9144,22.7038,144
-414.5652770996094,827.22,653.9,145,725000,18.3517,28.8598,145
-328.17547607421875,1162.0,1034.21,146,730000,15.1391,26.8221,146
-135.58456420898438,3376.01,3451.04,147,735000,11.9997,23.7495,147
-164.65603637695312,3410.53,3440.13,148,740000,10.6431,22.201,148
-166.34828186035156,3451.89,3473.66,149,745000,12.3534,23.4883,149
-170.4818878173828,3433.33,3453.71,150,750000,11.5044,22.5026,150
-157.88174438476562,3464.06,3489.01,151,755000,11.3266,21.8321,151
-170.92013549804688,3463.45,3480.84,152,760000,11.8219,22.4843,152
-155.0594024658203,3477.21,3493.07,153,765000,11.79,22.5755,153
-163.39418029785156,3425.95,3451.31,154,770000,10.8501,21.9665,154
-169.25502014160156,3432.37,3460.14,155,775000,11.115,22.2624,155
-173.8343505859375,3447.31,3467.68,156,780000,11.3803,22.4324,156
-179.39389038085938,3469.42,3487.2,157,785000,11.1074,22.5186,157
-179.82029724121094,3431.88,3469.42,158,790000,10.9151,22.0659,158
-172.23251342773438,3437.72,3466.5,159,795000,10.8867,21.512,159
-171.98109436035156,3429.05,3464.08,160,800000,10.5208,21.7382,160
-175.10504150390625,3430.11,3463.18,161,805000,10.8251,21.7283,161
-178.44158935546875,3451.36,3478.67,162,810000,11.3379,21.8329,162
-187.43211364746094,3459.89,3481.13,163,815000,11.2574,21.8931,163
-174.3787841796875,3420.05,3449.56,164,820000,10.5474,21.8483,164
-179.3016815185547,3416.27,3447.28,165,825000,10.8476,22.065,165
-175.1361541748047,3452.19,3481.13,166,830000,11.1723,22.142,166
-187.98837280273438,3409.93,3427.95,167,835000,10.985,21.9046,167
-188.7294921875,3439.36,3465.48,168,840000,10.9451,21.9783,168
-180.1756591796875,3419.84,3451.62,169,845000,10.316,21.3185,169
-187.84254455566406,3434.67,3462.36,170,850000,10.8088,21.5593,170
-196.72128295898438,3428.9,3460.35,171,855000,10.9851,21.8214,171
-194.05593872070312,3455.5,3490.37,172,860000,10.6627,21.5103,172
-199.23985290527344,3425.26,3440.25,173,865000,10.746,21.8206,173
-184.6487579345703,3448.16,3481.27,174,870000,10.4508,21.4502,174
-201.26449584960938,3441.2,3469.83,175,875000,10.9161,21.992,175
-224.10305786132812,3455.99,3479.85,176,880000,11.0346,22.4107,176
-207.51268005371094,3441.14,3463.47,177,885000,10.8167,21.5298,177
-210.32174682617188,3448.45,3470.9,178,890000,10.5465,21.5977,178
-204.1490936279297,3424.31,3446.63,179,895000,10.6544,21.5639,179
-205.818359375,3438.01,3466.19,180,900000,11.0571,21.8177,180
-215.38192749023438,3451.76,3473.76,181,905000,11.0997,21.9353,181
-206.62326049804688,3435.56,3497.76,182,910000,11.1525,21.7935,182
