Real Det Return,Running Reverse KL,Running Update Time,Running Env Steps,Itration,Reward Loss,Real Sto Return,Running Forward KL
182.67,15.1555,0,0,0,83.03355407714844,183.34,31.8184
226.6,31.552,1,5000,1,146.7447967529297,224.64,31.0669
244.88,63.6311,2,10000,2,143.10894775390625,234.02,32.3424
257.42,54.494,3,15000,3,110.58538818359375,257.11,32.0428
262.1,46.5899,4,20000,4,103.53019714355469,253.67,32.2444
300.72,17.0539,5,25000,5,73.46461486816406,293.16,31.8073
309.28,15.5214,6,30000,6,23.635461807250977,306.54,31.0842
333.94,56.6514,7,35000,7,30.18044662475586,331.17,30.804
354.18,65.5048,8,40000,8,22.830799102783203,357.63,30.2279
460.52,78.8148,9,45000,9,16.848392486572266,447.07,28.5214
499.29,47.7812,10,50000,10,-5.77711296081543,556.84,27.6953
680.79,27.2388,11,55000,11,10.88458251953125,654.95,26.8453
761.25,33.1269,12,60000,12,-22.383638381958008,760.78,26.8908
529.61,108.5786,13,65000,13,-5.87470817565918,523.13,26.8122
687.27,110.4287,14,70000,14,-2.353161573410034,690.7,28.0143
937.67,103.6653,15,75000,15,-11.390477180480957,1084.75,27.2707
1244.98,41.7102,16,80000,16,-23.234352111816406,1210.64,26.936
754.33,109.835,17,85000,17,-51.99998474121094,781.27,28.3199
1186.92,74.5719,18,90000,18,-8.879974365234375,1119.81,26.4146
946.34,103.3071,19,95000,19,-61.41124725341797,1084.06,26.4434
1578.84,80.8363,20,100000,20,-60.4094123840332,1262.7,25.8531
1402.48,45.7685,21,105000,21,-45.89234161376953,1347.1,26.1799
1216.67,41.6269,22,110000,22,-37.101776123046875,1602.08,25.8118
1206.44,86.0444,23,115000,23,-78.7972640991211,1363.28,26.6882
1292.76,70.1322,24,120000,24,-103.4954605102539,1643.65,26.2524
2865.39,73.6211,25,125000,25,-105.95185852050781,1506.81,25.9489
2139.41,82.3295,26,130000,26,-108.77989196777344,1580.27,26.7799
2884.18,53.7077,27,135000,27,-99.84244537353516,1818.34,25.4964
2947.74,59.4535,28,140000,28,-108.81607055664062,2223.06,25.4699
2882.78,27.591,29,145000,29,-62.96894073486328,2636.93,25.5113
2878.81,24.892,30,150000,30,-47.330020904541016,2781.45,25.7887
3000.77,54.809,31,155000,31,-113.1200942993164,2773.36,25.6193
3021.71,39.7921,32,160000,32,-86.87825775146484,2571.14,25.2131
2863.01,53.6546,33,165000,33,-203.55311584472656,1767.73,26.4073
798.91,73.1645,34,170000,34,-203.4669189453125,835.77,25.6021
2685.74,68.5066,35,175000,35,-186.88169860839844,1692.56,25.3492
3146.86,54.7665,36,180000,36,-192.47787475585938,2073.63,25.7154
965.91,45.9881,37,185000,37,-205.15032958984375,1139.79,25.8893
2280.71,23.5022,38,190000,38,-153.27354431152344,2194.54,25.2816
3112.46,44.0561,39,195000,39,-210.31671142578125,2105.74,25.0519
3141.56,31.8148,40,200000,40,-197.3013916015625,1864.28,25.0631
1034.57,64.6008,41,205000,41,-266.2342834472656,1397.29,26.0228
1024.18,52.0715,42,210000,42,-288.83416748046875,1306.49,26.1096
3078.91,26.2241,43,215000,43,-186.21449279785156,2385.33,25.2814
3132.97,59.5844,44,220000,44,-265.49615478515625,2152.87,25.3847
3141.86,34.7472,45,225000,45,-256.92205810546875,2351.54,25.5381
3084.47,57.9057,46,230000,46,-285.39263916015625,1692.54,25.2591
3081.57,55.2346,47,235000,47,-294.1082458496094,2109.04,25.4667
3146.4,68.9305,48,240000,48,-323.880126953125,2117.66,25.0421
3159.28,33.5844,49,245000,49,-189.188232421875,2575.67,24.2867
1846.05,45.6924,50,250000,50,-314.93096923828125,1847.74,24.9097
3161.29,49.0701,51,255000,51,-272.0234069824219,2606.85,25.5017
3157.49,54.4366,52,260000,52,-321.4836730957031,2131.31,24.9754
3121.94,33.056,53,265000,53,-300.2303771972656,2189.92,24.4517
999.79,39.3385,54,270000,54,-264.54376220703125,2367.45,23.9206
3157.99,35.9298,55,275000,55,-296.3193359375,2516.76,24.3133
2670.91,38.7145,56,280000,56,-266.8728332519531,2337.27,23.8818
1199.02,32.4355,57,285000,57,-387.9183349609375,2432.12,24.9214
3100.94,50.4051,58,290000,58,-367.5263977050781,1964.11,24.3405
1232.64,26.048,59,295000,59,-233.49551391601562,2133.67,24.3685
1289.48,28.2191,60,300000,60,-265.46441650390625,1611.87,24.8134
1124.46,55.7445,61,305000,61,-457.5291748046875,1495.08,25.2824
3104.22,30.903,62,310000,62,-248.13783264160156,2853.0,23.8602
3183.28,39.006,63,315000,63,-334.8250427246094,2315.08,24.0206
2518.87,38.3291,64,320000,64,-365.9753112792969,2128.11,24.2456
3152.45,25.741,65,325000,65,-268.7715759277344,2662.71,24.4083
3143.86,37.167,66,330000,66,-503.85833740234375,2063.02,25.0187
3153.89,20.464,67,335000,67,-309.7132568359375,2241.31,23.1114
3122.44,27.6706,68,340000,68,-351.9966125488281,2537.12,23.9857
3159.36,25.694,69,345000,69,-340.3447570800781,2351.33,23.3422
3101.32,16.9411,70,350000,70,-284.3951416015625,2479.97,23.2197
1752.88,24.0291,71,355000,71,-433.0537414550781,2149.5,23.5331
2871.61,23.9548,72,360000,72,-481.941650390625,1668.45,25.2186
3130.14,22.4726,73,365000,73,-374.2131652832031,2924.19,23.4948
3152.9,29.8379,74,370000,74,-414.2929992675781,2044.2,23.5081
3166.84,19.8904,75,375000,75,-300.3910827636719,2652.5,22.8577
3098.28,32.419,76,380000,76,-411.74798583984375,2268.12,23.8329
3156.85,25.7852,77,385000,77,-360.47064208984375,2686.04,22.898
3163.25,25.3728,78,390000,78,-364.1347961425781,2766.14,23.2651
3170.76,17.9009,79,395000,79,-382.8690185546875,2609.13,23.8857
2514.19,21.1816,80,400000,80,-478.1966857910156,2506.86,23.8906
3075.1,28.0875,81,405000,81,-458.5904235839844,2217.51,23.8289
3171.51,18.8199,82,410000,82,-180.85708618164062,2967.72,22.9928
3169.81,29.2572,83,415000,83,-397.2161865234375,2614.58,23.5553
3147.06,20.4685,84,420000,84,-187.64588928222656,2982.7,23.4763
3137.49,15.7728,85,425000,85,-162.36024475097656,2778.81,23.0224
3135.69,21.8194,86,430000,86,-219.18946838378906,2689.38,22.9885
2219.01,24.8211,87,435000,87,-378.1731872558594,2505.48,23.0884
3180.59,26.1121,88,440000,88,-238.44775390625,2604.23,23.3412
2149.93,28.8938,89,445000,89,-306.7482604980469,2081.04,23.2106
3114.71,38.2211,90,450000,90,-338.88134765625,2995.53,24.0414
3122.84,16.4162,91,455000,91,-153.20909118652344,3160.23,24.2617
3070.49,34.9856,92,460000,92,-347.83636474609375,3023.48,23.6018
3121.61,16.32,93,465000,93,-214.55857849121094,2691.23,23.7463
3145.83,17.229,94,470000,94,-228.42300415039062,2875.31,23.7662
3195.91,24.6519,95,475000,95,-393.8282470703125,2824.4,23.3817
3179.93,23.1211,96,480000,96,-325.1387634277344,3085.14,22.683
3183.71,24.7253,97,485000,97,-238.80702209472656,2965.31,22.9561
3193.57,29.3234,98,490000,98,-322.3473205566406,3082.99,22.4112
3143.34,22.1593,99,495000,99,-250.3352508544922,3019.6,23.1403
3185.81,16.024,100,500000,100,-183.85183715820312,3049.47,24.2237
3226.39,26.2788,101,505000,101,-391.5029602050781,2706.0,22.4682
3166.41,18.5844,102,510000,102,-224.6192626953125,3076.81,22.8048
3161.45,15.0315,103,515000,103,-187.7474822998047,3094.43,23.1097
3170.15,14.475,104,520000,104,-176.37777709960938,3055.02,22.4681
3199.84,18.5967,105,525000,105,-232.94248962402344,3092.14,23.0312
3188.86,15.2236,106,530000,106,-198.1448516845703,3176.35,23.5045
3220.77,15.2796,107,535000,107,-300.1954345703125,2942.86,22.7755
3186.87,14.9827,108,540000,108,-197.2944793701172,3190.52,22.9228
3153.09,15.4782,109,545000,109,-200.98513793945312,3066.03,23.1854
3191.81,15.0213,110,550000,110,-204.52850341796875,3087.68,23.1754
3225.09,16.8015,111,555000,111,-278.181640625,3086.76,22.5067
3215.96,14.4985,112,560000,112,-229.39285278320312,2951.97,22.5488
3192.07,14.8682,113,565000,113,-210.2869110107422,3173.52,22.5846
3192.46,15.3433,114,570000,114,-249.45211791992188,2881.47,22.8109
3141.58,14.6606,115,575000,115,-225.8954315185547,3164.09,22.8563
3192.39,14.8278,116,580000,116,-232.094970703125,3055.82,22.9349
3164.99,14.5231,117,585000,117,-219.19219970703125,3102.67,22.3431
3196.92,22.7065,118,590000,118,-328.006103515625,2986.49,22.5888
3181.94,15.2613,119,595000,119,-257.58648681640625,3083.04,23.0953
3189.25,14.7195,120,600000,120,-235.96597290039062,3091.87,22.649
3187.52,14.5018,121,605000,121,-229.4257354736328,3093.53,22.0746
3167.45,14.1921,122,610000,122,-250.5763702392578,2927.05,22.8974
3147.85,14.7271,123,615000,123,-252.1852264404297,3067.75,23.3194
3161.36,14.6226,124,620000,124,-249.9623565673828,3063.67,23.1067
3161.78,15.2232,125,625000,125,-250.5220489501953,3167.97,23.2841
3195.06,14.5931,126,630000,126,-262.5743713378906,3011.23,22.9084
3197.92,14.7623,127,635000,127,-251.89381408691406,3084.61,22.5782
3209.35,26.0967,128,640000,128,-347.9500732421875,3157.72,22.368
3163.77,14.6443,129,645000,129,-279.4707336425781,3073.94,22.0834
3220.35,14.4853,130,650000,130,-260.97894287109375,3097.09,22.2961
3191.02,15.2123,131,655000,131,-323.8345947265625,3092.93,22.0907
3215.45,14.3191,132,660000,132,-267.16070556640625,3082.81,22.8354
3217.6,19.4474,133,665000,133,-313.4189758300781,3143.77,22.7311
3184.39,13.3998,134,670000,134,-266.0944519042969,3063.37,21.9787
3203.74,13.6298,135,675000,135,-275.9483642578125,3091.18,21.6822
3181.74,14.8547,136,680000,136,-290.2847595214844,3052.53,23.2176
3185.95,13.8203,137,685000,137,-285.80596923828125,3094.72,22.2359
3191.72,14.8811,138,690000,138,-299.4009094238281,3153.19,22.9576
3202.14,16.5615,139,695000,139,-337.3216857910156,3127.19,22.1496
3215.78,20.8523,140,700000,140,-350.220947265625,3052.67,22.6205
3194.27,14.3676,141,705000,141,-300.322998046875,3091.65,22.5423
3172.03,13.8374,142,710000,142,-291.4343566894531,3004.95,21.9855
3208.93,14.0573,143,715000,143,-319.3670959472656,3135.08,22.6821
3205.3,13.4922,144,720000,144,-300.34527587890625,3191.67,21.4615
3196.83,14.5116,145,725000,145,-332.35748291015625,3092.71,23.0558
3218.65,15.9171,146,730000,146,-367.1470947265625,3111.18,22.245
3231.99,13.776,147,735000,147,-324.3743591308594,3122.8,22.3043
3190.27,13.9073,148,740000,148,-351.6766052246094,2942.35,21.7628
3229.98,14.5329,149,745000,149,-320.3641052246094,3124.5,22.9133
3221.19,14.4575,150,750000,150,-338.3728332519531,3126.53,23.1229
3188.55,13.8418,151,755000,151,-342.2304992675781,3081.88,22.1783
3221.24,14.1017,152,760000,152,-344.82159423828125,3091.63,22.5602
3198.81,13.9266,153,765000,153,-342.2802734375,3102.81,22.3367
3206.81,14.1334,154,770000,154,-372.7037353515625,2894.19,22.207
3215.27,14.7126,155,775000,155,-387.78564453125,3100.71,22.1456
3215.6,14.7343,156,780000,156,-380.3895263671875,3039.83,23.0246
3169.21,23.75,157,785000,157,-454.1083068847656,2947.72,22.4614
3212.16,13.7773,158,790000,158,-365.69708251953125,2989.04,22.1312
3223.3,14.1813,159,795000,159,-352.7729797363281,3057.7,22.3316
3175.16,14.7012,160,800000,160,-406.01995849609375,3036.82,22.8521
3218.95,19.2144,161,805000,161,-425.6878662109375,3122.58,21.9447
3211.14,23.9502,162,810000,162,-479.0295715332031,2901.19,22.3597
3218.27,23.7685,163,815000,163,-444.9827575683594,2991.45,22.232
3171.96,13.0606,164,820000,164,-389.85888671875,3014.05,21.9997
3215.68,13.5066,165,825000,165,-373.8107604980469,3059.36,21.5887
3217.77,17.3753,166,830000,166,-427.1529235839844,3020.99,21.9275
3181.65,19.9231,167,835000,167,-448.653076171875,3083.1,22.3231
3238.99,38.3243,168,840000,168,-600.9462890625,2998.75,22.0304
3212.88,17.2954,169,845000,169,-472.4351501464844,3049.25,21.7119
3208.05,13.4007,170,850000,170,-392.44854736328125,3090.0,22.0654
3281.61,13.7112,171,855000,171,-371.7305908203125,3161.58,22.0092
3217.05,24.0827,172,860000,172,-462.9886779785156,3110.99,21.9626
3230.04,13.7446,173,865000,173,-394.2933044433594,3118.82,21.4612
3210.81,26.1478,174,870000,174,-544.00390625,2945.5,21.7911
3213.84,16.648,175,875000,175,-445.75537109375,3111.04,21.5098
