Reward Loss,Running Env Steps,Running Update Time,Real Sto Return,Real Det Return,Itration,Running Forward KL,Running Reverse KL
-11743.7333984375,1930000,386,4702.5,5084.23,386,37.6163,16.5965
-11855.771484375,1935000,387,4939.13,5088.47,387,38.126,16.8109
-11977.712890625,1940000,388,4893.29,5016.54,388,37.7405,16.4467
-11712.115234375,1945000,389,4956.05,5090.43,389,37.7263,16.6621
-11672.6376953125,1950000,390,4893.48,5000.6,390,37.6202,16.7293
-11919.9501953125,1955000,391,4906.59,5028.09,391,38.2015,16.7541
-12153.419921875,1960000,392,4926.24,5051.26,392,38.0083,16.5931
-12248.5185546875,1965000,393,4901.85,4986.05,393,38.4046,17.1009
-12188.720703125,1970000,394,4898.24,5034.92,394,38.2897,17.137
-11926.044921875,1975000,395,4950.39,5078.89,395,37.8546,17.3576
-12419.9775390625,1980000,396,4910.11,5035.05,396,38.5275,17.1237
-12135.9267578125,1985000,397,4912.95,5085.87,397,37.9174,17.3173
-12255.517578125,1990000,398,4924.2,5103.15,398,38.9843,18.1214
-12541.716796875,1995000,399,4929.45,5075.07,399,38.5311,17.4749
-12463.978515625,2000000,400,4883.45,5004.45,400,38.2532,17.0032
-12155.0791015625,2005000,401,4928.23,4970.56,401,38.2317,16.9782
-12546.166015625,2010000,402,4843.51,4878.99,402,38.6466,16.3763
-12622.4482421875,2015000,403,4890.18,5017.15,403,38.5633,17.0823
-12609.380859375,2020000,404,4930.47,5010.28,404,38.0929,16.6619
-12284.69921875,2025000,405,4995.48,5136.59,405,38.6995,17.5073
-12698.470703125,2030000,406,4921.83,5000.97,406,37.9264,16.454
-12501.6123046875,2035000,407,4942.89,5001.29,407,38.3278,16.9088
-12565.162109375,2040000,408,4965.2,5088.75,408,38.263,16.8606
-12889.9833984375,2045000,409,4924.06,4986.86,409,38.5238,16.7754
-12474.5810546875,2050000,410,4976.54,5132.82,410,38.6017,17.0805
-12637.1416015625,2055000,411,5007.53,5144.62,411,38.5323,17.3268
-12684.6484375,2060000,412,4977.05,5092.67,412,38.5865,17.2858
-12523.5927734375,2065000,413,4948.9,5090.53,413,38.5884,17.3371
-12582.7548828125,2070000,414,4971.4,5112.97,414,37.9824,17.2858
-20728.79296875,2075000,415,899.19,780.65,415,45.2645,38.8321
-18965.181640625,2080000,416,1663.28,2745.12,416,42.698,25.7067
-17112.359375,2085000,417,3313.21,3843.8,417,39.9858,20.2147
-14442.677734375,2090000,418,3022.53,4458.11,418,41.2403,22.4446
-14819.5927734375,2095000,419,3790.13,4543.97,419,39.0442,21.2776
-12877.701171875,2100000,420,4834.79,4823.41,420,39.7146,22.1427
-14608.4521484375,2105000,421,4730.68,4740.74,421,39.0283,21.4641
-14036.46484375,2110000,422,4743.13,4756.16,422,38.251,19.0925
-13080.3251953125,2115000,423,4872.16,5011.79,423,38.2999,19.8163
-13379.7841796875,2120000,424,4886.45,4952.84,424,38.4467,19.9487
-13430.427734375,2125000,425,4856.1,4919.67,425,37.7631,18.036
-13318.7216796875,2130000,426,4895.46,4969.11,426,38.2794,17.884
-12970.546875,2135000,427,4875.41,4950.12,427,38.1417,18.0143
-13269.6845703125,2140000,428,4922.72,4970.17,428,38.0922,17.8378
-13313.5048828125,2145000,429,4920.98,4983.93,429,38.1403,18.3196
-13480.3837890625,2150000,430,4954.67,5080.81,430,37.9134,17.4775
-13270.81640625,2155000,431,4945.46,5026.45,431,37.6006,17.4173
-13645.2802734375,2160000,432,4970.05,5038.22,432,37.9686,17.6338
-13259.1865234375,2165000,433,5042.83,5042.75,433,37.8995,17.8766
-13456.134765625,2170000,434,4984.08,5039.25,434,38.0465,18.044
-13719.896484375,2175000,435,5001.37,5053.62,435,37.8838,18.065
-13802.3193359375,2180000,436,4943.2,4982.54,436,38.3619,18.1118
-13740.2431640625,2185000,437,5005.97,5056.49,437,38.0655,18.332
-13545.53125,2190000,438,4968.28,5020.74,438,38.1358,17.9652
-13560.59375,2195000,439,4983.47,5072.64,439,38.493,18.0694
-13999.2646484375,2200000,440,4923.68,4976.98,440,38.2777,17.5809
-13660.65625,2205000,441,4994.6,5133.94,441,37.624,17.6139
-13938.64453125,2210000,442,4903.92,4964.53,442,38.4689,17.7492
-13501.7080078125,2215000,443,5016.31,5175.11,443,37.7753,17.692
-14117.9765625,2220000,444,5004.53,5121.5,444,38.4612,18.5318
-13775.7021484375,2225000,445,4862.9,5181.64,445,37.6757,18.3344
-13594.388671875,2230000,446,5061.97,5211.72,446,37.4065,17.8463
-13704.2763671875,2235000,447,5052.43,5114.07,447,37.9368,18.1202
-13969.076171875,2240000,448,5036.18,5136.84,448,38.086,17.9419
-14231.083984375,2245000,449,4965.37,5029.73,449,38.5207,18.1168
-13939.3984375,2250000,450,5044.38,5188.63,450,38.3612,17.7626
-13812.82421875,2255000,451,5047.19,5171.86,451,37.8647,17.8441
-14024.404296875,2260000,452,5037.71,5184.93,452,38.184,18.5038
-18005.376953125,2265000,453,3814.94,3357.3,453,40.0838,23.7303
-15105.732421875,2270000,454,4876.49,5007.05,454,38.5314,19.2468
-14596.8193359375,2275000,455,4704.68,4986.7,455,37.457,19.6256
-15011.1416015625,2280000,456,4958.64,5061.87,456,38.9239,19.5649
-14114.8740234375,2285000,457,4888.08,4898.19,457,37.8428,19.2287
-13751.3349609375,2290000,458,4993.73,5060.76,458,37.3859,18.5383
-13997.583984375,2295000,459,4952.42,5091.67,459,38.722,19.2242
-14143.80859375,2300000,460,5063.38,5094.55,460,38.2055,18.9897
-14098.4423828125,2305000,461,5016.36,5166.05,461,37.6311,18.4082
-13878.2578125,2310000,462,5032.34,5195.89,462,37.9552,18.866
-14184.6669921875,2315000,463,5025.66,5154.17,463,37.9521,18.9629
-14212.671875,2320000,464,5027.29,5150.16,464,38.2765,18.4247
-14172.318359375,2325000,465,5063.29,5202.18,465,37.6208,18.7514
-14203.6611328125,2330000,466,5048.9,5182.37,466,38.54,19.2182
-14409.7275390625,2335000,467,5022.15,5123.65,467,38.7895,18.356
-14633.91015625,2340000,468,5052.73,5139.84,468,38.5033,18.2022
-14582.470703125,2345000,469,5095.0,5176.19,469,38.3302,18.2381
-14794.7998046875,2350000,470,5050.78,5183.22,470,38.5283,18.8413
-14772.90625,2355000,471,5021.71,5172.93,471,38.2761,18.4476
-15257.8466796875,2360000,472,5029.12,5146.73,472,38.9471,18.8281
-14808.677734375,2365000,473,5069.34,5163.42,473,38.4241,18.8025
-14538.5615234375,2370000,474,5077.94,5216.88,474,38.0886,18.2678
-14851.5576171875,2375000,475,4814.54,5162.36,475,38.3776,18.5838
-15111.080078125,2380000,476,5010.79,5133.7,476,38.9532,18.7128
-15422.8056640625,2385000,477,5024.17,5138.11,477,38.8896,18.1942
-15363.3349609375,2390000,478,4812.27,5176.43,478,38.843,18.4156
-14886.5302734375,2395000,479,4688.42,5221.95,479,37.8738,18.4531
-15203.087890625,2400000,480,5105.82,5247.67,480,39.2842,19.496
-15626.7138671875,2405000,481,4847.93,5167.39,481,38.3086,18.3226
-15586.806640625,2410000,482,5069.98,5162.6,482,38.4023,18.9952
-15544.2421875,2415000,483,5043.26,5134.45,483,37.8512,18.9644
-15699.966796875,2420000,484,4617.81,5159.52,484,38.8365,18.9978
-15561.3232421875,2425000,485,5066.16,5176.26,485,38.3067,18.6016
-15976.7529296875,2430000,486,5039.68,5113.65,486,38.3252,18.8128
-15920.2451171875,2435000,487,5041.44,5143.56,487,37.7873,18.7422
-16011.2734375,2440000,488,4650.63,5245.32,488,38.0755,19.0389
-16002.01953125,2445000,489,4779.06,5105.83,489,38.5259,19.0109
-16030.154296875,2450000,490,5069.82,5168.63,490,38.7603,19.264
-15427.802734375,2455000,491,4873.07,5193.21,491,38.5115,18.6508
-16321.3857421875,2460000,492,4996.24,5063.68,492,39.17,18.7151
-16098.7353515625,2465000,493,4846.36,5159.95,493,38.3691,19.0879
-17339.447265625,2470000,494,5015.77,5065.95,494,38.7756,19.0749
-16315.37890625,2475000,495,5028.49,5177.04,495,38.3804,18.9272
-16248.8876953125,2480000,496,5099.92,5188.93,496,38.3598,19.8869
-16340.1142578125,2485000,497,5070.9,5221.82,497,38.2242,18.9083
-16410.7578125,2490000,498,4996.11,5046.95,498,38.8065,18.5971
-16227.431640625,2495000,499,5007.17,5149.92,499,38.1024,17.789
-16581.361328125,2500000,500,5020.91,5188.49,500,38.5399,18.6803
-19142.068359375,2505000,501,4879.5,5266.26,501,38.2817,25.7065
-16678.017578125,2510000,502,5062.96,5206.89,502,38.1741,18.9469
-16676.142578125,2515000,503,4870.72,5242.62,503,38.096,18.9475
-17217.578125,2520000,504,4538.01,5145.82,504,39.7812,19.064
-16849.46484375,2525000,505,5013.69,5196.46,505,38.752,18.9304
-19147.6484375,2530000,506,3824.57,5098.73,506,38.4595,24.94
-17303.1875,2535000,507,5029.89,5138.07,507,38.7844,18.5876
-16903.189453125,2540000,508,4802.24,5191.65,508,38.1311,18.7777
-16859.43359375,2545000,509,3890.51,5154.13,509,37.9295,18.5237
-17131.955078125,2550000,510,4864.78,5250.83,510,38.5134,19.5071
-16749.81640625,2555000,511,5142.04,5241.05,511,38.2744,18.5909
-16889.337890625,2560000,512,4867.18,5164.24,512,38.2712,18.3793
-17340.626953125,2565000,513,5045.07,5227.99,513,38.9053,18.8353
-17294.068359375,2570000,514,4614.06,5236.53,514,37.9065,18.4673
-17092.515625,2575000,515,4407.04,5222.11,515,37.8225,18.05
-17098.69921875,2580000,516,5124.58,5286.47,516,37.8565,18.1145
-17460.166015625,2585000,517,5023.67,5141.31,517,38.4115,18.2701
-17849.146484375,2590000,518,4760.5,5139.09,518,38.2001,18.5685
-17625.337890625,2595000,519,5039.38,5172.07,519,38.5137,18.6653
-18204.0859375,2600000,520,5116.82,5203.96,520,38.4137,19.2309
-17388.32421875,2605000,521,5143.58,5201.68,521,38.3582,19.1211
-17739.50390625,2610000,522,5052.62,5221.4,522,38.2305,18.0942
-17621.44921875,2615000,523,5055.76,5134.36,523,38.2779,18.9047
-17630.7734375,2620000,524,5073.38,5217.22,524,38.1333,18.8819
-17664.470703125,2625000,525,5113.28,5202.03,525,37.9993,18.5929
-17970.869140625,2630000,526,5071.71,5167.39,526,38.1407,18.6538
-17916.404296875,2635000,527,5108.12,5284.3,527,37.7004,18.6417
-17824.751953125,2640000,528,5164.7,5262.65,528,38.3953,18.7555
-18169.333984375,2645000,529,5054.03,5159.59,529,38.527,18.7591
-18263.767578125,2650000,530,5114.63,5303.2,530,37.356,18.265
-18188.95703125,2655000,531,5096.46,5210.43,531,38.0681,18.9772
-18168.818359375,2660000,532,5130.24,5175.23,532,38.0477,18.9275
-18313.771484375,2665000,533,5070.42,5193.21,533,38.1204,18.737
-18330.59765625,2670000,534,5082.77,5205.44,534,38.3781,18.6773
-18369.412109375,2675000,535,5105.32,5289.55,535,37.5964,18.8237
-17667.7734375,2680000,536,3824.12,5327.89,536,36.9709,17.3831
-22466.642578125,2685000,537,3931.5,3920.14,537,39.5606,41.458
-22966.21875,2690000,538,3389.92,3680.67,538,40.2195,25.5362
-20496.490234375,2695000,539,4051.2,2817.93,539,39.7949,22.9359
-21502.673828125,2700000,540,3553.59,1406.49,540,39.6468,28.7189
-19084.046875,2705000,541,4993.55,5181.81,541,38.559,21.1106
-18869.5703125,2710000,542,5013.47,5136.87,542,38.449,21.4618
-19833.869140625,2715000,543,4854.53,5203.86,543,38.9672,18.3475
-19145.998046875,2720000,544,5009.98,5283.63,544,37.4833,19.787
-19440.9921875,2725000,545,4652.5,5012.85,545,38.5872,19.6013
-19691.103515625,2730000,546,5033.89,5174.69,546,39.0244,19.8751
-19641.908203125,2735000,547,5044.85,5187.12,547,38.8927,18.6693
-20492.92578125,2740000,548,4872.78,5228.84,548,38.3759,18.5336
-19172.7265625,2745000,549,4725.66,5236.21,549,37.9075,18.7106
-20404.568359375,2750000,550,5072.28,5261.12,550,38.3984,19.1185
-19603.765625,2755000,551,4579.0,5171.79,551,38.6382,18.9739
-20575.154296875,2760000,552,4394.97,5214.14,552,38.5167,19.0772
-21883.654296875,2765000,553,5075.86,5245.12,553,38.6777,18.2681
-20262.255859375,2770000,554,4597.42,5196.86,554,38.1688,18.2009
-19944.53515625,2775000,555,5071.31,5164.26,555,38.3988,18.7287
-21568.017578125,2780000,556,5065.39,5197.57,556,38.3901,18.8839
-21277.927734375,2785000,557,4871.42,5183.37,557,38.5243,18.4834
-20701.1171875,2790000,558,4978.55,5130.57,558,38.4141,18.0606
-20262.572265625,2795000,559,5015.87,5084.74,559,38.1384,18.6797
-20667.353515625,2800000,560,5037.71,5181.21,560,38.5355,18.5967
-19727.85546875,2805000,561,5023.93,5255.84,561,38.3226,18.58
-20168.310546875,2810000,562,5043.84,5219.08,562,37.8921,17.8295
-20212.212890625,2815000,563,5051.46,5133.77,563,37.9212,18.4737
-20543.46875,2820000,564,5042.83,5241.95,564,38.5881,19.3281
-20052.23046875,2825000,565,5023.3,5124.9,565,38.4573,19.0433
-20470.36328125,2830000,566,5007.13,5184.03,566,38.8362,18.9562
-20309.447265625,2835000,567,5033.68,5178.04,567,38.1178,18.5426
-20507.96875,2840000,568,5010.2,5170.06,568,38.3157,19.2297
-20506.53515625,2845000,569,5062.48,5252.0,569,37.7595,19.4207
-20794.220703125,2850000,570,4996.22,5124.8,570,38.4046,19.4427
-21147.568359375,2855000,571,5005.8,5116.97,571,37.993,18.9346
-20993.6953125,2860000,572,5026.2,5178.38,572,38.0789,19.0295
-21027.015625,2865000,573,4977.54,5110.37,573,38.688,19.042
-20799.6171875,2870000,574,5032.83,5156.18,574,38.3613,18.6951
-21289.767578125,2875000,575,4968.06,5053.07,575,38.4239,18.4772
-22041.908203125,2880000,576,4991.66,5135.48,576,39.0001,18.4673
-22004.912109375,2885000,577,4899.17,4987.38,577,39.1572,19.2467
-21546.255859375,2890000,578,4965.42,5101.45,578,38.8616,19.1178
-23406.814453125,2895000,579,4710.29,4554.75,579,42.5454,21.2344
-26346.400390625,2900000,580,2550.64,3604.96,580,42.6567,16.5211
-29053.431640625,2905000,581,1754.03,1761.83,581,42.4809,18.5029
-24637.466796875,2910000,582,2777.06,2681.85,582,39.24,16.8313
-22249.22265625,2915000,583,4147.03,4295.76,583,39.8805,21.2714
-23125.60546875,2920000,584,4043.91,4019.19,584,39.8518,19.0171
-21144.5234375,2925000,585,4399.32,4424.54,585,40.2145,20.6838
-22763.84375,2930000,586,4656.04,4687.53,586,39.1202,20.6587
-22751.41015625,2935000,587,4322.24,4901.62,587,39.5729,20.3724
-23314.451171875,2940000,588,4713.2,4895.69,588,40.9159,20.5433
-22978.740234375,2945000,589,4756.28,4932.26,589,39.1555,19.7121
-21977.673828125,2950000,590,4869.94,4946.59,590,39.3287,19.1796
-22639.66015625,2955000,591,4643.95,4701.64,591,38.4829,19.0427
-22835.01953125,2960000,592,4778.47,4572.67,592,39.1112,18.4273
-24910.0859375,2965000,593,4575.14,3877.06,593,38.996,20.6241
-23020.44921875,2970000,594,4724.18,4913.44,594,39.1177,18.8332
-23190.611328125,2975000,595,4863.37,5011.83,595,39.0852,18.8122
-23429.2109375,2980000,596,4886.86,4997.9,596,38.6518,19.0891
-23100.927734375,2985000,597,4766.75,4990.28,597,38.6561,19.6896
-23166.087890625,2990000,598,4960.29,5015.45,598,38.7793,19.1372
-23121.189453125,2995000,599,4976.74,5102.32,599,38.1327,19.2218
-23458.58203125,3000000,600,4921.09,5032.31,600,38.8759,20.0816
-23412.9296875,3005000,601,4970.83,5108.95,601,38.8377,19.0757
-23082.259765625,3010000,602,4927.9,5069.83,602,38.9904,19.3826
-23367.439453125,3015000,603,4923.15,5061.18,603,38.8096,19.3264
-23582.802734375,3020000,604,4930.07,5087.43,604,38.7884,19.9187
-23646.525390625,3025000,605,4911.11,5026.48,605,38.7863,19.0214
-23312.802734375,3030000,606,4955.42,5092.25,606,39.2276,19.4466
-23900.21875,3035000,607,4953.94,5060.54,607,38.2133,19.3504
-24001.45703125,3040000,608,4976.45,5063.31,608,39.2969,19.739
-23722.775390625,3045000,609,4961.15,5070.78,609,39.0373,19.6491
-24231.880859375,3050000,610,4831.35,4875.88,610,39.5598,20.3098
-24082.111328125,3055000,611,4932.28,5100.96,611,39.5429,19.6272
-23962.67578125,3060000,612,4949.87,5036.28,612,38.9655,19.5435
-24146.83984375,3065000,613,4950.49,5096.98,613,39.6578,19.7146
-23843.267578125,3070000,614,4859.96,5130.85,614,39.7084,20.0918
-24115.59765625,3075000,615,4951.35,5054.24,615,39.3185,19.7957
-23620.857421875,3080000,616,4995.02,5149.47,616,38.4679,19.8478
-23783.3828125,3085000,617,5022.53,5201.37,617,39.053,19.5603
-24030.77734375,3090000,618,5077.38,5184.25,618,38.9569,19.632
-24350.0703125,3095000,619,5033.72,5154.37,619,39.0917,19.5528
-24228.82421875,3100000,620,5079.77,5184.29,620,38.6263,19.7911
-24617.572265625,3105000,621,5087.09,5175.27,621,38.7245,18.925
-24661.63671875,3110000,622,5070.27,4497.01,622,38.4979,18.4447
-23953.84765625,3115000,623,5074.21,5218.22,623,37.6445,18.2875
-24387.6875,3120000,624,5076.48,5175.22,624,37.9087,18.9187
-24730.92578125,3125000,625,5066.55,4734.9,625,37.725,18.8563
-24299.283203125,3130000,626,5085.13,5166.54,626,37.5697,18.3087
-24691.712890625,3135000,627,5124.44,5263.43,627,38.0111,18.4295
-24166.302734375,3140000,628,5106.38,5199.22,628,37.4754,18.3596
-24737.05078125,3145000,629,5116.34,4951.32,629,37.9198,18.2241
-24496.55078125,3150000,630,5111.47,5235.02,630,37.6286,18.206
-24431.103515625,3155000,631,5147.53,5296.35,631,37.5773,18.4465
-25196.080078125,3160000,632,5094.98,5242.33,632,37.7171,18.1657
-24236.404296875,3165000,633,5135.92,5259.38,633,36.6299,17.7244
-25479.5625,3170000,634,5114.98,5237.38,634,37.9865,17.8813
-25187.869140625,3175000,635,5131.99,5281.4,635,37.7365,17.7631
-24520.4921875,3180000,636,5171.62,5272.98,636,37.5613,17.855
-24388.3046875,3185000,637,5181.29,5316.73,637,37.2735,18.0864
-25067.78515625,3190000,638,5129.92,5284.34,638,37.3714,18.2435
-24942.228515625,3195000,639,5146.15,5287.41,639,38.5375,18.2798
-25171.017578125,3200000,640,5132.57,5238.43,640,38.5046,18.6463
-25115.96875,3205000,641,5160.95,5287.82,641,37.6618,18.1306
-24947.26953125,3210000,642,5029.11,5273.77,642,37.5288,17.7305
-24934.697265625,3215000,643,5117.7,5294.68,643,37.7249,17.9957
-25217.94140625,3220000,644,5109.11,5316.09,644,37.545,18.3289
-24777.142578125,3225000,645,5181.58,5321.31,645,37.5852,17.7441
-25387.3984375,3230000,646,5156.19,5287.38,646,37.7927,18.0993
-25692.3046875,3235000,647,5158.14,5349.41,647,37.9049,18.0393
-25181.478515625,3240000,648,5167.46,5328.38,648,37.7122,17.8324
-25610.865234375,3245000,649,5131.65,5281.06,649,37.3978,18.2683
-25904.921875,3250000,650,5195.45,5383.95,650,38.0896,18.522
-26102.55078125,3255000,651,5108.11,5322.54,651,38.0899,17.7333
-26105.896484375,3260000,652,5182.04,5323.76,652,37.7604,18.2303
-26186.52734375,3265000,653,5171.42,5053.79,653,37.7283,18.5134
-25093.1328125,3270000,654,5101.66,5314.08,654,38.67,18.87
-25561.072265625,3275000,655,5139.76,5333.44,655,37.5277,18.1571
-26524.7734375,3280000,656,5153.47,5340.46,656,38.4053,18.1599
-26919.365234375,3285000,657,5137.26,5274.69,657,38.5831,18.4528
-26296.71875,3290000,658,5172.63,5270.96,658,37.6515,18.5283
-26712.935546875,3295000,659,5144.07,5292.18,659,38.1957,18.372
-26708.79296875,3300000,660,5150.24,5315.6,660,38.1724,18.5481
-26626.373046875,3305000,661,5172.79,5333.79,661,37.8251,18.2162
-26337.61328125,3310000,662,5192.47,5356.54,662,37.6686,18.4441
-27275.029296875,3315000,663,5160.36,5293.14,663,38.336,18.8917
-27212.369140625,3320000,664,5142.46,5310.6,664,38.5236,18.1678
-26572.728515625,3325000,665,5176.23,5296.84,665,37.5689,18.2
-27125.896484375,3330000,666,5203.87,5296.32,666,37.7607,18.7349
-27302.02734375,3335000,667,5171.61,5323.44,667,38.3402,18.6185
-28238.142578125,3340000,668,5148.89,5293.3,668,38.7423,19.0869
-27239.77734375,3345000,669,5145.06,5262.13,669,38.6768,18.9251
-27330.01171875,3350000,670,5184.08,5347.49,670,38.7758,18.4361
-27144.859375,3355000,671,5207.96,5311.73,671,38.3389,18.9691
-27680.951171875,3360000,672,5201.16,5338.89,672,38.4599,19.0905
-28344.408203125,3365000,673,5172.98,5317.16,673,38.7278,18.9057
-27544.6953125,3370000,674,5232.93,5356.52,674,38.151,18.973
-28079.115234375,3375000,675,5182.63,5367.03,675,39.1062,18.4893
-27398.486328125,3380000,676,5186.7,5299.21,676,38.9194,19.0921
-28740.892578125,3385000,677,5220.83,5400.71,677,38.6617,18.7405
-28532.72265625,3390000,678,5209.87,5365.07,678,38.6245,18.9404
-28430.890625,3395000,679,5183.01,5317.1,679,38.7597,19.8211
-28033.8203125,3400000,680,5166.64,5239.71,680,39.1966,19.7142
-29032.8671875,3405000,681,5156.34,5359.52,681,39.4347,19.2965
-29074.65234375,3410000,682,5175.16,5338.15,682,39.4592,19.3465
-28546.05859375,3415000,683,5227.1,5339.25,683,39.1478,19.2014
-29326.9140625,3420000,684,5188.5,5394.3,684,39.1057,19.0986
-29057.62109375,3425000,685,5242.98,5364.81,685,38.2862,19.5426
-28992.880859375,3430000,686,5172.19,5330.85,686,38.2246,18.9411
-29049.5546875,3435000,687,5171.47,5391.24,687,38.9548,19.1042
-29264.505859375,3440000,688,5167.45,5247.3,688,39.768,19.8704
-28812.546875,3445000,689,5190.18,5241.19,689,38.8716,19.1394
-29627.154296875,3450000,690,4979.69,5343.96,690,39.2531,20.1116
-29743.462890625,3455000,691,5222.66,5346.45,691,39.1392,20.9556
-29580.98828125,3460000,692,5213.84,5313.88,692,39.3092,20.7064
-29185.43359375,3465000,693,5223.57,5383.38,693,38.8807,19.8003
-29432.15234375,3470000,694,5254.31,5376.89,694,38.7071,20.0293
-29539.591796875,3475000,695,5210.28,5325.18,695,38.4928,19.9541
-30040.666015625,3480000,696,5186.15,5328.16,696,38.9791,19.6222
-29350.482421875,3485000,697,5182.49,5249.49,697,38.9191,19.7438
-30876.05078125,3490000,698,4998.27,5078.05,698,39.1617,19.8488
-29796.796875,3495000,699,5166.12,5313.45,699,39.0336,19.9317
-29964.55078125,3500000,700,4812.12,5399.93,700,38.6794,19.5512
-30424.12109375,3505000,701,4744.0,5332.26,701,39.4911,23.4765
-30765.388671875,3510000,702,5007.33,5443.13,702,38.2191,19.3515
-31097.0390625,3515000,703,5150.64,5007.57,703,38.9799,19.2318
-30216.48046875,3520000,704,4601.59,5473.96,704,38.3041,19.65
-31274.376953125,3525000,705,5258.88,5360.0,705,38.7463,19.3349
-30777.8359375,3530000,706,5212.8,5357.54,706,38.4735,19.8907
-31036.185546875,3535000,707,5196.36,5337.59,707,38.725,19.8148
-31864.73828125,3540000,708,5173.0,5414.57,708,39.4509,19.3807
-30182.30078125,3545000,709,4154.22,5456.42,709,39.4827,20.5039
-30606.0703125,3550000,710,5265.63,5451.99,710,38.4546,20.2749
-31631.90234375,3555000,711,5215.52,5363.63,711,39.4626,21.0145
-37504.37890625,3560000,712,2929.78,3074.88,712,41.689,35.077
-31257.29296875,3565000,713,5213.72,5407.11,713,39.5922,21.369
-30644.9453125,3570000,714,5272.04,5468.05,714,39.5933,21.5338
-32227.078125,3575000,715,5186.65,5351.76,715,40.0787,22.427
-32069.6484375,3580000,716,5174.64,5420.55,716,39.7494,21.6295
-41404.5546875,3585000,717,713.55,690.68,717,48.9774,109.3589
-35457.39453125,3590000,718,2710.71,3172.57,718,41.2594,32.7618
-31114.154296875,3595000,719,3108.43,2986.59,719,39.3949,47.9676
-33317.8359375,3600000,720,3826.85,4023.99,720,41.9525,27.6174
-33049.71484375,3605000,721,4862.06,4878.92,721,40.8468,22.3739
-31068.6796875,3610000,722,4836.36,5011.39,722,40.2416,22.015
-32808.31640625,3615000,723,4843.61,4950.27,723,41.1368,22.6506
-33427.55859375,3620000,724,4811.76,4972.9,724,41.0684,23.1833
-33056.29296875,3625000,725,4820.7,5172.86,725,40.324,22.3678
-32353.630859375,3630000,726,5087.11,5252.25,726,39.4859,21.222
-34228.0390625,3635000,727,5018.64,5095.97,727,40.4154,21.9838
-33939.15234375,3640000,728,5039.28,5180.86,728,39.8385,22.1443
-33502.35546875,3645000,729,5157.91,5329.72,729,40.2506,21.8361
-32969.32421875,3650000,730,5113.36,5264.18,730,40.0752,20.9261
-33033.3359375,3655000,731,5069.13,5289.62,731,39.9994,20.8014
-33052.85546875,3660000,732,5188.29,5401.61,732,39.8351,21.2838
-32835.0625,3665000,733,5191.61,5331.55,733,39.6082,21.2581
-32151.33203125,3670000,734,5195.11,5436.21,734,39.2529,21.0967
-32851.80078125,3675000,735,5181.56,5350.69,735,39.3432,21.164
-32422.826171875,3680000,736,5148.09,5327.51,736,39.6248,21.0997
-32880.5078125,3685000,737,5188.33,5408.75,737,39.9279,28.7283
-32501.224609375,3690000,738,5185.47,5335.8,738,39.3973,20.9812
-33326.4453125,3695000,739,4835.9,5379.41,739,39.2942,24.8174
-32986.15234375,3700000,740,4778.22,5172.13,740,39.0902,24.9751
-33045.60546875,3705000,741,3993.85,5370.5,741,39.0737,24.7369
-32642.388671875,3710000,742,5026.58,5407.62,742,39.5118,20.9145
-32255.30859375,3715000,743,5212.54,5369.34,743,39.1513,20.4781
-33209.02734375,3720000,744,5199.19,5309.66,744,38.9045,23.1232
-33028.69921875,3725000,745,5186.36,5323.88,745,39.6666,23.4097
-33763.18359375,3730000,746,4994.32,4873.07,746,39.3583,24.7653
-33272.859375,3735000,747,5204.47,5291.53,747,38.7112,21.0038
-33266.35546875,3740000,748,5235.19,5389.09,748,38.7421,20.6695
-32663.564453125,3745000,749,5251.46,5359.69,749,38.1385,20.437
-32819.0390625,3750000,750,5293.2,5363.73,750,38.1944,20.3256
-32819.6015625,3755000,751,5308.34,5434.07,751,38.3188,20.8046
-32851.52734375,3760000,752,5258.96,5419.11,752,37.6946,20.4014
-33135.51171875,3765000,753,5233.99,5408.23,753,38.1979,20.7515
-32767.00390625,3770000,754,5307.82,5499.1,754,37.8981,20.8052
-33975.4609375,3775000,755,5186.56,5534.31,755,38.7292,20.7768
-33453.10546875,3780000,756,5109.66,4982.27,756,38.7237,21.5084
-34247.96875,3785000,757,5363.83,5016.48,757,39.3749,29.7592
-34583.39453125,3790000,758,2843.01,2915.41,758,38.4119,24.8348
-33794.453125,3795000,759,5070.25,4698.13,759,38.9715,21.5368
-34901.8359375,3800000,760,4558.75,4944.15,760,39.0579,24.6201
-35735.109375,3805000,761,4802.7,5213.36,761,39.5599,36.9907
-35007.56640625,3810000,762,3623.46,2167.82,762,39.2751,28.5955
-35155.9296875,3815000,763,4348.19,3189.66,763,39.5156,34.2242
-34239.546875,3820000,764,5042.59,3658.91,764,39.1769,21.0362
-35000.8671875,3825000,765,3587.06,1645.87,765,39.5889,36.3061
-37279.9296875,3830000,766,3822.73,3660.08,766,41.4265,45.5659
-35340.69140625,3835000,767,3619.22,3191.29,767,39.622,35.3725
-34614.41015625,3840000,768,3849.16,4749.16,768,39.2813,28.6834
-35286.56640625,3845000,769,5084.42,4914.76,769,39.5441,29.8922
-34898.765625,3850000,770,4634.47,5216.8,770,38.9069,24.6144
-35407.83203125,3855000,771,3052.34,2889.97,771,39.6473,30.0521
-35097.32421875,3860000,772,4568.53,5417.13,772,39.5417,24.8869
-36221.49609375,3865000,773,2579.59,4454.64,773,39.3092,32.6007
