Running Reverse KL,Running Forward KL,Itration,Real Sto Return,Real Det Return
18.3776,142.7252,176,10987.0,11769.66
17.8798,142.5225,177,11276.91,11843.62
17.2473,142.2647,178,11102.34,11848.47
17.6518,143.2882,179,11233.66,11755.97
17.4536,142.9529,180,11070.76,11725.59
17.9016,142.7835,181,11321.18,11803.93
18.3582,143.5636,182,11025.67,11443.85
18.6272,141.903,183,11352.79,11764.38
18.0142,143.453,184,10973.13,11548.06
17.6392,142.1978,185,11332.52,11790.19
17.0605,142.9155,186,11192.87,11739.38
18.095,142.8855,187,11266.5,11895.64
17.9706,142.4235,188,9038.63,8893.2
16.7582,142.7684,189,10516.66,11466.56
16.8568,142.7112,190,10253.62,11790.9
18.1872,143.7938,191,11064.58,11421.95
17.647,142.2937,192,11439.48,11968.67
18.4747,143.4262,193,11061.82,11541.14
18.1549,142.7057,194,11135.53,11478.39
18.1118,143.4507,195,10872.31,11710.4
17.462,142.3413,196,11280.85,11995.99
18.4021,142.7246,197,11195.19,11642.77
17.8256,143.7719,198,10876.68,11460.35
17.427,142.3701,199,11318.9,11817.28
16.0943,141.784,200,11366.12,11943.7
16.2393,142.5656,201,11409.33,11834.57
16.6794,141.8541,202,10623.31,11842.29
17.3431,142.3273,203,11425.1,11986.32
17.1338,142.2005,204,11152.13,11993.67
17.9664,141.4396,205,11275.51,12115.51
17.4564,141.5477,206,11204.67,11997.08
17.7052,142.2262,207,10798.91,11978.23
16.4328,142.6594,208,10460.89,8290.72
17.581,142.5488,209,11438.05,11924.41
16.1094,141.8353,210,11408.78,11724.41
17.2226,141.442,211,11163.9,12003.67
15.5244,142.3762,212,10677.77,11211.93
17.2871,141.4213,213,10717.82,10657.38
17.1152,141.9853,214,11221.71,11899.41
16.2316,141.1785,215,11280.57,11581.05
15.8477,141.9314,216,10929.39,11975.34
16.9294,141.4138,217,11412.72,11496.86
16.5245,141.3166,218,10335.73,11794.34
16.6209,141.6757,219,11237.4,12114.83
16.5742,141.8802,220,10726.07,11736.99
16.5999,141.2132,221,10699.96,12001.83
16.8936,142.4491,222,11263.19,11613.04
16.6237,141.1861,223,11017.11,11948.3
17.7361,142.4943,224,11190.22,11782.3
16.7699,141.3583,225,11329.65,11977.53
16.9432,141.4651,226,11429.78,12081.69
16.9449,142.5784,227,11371.37,11918.93
16.1613,141.118,228,11012.56,12064.89
17.1861,142.0247,229,10935.47,11996.26
17.0308,142.1126,230,11044.94,11878.55
17.0592,142.3978,231,11354.21,11955.32
16.9995,142.136,232,11346.41,11953.17
17.2661,142.0556,233,11371.28,11975.58
17.639,142.4185,234,11311.23,11947.02
17.3313,141.812,235,11330.0,11947.69
17.0535,141.9936,236,11034.47,11897.61
16.5185,142.1341,237,11011.4,12052.85
17.8096,142.9576,238,11218.95,11841.53
17.1597,141.6948,239,11467.13,12094.81
17.2341,142.1581,240,10924.92,11910.55
17.4716,141.7291,241,11351.8,11802.31
16.922,141.6588,242,11266.3,11907.86
17.5793,143.0312,243,11246.45,11797.38
16.9792,141.8545,244,11104.69,11981.44
17.32,141.8857,245,11411.1,12040.35
16.8069,141.5586,246,10872.0,12031.86
17.4842,142.139,247,10642.03,11905.36
17.5645,141.2496,248,11412.98,11745.2
15.4811,141.3678,249,11260.3,11887.05
17.3263,142.1723,250,11289.28,12009.61
16.2614,142.2551,251,10795.03,11770.76
17.3167,141.8839,252,11293.97,11852.89
17.5914,141.2055,253,11310.01,11984.67
17.8303,141.3573,254,11443.9,11973.7
17.5284,141.8257,255,11049.43,11849.29
17.289,142.2893,256,11299.23,11927.43
16.813,142.0011,257,11345.62,11918.7
16.9149,141.9312,258,11345.67,11794.36
17.0842,142.5947,259,10909.81,12067.98
17.5031,141.4082,260,11430.43,12053.6
17.471,141.1757,261,11202.6,11888.03
17.4809,141.5287,262,10718.07,11710.03
16.5186,141.7927,263,10708.1,12069.2
17.6521,141.1833,264,10911.58,12013.75
17.7249,141.6685,265,11022.88,11881.1
16.6754,140.5972,266,11018.05,11795.96
16.2486,141.7129,267,11289.43,11990.2
17.5458,142.3297,268,11097.57,11980.13
15.8812,141.9984,269,11192.26,12111.88
16.483,141.2439,270,10566.14,12047.94
16.0603,141.9605,271,11375.73,12096.49
17.0155,141.7984,272,11129.07,12014.85
17.7397,142.2941,273,10910.89,11862.02
17.7673,141.5158,274,11081.31,12139.15
18.5102,142.6353,275,11123.54,11782.56
17.4578,142.4156,276,11393.83,12039.95
17.6862,142.5395,277,11228.44,11802.57
17.7605,141.8341,278,11432.63,11995.97
17.198,141.2028,279,10632.88,12032.65
17.493,142.2924,280,11370.55,11992.67
17.1618,140.805,281,11000.36,12152.63
17.2721,141.4373,282,11182.66,12107.23
17.4467,141.6138,283,11511.94,12021.87
17.845,141.5853,284,11540.81,12108.44
17.3468,141.8731,285,11400.32,11888.84
17.7301,142.1432,286,11414.85,11950.19
17.2927,141.9661,287,11496.88,12028.08
17.4779,141.5971,288,11450.95,12054.18
17.348,142.9952,289,11431.7,11946.81
17.4171,141.9979,290,11340.02,12050.42
17.794,142.7221,291,11419.8,11921.7
17.351,141.8175,292,11016.22,11876.48
17.2559,140.8817,293,11517.8,12204.12
17.2668,141.3144,294,11500.25,12057.83
17.2054,142.0293,295,11353.33,12016.17
17.5395,142.3219,296,11429.8,12084.37
17.729,143.4159,297,11182.8,11510.0
17.6085,142.129,298,11340.79,11908.04
16.8692,141.333,299,11188.4,12312.39
16.8819,141.6492,300,11424.97,11989.69
17.5442,143.0019,301,11051.64,11950.7
17.8824,143.4099,302,10895.86,11502.73
17.5927,142.5756,303,11404.64,11890.34
17.754,142.1375,304,11502.76,12043.02
17.4731,142.1778,305,11400.35,11866.0
17.5467,142.8286,306,11328.11,11842.07
17.3251,142.4966,307,10915.84,12050.45
18.125,142.7672,308,11287.28,11653.28
17.6204,141.9556,309,11251.04,11536.51
17.4271,141.9253,310,11422.11,12009.4
17.6454,142.4002,311,11521.51,11885.39
17.4442,141.721,312,10941.57,11798.74
16.7207,141.9873,313,11696.67,12188.0
17.263,141.5351,314,11471.7,12042.0
17.7675,142.0479,315,11455.69,11833.24
17.2209,140.723,316,11098.35,12268.35
16.9559,140.4402,317,11440.13,12175.4
17.3008,141.6462,318,11472.5,11890.91
17.332,142.0366,319,11435.54,11957.07
17.4066,142.3347,320,11440.63,11910.29
17.2929,142.1159,321,11392.55,11812.31
17.3213,142.1365,322,11257.56,11944.58
17.1586,140.6599,323,11535.15,11989.21
17.8528,141.6166,324,11383.62,11824.31
16.9928,140.1903,325,10748.5,12143.96
17.5054,141.8446,326,10881.09,12001.84
17.7498,141.5302,327,10947.19,11902.04
16.3878,142.3606,328,11662.93,12201.53
17.6839,141.7788,329,11245.8,12198.59
17.7998,142.4315,330,11405.29,11757.19
17.6186,142.4877,331,11424.36,11858.51
17.4161,141.8018,332,11542.91,12058.77
17.6077,141.6085,333,11065.61,11686.52
17.0557,141.6974,334,11633.2,12189.68
17.5369,141.4133,335,11704.59,12198.89
17.7369,142.4335,336,11238.95,11629.76
16.936,142.2564,337,10956.51,11743.41
17.6408,143.2923,338,11317.49,11568.71
17.8113,142.3915,339,11331.34,12010.03
17.4268,142.8161,340,10813.56,11023.21
18.6291,141.6996,341,11317.86,11904.82
17.5715,142.7981,342,11407.39,11893.64
17.6614,141.8396,343,11278.97,11858.54
17.5538,142.4551,344,11050.48,11859.3
16.2368,141.8238,345,10715.04,11342.35
18.1876,142.9654,346,11196.92,11348.48
16.7847,144.0546,347,10880.83,10988.91
17.744,142.5156,348,10825.6,11647.85
18.1879,142.8596,349,10543.25,11666.45
16.0566,142.4725,350,11025.65,11340.91
16.4943,142.2061,351,10662.73,11833.26
17.1488,142.3366,352,10440.46,10713.07
16.275,142.3797,353,10942.13,12113.23
17.0873,142.1365,354,10292.83,11720.67
18.2302,142.9033,355,11057.67,11869.43
18.1835,142.9899,356,11413.56,11965.61
17.5799,141.955,357,11364.47,12026.94
17.3642,142.2138,358,11099.29,11730.9
17.7349,142.6936,359,10777.22,11880.14
17.2938,142.5526,360,11115.78,12059.5
18.7686,143.3689,361,11228.22,11779.94
16.9981,142.349,362,10887.57,12084.63
17.9452,142.0057,363,10239.48,11970.64
16.6059,142.8205,364,10478.77,11552.23
17.5397,141.9992,365,10729.26,12125.59
18.0942,142.075,366,11087.33,11469.95
18.0017,142.4712,367,11374.34,11964.79
16.6305,142.4474,368,10532.71,12183.53
17.8204,141.2504,369,11326.28,12088.87
17.8078,142.4578,370,10773.96,11817.67
17.8217,141.753,371,10515.69,11394.25
16.7838,142.2662,372,11293.89,11823.7
17.7347,142.3854,373,11536.02,12139.22
17.8453,142.0679,374,11463.91,11984.46
17.848,141.4182,375,11481.85,12075.47
17.6999,142.1988,376,11354.07,11937.88
17.4292,142.1522,377,11226.27,11718.82
16.7563,141.4533,378,11501.34,12134.39
17.8195,142.2176,379,11470.25,12048.99
18.0456,142.4289,380,11648.82,12138.92
17.878,142.4472,381,11400.6,12038.95
17.4444,141.9357,382,11497.86,12141.43
18.0827,141.0478,383,11639.94,12253.67
17.4924,141.6613,384,10959.18,11951.31
16.5573,140.8052,385,11349.17,12407.43
16.6287,141.3427,386,10985.84,12156.81
16.4049,140.9311,387,11019.09,12252.68
16.1052,141.0412,388,11491.95,12434.21
18.0861,141.0979,389,10997.11,12434.9
18.4077,142.5633,390,11574.2,12178.98
18.1634,141.914,391,11570.19,11887.28
18.3273,141.4585,392,11836.39,12343.17
18.2083,141.7041,393,11645.22,12066.64
19.1761,142.1629,394,11733.77,12335.69
18.1057,141.454,395,11263.08,11888.73
17.987,141.5,396,11354.73,12362.07
17.972,141.6124,397,11748.62,12297.02
17.6924,141.8879,398,11372.33,12286.02
17.9034,141.8429,399,11691.94,12309.49
18.7538,142.092,400,11409.89,12340.5
17.9787,141.2035,401,11281.83,12256.17
16.533,142.0003,402,10281.02,12484.41
18.2547,142.0352,403,11222.36,12247.01
18.2623,141.2024,404,11141.58,12169.87
18.7972,141.3134,405,11742.1,12329.2
18.2683,142.0436,406,10718.21,12425.31
18.0791,142.6622,407,11693.67,12271.62
18.1542,140.4929,408,11784.0,12395.37
18.2145,142.1159,409,11092.72,12090.39
18.2566,141.7035,410,11216.67,12336.42
18.8161,142.4023,411,11522.69,12316.61
18.2493,141.5621,412,11845.64,12435.05
18.7009,142.6826,413,11735.48,12281.6
18.3809,141.7221,414,11754.4,12431.73
18.6162,142.9485,415,11874.34,12285.97
18.6303,141.3982,416,11837.32,12258.86
18.5217,142.328,417,10684.48,12202.19
18.6707,141.2227,418,11646.58,12429.0
18.4412,141.8812,419,11082.26,12259.01
18.8478,142.5972,420,11221.2,12242.31
18.3678,142.1407,421,11768.22,12166.15
18.3857,141.2802,422,11786.99,12176.95
18.717,141.6956,423,11784.28,12262.88
18.163,141.5022,424,11319.36,12470.54
18.7008,141.752,425,11566.6,12261.12
18.0968,142.379,426,11829.37,12341.99
18.6568,141.8874,427,11839.29,12171.96
18.3306,142.4818,428,11675.28,12124.69
17.9191,142.019,429,11720.86,12169.21
18.8549,141.9733,430,11718.77,12123.29
18.7729,142.3036,431,11634.27,12066.22
17.4476,142.5814,432,11425.92,11746.46
18.7203,142.4221,433,11792.1,12200.93
18.2368,142.2987,434,11693.76,12097.6
18.5245,142.1782,435,11621.47,11964.11
18.9427,143.2582,436,11506.71,11936.11
18.8474,140.9939,437,11696.78,12291.72
19.0217,142.0451,438,11830.54,12254.29
18.7764,143.1626,439,11536.92,11927.05
18.1473,142.1478,440,11497.48,12050.38
17.8394,140.7904,441,11304.18,12337.23
18.8957,142.0577,442,11818.85,12290.09
18.6661,142.4982,443,11670.73,12159.4
17.7142,142.0387,444,11260.9,11915.3
18.361,141.7263,445,10746.62,12004.32
17.5802,141.6415,446,11476.53,12170.89
17.7797,141.4899,447,11673.3,12043.05
17.5872,141.8108,448,11321.01,12215.08
19.2178,142.3057,449,10608.89,12014.23
18.6067,141.8042,450,11632.19,12407.08
17.976,141.1603,451,11793.31,12424.38
16.9065,141.1873,452,11365.67,12665.87
18.3287,142.6701,453,11676.66,12089.84
19.0469,142.5459,454,11751.77,12404.25
18.2618,140.906,455,10927.02,12446.51
18.9422,141.9818,456,11614.19,12228.74
17.8537,141.4623,457,11038.87,12066.56
16.9361,141.7676,458,11491.61,11808.13
18.5864,141.975,459,11437.31,12353.21
18.1092,141.4786,460,11646.55,12156.08
17.9897,141.333,461,11516.62,12356.19
18.501,141.3923,462,11597.81,12558.02
18.4488,142.7575,463,11940.41,12469.11
18.2581,141.664,464,11560.35,12264.95
