Running Update Time,Real Det Return,Running Env Steps,Real Sto Return,Itration,Running Reverse KL,Running Forward KL,Reward Loss
767,4963.07,3835000,4590.34,767,28.982,45.6888,-12148.958984375
768,4940.03,3840000,4435.46,768,28.2072,45.854,-12044.4453125
769,4961.01,3845000,4653.54,769,27.3687,45.3956,-11915.1953125
770,4935.26,3850000,4759.57,770,27.1066,45.6952,-12455.0517578125
771,4988.32,3855000,4934.83,771,27.3684,45.6645,-12527.73828125
772,4906.87,3860000,4675.95,772,27.7996,45.6214,-12130.4560546875
773,4955.03,3865000,4905.61,773,27.3693,45.4324,-12299.732421875
774,4992.74,3870000,4572.09,774,27.0694,45.6674,-12451.650390625
775,4974.75,3875000,4710.13,775,27.2491,45.8945,-12487.0625
776,4962.64,3880000,4886.15,776,30.8422,45.5394,-12360.107421875
777,4959.13,3885000,4897.5,777,26.5084,45.1387,-12517.578125
778,4995.33,3890000,4908.14,778,26.88,45.3473,-12569.5361328125
779,4956.77,3895000,4887.33,779,26.947,45.5042,-12720.1484375
780,4887.8,3900000,4843.06,780,26.6919,45.1836,-12833.40234375
781,4909.9,3905000,4760.18,781,27.8663,45.7931,-12840.673828125
782,4931.17,3910000,4859.92,782,26.2826,45.2067,-12679.923828125
783,4870.85,3915000,4870.83,783,26.7463,45.6477,-12717.701171875
784,4922.46,3920000,4867.04,784,27.533,45.9068,-12740.5146484375
785,4907.88,3925000,4862.69,785,28.2223,46.185,-12828.23046875
786,4924.53,3930000,4855.46,786,27.6843,45.9435,-12858.4287109375
787,4888.93,3935000,4838.62,787,27.2125,45.4234,-12987.1708984375
788,4923.03,3940000,4868.77,788,27.7471,45.7796,-12811.3193359375
789,4947.81,3945000,4881.45,789,28.9352,46.1549,-12871.5478515625
790,4902.18,3950000,4824.01,790,26.7965,45.5045,-12985.39453125
791,4882.53,3955000,4847.55,791,28.6666,46.1346,-13046.0927734375
792,4960.16,3960000,4907.77,792,27.587,45.808,-12811.6494140625
793,4927.13,3965000,4861.87,793,27.4412,45.7841,-12893.5185546875
794,4869.16,3970000,4657.55,794,27.0831,45.7448,-12988.8583984375
795,4890.17,3975000,4757.04,795,26.6363,45.7382,-13039.419921875
796,4891.39,3980000,4707.09,796,27.384,46.1161,-13008.685546875
797,4901.57,3985000,4853.86,797,27.2954,45.6644,-12941.3818359375
798,4849.48,3990000,4826.95,798,27.0771,46.0725,-13146.728515625
799,4884.64,3995000,4842.26,799,27.461,45.7928,-12765.2392578125
800,4888.9,4000000,4760.36,800,27.1672,46.0077,-12978.5361328125
801,4840.64,4005000,4829.51,801,27.1711,45.7977,-13010.64453125
802,4850.72,4010000,4797.75,802,26.5622,45.4047,-12673.03125
803,4918.31,4015000,4658.85,803,28.5107,45.8721,-13066.716796875
804,4940.5,4020000,4589.94,804,25.656,45.587,-12897.5693359375
805,4908.04,4025000,4850.87,805,26.4026,45.7194,-12942.400390625
806,4922.7,4030000,4743.99,806,26.3584,45.631,-12932.2607421875
807,4932.7,4035000,4544.74,807,26.1977,45.0908,-12864.5615234375
808,4922.6,4040000,4840.31,808,26.7499,45.651,-13043.853515625
809,4878.71,4045000,4848.22,809,25.5292,45.3634,-12877.048828125
810,4920.45,4050000,4331.19,810,26.6586,45.904,-13157.6669921875
811,4966.65,4055000,4634.1,811,24.6271,44.9503,-12996.228515625
812,4941.78,4060000,4760.25,812,26.3706,45.9499,-13129.7109375
813,4945.73,4065000,4734.36,813,25.889,45.0882,-12848.126953125
814,4935.05,4070000,4227.81,814,28.624,45.0082,-12728.505859375
815,4869.12,4075000,4843.46,815,24.5645,44.8342,-12985.8037109375
816,4737.04,4080000,4698.7,816,24.0034,44.9264,-12892.748046875
817,4900.09,4085000,4522.24,817,24.1609,44.7999,-12961.6142578125
818,4868.57,4090000,4491.03,818,24.0471,44.7028,-12977.1669921875
819,4940.63,4095000,4285.18,819,25.6786,44.9296,-12984.310546875
820,4883.93,4100000,4763.3,820,24.3173,44.9318,-13173.8134765625
821,4935.5,4105000,4656.7,821,22.9612,44.1543,-12968.84375
822,4925.35,4110000,4741.04,822,24.4459,45.0069,-13215.330078125
823,4898.37,4115000,4771.74,823,23.4252,44.8883,-12967.4873046875
824,4893.84,4120000,4863.73,824,24.6287,44.8171,-13112.4912109375
825,4880.39,4125000,4713.13,825,24.7279,45.1868,-13236.6455078125
826,4848.46,4130000,4855.45,826,25.2984,45.3679,-13417.7890625
827,4833.35,4135000,4854.02,827,24.6313,45.1718,-13263.685546875
828,4846.95,4140000,4856.47,828,24.3031,44.9152,-13304.45703125
829,4732.63,4145000,4383.88,829,24.5847,44.9254,-13152.47265625
830,4882.5,4150000,4633.33,830,24.1364,44.8448,-13190.9091796875
831,4905.7,4155000,4588.91,831,23.9737,44.504,-13031.4326171875
832,4704.61,4160000,4643.46,832,24.6089,44.7116,-13219.7646484375
833,4883.23,4165000,4812.4,833,24.6395,44.8239,-13250.3076171875
834,4961.23,4170000,4603.65,834,24.2337,44.6109,-13110.0302734375
835,4765.84,4175000,4079.73,835,33.6828,45.029,-12169.6796875
836,4837.49,4180000,4656.47,836,24.1036,44.9535,-13084.1162109375
837,4855.84,4185000,4457.66,837,27.4043,45.0871,-12967.126953125
838,4907.31,4190000,4404.49,838,24.2662,44.7211,-13223.6083984375
839,4888.7,4195000,4614.22,839,26.5373,45.0751,-12832.513671875
840,4878.5,4200000,4235.57,840,27.4213,45.1028,-12764.1640625
841,3970.11,4205000,3087.0,841,37.253,45.3101,-12686.197265625
842,1326.75,4210000,1708.28,842,60.2211,45.7054,-12008.48828125
843,4791.02,4215000,4309.07,843,30.2833,45.2473,-12877.205078125
844,4875.87,4220000,4655.87,844,25.6309,45.4932,-12925.3349609375
845,4884.79,4225000,3261.93,845,32.9563,44.9903,-12654.5732421875
846,4837.5,4230000,4508.92,846,29.0845,45.3316,-13034.8076171875
847,4794.24,4235000,4688.46,847,29.1756,44.7042,-12984.4736328125
848,4896.28,4240000,4647.84,848,25.5462,45.2861,-13003.3935546875
849,4886.4,4245000,4861.17,849,27.5937,45.0033,-12915.7275390625
850,4863.36,4250000,4659.26,850,29.0511,45.3134,-13098.90625
851,4816.75,4255000,4799.03,851,25.8057,45.0608,-13146.8662109375
852,4918.59,4260000,4766.25,852,25.9123,45.463,-13307.923828125
853,4939.73,4265000,4766.94,853,25.5166,44.9937,-13174.6044921875
854,4546.4,4270000,4698.59,854,25.9477,45.0023,-13274.2314453125
855,4813.32,4275000,4599.76,855,25.9879,45.663,-13431.4306640625
856,4800.09,4280000,4851.88,856,25.5603,45.3376,-13175.251953125
857,4880.54,4285000,4709.7,857,26.5335,45.2229,-13313.806640625
858,4875.43,4290000,4858.72,858,27.4776,45.8761,-13124.41015625
859,4794.58,4295000,4704.66,859,26.9862,45.5918,-13067.7890625
860,4815.86,4300000,4642.17,860,26.0722,45.3783,-13041.3896484375
861,4817.66,4305000,4028.68,861,25.9544,45.2906,-13064.1884765625
862,4587.61,4310000,4512.46,862,25.4264,45.2214,-13306.5888671875
863,4774.15,4315000,4652.24,863,25.031,44.7839,-13221.681640625
864,4621.32,4320000,4295.77,864,25.4523,45.4869,-13148.369140625
865,4868.86,4325000,4830.1,865,27.1218,45.0444,-13142.4521484375
866,4865.74,4330000,4607.09,866,26.2861,45.1548,-13338.80859375
867,4818.35,4335000,4695.41,867,26.1208,45.6404,-13323.263671875
868,4693.85,4340000,4525.81,868,26.6561,45.6743,-13301.197265625
869,4857.1,4345000,4249.02,869,26.3856,45.516,-13213.978515625
870,4866.05,4350000,4767.74,870,26.568,45.4934,-13261.447265625
871,4617.08,4355000,4345.14,871,26.3344,45.7425,-13044.8232421875
872,4897.73,4360000,4698.54,872,26.3778,45.3481,-13169.7255859375
873,4757.28,4365000,4746.16,873,28.1493,44.9435,-12848.708984375
874,4669.85,4370000,4652.65,874,26.5837,45.3853,-13010.0478515625
875,4931.54,4375000,4916.94,875,27.1281,45.6327,-13293.9658203125
876,4665.73,4380000,4426.59,876,28.1026,45.4028,-13043.2607421875
877,4879.88,4385000,4613.33,877,26.1961,45.2994,-13330.337890625
878,4736.51,4390000,4873.53,878,25.9245,45.4164,-13308.2412109375
879,4509.2,4395000,4677.74,879,26.741,45.3171,-13238.70703125
880,4555.86,4400000,4495.38,880,26.6116,45.6301,-13292.853515625
881,4729.63,4405000,4836.75,881,26.8694,45.6884,-13378.0556640625
882,4709.78,4410000,4796.67,882,26.274,45.734,-13137.876953125
883,4816.6,4415000,4759.1,883,25.7296,45.2298,-13115.75
884,4776.44,4420000,4836.8,884,26.8368,45.4592,-13201.033203125
885,4797.33,4425000,4859.57,885,26.6418,45.6785,-13443.6845703125
886,4673.75,4430000,4777.32,886,25.9753,45.5375,-13327.6396484375
887,4444.4,4435000,4847.28,887,25.1525,44.5229,-13074.314453125
888,4703.6,4440000,4832.58,888,26.0366,45.4831,-13414.5107421875
889,3111.49,4445000,4789.58,889,25.6992,44.9155,-13279.75390625
890,4627.0,4450000,4285.61,890,25.0209,45.1167,-13563.0908203125
891,4802.36,4455000,4864.37,891,26.8507,45.439,-13378.6015625
892,4439.73,4460000,4885.04,892,26.0877,45.3673,-13302.2841796875
893,4813.53,4465000,4745.66,893,24.8228,44.8495,-13155.734375
894,4637.16,4470000,4895.18,894,25.4298,45.204,-13404.8564453125
895,4870.87,4475000,4892.86,895,25.18,45.3138,-13539.720703125
896,4854.49,4480000,4755.74,896,24.9015,45.2038,-13412.0498046875
897,4837.08,4485000,4590.03,897,25.0857,45.1799,-13392.9267578125
898,4920.26,4490000,4847.53,898,25.6669,45.1245,-13297.9951171875
899,4833.58,4495000,4920.87,899,24.8131,45.1849,-13406.1728515625
900,4818.54,4500000,4837.72,900,24.8199,45.265,-13364.873046875
901,4756.03,4505000,4765.6,901,24.5229,44.6098,-13547.197265625
902,4771.91,4510000,4741.45,902,24.4475,45.3051,-13344.87890625
903,4956.94,4515000,4891.77,903,24.7397,44.9827,-13330.72265625
904,4742.31,4520000,4894.67,904,25.1788,45.0533,-13665.6015625
905,4933.06,4525000,4493.29,905,24.4369,44.4487,-13287.7900390625
906,4921.11,4530000,4897.71,906,25.7181,45.435,-13364.90625
907,4894.68,4535000,4888.85,907,25.2703,45.0274,-13481.763671875
908,4818.88,4540000,4856.07,908,24.5251,44.7661,-13682.3369140625
909,4895.22,4545000,4909.76,909,25.2591,45.3934,-13530.220703125
910,4903.05,4550000,4907.28,910,25.8955,45.5009,-13692.06640625
911,4938.07,4555000,4910.64,911,25.579,45.278,-13825.181640625
912,4875.43,4560000,4864.2,912,25.9926,45.2273,-13873.349609375
913,4874.28,4565000,4626.89,913,26.027,44.9404,-13558.60546875
914,4955.37,4570000,4877.36,914,26.3941,44.8498,-13823.3798828125
915,4875.94,4575000,4193.6,915,26.4554,45.0051,-13456.9091796875
916,4945.2,4580000,4441.07,916,25.7517,45.2095,-13666.072265625
917,850.46,4585000,1441.77,917,42.896,48.2026,-11261.4814453125
918,4007.49,4590000,4138.76,918,30.9526,46.1571,-12859.9130859375
919,4475.77,4595000,4433.69,919,27.4444,45.6911,-12951.01171875
920,4841.95,4600000,4829.42,920,26.5308,45.3802,-13862.1669921875
921,4831.16,4605000,4793.39,921,25.8731,45.0517,-13779.5556640625
922,4828.54,4610000,4597.97,922,31.8898,45.2294,-13665.2529296875
923,4780.2,4615000,4354.86,923,25.7069,45.3123,-13796.564453125
924,4804.42,4620000,3936.25,924,25.2956,44.9293,-13707.697265625
925,4801.6,4625000,4768.36,925,26.1465,45.1993,-13832.048828125
926,4795.31,4630000,4757.26,926,25.9486,45.3674,-13636.25
927,4780.96,4635000,4612.26,927,26.5739,45.5139,-13522.970703125
928,4788.56,4640000,4731.19,928,26.5202,45.4956,-13659.521484375
929,4687.93,4645000,4696.33,929,26.2926,45.7555,-13621.2236328125
930,4434.83,4650000,4716.63,930,26.8667,45.8533,-13848.6787109375
931,4723.47,4655000,4724.61,931,26.2526,45.8521,-13728.58203125
932,4732.0,4660000,4567.85,932,28.4095,45.7018,-13867.9716796875
933,4808.19,4665000,4814.9,933,26.4908,45.8406,-13810.8349609375
934,4693.62,4670000,4568.46,934,26.6251,45.4389,-13811.58984375
935,4791.64,4675000,4644.47,935,26.9659,45.7433,-13863.8896484375
936,4585.49,4680000,4796.49,936,26.0592,45.4054,-13942.3515625
937,4824.04,4685000,4451.47,937,26.5613,45.8343,-13861.9423828125
938,4810.73,4690000,4783.03,938,24.6553,44.5637,-13776.1572265625
939,4859.7,4695000,4494.92,939,26.2489,45.5491,-14040.0751953125
940,4854.16,4700000,4437.8,940,27.2283,45.4519,-13951.5390625
941,4801.1,4705000,4767.73,941,25.2127,45.0843,-13591.099609375
942,2069.85,4710000,2901.36,942,38.9873,45.8243,-13703.1728515625
943,4924.75,4715000,4784.32,943,24.7984,44.9866,-13748.224609375
944,4818.62,4720000,4740.32,944,26.225,45.6174,-13941.390625
945,4832.1,4725000,4704.49,945,25.6847,45.0123,-13740.984375
946,4806.29,4730000,4809.9,946,25.7819,45.3234,-13772.779296875
947,4857.76,4735000,4860.05,947,26.2919,44.9787,-13699.4345703125
948,4863.6,4740000,4856.96,948,26.4212,45.5297,-13589.4267578125
949,4772.16,4745000,4725.62,949,24.5186,44.6486,-13496.2353515625
950,4840.97,4750000,4816.44,950,25.9414,45.6143,-13778.5263671875
951,4707.94,4755000,4753.91,951,25.7168,45.5336,-13533.828125
952,4806.26,4760000,4780.55,952,26.0598,45.7452,-13594.2646484375
953,4784.57,4765000,4486.65,953,25.806,45.5529,-13550.0498046875
954,4795.78,4770000,4727.44,954,26.0776,45.2928,-13647.8779296875
955,4891.52,4775000,4652.16,955,25.9362,44.9473,-13736.6044921875
956,4797.1,4780000,4835.15,956,25.8518,45.0962,-13825.841796875
957,4660.87,4785000,4699.44,957,26.2321,45.3754,-14077.76171875
958,3600.27,4790000,4817.38,958,26.8123,45.6654,-13819.7392578125
959,4144.04,4795000,4095.97,959,28.2439,45.5532,-13842.3310546875
960,4146.26,4800000,4375.85,960,27.113,45.8225,-13876.8515625
961,4738.58,4805000,4798.36,961,26.2304,45.2417,-13774.7265625
962,4589.27,4810000,4272.31,962,26.2112,45.1228,-13987.1962890625
963,3391.25,4815000,4410.73,963,26.5337,45.7338,-14103.36328125
964,3032.79,4820000,2607.12,964,30.4248,46.0057,-14132.64453125
965,4623.53,4825000,4474.93,965,27.0433,45.3733,-14126.0322265625
966,2970.29,4830000,3233.72,966,30.1151,45.9442,-14260.119140625
967,3131.6,4835000,3581.43,967,26.3887,45.7752,-13964.630859375
968,2304.26,4840000,3047.83,968,33.3074,46.059,-14364.2099609375
969,2688.53,4845000,2662.04,969,30.806,46.5083,-14259.3291015625
970,3689.18,4850000,4013.68,970,25.8372,45.6887,-14121.9873046875
971,4703.3,4855000,4713.51,971,26.2235,45.7716,-13895.3837890625
972,4743.28,4860000,4589.55,972,26.4653,45.2975,-14007.1689453125
973,4727.01,4865000,4709.72,973,26.1632,45.5958,-13676.2373046875
974,4688.97,4870000,4729.68,974,27.7053,45.5872,-14006.96484375
975,4713.63,4875000,4585.34,975,28.8508,46.1755,-14320.9609375
976,3671.24,4880000,3473.27,976,30.1668,45.6934,-14094.416015625
977,4656.53,4885000,4808.54,977,27.1004,46.0642,-14302.4443359375
978,4821.94,4890000,4657.9,978,26.51,45.8009,-14222.20703125
979,4734.02,4895000,4379.5,979,27.0007,45.8005,-14252.3095703125
980,4786.32,4900000,3942.74,980,28.0042,45.5905,-14196.5009765625
981,4815.37,4905000,4833.47,981,26.5609,45.0757,-14097.578125
982,4891.39,4910000,4673.9,982,26.2226,45.1842,-14015.8515625
983,4839.29,4915000,4649.67,983,26.8545,45.4823,-14190.0751953125
984,4800.85,4920000,3539.38,984,26.6465,45.305,-14427.306640625
985,4814.85,4925000,4232.41,985,26.973,45.5881,-14391.412109375
986,4807.3,4930000,4863.82,986,27.158,45.552,-14336.2666015625
987,4735.89,4935000,4760.21,987,28.736,45.4486,-14293.146484375
988,4812.34,4940000,4793.68,988,28.063,45.5172,-14382.00390625
989,4855.99,4945000,4871.69,989,25.8544,44.5758,-14094.7802734375
990,4872.86,4950000,3858.76,990,26.6488,45.226,-13893.8720703125
991,4824.77,4955000,4869.36,991,26.5075,45.4881,-14280.5693359375
992,4715.02,4960000,4815.39,992,27.5096,45.8803,-14447.107421875
993,4838.31,4965000,4858.42,993,26.4375,45.6549,-14566.73046875
994,4813.17,4970000,4869.14,994,27.2941,45.9338,-14530.244140625
995,4813.59,4975000,4852.36,995,28.4471,46.1251,-14754.896484375
996,4599.8,4980000,4529.13,996,28.02,45.7455,-14610.58984375
997,4764.43,4985000,4856.37,997,32.3865,45.1474,-14534.822265625
998,4731.57,4990000,4597.24,998,27.1497,45.8969,-14579.6142578125
999,4800.06,4995000,4863.48,999,26.8326,45.5014,-14482.4423828125
1000,4882.11,5000000,4862.78,1000,26.4498,45.7205,-14679.4189453125
1001,4924.58,5005000,4898.73,1001,26.751,45.8166,-14596.796875
1002,4926.86,5010000,4679.72,1002,27.1109,45.3801,-14683.5732421875
1003,4944.57,5015000,4906.94,1003,27.0877,45.5214,-14572.1611328125
1004,4972.46,5020000,4940.44,1004,26.3719,45.807,-14515.8681640625
1005,4969.38,5025000,4926.28,1005,27.1065,45.7538,-14596.4619140625
1006,4965.16,5030000,4926.99,1006,26.6612,45.7544,-14819.0048828125
1007,4988.16,5035000,4933.64,1007,26.1643,45.3797,-14618.203125
1008,4987.79,5040000,4756.18,1008,26.5987,45.6032,-14676.18359375
1009,4991.79,5045000,4936.9,1009,24.9373,45.135,-14475.8544921875
1010,4987.53,5050000,4909.58,1010,26.3973,45.3388,-14718.9228515625
1011,4995.12,5055000,4916.29,1011,25.9203,45.5579,-14478.3193359375
1012,4989.97,5060000,4738.82,1012,24.8207,45.0084,-14505.064453125
1013,4973.95,5065000,4785.26,1013,25.8987,45.4935,-14354.5927734375
1014,4931.57,5070000,4899.99,1014,25.2155,44.8448,-14420.4765625
1015,4928.61,5075000,4884.95,1015,25.5695,45.2439,-14670.2255859375
1016,4948.07,5080000,4896.24,1016,24.837,44.5495,-14586.9765625
1017,4988.02,5085000,4838.98,1017,24.4067,45.1175,-14399.3720703125
1018,5003.93,5090000,4948.15,1018,26.4934,45.1201,-14618.6220703125
1019,4964.65,5095000,4798.89,1019,25.8826,44.9886,-14719.158203125
1020,4977.86,5100000,4919.26,1020,26.4609,45.4014,-14699.458984375
1021,4953.99,5105000,4922.8,1021,26.9467,45.5121,-14722.74609375
1022,4924.07,5110000,4873.63,1022,25.5847,44.9984,-14478.4267578125
1023,4936.56,5115000,4847.8,1023,27.002,45.5628,-14674.0
1024,4908.21,5120000,4904.77,1024,26.0605,45.3282,-14720.453125
1025,4915.44,5125000,4884.1,1025,26.3007,45.7151,-14786.7392578125
1026,4892.98,5130000,4876.15,1026,28.9407,46.5764,-15061.9365234375
1027,4893.87,5135000,4857.1,1027,25.6348,45.3895,-14884.3935546875
1028,4946.12,5140000,4910.09,1028,27.4522,45.7444,-14973.876953125
1029,4925.02,5145000,4899.1,1029,25.3914,44.9233,-14559.892578125
1030,4957.19,5150000,4908.1,1030,26.1682,45.288,-14659.5966796875
1031,4924.58,5155000,4334.28,1031,25.4456,45.2475,-14548.7080078125
1032,4860.92,5160000,4680.79,1032,26.7234,45.657,-14780.7724609375
1033,4906.84,5165000,4891.54,1033,27.6596,46.1109,-14708.896484375
1034,4811.37,5170000,4639.57,1034,24.5165,45.2244,-14433.12109375
1035,4869.94,5175000,4851.48,1035,25.8295,45.3659,-14644.720703125
1036,4909.39,5180000,4886.66,1036,25.855,45.3843,-14827.78125
1037,4866.24,5185000,4865.67,1037,27.0396,45.7776,-14801.0478515625
1038,4952.93,5190000,4871.51,1038,27.2052,45.97,-14910.4228515625
1039,4938.5,5195000,4885.35,1039,26.6466,45.4397,-14646.9873046875
1040,4956.09,5200000,4793.16,1040,27.0548,45.8837,-14791.4912109375
1041,4941.78,5205000,4598.0,1041,25.5321,45.7089,-14819.5791015625
1042,4959.0,5210000,4791.12,1042,26.3138,45.6041,-14859.21484375
1043,4943.69,5215000,4709.1,1043,26.1363,45.5336,-14738.3740234375
1044,4948.43,5220000,4261.6,1044,27.8212,45.5274,-14945.1748046875
1045,4946.58,5225000,4905.71,1045,25.3215,45.2265,-14685.447265625
1046,4920.24,5230000,4782.09,1046,25.8216,45.2433,-14680.662109375
1047,4992.38,5235000,4778.36,1047,26.5183,45.7297,-14657.9765625
1048,4948.24,5240000,4707.32,1048,25.1947,45.2369,-14687.4326171875
1049,4921.75,5245000,4707.46,1049,25.7539,45.2047,-14461.28125
1050,4926.51,5250000,4531.94,1050,26.1669,45.5679,-14817.7890625
1051,4945.49,5255000,4921.34,1051,26.4959,45.66,-14804.361328125
1052,4923.49,5260000,4589.99,1052,24.814,45.0726,-14801.845703125
1053,4956.06,5265000,4927.74,1053,24.967,45.2468,-14701.7783203125
1054,4928.75,5270000,4885.98,1054,25.1545,45.1083,-14726.1044921875
1055,4970.4,5275000,4026.83,1055,25.6882,45.264,-14681.2060546875
1056,4948.08,5280000,4209.3,1056,24.6156,44.8251,-14638.8955078125
1057,4911.81,5285000,4715.17,1057,25.0291,44.9078,-14579.3896484375
1058,4950.58,5290000,4778.54,1058,24.5941,44.7195,-14726.01953125
1059,4937.69,5295000,4736.52,1059,25.665,45.1764,-14671.5283203125
1060,4904.04,5300000,4098.03,1060,27.5724,45.132,-14919.283203125
1061,4935.07,5305000,4886.85,1061,26.1716,45.1904,-14955.580078125
1062,4958.97,5310000,4601.99,1062,26.7085,45.3701,-14978.7060546875
1063,4941.93,5315000,4670.54,1063,25.5917,44.6916,-14943.9697265625
1064,4959.64,5320000,4505.9,1064,24.3254,44.593,-14612.166015625
1065,4763.29,5325000,3855.45,1065,26.1818,44.8691,-14716.94921875
1066,4923.55,5330000,3751.19,1066,25.7733,44.6609,-14600.4775390625
1067,409.2,5335000,382.07,1067,48.4538,53.0108,-16049.796875
1068,438.69,5340000,489.45,1068,49.1346,48.0781,-14980.29296875
1069,526.61,5345000,524.93,1069,43.3361,49.2444,-15484.60546875
1070,845.52,5350000,913.55,1070,54.7062,47.508,-15073.140625
1071,1174.08,5355000,1051.6,1071,52.0287,47.8267,-13694.51171875
1072,605.21,5360000,620.01,1072,67.1441,49.419,-15775.7724609375
1073,800.13,5365000,887.34,1073,65.2453,47.9896,-15868.736328125
1074,1020.78,5370000,950.98,1074,65.4211,47.3679,-15842.1201171875
1075,1050.15,5375000,991.17,1075,54.7043,48.3414,-16914.798828125
1076,2137.91,5380000,2089.41,1076,50.4204,46.9243,-15905.6298828125
1077,1595.4,5385000,1556.25,1077,53.598,47.7078,-15716.80859375
1078,1405.59,5390000,1271.82,1078,59.5311,47.5196,-15899.2509765625
1079,1385.34,5395000,1438.21,1079,57.2251,46.6461,-16112.95703125
1080,1417.88,5400000,1414.88,1080,51.2192,47.4444,-16181.1787109375
1081,2237.66,5405000,1979.4,1081,48.6306,47.3155,-16183.75390625
1082,815.31,5410000,1491.07,1082,49.5329,47.768,-16145.8662109375
1083,4648.4,5415000,4641.04,1083,34.0617,47.3518,-15914.8466796875
1084,4658.32,5420000,4124.96,1084,34.0457,46.9134,-15510.5185546875
1085,4877.55,5425000,4330.88,1085,31.3792,47.1756,-15354.2578125
1086,4850.96,5430000,4777.5,1086,29.9629,46.7186,-15447.2197265625
1087,4886.92,5435000,4748.95,1087,30.9012,46.4598,-15231.951171875
1088,4471.26,5440000,4565.2,1088,29.5476,46.0827,-15374.6533203125
1089,4861.54,5445000,4199.29,1089,30.1304,46.1344,-15555.4736328125
1090,4911.11,5450000,4701.58,1090,31.2753,46.4427,-15558.4716796875
1091,1901.73,5455000,1618.54,1091,50.3656,47.1371,-16998.11328125
1092,1912.44,5460000,2427.92,1092,40.3359,45.8352,-15860.7861328125
1093,1758.33,5465000,1479.85,1093,49.2903,47.0607,-16623.34765625
1094,4834.34,5470000,4637.73,1094,29.1245,46.1529,-15194.84375
1095,4087.84,5475000,4566.48,1095,29.7803,46.1966,-14974.0751953125
1096,4821.08,5480000,4584.97,1096,27.5206,45.7919,-15076.337890625
1097,4823.31,5485000,4616.02,1097,28.7156,46.03,-15061.19140625
1098,4833.42,5490000,4271.53,1098,28.643,45.9909,-15406.4619140625
1099,4903.78,5495000,4751.04,1099,28.2798,45.8141,-15601.1806640625
1100,4927.95,5500000,4823.52,1100,28.9441,45.753,-15507.2021484375
1101,4911.9,5505000,4843.54,1101,29.1166,45.9176,-15472.734375
1102,4949.21,5510000,4913.93,1102,29.3568,45.9714,-15516.462890625
1103,4931.59,5515000,4681.31,1103,29.6715,46.2261,-15541.5
1104,4852.2,5520000,4880.38,1104,29.7127,46.1617,-15461.6142578125
1105,4909.54,5525000,4871.4,1105,29.4408,45.9902,-15464.421875
1106,4608.89,5530000,4538.29,1106,30.8116,46.3124,-15826.8828125
1107,4877.24,5535000,4862.53,1107,29.5578,46.062,-15457.6611328125
1108,4897.99,5540000,4886.93,1108,30.1559,46.1663,-15469.244140625
1109,4934.33,5545000,4700.94,1109,29.3147,45.9514,-15596.1572265625
1110,4853.09,5550000,4864.91,1110,29.1194,46.5262,-15491.033203125
1111,4880.16,5555000,4867.46,1111,28.5908,46.3902,-15574.4912109375
1112,4900.45,5560000,4850.44,1112,29.2846,46.231,-15733.611328125
1113,4893.69,5565000,4880.73,1113,29.2441,46.1614,-15858.1025390625
1114,4619.1,5570000,4460.99,1114,30.6753,46.4277,-15956.5673828125
1115,4043.22,5575000,4134.82,1115,28.9439,46.108,-15855.1484375
1116,3938.65,5580000,4329.43,1116,28.3512,46.0878,-15602.3974609375
1117,4754.79,5585000,4761.75,1117,28.1966,45.9214,-15665.7802734375
1118,3180.63,5590000,4102.78,1118,27.9112,45.9333,-15665.1318359375
1119,3338.54,5595000,4192.87,1119,31.0259,45.6356,-16115.15234375
1120,3090.46,5600000,4480.32,1120,31.4774,45.9519,-15975.078125
1121,4301.62,5605000,4341.26,1121,27.977,45.6972,-15672.1630859375
1122,4590.35,5610000,4496.77,1122,27.3954,45.5977,-15533.8076171875
1123,4694.04,5615000,4716.6,1123,27.8067,45.5948,-15568.9296875
1124,4551.75,5620000,4636.08,1124,27.164,45.6086,-15590.1318359375
1125,4865.43,5625000,4769.83,1125,27.3589,45.2812,-15616.4501953125
1126,4939.69,5630000,4720.59,1126,28.8248,45.2539,-15945.6171875
1127,4968.9,5635000,4756.18,1127,27.1406,45.0967,-15526.521484375
1128,4929.11,5640000,4894.84,1128,27.6143,45.1918,-15692.939453125
1129,4966.23,5645000,4455.8,1129,26.793,44.9106,-15687.1044921875
1130,4821.19,5650000,4711.6,1130,28.1219,45.1898,-16056.486328125
1131,5028.72,5655000,4728.69,1131,26.478,44.8502,-15479.84375
1132,5000.47,5660000,4728.71,1132,27.2854,44.8461,-15724.0009765625
1133,4942.95,5665000,4944.37,1133,26.5195,45.0632,-15667.41796875
1134,4970.17,5670000,4935.72,1134,26.2076,44.8638,-15606.37890625
1135,4729.36,5675000,4292.04,1135,26.8783,44.7723,-15772.0263671875
1136,4864.11,5680000,4886.37,1136,26.9678,45.3695,-15635.0498046875
1137,4853.14,5685000,4784.38,1137,28.6809,45.8564,-15755.3193359375
1138,4856.46,5690000,4676.53,1138,26.7779,45.0893,-15675.3046875
1139,4960.09,5695000,4753.08,1139,27.1335,45.2119,-15761.884765625
1140,4959.6,5700000,4463.32,1140,27.018,45.1482,-15785.8173828125
1141,4927.6,5705000,3865.16,1141,27.9191,45.0548,-15875.8349609375
1142,4885.93,5710000,4553.98,1142,26.9441,45.0103,-15800.94140625
1143,4932.98,5715000,4896.38,1143,26.671,44.9287,-15783.609375
