Reward Loss,Running Update Time,Real Det Return,Running Env Steps,Itration,Real Sto Return,Running Forward KL,Running Reverse KL
-4608.6162109375,119,2152.06,595000,119,1780.91,156.8972,15.4087
-4692.5966796875,120,2191.22,600000,120,1849.1,156.8699,15.5174
-4729.13818359375,121,2169.03,605000,121,1822.81,156.8439,15.268
-4809.7763671875,122,2079.37,610000,122,1794.06,156.9341,15.2947
-4817.6943359375,123,2108.63,615000,123,1778.85,156.9653,15.2822
-4872.83544921875,124,2149.26,620000,124,1828.15,156.8355,15.5558
-4916.10302734375,125,2151.68,625000,125,1835.44,156.8826,15.4145
-4995.9384765625,126,2149.62,630000,126,1803.68,156.8443,15.2013
-5070.66796875,127,2094.58,635000,127,1784.72,157.1915,15.2572
-5121.48388671875,128,2126.3,640000,128,1805.16,156.8306,15.4191
-5157.0537109375,129,2104.95,645000,129,1794.09,157.0203,15.3842
-5182.86572265625,130,2187.13,650000,130,1844.3,156.7624,15.4419
-5249.96044921875,131,2124.57,655000,131,1817.41,156.841,15.1924
-5318.59228515625,132,2200.32,660000,132,1852.91,156.723,15.4353
-5377.41943359375,133,2099.9,665000,133,1799.53,156.7445,15.2588
-5408.173828125,134,2165.75,670000,134,1853.6,156.8601,15.4975
-5498.4384765625,135,2132.96,675000,135,1812.15,156.9201,15.2294
-5523.0908203125,136,2167.08,680000,136,1846.21,156.7556,15.3242
-5592.61083984375,137,2182.73,685000,137,1811.95,156.7943,15.3706
-5631.27392578125,138,2191.38,690000,138,1826.88,156.824,15.3937
-5656.11767578125,139,2201.65,695000,139,1873.09,156.7387,15.4287
-5724.7841796875,140,2194.37,700000,140,1856.96,156.7914,15.4929
-5791.48583984375,141,2102.15,705000,141,1823.13,156.6873,15.4467
-5873.73828125,142,2170.19,710000,142,1822.8,156.9243,15.4301
-5906.486328125,143,2114.0,715000,143,1794.02,156.7028,15.0041
-5996.1962890625,144,2098.76,720000,144,1809.8,156.7437,15.2884
-6012.94921875,145,2202.63,725000,145,1844.6,156.823,15.4938
-6032.513671875,146,2209.24,730000,146,1869.84,156.8125,15.588
-6090.9052734375,147,2200.63,735000,147,1840.83,156.739,15.4185
-6159.9423828125,148,2175.13,740000,148,1879.58,156.8529,15.4408
-6186.3232421875,149,2183.1,745000,149,1862.33,156.7123,15.3417
-6260.77587890625,150,2206.66,750000,150,1876.16,156.813,15.4842
-6315.5576171875,151,2123.84,755000,151,1842.53,156.8159,15.4779
-6338.31494140625,152,2127.02,760000,152,1828.87,156.6027,15.131
-6394.46435546875,153,2224.2,765000,153,1846.01,156.8964,15.3743
-6430.43212890625,154,2215.67,770000,154,1868.82,156.74,15.4792
-6434.64501953125,155,2222.36,775000,155,1843.22,156.6953,15.2467
-6508.16748046875,156,2166.07,780000,156,1828.64,156.7566,15.0037
-6580.51513671875,157,2188.16,785000,157,1872.15,156.9397,15.3756
-6558.62890625,158,2196.77,790000,158,1857.55,156.7853,15.2589
-6613.025390625,159,2240.72,795000,159,1909.57,156.6476,15.6724
-6718.4755859375,160,2220.47,800000,160,1870.65,156.9534,15.5722
-6707.67138671875,161,2231.44,805000,161,1894.09,156.7121,15.3233
-6752.5673828125,162,2184.53,810000,162,1882.35,156.7616,15.1974
-6796.087890625,163,2268.66,815000,163,1893.64,156.6012,15.4487
-6883.96533203125,164,2205.5,820000,164,1868.93,156.7043,15.3258
-6878.41845703125,165,2156.75,825000,165,1855.74,156.7177,15.007
-6956.21484375,166,2226.03,830000,166,1875.54,156.8526,15.1807
-6964.98193359375,167,2204.83,835000,167,1896.16,156.7175,15.2337
-7025.75830078125,168,2260.23,840000,168,1881.35,156.5972,15.1767
-7073.39404296875,169,2231.65,845000,169,1867.83,156.8694,15.275
-7086.68017578125,170,2240.09,850000,170,1904.46,156.6956,15.2695
-7167.8837890625,171,2201.79,855000,171,1875.33,156.8606,15.141
-7198.6015625,172,2209.57,860000,172,1863.61,156.6995,14.9953
-7267.275390625,173,2201.09,865000,173,1852.61,156.7033,15.0928
-7314.70654296875,174,2234.12,870000,174,1858.02,156.8376,15.1732
-7332.6201171875,175,2207.17,875000,175,1873.46,156.5309,15.119
-7400.8818359375,176,2222.45,880000,176,1871.06,156.5585,15.2276
-7457.62353515625,177,2202.48,885000,177,1887.66,156.8064,15.3703
-7474.48388671875,178,2233.74,890000,178,1908.58,156.8177,15.5066
-7468.94482421875,179,2246.06,895000,179,1875.65,156.743,15.059
-7502.94677734375,180,2238.07,900000,180,1875.06,156.5935,14.9932
-7562.46484375,181,2220.4,905000,181,1881.65,156.8462,15.1943
-7595.31591796875,182,2247.23,910000,182,1899.53,156.7291,15.2284
-7631.09326171875,183,2238.57,915000,183,1876.32,156.618,15.1419
-7679.02490234375,184,2204.83,920000,184,1882.87,156.5742,15.4733
-7715.16015625,185,2217.57,925000,185,1857.1,156.6979,15.3914
-7773.2392578125,186,2282.21,930000,186,1900.09,156.7703,15.4777
-7751.64306640625,187,2260.61,935000,187,1934.53,156.7172,15.3742
-7768.31298828125,188,2199.2,940000,188,1847.37,156.8198,15.1541
-7840.4228515625,189,2154.67,945000,189,1844.24,156.7841,15.1795
-7876.01220703125,190,2210.39,950000,190,1863.74,156.7934,15.187
-7853.82568359375,191,2235.09,955000,191,1896.7,156.7354,15.3454
-7896.865234375,192,2225.66,960000,192,1879.82,156.7691,15.4538
-7882.1796875,193,2249.81,965000,193,1902.09,156.5371,15.1605
-7936.65478515625,194,2230.92,970000,194,1921.56,156.6967,15.309
-7952.01611328125,195,2280.71,975000,195,1907.48,156.7038,15.2059
-8011.85986328125,196,2268.03,980000,196,1933.61,156.5435,15.6124
-7995.96826171875,197,2217.76,985000,197,1837.17,156.6258,15.087
-8006.4736328125,198,2244.96,990000,198,1866.12,156.6595,15.0299
-8068.30224609375,199,2199.76,995000,199,1871.99,156.7582,15.0845
-8142.51513671875,200,2279.04,1000000,200,1916.37,156.7111,15.292
-8166.08642578125,201,2267.18,1005000,201,1926.79,156.6945,15.246
-8194.51953125,202,2278.62,1010000,202,1897.8,156.6152,15.1269
-8233.05859375,203,2290.8,1015000,203,1914.58,156.632,15.3471
-8247.5146484375,204,2252.89,1020000,204,1912.44,156.6641,15.2417
-8276.755859375,205,2269.3,1025000,205,1924.25,156.7324,15.1703
-8329.677734375,206,2292.04,1030000,206,1901.56,156.556,15.3798
-8347.388671875,207,2274.51,1035000,207,1925.91,156.8359,15.3378
-8374.2607421875,208,2278.88,1040000,208,1910.51,156.6755,15.2679
-8386.5693359375,209,2268.86,1045000,209,1917.06,156.666,15.2326
-8430.2861328125,210,2297.82,1050000,210,1926.63,156.6894,15.3152
-8468.001953125,211,2262.49,1055000,211,1917.99,156.6864,15.3359
-8501.2744140625,212,2295.76,1060000,212,1930.61,156.7347,15.5085
-8521.98828125,213,2287.06,1065000,213,1913.16,156.7676,15.2781
-8531.4560546875,214,2273.12,1070000,214,1915.17,156.612,15.2851
-8553.8408203125,215,2279.61,1075000,215,1919.79,156.7461,15.2918
-8597.6201171875,216,2274.44,1080000,216,1908.54,156.7312,15.0642
-8623.87890625,217,2281.42,1085000,217,1910.42,156.553,15.2486
-8630.0732421875,218,2274.84,1090000,218,1918.24,156.698,15.1848
-8696.630859375,219,2292.95,1095000,219,1918.22,156.746,15.2742
-8687.34765625,220,2273.3,1100000,220,1925.06,156.5764,15.1556
-8733.3330078125,221,2303.68,1105000,221,1924.09,156.6921,15.3639
-8729.8662109375,222,2289.69,1110000,222,1922.2,156.7312,15.1515
-8766.9951171875,223,2297.76,1115000,223,1916.89,156.7971,15.1279
-8798.759765625,224,2286.57,1120000,224,1926.97,156.665,15.1651
-8841.810546875,225,2257.79,1125000,225,1914.23,156.7091,15.2992
-8861.255859375,226,2295.16,1130000,226,1916.95,156.7313,15.1376
-8884.3154296875,227,2284.71,1135000,227,1918.31,156.7452,15.3279
-8889.3583984375,228,2281.24,1140000,228,1913.85,156.7501,15.2675
-8935.79296875,229,2301.51,1145000,229,1919.74,156.6481,15.0834
-8976.2890625,230,2309.83,1150000,230,1925.33,156.7502,15.4158
-8960.56640625,231,2289.09,1155000,231,1907.75,156.7947,15.1984
-8982.3291015625,232,2280.7,1160000,232,1907.71,156.6704,15.1592
-9046.0712890625,233,2298.24,1165000,233,1940.03,156.8002,15.421
-9053.1376953125,234,2298.54,1170000,234,1927.74,156.656,15.2646
-9051.271484375,235,2295.02,1175000,235,1925.95,156.7048,15.151
-9081.28515625,236,2284.35,1180000,236,1923.15,156.7051,15.1113
-9086.2900390625,237,2286.55,1185000,237,1906.33,156.6539,15.1426
-9149.5380859375,238,2301.77,1190000,238,1938.59,156.6344,15.2646
-9191.802734375,239,2286.18,1195000,239,1914.01,156.7947,15.4935
-9190.9833984375,240,2296.59,1200000,240,1950.43,156.7023,15.3578
-9241.0888671875,241,2281.47,1205000,241,1924.85,156.6397,15.3488
-9255.125,242,2303.81,1210000,242,1926.76,156.6915,15.3349
-9259.9560546875,243,2276.45,1215000,243,1931.45,156.6511,15.2033
-9338.916015625,244,2308.32,1220000,244,1929.17,156.8352,15.3908
-9354.255859375,245,2269.9,1225000,245,1936.18,156.7599,15.1814
-9380.431640625,246,2305.94,1230000,246,1933.6,156.7911,15.418
-9345.7294921875,247,2273.53,1235000,247,1932.17,156.7832,15.177
-9421.6005859375,248,2261.97,1240000,248,1917.9,156.7609,15.1946
-9403.205078125,249,2276.55,1245000,249,1950.98,156.6241,15.3099
-9470.1767578125,250,2294.99,1250000,250,1959.56,156.7952,15.3382
-9465.7001953125,251,2282.43,1255000,251,1935.68,156.63,15.3829
-9526.2783203125,252,2273.86,1260000,252,1924.89,156.633,15.209
-9517.2568359375,253,2293.73,1265000,253,1966.11,156.6214,15.23
-9509.6796875,254,2232.53,1270000,254,1902.29,156.7988,15.1434
-9553.619140625,255,2270.61,1275000,255,1935.4,156.623,15.0734
-9590.23046875,256,2258.85,1280000,256,1905.5,156.5895,15.0902
-9591.93359375,257,2253.87,1285000,257,1923.33,156.6729,15.0067
-9627.4462890625,258,2262.67,1290000,258,1917.42,156.6722,15.0716
-9626.583984375,259,2267.67,1295000,259,1923.16,156.72,15.214
-9714.615234375,260,2306.48,1300000,260,1955.1,156.7682,15.3139
-9697.8154296875,261,2274.94,1305000,261,1931.58,156.6767,15.2112
-9760.7470703125,262,2282.9,1310000,262,1952.25,156.7167,15.3396
-9741.091796875,263,2289.54,1315000,263,1947.87,156.6843,15.3701
-9737.703125,264,2252.7,1320000,264,1922.3,156.7195,15.1286
-9746.8037109375,265,2262.51,1325000,265,1935.0,156.5818,15.1368
-9801.7265625,266,2265.65,1330000,266,1923.76,156.7084,15.3338
-9841.8037109375,267,2282.11,1335000,267,1961.77,156.629,15.2913
-9847.123046875,268,2282.26,1340000,268,1928.69,156.6279,15.1262
-9887.001953125,269,2306.04,1345000,269,1939.61,156.7124,15.3315
-9912.1044921875,270,2286.9,1350000,270,1954.55,156.8008,15.3063
-9904.6005859375,271,2292.86,1355000,271,1949.4,156.5671,15.3803
-9963.2392578125,272,2295.43,1360000,272,1954.02,156.8557,15.2265
-9923.7001953125,273,2272.91,1365000,273,1932.47,156.6651,15.2567
-9995.6396484375,274,2306.88,1370000,274,1955.16,156.7037,15.4202
-10016.8583984375,275,2306.74,1375000,275,1945.43,156.6284,15.4938
-10052.732421875,276,2317.28,1380000,276,1949.57,156.6993,15.4202
-10053.4931640625,277,2304.81,1385000,277,1932.44,156.8796,15.3506
-10079.4169921875,278,2310.81,1390000,278,1951.67,156.7756,15.2563
-10089.298828125,279,2294.11,1395000,279,1929.21,156.6086,15.3376
-10120.080078125,280,2282.02,1400000,280,1938.08,156.8213,15.293
-10107.6376953125,281,2281.09,1405000,281,1917.04,156.8186,15.2907
-10130.5458984375,282,2290.11,1410000,282,1915.66,156.7216,15.3797
-10176.3154296875,283,2311.03,1415000,283,1935.54,156.8554,15.3172
-10178.869140625,284,2312.9,1420000,284,1935.7,156.681,15.4539
-10198.6796875,285,2292.99,1425000,285,1937.82,156.6648,15.2184
-10242.44140625,286,2293.48,1430000,286,1950.46,156.5801,15.4
-10238.017578125,287,2292.33,1435000,287,1934.25,156.6043,15.3035
-10285.080078125,288,2295.79,1440000,288,1952.22,156.7195,15.4844
-10311.095703125,289,2305.8,1445000,289,1949.39,156.6498,15.3133
-10333.6689453125,290,2281.59,1450000,290,1923.61,156.6516,15.2819
-10334.8447265625,291,2293.9,1455000,291,1947.64,156.7298,15.267
-10375.3505859375,292,2280.83,1460000,292,1942.75,156.6074,15.3562
-10399.5322265625,293,2298.05,1465000,293,1925.6,156.7282,15.168
-10390.16796875,294,2308.73,1470000,294,1965.36,156.6186,15.4075
-10433.73828125,295,2322.68,1475000,295,1960.96,156.7778,15.4463
-10445.5009765625,296,2301.69,1480000,296,1955.57,156.6696,15.1593
-10463.8408203125,297,2309.63,1485000,297,1964.56,156.714,15.3667
-10466.4306640625,298,2310.22,1490000,298,1952.3,156.6686,15.2507
-10496.1962890625,299,2294.85,1495000,299,1947.87,156.7929,15.3806
-10486.017578125,300,2275.77,1500000,300,1950.57,156.634,15.3194
-10499.3876953125,301,2275.51,1505000,301,1930.11,156.6447,15.2482
-10524.5478515625,302,2295.18,1510000,302,1934.31,156.7755,15.3873
-10536.2763671875,303,2289.52,1515000,303,1954.92,156.6004,15.2798
-10547.0068359375,304,2280.39,1520000,304,1947.31,156.6186,15.1842
-10561.623046875,305,2290.31,1525000,305,1931.77,156.5812,15.3969
-10587.97265625,306,2303.59,1530000,306,1958.43,156.6627,15.3066
-10640.6083984375,307,2298.95,1535000,307,1950.65,156.6377,15.0658
-10614.677734375,308,2305.9,1540000,308,1950.79,156.5798,15.1434
-10670.0341796875,309,2305.52,1545000,309,1962.98,156.5589,15.1343
-10645.3623046875,310,2314.43,1550000,310,1971.3,156.6765,15.2876
-10672.8212890625,311,2278.43,1555000,311,1951.01,156.5997,15.1351
-10660.544921875,312,2277.81,1560000,312,1934.25,156.7841,14.9079
-10723.35546875,313,2275.58,1565000,313,1957.21,156.7749,15.3286
-10769.7939453125,314,2314.7,1570000,314,1959.17,156.7489,15.3023
-10764.8515625,315,2316.17,1575000,315,1951.74,156.7743,15.21
-10744.8037109375,316,2309.2,1580000,316,1960.46,156.6273,15.1943
-10764.771484375,317,2273.35,1585000,317,1941.21,156.6297,15.225
-10841.3466796875,318,2288.1,1590000,318,1965.05,156.6807,15.2973
-10836.982421875,319,2281.71,1595000,319,1946.93,156.6714,15.1298
-10838.5087890625,320,2294.11,1600000,320,1951.42,156.7419,15.2485
-10795.857421875,321,2290.97,1605000,321,1960.99,156.7371,15.16
-10841.1552734375,322,2255.62,1610000,322,1950.66,156.7622,15.0474
-10865.455078125,323,2252.59,1615000,323,1942.83,156.6542,15.2095
-10887.3662109375,324,2261.16,1620000,324,1943.94,156.5476,15.1291
-10905.1572265625,325,2278.77,1625000,325,1946.33,156.6805,15.2436
-10928.01171875,326,2278.52,1630000,326,1945.83,156.6019,15.1408
-10925.7607421875,327,2237.44,1635000,327,1938.56,156.738,15.1313
-10967.82421875,328,2247.61,1640000,328,1948.5,156.4902,15.1655
-11000.0546875,329,2258.18,1645000,329,1936.81,156.527,15.1772
-10990.6435546875,330,2250.87,1650000,330,1940.31,156.7973,15.0982
-10947.4892578125,331,2207.11,1655000,331,1929.65,156.5545,14.8993
-11005.6064453125,332,2280.07,1660000,332,1931.16,156.7162,15.1001
-11049.4873046875,333,2270.5,1665000,333,1955.16,156.6162,15.1116
-11054.89453125,334,2271.24,1670000,334,1930.67,156.6742,15.1067
-11063.3349609375,335,2274.32,1675000,335,1962.71,156.6717,15.1572
-11112.146484375,336,2306.99,1680000,336,1963.24,156.6601,15.3007
-11103.619140625,337,2276.55,1685000,337,1932.58,156.565,15.1272
-11093.20703125,338,2250.43,1690000,338,1924.1,156.6286,15.0483
-11121.8330078125,339,2264.66,1695000,339,1957.32,156.6307,15.0527
-11144.3515625,340,2262.85,1700000,340,1924.44,156.7174,15.0083
-11128.2333984375,341,2251.35,1705000,341,1957.09,156.5987,15.131
-11197.544921875,342,2274.91,1710000,342,1967.74,156.6556,15.1044
-11234.3251953125,343,2298.03,1715000,343,1964.78,156.7112,15.1827
-11205.716796875,344,2277.88,1720000,344,1960.42,156.6935,15.0804
-11265.0908203125,345,2289.19,1725000,345,1946.82,156.5896,15.0784
-11230.3798828125,346,2272.27,1730000,346,1957.11,156.6679,15.0043
-11277.6025390625,347,2272.42,1735000,347,1948.37,156.7181,15.2453
-11254.611328125,348,2231.49,1740000,348,1929.48,156.6139,15.0049
-11265.5732421875,349,2276.95,1745000,349,1938.66,156.5634,15.043
-11310.478515625,350,2282.79,1750000,350,1957.8,156.5248,15.1763
-11280.869140625,351,2276.42,1755000,351,1952.82,156.6097,14.9313
-11334.9306640625,352,2259.79,1760000,352,1954.33,156.4492,15.1549
-11341.572265625,353,2265.8,1765000,353,1965.86,156.5033,15.0453
-11317.8857421875,354,2271.52,1770000,354,1950.07,156.5413,15.1016
-11346.58203125,355,2260.71,1775000,355,1951.42,156.5372,15.1409
-11328.3525390625,356,2236.71,1780000,356,1922.19,156.6938,15.0077
-11370.220703125,357,2282.3,1785000,357,1957.97,156.6,14.995
-11410.3427734375,358,2289.15,1790000,358,1948.29,156.4724,15.1188
-11419.6591796875,359,2268.07,1795000,359,1963.7,156.5867,14.7876
-11425.130859375,360,2291.43,1800000,360,1965.19,156.6018,15.0395
-11456.1787109375,361,2279.12,1805000,361,1960.82,156.6529,15.1693
-11460.796875,362,2282.71,1810000,362,1938.83,156.714,15.1749
-11480.9873046875,363,2275.61,1815000,363,1950.13,156.5934,15.1991
-11502.650390625,364,2293.19,1820000,364,1946.67,156.6687,15.1931
