Running Env Steps,Real Det Return,Running Reverse KL,Real Sto Return,Itration,Reward Loss,Running Forward KL,Running Update Time
1870000,6089.37,81.7514,5637.23,374,-13332.8974609375,80.4637,374
1875000,5772.49,79.2032,5408.05,375,-13507.9404296875,83.5846,375
1880000,5734.64,87.5586,4990.31,376,-13695.7626953125,85.7169,376
1885000,5773.75,85.9712,5380.42,377,-13724.2470703125,85.7806,377
1890000,5698.26,77.8355,5402.19,378,-12800.5185546875,74.7462,378
1895000,5687.27,81.7728,4690.94,379,-13801.908203125,83.6161,379
1900000,5874.62,83.8294,5168.35,380,-13902.3359375,84.4169,380
1905000,6063.43,89.4445,5160.23,381,-13893.6787109375,83.1166,381
1910000,5855.02,83.43,5364.57,382,-13824.150390625,81.6412,382
1915000,5788.09,84.4888,4913.45,383,-13845.6552734375,81.685,383
1920000,5805.75,85.9981,5436.75,384,-13905.7080078125,83.1477,384
1925000,5816.89,75.445,5461.3,385,-13012.2451171875,73.4812,385
1930000,5949.88,76.3289,5680.11,386,-13124.59765625,73.3207,386
1935000,5906.12,66.8342,5381.35,387,-12153.5947265625,73.1353,387
1940000,5888.56,76.4337,4884.66,388,-13178.6767578125,74.5903,388
1945000,5187.03,84.6958,5440.74,389,-14118.349609375,83.4111,389
1950000,6187.5,78.9608,5281.63,390,-13972.369140625,81.5432,390
1955000,6178.04,84.3046,5420.96,391,-14116.0361328125,83.2572,391
1960000,5518.04,75.5449,5423.13,392,-13108.3125,73.5075,392
1965000,5787.98,89.6127,5732.29,393,-14320.8984375,84.0749,393
1970000,5982.13,86.7323,5465.94,394,-14185.119140625,83.8081,394
1975000,6151.45,75.9282,5451.43,395,-13349.138671875,73.7508,395
1980000,5366.11,77.8992,5775.32,396,-13726.2841796875,78.0686,396
1985000,5846.82,79.695,5773.69,397,-13449.392578125,75.6246,397
1990000,5760.32,77.2117,5417.02,398,-13809.0625,76.5461,398
1995000,5519.37,71.545,5474.76,399,-13224.701171875,73.4383,399
2000000,6189.42,76.5235,5429.61,400,-13236.7412109375,75.2787,400
2005000,5270.37,77.07,5671.41,401,-13352.1923828125,75.9928,401
2010000,6096.17,84.1091,5371.14,402,-14267.806640625,81.5661,402
2015000,6153.56,84.8284,5601.42,403,-14388.732421875,81.4264,403
2020000,5843.96,70.128,5266.57,404,-13265.55078125,74.8981,404
2025000,6031.86,86.373,5234.17,405,-14591.2509765625,84.4504,405
2030000,5975.72,76.6435,5090.29,406,-13917.5205078125,78.7565,406
2035000,5599.5,76.3598,5522.03,407,-13503.876953125,75.6999,407
2040000,5825.01,80.8002,5435.92,408,-13874.1484375,77.4694,408
2045000,6117.0,71.1978,5297.95,409,-13393.41015625,74.7385,409
2050000,6049.44,77.7159,5142.34,410,-13460.80859375,74.7177,410
2055000,5924.27,87.05,5327.58,411,-14508.2607421875,84.9702,411
2060000,6155.17,87.8885,5775.31,412,-14447.6533203125,85.523,412
2065000,5977.26,80.7981,5314.37,413,-13984.2880859375,77.3929,413
2070000,5860.08,83.435,5646.47,414,-14646.630859375,82.1275,414
2075000,6132.6,82.6211,5627.04,415,-14453.939453125,84.0553,415
2080000,6087.34,80.4903,4904.87,416,-14053.2412109375,77.4394,416
2085000,6107.31,82.9551,5674.06,417,-14367.52734375,80.5958,417
2090000,6112.98,78.9998,5574.01,418,-14073.1298828125,75.6851,418
2095000,6095.31,85.986,5287.65,419,-14603.5869140625,81.3212,419
2100000,5855.56,85.1581,5154.4,420,-14510.0615234375,83.1432,420
2105000,5922.69,82.6432,5535.35,421,-14589.2529296875,83.736,421
2110000,5529.78,80.0044,5367.33,422,-14086.310546875,78.1862,422
2115000,6122.21,76.0496,5712.71,423,-13774.9228515625,75.7732,423
2120000,5404.36,82.2799,5198.64,424,-14610.03515625,82.0122,424
2125000,5540.2,76.3553,5098.26,425,-13792.796875,76.0368,425
2130000,6170.94,85.0159,5484.95,426,-14854.2900390625,83.4409,426
2135000,5987.09,79.7788,5381.8,427,-13983.16015625,75.9246,427
2140000,6161.32,84.0213,5344.35,428,-14679.4296875,84.5295,428
2145000,6163.46,68.8165,5231.42,429,-12930.001953125,72.9316,429
2150000,5997.79,86.0287,4896.97,430,-14865.46875,82.2024,430
2155000,6110.2,83.725,5299.59,431,-14764.015625,82.3729,431
2160000,5754.2,88.6434,5418.58,432,-14908.7431640625,84.0024,432
2165000,5399.1,74.2911,4408.1,433,-13624.341796875,73.0113,433
2170000,5296.94,85.5393,5147.18,434,-14946.466796875,84.1162,434
2175000,5140.74,85.4251,5196.38,435,-15001.7548828125,83.713,435
2180000,6112.99,84.8502,5277.71,436,-14967.6552734375,81.3844,436
2185000,6145.43,82.0626,5459.06,437,-14772.3095703125,83.4427,437
2190000,5889.99,86.9214,5682.79,438,-15117.7333984375,83.1446,438
2195000,5979.82,82.6928,5214.54,439,-14996.0439453125,83.7891,439
2200000,5985.71,85.1963,5244.74,440,-15054.279296875,86.0345,440
2205000,5525.2,82.7013,5111.48,441,-14980.0009765625,84.3042,441
2210000,6135.8,88.4704,5641.97,442,-15172.138671875,86.2599,442
2215000,5653.23,78.2926,4895.32,443,-14130.4306640625,74.8115,443
2220000,5593.34,85.8524,5592.94,444,-15106.5537109375,82.9174,444
2225000,5990.4,85.399,5026.93,445,-15246.0283203125,83.2012,445
2230000,6084.11,86.0508,5181.59,446,-15124.56640625,83.798,446
2235000,5522.99,76.8082,5095.8,447,-14416.6484375,75.9771,447
2240000,6046.22,85.0846,5671.21,448,-15125.4716796875,84.7878,448
2245000,5942.95,83.3623,5362.05,449,-15220.318359375,84.9252,449
2250000,6012.62,86.9173,5317.77,450,-15398.7041015625,84.077,450
2255000,5808.95,80.4484,5329.53,451,-14747.9970703125,77.281,451
2260000,5962.05,87.5792,3711.91,452,-15248.296875,81.1032,452
2265000,5123.76,87.0589,5452.75,453,-15562.1953125,83.6303,453
2270000,5946.66,84.5894,5188.77,454,-15410.533203125,84.0946,454
2275000,5624.66,80.3971,5488.04,455,-14668.1806640625,75.8542,455
2280000,6021.79,84.1701,5152.99,456,-15411.064453125,83.8665,456
2285000,6162.54,84.6782,5418.47,457,-15274.2080078125,83.2672,457
2290000,6103.63,82.3806,5488.18,458,-15075.994140625,79.5119,458
2295000,5753.0,86.0958,4830.15,459,-15372.962890625,84.2227,459
2300000,5808.43,87.9121,5219.93,460,-15428.802734375,84.7162,460
2305000,5902.65,85.6464,5752.01,461,-15339.892578125,85.1282,461
2310000,6009.66,77.7037,5449.01,462,-14748.6015625,75.7895,462
2315000,6162.66,84.544,5456.74,463,-15498.8896484375,83.4571,463
2320000,6134.39,68.2374,4838.06,464,-13366.4033203125,71.7114,464
2325000,6196.22,80.1121,5593.37,465,-15153.7822265625,76.9325,465
2330000,5738.51,74.7083,5052.13,466,-14618.9462890625,73.6456,466
2335000,6122.3,80.8042,5524.19,467,-15071.208984375,77.8115,467
2340000,5758.34,76.5142,5522.75,468,-14330.9892578125,74.3107,468
2345000,6087.59,76.3845,4943.02,469,-14348.1884765625,74.843,469
2350000,6058.95,82.7312,5649.65,470,-15438.5625,83.6764,470
2355000,5516.48,88.0342,5291.98,471,-15734.283203125,83.7147,471
2360000,5610.36,85.705,5709.72,472,-15660.392578125,85.4486,472
2365000,5991.14,76.8751,5770.32,473,-14712.412109375,75.9644,473
2370000,5912.59,79.4386,5399.17,474,-15029.19921875,76.216,474
2375000,6159.92,74.1457,5767.9,475,-14533.6435546875,74.5312,475
2380000,5484.89,82.5083,5061.1,476,-15664.728515625,83.3492,476
2385000,6189.17,74.7199,5044.64,477,-14639.04296875,74.9524,477
2390000,5782.78,88.2634,5649.32,478,-15662.2900390625,86.2316,478
2395000,5833.19,86.217,5397.14,479,-15759.693359375,83.7553,479
2400000,5611.97,82.1458,5132.89,480,-15218.689453125,80.7049,480
2405000,5707.59,86.7924,5194.29,481,-15789.6552734375,85.4947,481
2410000,6123.13,85.6697,5378.91,482,-15750.1796875,84.1301,482
2415000,5483.02,77.0287,5332.85,483,-14563.9814453125,75.4189,483
2420000,2332.42,42.6137,1415.04,484,-9286.84375,70.9915,484
2425000,4665.47,81.6156,4527.96,485,-15343.484375,79.0349,485
2430000,5667.65,73.9615,4987.91,486,-14324.5771484375,74.2115,486
2435000,5707.45,72.5441,5150.21,487,-13689.9619140625,72.8562,487
2440000,5894.86,89.4793,4879.67,488,-15685.87109375,87.6144,488
2445000,5517.11,85.9531,4943.85,489,-15651.357421875,85.6529,489
2450000,5652.88,80.8463,5434.57,490,-14612.4609375,74.9823,490
2455000,6037.21,84.2879,5319.68,491,-15642.55859375,85.5511,491
2460000,5807.98,85.1195,5110.79,492,-15589.4951171875,84.509,492
2465000,5642.72,85.7112,5522.39,493,-15875.390625,85.2258,493
2470000,6140.35,81.8043,5273.77,494,-15590.072265625,85.4925,494
2475000,5889.18,81.3484,5414.37,495,-15587.9140625,80.9004,495
2480000,6066.23,86.0753,5498.71,496,-15882.87890625,85.0411,496
2485000,5671.18,84.4219,5436.56,497,-15738.126953125,83.5524,497
2490000,5375.78,86.6804,5242.2,498,-15715.6240234375,84.4861,498
2495000,5726.19,89.1697,5176.89,499,-16024.4677734375,86.7675,499
2500000,5606.0,75.7729,5683.39,500,-14376.455078125,75.3302,500
2505000,5723.38,79.0688,4778.66,501,-15078.6552734375,78.1452,501
2510000,5729.63,85.2817,5359.81,502,-15932.619140625,83.98,502
2515000,5332.6,85.1126,4778.34,503,-15991.2705078125,84.9047,503
2520000,6088.27,90.4031,5413.5,504,-16029.1865234375,86.2909,504
2525000,5843.54,76.9578,5725.98,505,-14842.328125,76.1003,505
2530000,5975.09,84.2217,4995.52,506,-15954.009765625,82.6846,506
2535000,5831.84,85.5804,4817.43,507,-16106.1474609375,84.6587,507
2540000,6185.14,81.0469,5239.82,508,-15526.04296875,79.49,508
2545000,6149.48,85.9304,5355.04,509,-15992.5498046875,83.8505,509
2550000,5918.8,86.2593,4832.74,510,-16123.3935546875,83.6163,510
2555000,6018.44,84.706,5272.16,511,-16159.5341796875,85.2372,511
2560000,5804.1,88.0869,5727.47,512,-16048.2197265625,84.6144,512
2565000,5666.01,88.2882,5544.36,513,-16214.3876953125,84.7898,513
2570000,6103.18,86.9742,5237.33,514,-16168.3388671875,83.9039,514
2575000,5471.27,90.9856,5617.23,515,-16373.7216796875,84.7259,515
2580000,5721.1,88.6725,4772.24,516,-16227.6513671875,86.6788,516
2585000,5989.17,88.1683,5426.57,517,-16301.9521484375,84.5806,517
2590000,5826.94,89.2872,5610.81,518,-16294.8173828125,84.2284,518
2595000,5218.9,93.144,5195.0,519,-16363.2470703125,86.45,519
2600000,5795.28,81.6556,5105.37,520,-15386.48046875,79.5264,520
2605000,5619.31,88.5988,5247.56,521,-16219.2119140625,83.9485,521
2610000,5240.09,81.3144,4846.04,522,-15473.794921875,79.9929,522
2615000,5067.0,80.4006,4960.51,523,-15172.52734375,77.7594,523
2620000,5220.25,89.8852,5614.03,524,-16376.478515625,84.859,524
2625000,5915.38,90.665,5262.06,525,-16302.076171875,85.2816,525
2630000,5676.87,83.0333,5026.82,526,-15727.0498046875,79.0746,526
2635000,5786.54,85.6022,5344.98,527,-15459.271484375,79.5157,527
2640000,4921.41,83.4516,5559.26,528,-15916.58203125,82.1505,528
2645000,5595.25,87.3072,5175.78,529,-16413.681640625,86.2697,529
2650000,4712.98,80.9373,4917.53,530,-15283.2890625,78.4333,530
2655000,5760.58,79.0012,5424.22,531,-15152.3916015625,78.3533,531
2660000,5428.59,89.3983,5202.37,532,-16412.3046875,84.5988,532
2665000,5813.4,85.8965,5486.73,533,-16372.0166015625,85.093,533
2670000,5701.27,88.4346,4597.87,534,-16453.546875,85.848,534
2675000,6097.68,79.4739,4912.2,535,-15553.6611328125,78.7016,535
2680000,5801.69,83.5207,5173.03,536,-16066.001953125,81.0738,536
2685000,5997.69,88.0265,5493.56,537,-16392.537109375,87.0166,537
2690000,5228.97,77.3238,5494.19,538,-15240.548828125,78.1999,538
2695000,5686.62,86.6655,5124.47,539,-16509.666015625,83.7269,539
2700000,5613.66,78.2345,5113.23,540,-15244.9130859375,77.4196,540
2705000,5788.66,91.0227,5139.23,541,-16646.76953125,86.9661,541
2710000,5736.05,86.6904,5366.18,542,-16682.74609375,84.7354,542
2715000,6111.14,75.746,5479.21,543,-15576.3935546875,75.6683,543
2720000,6067.43,85.0012,5700.39,544,-16607.46484375,84.925,544
2725000,6027.86,90.2051,5507.4,545,-16657.794921875,85.7191,545
2730000,6192.0,88.6777,5265.7,546,-16621.591796875,85.1859,546
2735000,5647.69,77.7908,4982.45,547,-15621.796875,77.8133,547
2740000,5046.52,68.3306,5636.61,548,-14128.3759765625,73.9381,548
2745000,6081.32,84.1988,4908.66,549,-16654.7421875,83.5372,549
2750000,4714.79,74.8197,5341.85,550,-15232.1220703125,74.757,550
2755000,5840.65,75.3586,5327.45,551,-15365.7783203125,75.6317,551
2760000,5969.57,82.1956,5069.16,552,-16386.837890625,83.3277,552
2765000,5827.02,83.8394,5182.14,553,-16362.8154296875,81.6643,553
2770000,5687.4,88.4242,4900.4,554,-16618.6640625,84.6667,554
2775000,5607.32,86.8573,5390.98,555,-16690.58203125,84.1793,555
2780000,6138.95,86.628,5245.01,556,-16666.328125,84.3524,556
2785000,5147.67,71.4104,5639.26,557,-14062.48046875,73.8871,557
2790000,5883.06,85.5434,4712.16,558,-16675.294921875,83.468,558
2795000,5160.96,76.0076,5484.94,559,-15159.642578125,76.7683,559
2800000,5655.11,89.9476,4932.48,560,-16693.546875,85.6169,560
2805000,6001.16,86.6508,5436.91,561,-16658.36328125,86.2738,561
2810000,5515.64,76.7154,5393.07,562,-14889.2998046875,74.1566,562
2815000,5329.11,76.7547,4535.05,563,-15709.896484375,78.9262,563
2820000,5700.89,89.6071,5436.45,564,-16810.767578125,85.5483,564
2825000,5809.23,89.5336,5268.75,565,-16784.796875,86.4275,565
2830000,6195.94,87.0791,5454.35,566,-16719.91796875,86.439,566
2835000,5785.17,88.3356,4886.79,567,-16752.68359375,86.0454,567
2840000,5900.08,76.5101,5101.06,568,-15349.0029296875,76.4497,568
2845000,5545.13,71.8546,5841.93,569,-14678.9775390625,73.6991,569
2850000,5975.44,86.5606,5689.28,570,-16763.98828125,86.2137,570
2855000,5595.11,84.2674,5373.76,571,-16747.126953125,84.1578,571
2860000,5959.1,83.8361,4983.29,572,-16579.185546875,79.7819,572
2865000,5805.95,78.8606,5373.5,573,-15443.9091796875,76.517,573
2870000,5478.02,89.8401,5171.83,574,-16907.3125,85.0352,574
2875000,5273.64,80.1637,5344.89,575,-15539.4384765625,76.8179,575
2880000,5558.23,82.0446,4969.98,576,-16576.732421875,82.4047,576
2885000,5616.43,80.4683,5043.9,577,-16188.248046875,80.2518,577
2890000,5741.39,88.2522,5034.56,578,-16936.7265625,85.7817,578
2895000,5805.15,83.2615,4461.33,579,-16222.580078125,80.1208,579
2900000,5549.51,88.4481,5160.4,580,-16958.0859375,85.2755,580
2905000,5844.75,88.0021,5535.54,581,-16826.490234375,87.5691,581
2910000,5289.8,75.7286,5199.46,582,-15430.6142578125,77.1032,582
2915000,5978.08,77.6486,4527.28,583,-15960.9716796875,78.7687,583
2920000,4971.19,89.0775,4904.76,584,-16976.388671875,86.125,584
2925000,5431.84,82.7901,5455.83,585,-15932.193359375,78.537,585
2930000,5888.21,80.2221,4845.24,586,-15992.271484375,78.7681,586
2935000,6124.14,88.0333,4997.87,587,-16817.111328125,85.3503,587
2940000,5445.5,89.0448,5317.26,588,-16814.94921875,85.3924,588
2945000,5992.7,91.9317,5176.77,589,-17062.16015625,86.4768,589
2950000,5853.55,87.8494,4576.76,590,-16993.87109375,84.961,590
2955000,6087.09,82.7495,4860.87,591,-15937.904296875,79.5499,591
2960000,6104.49,90.5642,5270.14,592,-16942.87890625,87.3105,592
2965000,5716.54,84.372,4907.87,593,-15775.568359375,80.4275,593
2970000,5757.26,89.4033,5405.4,594,-17102.427734375,85.8547,594
2975000,5742.78,74.778,4872.74,595,-15381.9580078125,76.7187,595
2980000,5825.71,81.0884,5079.33,596,-15714.154296875,77.8312,596
2985000,6010.01,89.1119,5312.38,597,-16927.013671875,85.9629,597
2990000,5807.53,84.9888,5745.87,598,-16385.466796875,82.4133,598
2995000,5941.24,82.0859,5472.31,599,-16070.6728515625,80.4436,599
