Running Env Steps,Reward Loss,Real Sto Return,Itration,Running Reverse KL,Running Forward KL,Real Det Return,Running Update Time
1920000,-3909.661376953125,4170.03,384,17.7065,42.3289,4219.53,384
1925000,-3995.70703125,4147.46,385,17.5254,42.4116,4185.48,385
1930000,-3977.186767578125,4146.1,386,17.8798,42.5638,4196.8,386
1935000,-4038.364990234375,4146.25,387,16.9803,42.3068,4156.7,387
1940000,-4017.097412109375,4143.34,388,17.6631,41.9207,4223.64,388
1945000,-3968.474609375,4161.43,389,17.2999,42.0337,4176.66,389
1950000,-3935.779052734375,4158.77,390,17.4976,42.1821,4153.76,390
1955000,-4229.6826171875,4150.51,391,16.5228,41.9168,4169.18,391
1960000,-4087.541015625,4145.35,392,17.5971,42.3075,4191.38,392
1965000,-4026.81103515625,4164.78,393,17.4888,42.0396,4217.13,393
1970000,-4128.5478515625,4177.25,394,17.9957,42.1125,4283.73,394
1975000,-4216.70458984375,4185.72,395,16.3736,41.8175,4251.75,395
1980000,-4143.0927734375,4195.12,396,17.2549,42.0478,4287.51,396
1985000,-4139.16845703125,4139.68,397,17.1684,42.2405,4177.45,397
1990000,-4178.939453125,4178.9,398,17.4406,42.0061,4212.35,398
1995000,-4223.95654296875,4113.1,399,17.0593,42.1902,4138.24,399
2000000,-4157.8701171875,4186.31,400,16.8851,42.0191,4263.85,400
2005000,-4400.29248046875,4114.29,401,16.839,42.1381,4227.71,401
2010000,-4254.0341796875,4200.51,402,17.0256,41.9967,4270.5,402
2015000,-4177.56005859375,4174.54,403,17.7945,42.1418,4228.14,403
2020000,-4260.72119140625,4165.2,404,17.5685,42.2127,4205.95,404
2025000,-5585.154296875,202.37,405,35.5777,46.7413,-0.83,405
2030000,-4285.181640625,4047.33,406,18.6487,42.6828,4135.62,406
2035000,-4433.263671875,3741.01,407,17.8362,42.4556,3939.58,407
2040000,-4332.58447265625,3818.93,408,19.4889,43.1123,3895.48,408
2045000,-4439.44384765625,3357.5,409,19.5031,42.5706,3868.19,409
2050000,-4798.6708984375,4055.68,410,20.9984,42.7064,4038.23,410
2055000,-4458.90966796875,4113.01,411,18.4519,42.2849,4058.74,411
2060000,-4438.873046875,3983.15,412,19.1522,42.6246,4159.76,412
2065000,-4579.39599609375,4143.9,413,17.5892,41.9672,4234.13,413
2070000,-4464.34521484375,3989.84,414,18.0442,42.0584,4270.11,414
2075000,-4357.56689453125,4082.4,415,18.6387,41.79,4324.73,415
2080000,-4520.20751953125,4215.85,416,17.5272,41.4927,4240.33,416
2085000,-4497.39111328125,4018.42,417,17.7148,41.7815,4215.64,417
2090000,-4525.19775390625,4180.1,418,17.4152,41.8548,4123.02,418
2095000,-4559.423828125,4204.53,419,17.8733,41.9077,4186.13,419
2100000,-4413.4140625,4004.65,420,17.7418,41.8519,4264.99,420
2105000,-4587.3544921875,4217.95,421,17.3392,41.7633,4256.03,421
2110000,-4627.21630859375,4191.34,422,17.0984,41.9489,4239.86,422
2115000,-4490.86865234375,4214.03,423,17.2157,41.9251,4299.58,423
2120000,-4544.65966796875,4217.27,424,17.5677,41.8117,4277.47,424
2125000,-4542.02392578125,4219.75,425,17.1895,41.7446,4242.66,425
2130000,-4597.12841796875,4195.96,426,16.8734,41.6214,4276.57,426
2135000,-4446.67333984375,4218.88,427,17.3892,41.7765,4215.6,427
2140000,-4539.56298828125,4178.39,428,17.4296,41.9167,4161.61,428
2145000,-4701.099609375,4191.32,429,17.2797,42.083,4281.96,429
2150000,-4728.37939453125,4095.15,430,16.7823,41.9156,4164.45,430
2155000,-4735.7001953125,4178.23,431,17.2355,42.0374,4221.67,431
2160000,-4581.03271484375,4190.34,432,17.7548,41.9591,4141.22,432
2165000,-4720.005859375,4206.99,433,17.4513,41.8986,4266.88,433
2170000,-4585.07275390625,4200.74,434,17.7938,41.9469,4126.88,434
2175000,-4667.1201171875,4197.41,435,17.43,41.744,4253.2,435
2180000,-4908.5888671875,4065.46,436,17.1754,41.8444,4222.04,436
2185000,-4688.392578125,4068.97,437,17.5099,41.6995,4205.72,437
2190000,-4737.34912109375,4214.44,438,17.729,41.7295,4280.28,438
2195000,-4744.24560546875,4224.91,439,17.6241,42.1689,4270.24,439
2200000,-4786.55859375,3956.51,440,17.3808,42.2135,4270.45,440
2205000,-4718.45361328125,4077.56,441,18.3406,42.0672,4281.84,441
2210000,-4779.77001953125,4188.89,442,17.5656,41.8924,4235.3,442
2215000,-4920.1982421875,4223.62,443,17.0696,41.8465,4277.82,443
2220000,-4824.07177734375,4231.92,444,17.4814,41.902,4316.46,444
2225000,-4967.9755859375,4211.17,445,17.1018,41.6039,4270.06,445
2230000,-4844.71044921875,4193.88,446,17.5254,42.0771,4248.73,446
2235000,-4969.69482421875,4196.14,447,17.0699,41.9456,4256.79,447
2240000,-4826.888671875,4055.83,448,17.4035,41.7374,4269.08,448
2245000,-4864.46630859375,4163.72,449,16.9946,42.029,4192.32,449
2250000,-4881.65380859375,4205.3,450,17.5934,42.0728,4275.65,450
2255000,-5004.7021484375,4184.38,451,17.3606,42.0422,4254.17,451
2260000,-5014.16796875,4215.94,452,17.2556,42.078,4265.36,452
2265000,-5053.79150390625,4182.49,453,17.1868,41.8644,4230.61,453
2270000,-5065.44970703125,4161.78,454,17.1604,42.0008,4282.79,454
2275000,-4977.28076171875,4185.41,455,17.6744,42.2267,4217.56,455
2280000,-5039.25244140625,4207.31,456,17.633,41.9315,4306.08,456
2285000,-5012.810546875,4202.27,457,17.9588,42.0955,4254.57,457
2290000,-5063.271484375,4095.78,458,17.6494,41.9502,4266.11,458
2295000,-5122.0830078125,4201.37,459,17.4484,41.8353,4221.37,459
2300000,-5228.076171875,4191.66,460,17.7002,42.0597,4225.88,460
2305000,-5200.78857421875,4075.16,461,16.2774,41.7647,4242.88,461
2310000,-5132.33642578125,4136.97,462,17.2402,41.737,4216.9,462
2315000,-5302.83740234375,4090.33,463,19.691,42.1407,4254.62,463
2320000,-5068.53369140625,4239.39,464,18.1226,41.9425,4294.8,464
2325000,-5120.1748046875,4201.65,465,17.6011,42.1569,4263.8,465
2330000,-5322.40185546875,4257.76,466,17.2617,42.0473,4222.43,466
2335000,-5263.94140625,4181.16,467,17.183,41.7899,4238.46,467
2340000,-5321.787109375,4196.24,468,16.9858,41.9219,4216.67,468
2345000,-5305.654296875,4219.92,469,17.0914,41.8186,4225.99,469
2350000,-5297.01416015625,4199.27,470,17.244,41.8182,4194.13,470
2355000,-5431.42138671875,4233.08,471,17.5716,42.0831,4255.69,471
2360000,-5216.75,4218.73,472,17.6893,42.1427,4236.67,472
2365000,-5238.0830078125,4264.97,473,17.8208,41.833,4326.13,473
2370000,-5296.55810546875,4220.84,474,17.8794,42.1231,4260.05,474
2375000,-5354.931640625,4239.71,475,17.6014,41.8628,4207.86,475
2380000,-5453.4189453125,4247.64,476,17.0655,41.9699,4314.92,476
2385000,-5302.97607421875,4221.43,477,17.6735,41.9739,4211.74,477
2390000,-5303.296875,4013.04,478,17.5212,41.9539,4207.67,478
2395000,-5471.6806640625,4201.38,479,17.2375,41.9384,4227.12,479
2400000,-5427.408203125,4236.0,480,17.4527,41.6338,4235.84,480
2405000,-5420.4755859375,4180.52,481,16.9888,41.9467,4316.7,481
2410000,-6788.1923828125,992.57,482,21.8531,43.3629,416.72,482
2415000,-5717.923828125,4182.36,483,18.5692,42.3868,4196.17,483
2420000,-5865.5283203125,4188.7,484,17.4303,42.127,4217.85,484
2425000,-5507.81298828125,4087.57,485,19.131,41.9404,4254.52,485
2430000,-5560.353515625,4204.66,486,17.916,41.7688,4216.37,486
2435000,-5662.44580078125,4108.87,487,17.2728,41.6476,4238.42,487
2440000,-5669.1494140625,4160.06,488,17.6809,41.9834,4091.83,488
2445000,-5770.55224609375,4177.55,489,17.2133,41.7375,4256.93,489
2450000,-5795.43994140625,4188.89,490,17.5095,42.1475,4172.33,490
2455000,-5608.54931640625,4060.12,491,18.2298,41.8886,4253.3,491
2460000,-5593.025390625,3927.02,492,18.2935,42.3127,4134.88,492
2465000,-5701.69873046875,4091.65,493,18.1861,42.3323,4066.73,493
2470000,-5560.0888671875,2807.07,494,51.9361,43.1707,1232.48,494
2475000,-5905.30517578125,4181.63,495,24.1623,42.2499,4275.12,495
2480000,-7515.27783203125,31.19,496,115.1016,51.4462,30.93,496
2485000,-7687.41796875,1381.33,497,26.4833,45.2995,1669.32,497
2490000,-6371.96923828125,3679.17,498,23.2517,44.384,3683.14,498
2495000,-7066.3720703125,3345.39,499,23.1251,44.8809,3448.68,499
2500000,-6805.44482421875,3302.06,500,21.1647,44.4313,3399.84,500
2505000,-7444.36181640625,3228.36,501,30.7929,43.1832,3355.7,501
2510000,-7002.580078125,3544.42,502,23.6136,43.3418,3849.51,502
2515000,-6459.32421875,3986.68,503,20.7882,43.6014,3990.32,503
2520000,-6140.87890625,4011.22,504,20.1587,42.9972,4168.49,504
2525000,-6198.642578125,4044.43,505,18.4828,41.9108,4140.57,505
2530000,-6007.25634765625,3970.31,506,19.2819,42.5289,3997.65,506
2535000,-7263.99658203125,2787.28,507,18.3377,43.6447,3297.05,507
2540000,-7729.759765625,1007.86,508,33.4942,44.4482,425.29,508
2545000,-6503.94775390625,3599.55,509,18.224,42.8586,3752.28,509
2550000,-7347.22900390625,3129.24,510,21.7739,42.7495,2870.56,510
2555000,-6732.6865234375,3679.6,511,18.4921,42.6879,3848.0,511
2560000,-6521.7607421875,3002.96,512,35.5106,44.343,3276.71,512
2565000,-6601.5908203125,1289.99,513,32.5661,45.3127,323.7,513
2570000,-6743.34765625,3521.63,514,17.8087,42.585,2691.36,514
2575000,-6274.75830078125,3537.92,515,21.7902,42.8987,3659.27,515
2580000,-8523.986328125,2011.33,516,22.1047,44.1904,2410.99,516
2585000,-6711.07177734375,3430.92,517,21.956,43.8019,3279.2,517
2590000,-7125.94970703125,2917.63,518,22.0528,43.7094,1328.25,518
2595000,-7556.54638671875,3272.59,519,19.0186,43.2932,4135.49,519
2600000,-6835.81884765625,3709.64,520,19.018,42.5436,3412.55,520
2605000,-6907.2353515625,3821.83,521,18.9078,42.7233,3802.03,521
2610000,-6840.44140625,4094.22,522,20.5896,42.628,4123.37,522
2615000,-6981.45751953125,4118.06,523,20.1033,42.5917,4032.59,523
2620000,-6464.974609375,4058.45,524,21.5542,42.2691,4161.08,524
2625000,-6476.92724609375,4020.57,525,21.5663,42.548,3984.03,525
2630000,-6468.3330078125,4087.23,526,21.1755,42.4618,4198.09,526
2635000,-6685.01025390625,3930.97,527,20.6148,42.5129,4088.92,527
2640000,-6588.68994140625,4020.39,528,20.8475,42.513,3939.52,528
2645000,-6651.4775390625,3890.98,529,21.1285,42.4005,3949.61,529
2650000,-6598.3505859375,4140.22,530,21.0722,42.6216,3630.31,530
2655000,-6950.34765625,3043.7,531,22.0151,42.7775,2970.12,531
2660000,-6804.51611328125,4103.99,532,20.7507,42.904,3767.05,532
2665000,-6516.8125,4153.09,533,21.4443,42.5879,4070.85,533
2670000,-6570.1474609375,4123.91,534,21.2346,42.3568,3878.15,534
2675000,-6526.90625,4045.98,535,22.6236,42.9518,4079.29,535
2680000,-6495.42138671875,4228.2,536,22.8187,42.6308,4252.67,536
2685000,-6594.08935546875,4214.12,537,21.6552,42.1138,4197.61,537
2690000,-6395.7939453125,4112.34,538,21.6453,42.4291,3716.52,538
2695000,-9099.5869140625,9.04,539,66.2133,52.5419,9.34,539
2700000,-7250.99462890625,3653.99,540,21.8801,44.2466,3432.78,540
2705000,-6916.74951171875,3201.57,541,21.5281,43.3226,3949.92,541
2710000,-8006.7177734375,53.01,542,171.7883,54.2974,51.23,542
2715000,-7314.60498046875,3873.82,543,24.8557,44.4868,3874.72,543
2720000,-7729.1591796875,3410.03,544,24.2435,45.2583,3597.38,544
2725000,-7586.767578125,2734.05,545,21.0223,43.9907,3141.04,545
2730000,-8699.0654296875,2122.78,546,31.7892,45.4111,1950.12,546
2735000,-10193.5205078125,1020.2,547,46.3676,46.5356,944.39,547
2740000,-7757.58203125,1209.55,548,108.1386,47.9411,1413.03,548
2745000,-7639.84423828125,2283.74,549,110.4887,46.5625,3488.55,549
2750000,-9593.248046875,693.68,550,42.5313,48.1747,673.4,550
2755000,-9754.916015625,1370.45,551,33.732,46.4888,920.82,551
2760000,-8686.5029296875,2289.21,552,30.4336,44.4942,2042.33,552
2765000,-7823.26318359375,3802.01,553,21.001,43.6995,3827.22,553
2770000,-7481.18798828125,3459.42,554,20.6582,43.8311,3379.58,554
2775000,-7535.77783203125,3566.01,555,19.9627,43.3488,3400.2,555
2780000,-8444.7099609375,2794.66,556,19.8614,43.1385,1257.58,556
2785000,-7842.2490234375,3462.3,557,20.2108,43.0114,3758.6,557
2790000,-7263.33154296875,4044.57,558,21.3947,43.116,3167.01,558
2795000,-7591.78759765625,4215.44,559,23.3663,42.5157,4255.52,559
2800000,-7452.8837890625,4017.36,560,20.6439,42.4117,4138.88,560
2805000,-7075.04833984375,4182.38,561,22.0623,42.2936,4043.19,561
2810000,-7275.31787109375,4123.36,562,19.896,42.095,4139.06,562
2815000,-7182.06689453125,4165.3,563,20.4495,42.0487,4132.06,563
2820000,-7151.759765625,4212.12,564,19.6414,41.4397,4201.31,564
2825000,-7312.150390625,4205.87,565,19.9675,42.1282,4019.49,565
2830000,-7010.99853515625,4119.49,566,19.4294,41.6203,4066.67,566
2835000,-6989.78369140625,4075.51,567,19.1704,41.36,4118.18,567
2840000,-7197.7412109375,4175.72,568,18.7195,41.7658,4179.79,568
2845000,-7174.1728515625,4175.64,569,19.1845,41.5922,4163.88,569
2850000,-7074.45458984375,4206.8,570,19.0222,41.6629,4236.69,570
2855000,-7104.916015625,4132.6,571,19.3643,41.7035,4226.68,571
2860000,-7757.23779296875,4016.22,572,18.5941,42.7032,3860.32,572
2865000,-7143.080078125,4030.59,573,20.6241,42.7076,3998.81,573
2870000,-7165.228515625,4183.7,574,19.1841,41.8225,4130.79,574
2875000,-7322.955078125,4065.68,575,22.0916,43.1545,4059.73,575
2880000,-7304.29638671875,4178.45,576,19.7103,42.0471,4249.12,576
2885000,-7227.7294921875,4131.72,577,20.3865,42.4242,4116.83,577
2890000,-7283.11572265625,4112.43,578,20.9084,42.557,3589.96,578
2895000,-7485.62353515625,4171.15,579,20.3889,42.2138,4163.08,579
2900000,-7314.25390625,4204.54,580,20.8246,42.2214,4198.1,580
2905000,-7289.6533203125,4211.53,581,21.6454,42.6141,4213.85,581
2910000,-7390.93603515625,4212.13,582,20.3205,42.354,4254.98,582
2915000,-7390.4970703125,4221.66,583,20.2359,42.1387,4224.84,583
2920000,-7496.927734375,4221.26,584,19.4195,41.9394,4289.28,584
2925000,-7680.99560546875,4219.75,585,19.0886,42.0682,4281.28,585
2930000,-7298.47509765625,4251.08,586,20.6225,42.0969,4270.8,586
2935000,-7363.39599609375,4219.27,587,20.5217,42.0993,4291.97,587
2940000,-7417.78515625,4223.31,588,19.9584,41.9971,4255.81,588
2945000,-7462.1259765625,4195.77,589,20.591,42.2579,4209.52,589
2950000,-7478.09619140625,4199.61,590,20.7012,42.1095,4230.97,590
2955000,-7766.93359375,3884.76,591,30.9051,43.0686,4166.88,591
2960000,-8497.3193359375,2022.62,592,135.0974,45.0728,624.82,592
2965000,-9093.236328125,931.41,593,99.0145,46.4301,1851.08,593
2970000,-7966.6513671875,3834.97,594,23.9578,43.4785,4037.18,594
2975000,-8010.6279296875,4145.27,595,34.5987,43.9736,4118.73,595
2980000,-8264.05078125,2994.1,596,34.7657,44.2425,3434.79,596
2985000,-8662.6904296875,3438.66,597,25.8236,44.7304,3846.77,597
2990000,-7629.6748046875,3894.52,598,26.7223,44.3343,3587.24,598
2995000,-7626.931640625,583.08,599,61.207,44.8143,951.57,599
3000000,-7410.15869140625,55.77,600,79.908,54.6062,52.93,600
3005000,-8272.8515625,-4.51,601,55.183,55.1301,-4.62,601
3010000,-7692.53515625,4179.89,602,24.9943,43.5621,4179.65,602
3015000,-7493.482421875,4128.79,603,23.9788,43.5283,4134.04,603
3020000,-7563.65185546875,3829.41,604,23.8999,43.0714,3854.67,604
3025000,-7724.4208984375,4042.89,605,21.3308,42.3169,4136.76,605
3030000,-7720.82421875,4134.84,606,21.4197,42.1391,4140.92,606
3035000,-7758.8994140625,4140.07,607,21.0326,42.5622,4132.69,607
3040000,-7723.3251953125,4094.75,608,20.9982,42.1144,4120.07,608
3045000,-7835.0400390625,4058.31,609,21.153,42.232,4044.97,609
3050000,-7811.97119140625,4119.51,610,20.9715,42.3521,4116.3,610
3055000,-7775.71875,4043.35,611,21.0996,42.191,4133.97,611
3060000,-7903.69091796875,4127.52,612,20.7787,42.5452,4143.14,612
3065000,-7920.5302734375,4143.53,613,20.6175,42.295,4165.44,613
3070000,-7878.35986328125,4180.51,614,20.8226,42.4543,4212.18,614
3075000,-7902.37255859375,4198.02,615,20.531,42.4378,4215.98,615
3080000,-7849.00732421875,4143.29,616,20.4361,42.3142,4099.47,616
3085000,-7904.8681640625,4181.81,617,20.5936,42.3412,4139.26,617
3090000,-7833.31396484375,4162.58,618,20.6444,42.2792,4135.04,618
3095000,-7969.22216796875,4177.96,619,20.7045,42.1834,4153.33,619
3100000,-7960.966796875,4154.65,620,20.8902,42.4114,4174.5,620
3105000,-8041.53271484375,4159.57,621,19.9698,42.0691,4156.57,621
3110000,-8073.63427734375,4175.35,622,20.4733,42.2895,4189.47,622
3115000,-8139.87451171875,4184.05,623,20.5587,42.409,4198.36,623
3120000,-8121.263671875,4191.39,624,20.4123,42.3043,4242.39,624
3125000,-8197.4638671875,4167.82,625,19.9631,42.0596,4216.0,625
3130000,-8191.162109375,4180.32,626,20.1681,42.3482,4223.49,626
3135000,-8239.8837890625,4171.53,627,19.9349,42.4702,4232.83,627
3140000,-8270.0205078125,4201.96,628,20.1083,42.1198,4250.16,628
3145000,-8149.7451171875,4234.84,629,21.3597,42.5175,4302.84,629
3150000,-8296.3056640625,4213.15,630,20.6122,42.3523,4295.86,630
3155000,-8141.49658203125,4234.73,631,20.8788,42.1706,4281.39,631
3160000,-8363.86328125,4230.71,632,20.7769,42.3461,4292.93,632
3165000,-8204.8046875,4241.78,633,21.1734,42.2079,4300.09,633
3170000,-8271.6298828125,4233.46,634,20.8005,42.3785,4293.61,634
3175000,-8229.7294921875,4248.33,635,21.3807,42.571,4284.95,635
3180000,-8232.8759765625,4260.93,636,20.9156,42.3479,4292.73,636
3185000,-8294.8427734375,4257.23,637,21.5299,42.5073,4325.71,637
3190000,-8311.5439453125,4213.33,638,21.4723,42.6843,4295.79,638
3195000,-8483.541015625,4244.63,639,20.9452,42.4684,4302.35,639
3200000,-8405.072265625,4253.44,640,20.5543,42.215,4288.13,640
3205000,-8491.880859375,4237.43,641,21.0873,42.4695,4294.1,641
3210000,-8537.53515625,4249.11,642,20.6575,42.7414,4317.01,642
3215000,-8582.05078125,4240.69,643,21.2389,42.2751,4335.88,643
3220000,-8565.83984375,4275.81,644,21.4649,42.5603,4371.96,644
3225000,-8575.49609375,4279.36,645,21.3238,42.5719,4359.8,645
3230000,-8604.51953125,4260.04,646,21.6862,42.5719,4340.13,646
3235000,-8649.5810546875,4251.4,647,21.2078,42.7612,4333.74,647
3240000,-8598.169921875,4294.57,648,21.1898,42.4978,4374.09,648
3245000,-8611.353515625,4283.6,649,21.2156,42.2897,4358.83,649
3250000,-8559.23828125,4344.26,650,21.3157,42.0804,4391.75,650
3255000,-8644.453125,4346.4,651,22.0386,42.3556,4415.87,651
3260000,-8565.9931640625,4254.15,652,21.7772,42.5074,4262.92,652
3265000,-8496.3994140625,4295.3,653,21.4153,42.2457,4271.15,653
3270000,-8668.7568359375,4116.65,654,21.1843,42.5782,4248.16,654
3275000,-8759.1494140625,4249.1,655,22.7073,42.6788,4288.81,655
3280000,-8542.0771484375,4263.57,656,22.8175,42.7615,4303.93,656
3285000,-8751.03515625,4272.66,657,21.2502,42.7348,4296.99,657
3290000,-8777.8271484375,4274.8,658,22.1128,42.757,4305.81,658
3295000,-8817.87109375,4280.98,659,21.371,42.4553,4340.37,659
3300000,-8691.564453125,4296.43,660,21.998,42.526,4319.14,660
3305000,-8806.7763671875,4301.52,661,21.6208,42.5747,4322.34,661
3310000,-8884.66796875,4289.6,662,22.0471,42.8484,4328.65,662
3315000,-8828.1357421875,4292.35,663,21.9711,42.55,4313.65,663
3320000,-8908.0458984375,4075.95,664,21.7358,42.3255,4314.9,664
3325000,-8922.3408203125,4299.24,665,22.201,42.4512,4329.4,665
3330000,-8946.6640625,4263.22,666,22.0752,42.745,4290.03,666
3335000,-9039.2783203125,4289.06,667,22.4706,42.5789,4305.94,667
3340000,-9024.7177734375,4305.96,668,21.504,42.5305,4319.39,668
3345000,-8939.599609375,4291.49,669,21.9516,42.5278,4312.37,669
3350000,-9059.2294921875,4254.44,670,22.0265,42.8166,4217.52,670
3355000,-9090.025390625,4287.64,671,22.6576,42.7588,4313.08,671
3360000,-9178.7431640625,4263.56,672,21.9201,42.7638,4298.85,672
3365000,-9058.796875,4231.98,673,21.83,42.9172,4191.64,673
3370000,-9100.3154296875,4254.91,674,21.7811,42.6977,4241.31,674
3375000,-9178.859375,4237.12,675,21.7562,42.5759,4185.7,675
3380000,-9202.8818359375,4211.51,676,21.9531,42.8569,4195.6,676
3385000,-9296.4267578125,4244.62,677,22.2753,42.8363,4229.61,677
3390000,-9315.3974609375,4255.27,678,22.1641,42.8735,4286.54,678
3395000,-9418.55859375,4241.14,679,22.1373,43.0985,4236.55,679
3400000,-9409.412109375,4269.22,680,22.0153,42.7298,4287.28,680
3405000,-9463.9375,4248.78,681,21.9995,42.8701,4233.3,681
3410000,-9364.9365234375,4282.24,682,21.8579,42.6098,4290.26,682
3415000,-9474.7646484375,4276.07,683,21.8775,42.7639,4333.72,683
3420000,-9427.818359375,4289.43,684,22.2501,42.7707,4315.42,684
3425000,-9421.3642578125,4253.26,685,22.3872,42.8789,4249.63,685
3430000,-9369.478515625,4267.14,686,23.4253,43.0641,4233.94,686
3435000,-9529.0927734375,4256.42,687,22.1704,42.6858,4285.43,687
3440000,-9525.982421875,4246.8,688,22.3583,42.9532,4241.31,688
3445000,-9510.029296875,4271.47,689,22.4538,42.8258,4313.18,689
3450000,-9485.5234375,4244.93,690,22.7232,42.8651,4259.78,690
3455000,-9572.3779296875,4320.06,691,22.3558,42.6136,4337.67,691
3460000,-9601.578125,4284.13,692,21.9818,42.5035,4299.43,692
3465000,-9653.595703125,4290.99,693,22.3831,42.6959,4315.9,693
3470000,-9714.6572265625,4291.84,694,22.5136,42.8,4290.09,694
3475000,-9610.8310546875,4277.89,695,22.1299,42.5615,4276.28,695
3480000,-9688.34765625,4282.2,696,22.8978,42.8162,4268.46,696
3485000,-9625.970703125,4278.61,697,21.6229,42.5844,4279.57,697
3490000,-9644.326171875,4273.89,698,21.8636,42.4548,4250.55,698
3495000,-9697.4658203125,4278.94,699,21.7351,42.66,4295.13,699
3500000,-9710.80859375,4276.25,700,22.5443,42.8733,4295.28,700
3505000,-9570.640625,4159.09,701,23.0833,42.7366,4204.94,701
3510000,-9731.078125,4271.87,702,22.2742,42.3738,4323.59,702
3515000,-9736.0986328125,4289.68,703,21.9269,42.515,4330.32,703
3520000,-9722.2705078125,4272.46,704,22.4715,42.5242,4300.51,704
3525000,-9623.1611328125,4292.79,705,22.6662,42.5365,4311.37,705
3530000,-9708.18359375,4121.82,706,26.594,43.2148,4206.0,706
3535000,-9791.388671875,4295.89,707,22.0799,42.1318,4318.31,707
3540000,-9719.255859375,4316.71,708,22.5631,42.3641,4364.38,708
3545000,-9857.228515625,4271.92,709,22.5075,42.9473,4281.89,709
3550000,-9831.880859375,4301.74,710,22.1733,42.6946,4340.72,710
3555000,-9785.4326171875,4263.75,711,21.8135,42.7629,4309.32,711
3560000,-9800.9951171875,4272.3,712,22.1195,42.466,4345.9,712
3565000,-9855.755859375,4267.01,713,21.7546,42.7979,4305.65,713
3570000,-9901.3447265625,4258.51,714,21.9644,42.6759,4264.84,714
3575000,-9953.048828125,4312.59,715,22.2066,42.4823,4365.93,715
3580000,-9920.96875,4294.99,716,21.8583,42.7156,4328.65,716
3585000,-10037.990234375,4301.59,717,21.8895,42.5055,4357.51,717
3590000,-9883.119140625,4313.74,718,21.7807,42.2498,4373.76,718
3595000,-10003.99609375,4299.94,719,21.2581,42.1226,4349.42,719
3600000,-10033.7666015625,4279.4,720,21.1033,42.4209,4354.03,720
3605000,-10035.251953125,4272.38,721,20.7351,42.384,4345.43,721
3610000,-9883.734375,4259.34,722,20.8347,42.553,4303.87,722
3615000,-10009.8095703125,4338.87,723,20.5573,42.027,4383.22,723
3620000,-10100.8056640625,4301.34,724,20.8382,42.1138,4347.14,724
3625000,-10069.025390625,4299.42,725,20.8729,42.299,4346.7,725
3630000,-9917.79296875,4328.49,726,21.1768,42.4775,4370.18,726
3635000,-9983.37890625,4330.34,727,20.6608,42.2217,4358.7,727
3640000,-10150.81640625,4337.76,728,20.9074,42.3084,4398.15,728
3645000,-10061.2666015625,4319.13,729,21.0002,42.4519,4353.09,729
3650000,-10082.291015625,4340.55,730,20.7455,42.1921,4373.98,730
3655000,-10165.5732421875,4355.25,731,20.8762,42.5545,4402.12,731
3660000,-10337.6123046875,4302.95,732,20.3331,42.5098,4360.45,732
3665000,-10252.7099609375,4316.54,733,20.6103,42.476,4336.68,733
3670000,-10299.873046875,4326.37,734,21.2153,42.6371,4342.47,734
3675000,-10329.34765625,4355.47,735,20.9172,42.5293,4399.22,735
3680000,-10231.5556640625,4337.15,736,21.4233,42.6023,4380.18,736
3685000,-10201.5859375,4361.93,737,20.9183,42.2828,4385.51,737
3690000,-10275.759765625,4377.32,738,21.3293,42.228,4419.65,738
3695000,-10230.0908203125,4331.63,739,21.2882,42.5481,4395.94,739
3700000,-10202.1103515625,4373.51,740,21.4559,42.2557,4432.88,740
3705000,-10172.5107421875,4374.81,741,20.9289,42.1016,4457.68,741
3710000,-10144.9150390625,4318.0,742,20.5604,42.2964,4369.82,742
3715000,-10157.9013671875,4369.98,743,20.0176,42.1164,4426.79,743
3720000,-10234.640625,4329.19,744,20.3373,42.1082,4348.86,744
3725000,-10296.2626953125,4367.93,745,20.8656,42.1848,4403.15,745
3730000,-10307.591796875,4347.54,746,20.4952,42.2865,4389.86,746
3735000,-10216.0263671875,4319.46,747,20.3199,42.0782,4348.38,747
3740000,-10192.783203125,4330.17,748,20.975,42.5403,4339.94,748
3745000,-10130.2314453125,4332.44,749,20.2148,42.2607,4354.27,749
3750000,-10228.888671875,4346.38,750,20.6264,42.2314,4325.22,750
3755000,-10195.576171875,4256.46,751,19.9874,42.1928,4248.41,751
3760000,-10202.080078125,4296.09,752,20.2194,42.4647,4345.43,752
3765000,-10225.2197265625,4282.01,753,19.6649,42.2215,4268.89,753
3770000,-10235.7138671875,4344.91,754,19.4563,41.9695,4337.1,754
3775000,-10424.7490234375,4316.63,755,19.757,42.1134,4361.06,755
3780000,-10330.7880859375,4334.05,756,19.6388,42.0319,4358.72,756
3785000,-10391.3212890625,4326.77,757,19.2654,41.9732,4378.49,757
3790000,-10302.029296875,4359.89,758,19.0712,41.8473,4411.73,758
3795000,-10288.7587890625,4319.24,759,18.9626,41.8033,4375.3,759
3800000,-10357.849609375,4326.37,760,18.4257,42.0775,4405.2,760
3805000,-10287.4052734375,4323.73,761,18.903,41.9613,4414.44,761
3810000,-10223.1767578125,4334.74,762,18.2415,41.7372,4405.72,762
3815000,-10272.5595703125,4357.05,763,18.9702,41.8408,4448.89,763
3820000,-10310.8623046875,4244.05,764,17.585,41.4612,4420.9,764
3825000,-10259.8388671875,4299.17,765,18.2559,41.8737,4436.79,765
3830000,-10275.7392578125,4328.33,766,18.0988,41.622,4435.18,766
