Running Forward KL,Reward Loss,Running Reverse KL,Itration,Real Det Return,Running Env Steps,Real Sto Return,Running Update Time
158.4136,84.17584228515625,11.4982,0,-24.77,0,-175.62,0
158.4937,-94.12311553955078,11.961,1,-49.08,5000,-34.23,1
158.3766,-310.5460205078125,12.1433,2,373.39,10000,80.45,2
158.3046,-593.079833984375,13.2835,3,679.25,15000,275.73,3
158.0876,-924.5130004882812,13.6985,4,865.55,20000,422.47,4
158.0973,-1113.69677734375,13.22,5,897.08,25000,447.38,5
157.994,-1395.3155517578125,13.8573,6,1067.49,30000,600.07,6
157.9968,-1612.001708984375,14.0366,7,837.93,35000,611.67,7
157.9274,-1717.431884765625,15.0265,8,917.51,40000,802.42,8
157.9759,-1890.14794921875,15.4895,9,1369.4,45000,931.31,9
157.9699,-2111.352783203125,15.4073,10,1404.69,50000,951.3,10
158.0402,-2312.491455078125,16.2326,11,1491.13,55000,1048.45,11
158.047,-2497.045654296875,16.9051,12,1552.64,60000,1089.31,12
158.0166,-2732.90625,17.0315,13,1621.79,65000,1176.37,13
158.131,-2935.575439453125,16.804,14,1560.8,70000,1155.72,14
158.0948,-3143.20166015625,17.1359,15,1579.97,75000,1179.79,15
158.0228,-3277.114990234375,16.9352,16,1654.2,80000,1225.35,16
158.1361,-3620.859130859375,17.082,17,1704.04,85000,1235.94,17
158.1321,-3798.35986328125,17.1417,18,1759.91,90000,1300.42,18
157.9653,-3916.54931640625,16.661,19,1774.22,95000,1332.55,19
157.9927,-4158.36767578125,17.2993,20,1830.85,100000,1414.45,20
157.6802,-4425.62353515625,16.8191,21,1831.31,105000,1428.72,21
157.7114,-4571.00732421875,16.7117,22,1824.35,110000,1439.01,22
158.0679,-4877.7099609375,17.4058,23,1936.77,115000,1475.23,23
157.846,-5000.83740234375,17.0628,24,1906.68,120000,1500.3,24
157.8767,-5129.83154296875,16.9251,25,1861.64,125000,1527.6,25
157.8954,-5425.6767578125,16.9419,26,1907.05,130000,1506.02,26
157.8398,-5587.05810546875,17.1691,27,1975.51,135000,1534.72,27
157.7324,-5711.96337890625,16.9066,28,1899.11,140000,1588.53,28
157.8702,-5959.8876953125,17.3247,29,1950.47,145000,1593.28,29
157.8358,-6231.6416015625,17.3359,30,1983.57,150000,1583.6,30
158.0646,-6344.8642578125,17.375,31,1910.59,155000,1559.7,31
157.5975,-6453.54248046875,17.2966,32,2010.92,160000,1623.09,32
157.5736,-6702.28466796875,17.1536,33,2041.99,165000,1613.37,33
157.5856,-6860.50341796875,17.023,34,1976.6,170000,1609.15,34
157.6301,-6986.4130859375,16.8946,35,1968.44,175000,1589.97,35
157.6277,-7211.009765625,16.6788,36,1918.79,180000,1623.53,36
157.6729,-7505.1845703125,16.9775,37,2013.54,185000,1663.25,37
157.7344,-7623.79296875,16.9053,38,1988.14,190000,1658.09,38
157.6728,-7824.70703125,16.5201,39,1961.82,195000,1628.37,39
157.6164,-8051.87744140625,16.6092,40,1978.42,200000,1641.9,40
157.4858,-8235.833984375,17.1288,41,2037.05,205000,1719.59,41
157.7288,-8429.40234375,16.8739,42,1986.05,210000,1662.91,42
157.4615,-8542.2109375,16.2149,43,1953.86,215000,1605.61,43
157.5423,-8692.3447265625,16.6798,44,2009.23,220000,1672.02,44
157.5657,-8913.87890625,16.6574,45,2002.6,225000,1675.08,45
157.5209,-9069.8349609375,16.6313,46,2055.43,230000,1690.95,46
157.4418,-9228.1298828125,16.387,47,2032.75,235000,1674.46,47
157.5941,-9506.9453125,16.9242,48,2073.02,240000,1701.57,48
157.4012,-9662.373046875,16.6828,49,2047.49,245000,1709.73,49
157.3905,-9789.9736328125,16.3464,50,2069.19,250000,1717.03,50
157.3319,-10002.8701171875,16.4051,51,2074.91,255000,1682.43,51
157.4303,-10171.4453125,16.8003,52,2073.39,260000,1711.79,52
157.2739,-10357.814453125,16.414,53,2025.58,265000,1708.24,53
157.4156,-10569.7197265625,16.3557,54,1982.85,270000,1685.51,54
157.4486,-10793.6884765625,16.5799,55,2070.69,275000,1738.22,55
157.2163,-10967.6923828125,16.2904,56,2051.14,280000,1733.4,56
157.1584,-11199.654296875,16.4477,57,2078.28,285000,1730.44,57
157.349,-11430.525390625,16.5639,58,2071.32,290000,1731.63,58
157.1005,-11576.9013671875,16.053,59,2004.34,295000,1716.79,59
157.3513,-11805.9921875,16.2898,60,2090.76,300000,1731.39,60
157.4198,-12124.1640625,16.4833,61,2079.45,305000,1717.53,61
157.0289,-12141.77734375,15.8984,62,1976.53,310000,1684.0,62
157.167,-12387.373046875,16.1426,63,2054.24,315000,1738.32,63
157.1267,-12620.5791015625,16.2769,64,2092.36,320000,1745.92,64
157.1583,-12779.1630859375,16.2006,65,2107.9,325000,1762.45,65
157.1696,-12968.6611328125,16.4803,66,2138.69,330000,1760.75,66
157.1246,-13107.7060546875,16.002,67,2031.83,335000,1736.96,67
157.1017,-13405.9345703125,16.1914,68,2084.34,340000,1731.3,68
157.3361,-13677.3466796875,16.2261,69,2118.75,345000,1784.86,69
157.1826,-13831.4150390625,16.2353,70,2128.38,350000,1731.05,70
157.2106,-14156.66796875,16.2882,71,2151.82,355000,1772.81,71
157.3084,-14264.2646484375,16.3908,72,2092.67,360000,1741.95,72
157.0606,-14418.947265625,15.9292,73,2093.85,365000,1767.56,73
157.3105,-14694.80078125,16.5038,74,2169.34,370000,1832.7,74
157.1912,-14896.4150390625,16.1143,75,2137.71,375000,1775.38,75
156.9631,-15061.46484375,16.0195,76,2160.04,380000,1801.03,76
157.0728,-15296.3818359375,16.3271,77,2180.58,385000,1794.2,77
156.9706,-15444.908203125,15.7754,78,2141.53,390000,1749.96,78
157.1058,-15718.4150390625,16.0599,79,2177.42,395000,1797.65,79
157.0683,-15871.7353515625,15.9312,80,2098.52,400000,1766.9,80
156.9042,-16101.6201171875,16.2524,81,2163.84,405000,1843.49,81
156.847,-16294.2939453125,15.866,82,2150.57,410000,1794.17,82
157.0787,-16571.68359375,16.2445,83,2162.27,415000,1821.35,83
156.9789,-16720.32421875,15.9219,84,2127.38,420000,1801.85,84
157.0525,-16949.546875,16.0169,85,2083.38,425000,1784.72,85
156.9696,-17160.216796875,16.1518,86,2170.75,430000,1817.25,86
157.0893,-17446.5078125,16.0334,87,2142.84,435000,1794.6,87
157.0101,-17676.97265625,16.1311,88,2169.66,440000,1822.51,88
157.0846,-17741.767578125,16.1903,89,2139.51,445000,1801.21,89
156.9509,-18068.619140625,16.1752,90,2176.68,450000,1801.31,90
157.0481,-18255.52734375,16.0345,91,2153.44,455000,1793.78,91
156.9728,-18467.9296875,15.867,92,2172.63,460000,1805.39,92
156.9562,-18699.58203125,15.5007,93,2155.63,465000,1771.79,93
156.819,-18893.818359375,15.4938,94,2110.47,470000,1783.58,94
156.9698,-19222.13671875,15.9455,95,2183.09,475000,1822.98,95
156.7624,-19372.65625,15.9467,96,2207.07,480000,1833.17,96
156.8565,-19679.365234375,15.7329,97,2150.91,485000,1821.95,97
156.8733,-19783.49609375,15.8423,98,2195.88,490000,1837.08,98
156.7969,-20148.2578125,15.8581,99,2197.52,495000,1833.11,99
156.8502,-20337.5390625,15.8749,100,2162.23,500000,1801.11,100
156.8094,-20430.20703125,15.8248,101,2130.55,505000,1794.8,101
156.9825,-20691.09765625,15.6885,102,2164.53,510000,1825.02,102
156.6743,-20986.751953125,15.4089,103,2157.13,515000,1812.96,103
156.8755,-21350.58203125,15.7769,104,2209.68,520000,1826.79,104
157.2221,-21670.353515625,16.0366,105,2200.58,525000,1840.3,105
157.0358,-21767.5,15.6511,106,2142.36,530000,1812.76,106
157.0392,-21984.1015625,15.7942,107,2181.68,535000,1842.46,107
157.1151,-22237.095703125,15.7565,108,2147.12,540000,1820.28,108
156.6982,-22402.435546875,15.7557,109,2187.28,545000,1851.97,109
157.0948,-22799.609375,15.9941,110,2208.71,550000,1802.86,110
156.8723,-22823.80859375,15.8238,111,2187.79,555000,1868.61,111
156.8949,-23252.318359375,16.0149,112,2187.98,560000,1830.94,112
156.9291,-23291.33984375,15.8432,113,2226.18,565000,1877.49,113
156.7837,-23577.09765625,15.3268,114,2124.47,570000,1806.51,114
156.9082,-23995.73828125,15.9965,115,2216.96,575000,1848.61,115
156.9384,-24128.669921875,15.8214,116,2230.5,580000,1871.21,116
156.849,-24481.978515625,15.7892,117,2192.48,585000,1857.62,117
156.9688,-24746.947265625,15.7931,118,2221.75,590000,1832.28,118
156.9977,-25129.8046875,15.8454,119,2208.53,595000,1860.29,119
156.9252,-25236.515625,15.9845,120,2229.36,600000,1842.52,120
156.9086,-25417.7578125,15.9224,121,2191.29,605000,1864.26,121
156.8539,-25778.5859375,15.8871,122,2229.14,610000,1877.76,122
156.8191,-25919.521484375,15.5801,123,2194.18,615000,1861.67,123
156.9285,-26194.658203125,15.3251,124,2210.56,620000,1822.0,124
156.8994,-26534.103515625,15.9322,125,2199.36,625000,1892.45,125
156.9539,-26734.37890625,15.5587,126,2238.93,630000,1848.84,126
156.7881,-26972.126953125,15.5972,127,2165.36,635000,1864.37,127
156.8124,-27430.185546875,15.8457,128,2242.74,640000,1854.07,128
156.9135,-27594.314453125,16.1262,129,2255.25,645000,1891.81,129
156.7996,-27802.455078125,15.6877,130,2252.39,650000,1863.58,130
156.8378,-28052.294921875,15.677,131,2199.27,655000,1850.09,131
156.6324,-28371.802734375,15.963,132,2257.28,660000,1895.7,132
156.8527,-28689.173828125,15.6935,133,2233.84,665000,1871.89,133
156.8788,-28720.908203125,15.7021,134,2195.69,670000,1809.81,134
156.8569,-29078.333984375,15.469,135,2156.14,675000,1835.34,135
156.9177,-29448.396484375,15.6377,136,2240.68,680000,1877.42,136
156.9802,-29876.71484375,15.8214,137,2272.43,685000,1896.3,137
156.8652,-30118.111328125,15.7144,138,2276.46,690000,1902.86,138
156.91,-30404.23828125,15.8694,139,2275.12,695000,1859.96,139
156.8024,-30580.564453125,15.5122,140,2196.26,700000,1878.56,140
156.7687,-30756.287109375,15.5312,141,2254.28,705000,1877.05,141
156.717,-31052.3984375,15.6536,142,2242.37,710000,1889.03,142
156.8893,-31311.955078125,15.5984,143,2199.36,715000,1854.68,143
156.8844,-31813.70703125,15.85,144,2273.5,720000,1893.58,144
156.8945,-31952.25,15.9081,145,2264.57,725000,1907.41,145
157.117,-32100.837890625,15.5487,146,2157.19,730000,1850.23,146
156.9188,-32407.767578125,15.7034,147,2193.97,735000,1883.99,147
156.8247,-32561.4921875,15.522,148,2244.18,740000,1891.36,148
156.661,-33040.453125,15.6644,149,2261.25,745000,1911.19,149
156.8545,-33360.859375,15.8304,150,2269.26,750000,1886.43,150
156.9231,-33662.43359375,15.6688,151,2277.55,755000,1914.82,151
156.726,-34081.78515625,16.041,152,2285.29,760000,1858.83,152
156.8316,-34206.375,15.5298,153,2250.23,765000,1898.98,153
156.7684,-34656.72265625,15.9578,154,2236.86,770000,1884.27,154
156.86,-34756.85546875,15.695,155,2238.47,775000,1902.27,155
156.881,-35141.88671875,15.7244,156,2277.55,780000,1913.27,156
156.7666,-35345.109375,15.5303,157,2215.45,785000,1870.15,157
156.8333,-35715.02734375,15.49,158,2263.41,790000,1897.66,158
156.7124,-35876.7890625,15.5302,159,2254.73,795000,1895.04,159
156.7581,-36540.30859375,15.6454,160,2267.59,800000,1907.46,160
156.9683,-36637.19921875,15.4801,161,2240.66,805000,1870.77,161
156.6528,-36855.6484375,15.3941,162,2257.75,810000,1871.15,162
156.7913,-37248.921875,15.4222,163,2217.59,815000,1883.41,163
156.7112,-37444.90625,15.7433,164,2235.7,820000,1901.7,164
156.7479,-37652.69140625,15.4039,165,2228.65,825000,1867.11,165
156.6579,-38107.56640625,15.5963,166,2251.43,830000,1895.59,166
156.7161,-38229.484375,15.6332,167,2291.93,835000,1923.18,167
156.8947,-38322.671875,15.5224,168,2206.31,840000,1874.2,168
156.6525,-38470.79296875,15.4542,169,2245.6,845000,1901.52,169
156.6516,-38784.30078125,15.3975,170,2267.74,850000,1913.27,170
156.5313,-39187.578125,15.4754,171,2262.53,855000,1897.66,171
156.6626,-39268.83984375,15.4955,172,2228.37,860000,1897.4,172
156.7417,-39395.796875,15.2097,173,2190.18,865000,1864.51,173
156.6927,-39592.953125,15.2608,174,2237.51,870000,1873.5,174
156.7233,-39810.73046875,15.4287,175,2236.9,875000,1896.5,175
156.7224,-40158.6015625,15.6723,176,2240.97,880000,1913.46,176
156.8471,-40352.73046875,15.6233,177,2260.55,885000,1901.22,177
156.7485,-40528.640625,15.5757,178,2214.46,890000,1897.02,178
156.7471,-40890.2734375,15.3466,179,2210.43,895000,1845.03,179
156.7779,-40929.3125,15.7748,180,2267.28,900000,1933.08,180
156.5023,-41278.0390625,15.6244,181,2311.62,905000,1920.82,181
156.7437,-41415.9140625,15.3853,182,2241.59,910000,1895.24,182
156.7527,-41463.34765625,15.4536,183,2223.18,915000,1877.69,183
156.7052,-41701.36328125,15.4119,184,2283.3,920000,1926.41,184
156.7605,-42310.16796875,15.5717,185,2244.53,925000,1893.82,185
156.7768,-42278.859375,15.3904,186,2237.41,930000,1890.61,186
156.7538,-42368.3984375,15.5606,187,2235.73,935000,1869.49,187
156.9166,-42826.54296875,15.3558,188,2228.37,940000,1880.39,188
156.6576,-42753.69140625,15.617,189,2317.4,945000,1941.47,189
156.6631,-43146.171875,15.5419,190,2265.15,950000,1923.5,190
156.5576,-43258.71484375,15.5702,191,2282.13,955000,1925.32,191
156.6316,-43315.64453125,15.5546,192,2225.08,960000,1887.77,192
156.7537,-43506.96484375,15.5385,193,2282.73,965000,1918.53,193
156.6728,-43870.3046875,15.4368,194,2272.75,970000,1902.28,194
156.6915,-43918.5859375,15.2956,195,2262.23,975000,1914.48,195
156.6724,-44420.91015625,15.3635,196,2229.23,980000,1863.16,196
156.7931,-44572.6640625,15.2639,197,2240.23,985000,1879.45,197
156.7094,-44843.921875,15.4534,198,2246.79,990000,1911.77,198
156.5863,-44854.69921875,15.4122,199,2270.42,995000,1917.79,199
156.8241,-45316.16015625,15.49,200,2280.42,1000000,1930.0,200
156.6717,-45395.69140625,15.4471,201,2275.42,1005000,1918.19,201
156.7998,-45826.01953125,15.5837,202,2257.89,1010000,1922.66,202
156.8429,-46038.81640625,15.4764,203,2266.49,1015000,1913.16,203
156.6588,-46141.4921875,15.399,204,2285.08,1020000,1912.55,204
156.7352,-46355.8046875,15.5202,205,2288.57,1025000,1926.89,205
156.9394,-46507.43359375,15.5278,206,2272.93,1030000,1919.05,206
