Running Forward KL,Reward Loss,Running Reverse KL,Itration,Real Det Return,Running Env Steps,Real Sto Return,Running Update Time
156.6365,-72001.8125,15.3465,395,2321.09,1975000,1962.92,395
156.706,-72338.7109375,15.379,396,2329.09,1980000,1967.75,396
156.5317,-72155.875,15.3089,397,2336.5,1985000,1966.92,397
156.4984,-72444.109375,15.5181,398,2351.48,1990000,1976.45,398
156.5469,-72622.9140625,15.4106,399,2339.58,1995000,1985.63,399
156.6854,-72563.21875,15.3796,400,2325.38,2000000,1963.01,400
156.635,-72555.6953125,15.3338,401,2320.15,2005000,1970.37,401
156.6428,-72626.2265625,15.1637,402,2312.49,2010000,1945.84,402
156.6536,-72831.7578125,15.2686,403,2322.22,2015000,1959.78,403
156.721,-72858.453125,15.2818,404,2323.98,2020000,1969.39,404
156.5745,-73071.0,15.4223,405,2335.87,2025000,1971.61,405
156.494,-72984.3671875,15.1712,406,2327.36,2030000,1963.25,406
156.6606,-73430.65625,15.4511,407,2343.49,2035000,1981.07,407
156.6638,-72821.1328125,15.279,408,2329.22,2040000,1968.39,408
156.6754,-73510.703125,15.4267,409,2334.98,2045000,1973.91,409
156.5971,-73434.90625,15.3722,410,2325.45,2050000,1952.32,410
156.6538,-73603.484375,15.3201,411,2350.66,2055000,1970.71,411
156.586,-73423.0546875,15.4103,412,2316.62,2060000,1967.92,412
156.6455,-73612.4296875,15.4148,413,2343.05,2065000,1992.07,413
156.5722,-73852.3359375,15.296,414,2337.28,2070000,1964.54,414
156.5429,-73874.875,15.3482,415,2359.52,2075000,1979.8,415
156.5729,-74118.3125,15.3375,416,2354.83,2080000,1973.88,416
156.5161,-74255.078125,15.2567,417,2358.99,2085000,1987.38,417
156.6871,-74239.71875,15.4219,418,2338.35,2090000,1956.09,418
156.627,-74167.5078125,15.3343,419,2330.58,2095000,1964.87,419
156.6222,-74241.1328125,15.3345,420,2348.5,2100000,1968.76,420
156.5222,-74394.75,15.2927,421,2345.14,2105000,1970.39,421
156.5925,-74708.8984375,15.3308,422,2359.55,2110000,1986.08,422
156.5308,-74475.2421875,15.2016,423,2357.13,2115000,1981.86,423
156.7896,-74683.421875,15.2807,424,2348.51,2120000,1954.48,424
156.7738,-74962.59375,15.2976,425,2356.44,2125000,1956.88,425
156.6757,-75000.5859375,15.4792,426,2359.23,2130000,1988.33,426
156.6552,-75166.390625,15.3543,427,2363.13,2135000,1987.75,427
156.7406,-75090.3203125,15.2467,428,2366.99,2140000,1966.46,428
156.5794,-75130.9140625,15.3615,429,2363.46,2145000,1973.33,429
156.5667,-74934.1796875,15.2289,430,2341.74,2150000,1967.33,430
156.6623,-75105.28125,15.2708,431,2348.77,2155000,1994.72,431
156.6728,-75098.546875,15.3516,432,2363.17,2160000,1976.03,432
156.6395,-75523.125,15.4413,433,2370.52,2165000,1992.02,433
156.4976,-75615.140625,15.4166,434,2368.0,2170000,1988.22,434
156.6461,-75532.125,15.4508,435,2374.62,2175000,1973.61,435
156.6719,-75447.6484375,15.0705,436,2372.42,2180000,1980.38,436
156.5843,-75940.34375,15.3614,437,2364.57,2185000,1979.18,437
156.6804,-76033.8125,15.5015,438,2377.84,2190000,1981.8,438
156.5762,-75994.4765625,15.332,439,2362.39,2195000,1968.03,439
156.5461,-76085.203125,15.2461,440,2363.16,2200000,1965.53,440
156.6146,-76048.6796875,15.3008,441,2363.52,2205000,1971.24,441
156.6235,-76148.046875,15.378,442,2369.93,2210000,1992.98,442
156.6262,-76583.171875,15.4014,443,2378.72,2215000,1998.21,443
156.5943,-76158.796875,15.2872,444,2370.45,2220000,1962.33,444
156.6009,-76230.8671875,15.2525,445,2360.56,2225000,1973.04,445
156.6839,-76416.6796875,14.9956,446,2342.39,2230000,1956.92,446
156.5472,-76574.046875,15.4458,447,2373.91,2235000,1998.53,447
156.6381,-76754.609375,15.401,448,2373.53,2240000,1983.12,448
156.5775,-76639.484375,15.2128,449,2342.76,2245000,1970.2,449
156.7081,-76741.21875,15.2659,450,2348.63,2250000,1938.03,450
156.6026,-76969.234375,15.2016,451,2356.86,2255000,1973.14,451
156.5562,-76817.625,15.2793,452,2349.57,2260000,1977.24,452
156.5496,-76999.6171875,15.3265,453,2361.11,2265000,1972.25,453
156.5217,-77285.8203125,15.278,454,2351.25,2270000,1959.94,454
156.7309,-77425.4765625,15.5241,455,2344.94,2275000,1981.38,455
156.5927,-77487.28125,15.3465,456,2361.66,2280000,1978.04,456
156.5891,-77227.546875,15.2613,457,2346.23,2285000,1955.19,457
156.5995,-77716.265625,15.3792,458,2369.06,2290000,1988.6,458
156.4523,-77365.65625,15.3328,459,2358.24,2295000,1960.07,459
156.6543,-77519.671875,15.2448,460,2369.77,2300000,1992.62,460
156.5719,-77830.7109375,15.382,461,2375.95,2305000,1999.89,461
156.5786,-77747.984375,15.2612,462,2372.99,2310000,1961.59,462
156.5349,-77634.46875,15.2797,463,2358.38,2315000,1983.25,463
156.6416,-77764.9453125,15.3227,464,2371.47,2320000,1996.41,464
156.6168,-78115.5234375,15.473,465,2369.43,2325000,1994.02,465
156.4546,-77938.3359375,15.1803,466,2347.4,2330000,1991.35,466
156.6145,-78163.46875,15.331,467,2352.86,2335000,1991.67,467
156.5848,-78275.140625,15.4401,468,2389.56,2340000,2011.36,468
156.5241,-78347.6796875,15.0794,469,2384.71,2345000,2003.78,469
156.5869,-78355.3671875,14.6724,470,2366.65,2350000,1984.48,470
156.5826,-78329.4140625,15.4089,471,2368.23,2355000,1990.78,471
156.4522,-78292.140625,15.2779,472,2372.78,2360000,1979.21,472
156.7175,-78508.2421875,15.2582,473,2333.12,2365000,1967.72,473
156.4694,-78500.9453125,15.2917,474,2369.26,2370000,1997.54,474
156.598,-78462.546875,15.2606,475,2371.39,2375000,1916.44,475
156.4525,-78627.8046875,15.2856,476,2376.67,2380000,1984.93,476
156.6723,-78781.5703125,15.3649,477,2351.08,2385000,1986.05,477
156.5447,-79139.3203125,15.3567,478,2375.28,2390000,1990.24,478
156.5184,-78693.7578125,15.1807,479,2352.61,2395000,1985.54,479
156.5219,-78801.2109375,15.1957,480,2372.65,2400000,1992.76,480
156.4625,-78688.421875,15.1476,481,2343.94,2405000,1984.15,481
156.5875,-78814.2109375,15.0313,482,2355.46,2410000,1977.77,482
156.5665,-79249.9453125,15.1578,483,2366.6,2415000,1978.09,483
156.5585,-78690.1875,15.1169,484,2356.46,2420000,1974.14,484
156.5373,-79091.2890625,15.4005,485,2367.42,2425000,1985.72,485
156.4915,-79207.0,15.2177,486,2375.01,2430000,1956.8,486
156.6371,-79259.8984375,15.2712,487,2373.47,2435000,1973.46,487
156.778,-78925.140625,15.3411,488,2357.97,2440000,1983.51,488
156.5841,-79269.765625,15.2086,489,2353.77,2445000,1970.11,489
156.564,-79678.71875,15.4483,490,2371.16,2450000,1990.89,490
156.5949,-79546.453125,15.2881,491,2353.69,2455000,1977.06,491
156.703,-79722.90625,15.3495,492,2374.57,2460000,1991.55,492
156.5786,-79811.375,15.3355,493,2365.74,2465000,1989.38,493
156.7956,-79305.390625,15.1638,494,2346.04,2470000,1961.9,494
156.6694,-79826.5859375,15.3693,495,2360.63,2475000,1975.15,495
156.736,-79991.03125,15.3554,496,2350.04,2480000,1991.61,496
156.6075,-80055.484375,15.2662,497,2363.39,2485000,1978.59,497
156.731,-79903.6015625,15.2934,498,2363.2,2490000,1973.69,498
156.6042,-80625.4375,15.4932,499,2377.32,2495000,1979.85,499
156.5694,-80388.546875,15.3772,500,2373.95,2500000,1976.78,500
156.7013,-80400.796875,15.3759,501,2358.41,2505000,1968.49,501
156.5232,-80668.0390625,15.4315,502,2387.54,2510000,1999.23,502
156.5617,-80626.4140625,15.301,503,2381.31,2515000,1980.82,503
156.6086,-80585.71875,15.3867,504,2382.42,2520000,1985.81,504
156.5481,-80716.4921875,15.2684,505,2361.94,2525000,1966.02,505
156.5899,-80601.2265625,15.2628,506,2361.05,2530000,1974.94,506
156.6469,-80731.046875,15.3008,507,2367.8,2535000,1985.63,507
156.5741,-80821.0546875,15.3489,508,2369.33,2540000,1981.75,508
156.5366,-80756.703125,15.3193,509,2368.25,2545000,1988.98,509
156.6057,-80864.1328125,15.1725,510,2384.7,2550000,1974.23,510
156.7471,-80687.515625,15.1968,511,2383.06,2555000,1934.2,511
156.4885,-81076.59375,15.1659,512,2369.85,2560000,1959.29,512
156.5328,-81331.96875,15.429,513,2389.0,2565000,1981.56,513
156.667,-80939.8984375,15.3684,514,2374.21,2570000,1987.87,514
156.5792,-81191.0078125,15.3009,515,2364.13,2575000,1981.79,515
156.4565,-81311.328125,15.3268,516,2358.02,2580000,1980.0,516
156.6564,-81030.234375,15.2917,517,2372.65,2585000,1979.57,517
156.6156,-81278.390625,15.252,518,2382.81,2590000,1974.05,518
156.5211,-81340.5859375,15.2107,519,2371.76,2595000,1999.42,519
156.5733,-81386.8671875,15.2414,520,2361.71,2600000,1973.92,520
156.5018,-81279.34375,15.1679,521,2361.35,2605000,1968.57,521
156.5048,-81817.2421875,15.301,522,2365.13,2610000,1969.26,522
156.5424,-81612.1796875,15.1846,523,2369.22,2615000,1998.1,523
156.5672,-81784.2265625,15.3053,524,2368.63,2620000,1989.64,524
156.6157,-81872.3828125,15.2632,525,2374.7,2625000,1973.65,525
156.5757,-82001.0390625,15.322,526,2388.5,2630000,1990.87,526
156.5014,-82029.421875,15.2375,527,2356.42,2635000,1964.7,527
156.5401,-81994.8046875,15.2573,528,2361.95,2640000,1966.34,528
156.5479,-82099.7421875,15.3535,529,2380.59,2645000,1988.09,529
156.5825,-82103.90625,15.3837,530,2379.5,2650000,1978.61,530
156.4875,-82095.5078125,15.3108,531,2368.18,2655000,1996.45,531
156.4651,-82121.9921875,15.2375,532,2361.38,2660000,1991.27,532
156.5893,-82458.9375,15.4436,533,2369.88,2665000,1977.52,533
156.5938,-82408.96875,15.3721,534,2352.55,2670000,1980.46,534
156.5263,-82679.3828125,15.404,535,2374.88,2675000,2007.63,535
156.6904,-82755.9921875,15.5876,536,2382.69,2680000,1998.42,536
156.6059,-82625.203125,15.31,537,2365.39,2685000,1979.99,537
156.5413,-82895.421875,15.324,538,2359.18,2690000,1989.15,538
156.677,-82794.7421875,15.331,539,2361.02,2695000,1986.58,539
156.5821,-82824.4140625,15.3621,540,2350.79,2700000,2000.73,540
156.7572,-82428.578125,15.3433,541,2349.78,2705000,1978.52,541
156.5046,-82543.2890625,15.3321,542,2350.14,2710000,1992.14,542
156.6119,-82913.953125,15.3938,543,2347.22,2715000,2001.65,543
156.5818,-83008.6015625,15.4399,544,2346.34,2720000,1999.47,544
156.5189,-82966.484375,15.202,545,2344.74,2725000,1995.34,545
156.644,-82855.5390625,15.224,546,2334.67,2730000,1985.05,546
156.5594,-82971.765625,15.2682,547,2337.94,2735000,1990.71,547
156.6519,-83111.5625,15.3496,548,2329.52,2740000,1976.95,548
156.6566,-83116.734375,15.138,549,2354.41,2745000,1972.2,549
156.5386,-82921.3125,15.052,550,2339.48,2750000,1985.19,550
156.55,-83496.578125,15.2818,551,2342.55,2755000,1987.63,551
156.5471,-83166.1953125,15.1334,552,2315.05,2760000,1960.15,552
156.6999,-83274.125,15.2116,553,2343.65,2765000,1998.74,553
156.5595,-83474.2109375,15.244,554,2357.2,2770000,2007.4,554
156.5088,-83470.3203125,15.3148,555,2339.63,2775000,2009.14,555
156.7097,-83657.84375,15.3548,556,2334.42,2780000,1987.32,556
156.5933,-83773.0234375,15.3643,557,2354.0,2785000,1992.28,557
156.4516,-83803.3125,15.3972,558,2371.08,2790000,2015.95,558
156.4538,-83795.375,15.2809,559,2358.94,2795000,2009.4,559
156.6526,-83647.484375,15.3698,560,2369.92,2800000,2013.15,560
156.5617,-83734.234375,15.3359,561,2347.24,2805000,1990.63,561
156.4735,-84070.390625,15.4004,562,2349.84,2810000,2015.18,562
156.5343,-84025.0859375,15.3826,563,2358.13,2815000,2026.61,563
156.5855,-84383.9140625,15.4227,564,2358.53,2820000,1969.7,564
156.6828,-83974.9609375,15.3666,565,2386.17,2825000,2018.7,565
156.5468,-84427.0859375,15.4714,566,2382.19,2830000,2013.68,566
156.6046,-84223.7421875,15.3899,567,2365.72,2835000,2009.78,567
156.4854,-84395.953125,15.122,568,2357.7,2840000,1978.19,568
156.5926,-84675.0625,15.4911,569,2396.65,2845000,2004.65,569
156.5541,-84422.46875,15.22,570,2358.04,2850000,2006.06,570
156.5087,-84425.4140625,15.0905,571,2380.81,2855000,1993.82,571
156.531,-84317.5078125,15.1221,572,2371.13,2860000,2013.08,572
156.6803,-84629.25,15.3692,573,2361.56,2865000,2001.68,573
156.5008,-84453.484375,15.2746,574,2367.62,2870000,2006.06,574
156.6291,-84802.0625,15.2337,575,2371.2,2875000,2004.56,575
156.5353,-84761.953125,15.224,576,2359.31,2880000,1998.38,576
156.4475,-84875.8125,15.0796,577,2370.04,2885000,2012.9,577
156.5447,-84918.2734375,15.2289,578,2366.89,2890000,2018.71,578
156.5549,-84736.6875,15.0596,579,2338.63,2895000,1994.31,579
156.4272,-84692.96875,15.057,580,2353.54,2900000,2003.04,580
156.5214,-84826.3203125,15.0262,581,2341.12,2905000,1989.06,581
156.482,-84999.3359375,15.2258,582,2377.94,2910000,2019.84,582
156.4532,-84954.0,15.0714,583,2351.72,2915000,2002.12,583
156.6407,-85086.578125,15.2492,584,2359.19,2920000,2000.05,584
156.6368,-85099.34375,15.3591,585,2365.63,2925000,2016.23,585
156.6458,-85082.984375,15.1863,586,2348.07,2930000,1985.83,586
156.5414,-85218.578125,15.2678,587,2359.75,2935000,2024.85,587
156.3791,-85347.078125,15.1286,588,2358.88,2940000,2033.96,588
156.5923,-85058.8984375,15.0534,589,2350.73,2945000,2014.41,589
156.5521,-85223.25,15.2189,590,2346.4,2950000,2002.97,590
156.5914,-85542.90625,15.3058,591,2371.77,2955000,2006.2,591
156.5989,-85636.3046875,15.1578,592,2372.45,2960000,2022.65,592
156.311,-85558.7109375,15.1633,593,2340.19,2965000,1990.73,593
156.5154,-85626.7578125,15.1711,594,2357.53,2970000,2000.36,594
156.4076,-85670.3984375,15.1053,595,2359.56,2975000,2008.31,595
156.6153,-85716.7109375,15.2747,596,2349.25,2980000,2005.3,596
156.4987,-85949.25,15.1147,597,2364.85,2985000,2011.37,597
156.2515,-85660.0078125,15.2032,598,2357.83,2990000,1997.27,598
156.431,-85907.6796875,15.0368,599,2335.21,2995000,1984.25,599
