Running Reverse KL,Reward Loss,Itration,Running Forward KL,Real Det Return,Running Update Time,Real Sto Return,Running Env Steps
13.7755,-38210.35546875,391,42.1569,3680.33,391,2780.74,1955000
16.1438,-33023.109375,392,38.9999,3881.85,392,2825.48,1960000
16.9173,-33472.01953125,393,39.5468,3955.26,393,2738.33,1965000
13.8965,-32245.662109375,394,38.0423,4175.2,394,2615.47,1970000
16.5998,-35673.63671875,395,40.3533,3690.49,395,3187.72,1975000
16.4471,-33707.00390625,396,40.5707,3737.77,396,3141.97,1980000
14.2004,-37487.35546875,397,42.6833,3960.31,397,3060.38,1985000
13.1786,-32336.466796875,398,38.3089,3668.21,398,2706.77,1990000
15.0263,-36351.84375,399,40.2125,4196.43,399,3022.05,1995000
14.3212,-42161.69921875,400,44.3403,3770.9,400,2458.61,2000000
14.352,-40423.1171875,401,42.6121,3525.43,401,3117.23,2005000
13.5789,-37934.49609375,402,41.4127,3738.65,402,2241.08,2010000
14.0699,-41398.37109375,403,43.2298,3812.03,403,3367.36,2015000
15.9715,-35170.4453125,404,40.3553,3794.26,404,3166.39,2020000
15.2754,-35066.2109375,405,40.7944,3782.03,405,3255.04,2025000
16.6788,-35304.25390625,406,40.4962,4235.22,406,3241.18,2030000
15.6002,-37459.18359375,407,40.5564,3415.13,407,2744.3,2035000
13.8436,-37995.984375,408,40.8918,3327.66,408,3383.57,2040000
14.9156,-35619.3046875,409,39.7325,3671.02,409,2958.44,2045000
15.2923,-35156.359375,410,40.2846,3793.02,410,2249.58,2050000
15.6095,-37910.70703125,411,42.5091,3623.03,411,2182.56,2055000
14.7897,-44165.69921875,412,44.4466,3179.05,412,2609.22,2060000
15.221,-42858.99609375,413,43.5211,3761.51,413,2919.57,2065000
14.5393,-38435.65234375,414,40.8347,4122.27,414,2868.32,2070000
15.1171,-38988.65625,415,42.2379,3817.21,415,2990.09,2075000
16.5864,-43356.20703125,416,42.7597,3749.37,416,3017.05,2080000
14.7159,-42074.8203125,417,43.3926,3999.59,417,2192.7,2085000
15.5281,-37730.4921875,418,40.0791,3438.37,418,2742.07,2090000
14.8421,-43108.3828125,419,42.5784,3463.95,419,2784.02,2095000
16.8688,-39826.06640625,420,41.1131,3682.53,420,3255.24,2100000
14.9412,-41783.015625,421,41.7469,3278.78,421,2618.4,2105000
14.203,-41407.98828125,422,41.5551,4147.03,422,2703.91,2110000
14.9574,-44874.63671875,423,44.2921,3491.22,423,2699.29,2115000
17.8333,-41455.19140625,424,42.4442,4141.3,424,3427.81,2120000
18.8999,-38252.98046875,425,40.2996,4283.3,425,3123.33,2125000
15.6744,-39121.66015625,426,41.364,3755.38,426,2785.32,2130000
17.3773,-36456.45703125,427,38.9861,3785.76,427,2779.64,2135000
14.8346,-41872.265625,428,42.1128,3558.77,428,2684.25,2140000
14.9587,-41023.27734375,429,40.7982,3697.27,429,2514.52,2145000
12.8695,-43675.11328125,430,43.4065,3407.76,430,2802.96,2150000
15.4389,-43431.3046875,431,44.2172,3158.35,431,2008.28,2155000
20.9716,-39651.015625,432,41.9027,3960.59,432,2987.39,2160000
14.5674,-42051.19921875,433,42.2296,3758.75,433,2771.4,2165000
15.89,-42054.34765625,434,42.0454,3871.43,434,3073.69,2170000
18.048,-41124.1796875,435,40.8493,3773.92,435,3210.64,2175000
16.6934,-43655.06640625,436,42.9549,3469.25,436,2932.42,2180000
16.844,-38232.52734375,437,40.6965,3737.21,437,2706.41,2185000
14.8201,-45448.15234375,438,44.2112,3421.76,438,2549.01,2190000
16.0479,-39376.56640625,439,40.2026,3544.8,439,2902.1,2195000
17.3482,-42340.484375,440,41.7442,3421.76,440,2845.55,2200000
16.8694,-39610.7421875,441,40.5879,3362.77,441,3466.46,2205000
19.2476,-40325.13671875,442,41.882,3576.5,442,3085.58,2210000
14.7955,-44225.91015625,443,42.1714,3713.93,443,2965.12,2215000
17.0268,-38378.77734375,444,39.7726,2987.7,444,2188.13,2220000
18.0802,-40728.5234375,445,41.7216,3672.19,445,2975.68,2225000
18.0974,-42929.5625,446,41.6168,4258.46,446,3125.22,2230000
19.3197,-42108.125,447,41.3835,4170.75,447,3041.95,2235000
18.6918,-43195.9921875,448,42.5708,3690.06,448,3212.02,2240000
17.6787,-47243.38671875,449,44.5529,3465.47,449,3019.89,2245000
17.5787,-45077.59375,450,43.9093,3729.45,450,2908.54,2250000
18.6093,-46515.86328125,451,44.6913,4039.09,451,3190.1,2255000
16.628,-44223.08984375,452,42.2455,3665.65,452,2851.65,2260000
15.5834,-44802.78125,453,41.6046,3591.37,453,3184.62,2265000
18.5014,-45720.00390625,454,42.7823,3821.8,454,3503.49,2270000
20.1367,-45157.921875,455,43.1752,3683.64,455,3414.72,2275000
17.9948,-43649.6875,456,42.0082,4024.52,456,3053.28,2280000
19.6784,-44360.42578125,457,41.6714,4105.01,457,3182.79,2285000
19.0682,-45723.77734375,458,43.1059,3700.12,458,3104.84,2290000
19.2215,-43203.69140625,459,41.8835,3947.27,459,2800.37,2295000
21.734,-42389.546875,460,42.3475,3114.1,460,3175.92,2300000
18.7484,-46018.13671875,461,42.8105,3857.13,461,3185.7,2305000
21.3663,-42820.3046875,462,42.0745,4100.92,462,3041.86,2310000
17.8758,-47943.20703125,463,45.5387,3747.67,463,3141.43,2315000
22.4151,-43974.01953125,464,43.6592,3940.38,464,3505.67,2320000
22.3028,-42270.37890625,465,42.5651,3340.07,465,3707.52,2325000
19.3528,-45435.07421875,466,42.5739,3645.13,466,3188.61,2330000
19.6614,-44365.60546875,467,41.9375,3715.96,467,3233.21,2335000
20.0706,-44841.01171875,468,42.9309,3817.8,468,3064.25,2340000
18.0021,-46067.5703125,469,42.5502,4344.32,469,3500.18,2345000
24.5642,-42867.28515625,470,42.3568,3988.62,470,2959.8,2350000
20.5318,-43625.81640625,471,41.73,3778.31,471,3264.93,2355000
21.6671,-44340.87109375,472,43.3301,3802.82,472,2665.63,2360000
20.7475,-39966.86328125,473,40.6667,3376.48,473,3029.82,2365000
21.195,-41682.37890625,474,41.8997,4020.54,474,3145.8,2370000
21.7769,-44556.28125,475,44.0225,3971.82,475,2632.31,2375000
22.3903,-42330.76953125,476,41.9235,4043.46,476,3049.23,2380000
22.8806,-42413.51171875,477,41.8616,3576.68,477,2928.08,2385000
19.0662,-47008.6484375,478,44.0844,3947.55,478,3264.84,2390000
20.6873,-44388.5390625,479,42.1849,3877.14,479,3074.14,2395000
17.1882,-45096.69140625,480,41.2145,4281.53,480,3501.65,2400000
22.21,-45066.42578125,481,42.8135,3860.24,481,3021.93,2405000
19.1177,-46657.52734375,482,43.321,3528.33,482,2823.59,2410000
18.7129,-43644.171875,483,40.6034,3164.47,483,2855.78,2415000
19.1225,-47626.62890625,484,44.0077,3540.77,484,3215.04,2420000
20.1378,-46310.02734375,485,43.7505,3661.92,485,3176.67,2425000
19.9934,-45355.828125,486,42.3104,4027.46,486,3289.35,2430000
20.9177,-43809.50390625,487,42.6376,4058.33,487,3018.51,2435000
23.2253,-43369.0234375,488,42.9048,3790.48,488,3300.52,2440000
22.4161,-43073.8984375,489,42.6364,4168.61,489,3289.38,2445000
19.6418,-46643.28515625,490,44.1259,3868.27,490,2871.54,2450000
18.151,-47139.28515625,491,43.6075,4095.83,491,3432.51,2455000
21.4837,-44069.5625,492,42.7463,4054.14,492,3325.82,2460000
25.8793,-43873.171875,493,42.6527,4134.75,493,3119.36,2465000
20.8637,-44738.9453125,494,42.8691,4160.05,494,3219.2,2470000
21.2108,-45914.34765625,495,43.6101,4226.74,495,3222.25,2475000
22.7417,-44005.5546875,496,43.0209,4432.4,496,3519.8,2480000
21.0201,-46988.93359375,497,43.8622,3991.73,497,3363.38,2485000
24.431,-46529.4375,498,45.9325,4362.95,498,3410.67,2490000
21.5257,-46560.62109375,499,44.0942,3976.16,499,3407.33,2495000
23.3296,-44690.9765625,500,43.5453,3586.27,500,2952.42,2500000
23.5468,-45310.95703125,501,42.7926,4109.01,501,3505.87,2505000
23.5956,-45409.578125,502,44.6093,4268.55,502,3332.49,2510000
24.1831,-45356.27734375,503,44.1216,4287.62,503,3412.47,2515000
20.6142,-48969.2578125,504,44.1037,4113.37,504,3063.06,2520000
23.979,-44155.62890625,505,42.9892,4435.16,505,3350.23,2525000
20.5809,-47668.77734375,506,44.0949,4416.13,506,3383.6,2530000
19.968,-47168.73828125,507,43.2147,4014.15,507,3517.4,2535000
20.4026,-47892.70703125,508,43.6658,4033.23,508,3525.47,2540000
23.6181,-48131.765625,509,45.4426,4140.26,509,3395.56,2545000
22.9712,-44746.62109375,510,42.0431,4152.35,510,3048.5,2550000
22.7681,-46884.296875,511,42.7085,4054.63,511,3361.53,2555000
24.2022,-45422.26953125,512,43.0781,4128.2,512,3597.39,2560000
18.7465,-49261.16015625,513,45.8811,3960.65,513,2863.72,2565000
21.3643,-45690.19140625,514,43.5035,4251.99,514,3274.04,2570000
23.39,-44560.33984375,515,43.4373,4258.45,515,3548.72,2575000
24.2942,-47620.93359375,516,44.3789,4351.21,516,3308.56,2580000
21.652,-46678.8359375,517,42.7931,3562.82,517,3459.14,2585000
22.5056,-46970.4375,518,44.3522,4201.31,518,3733.91,2590000
20.8492,-50255.0703125,519,45.1299,4506.04,519,3053.26,2595000
21.3694,-48735.375,520,44.9257,3947.0,520,3083.87,2600000
20.1704,-49228.21875,521,46.0821,3915.94,521,3344.36,2605000
23.4324,-46159.625,522,42.8662,3961.79,522,3627.27,2610000
25.5144,-46530.8203125,523,43.8006,4282.04,523,3811.78,2615000
21.5968,-50876.05078125,524,47.6986,3922.21,524,3284.63,2620000
21.2595,-49401.875,525,45.195,4158.06,525,3240.29,2625000
23.5179,-49272.33984375,526,46.3966,4333.64,526,3259.37,2630000
21.1879,-46894.72265625,527,44.8075,3942.18,527,3369.08,2635000
23.4097,-48739.40234375,528,44.7848,4389.87,528,3733.62,2640000
22.699,-48776.80859375,529,44.9078,3854.53,529,2879.11,2645000
22.6717,-47398.0390625,530,45.5799,4557.72,530,3581.74,2650000
23.6132,-48632.36328125,531,46.4729,3314.75,531,3553.65,2655000
21.3239,-47123.37109375,532,43.1848,3817.87,532,3739.06,2660000
21.1496,-49891.8671875,533,46.0256,4082.88,533,3758.36,2665000
22.2624,-48534.3515625,534,44.2613,3994.42,534,3141.68,2670000
24.1365,-48184.60546875,535,45.5329,4436.66,535,3316.25,2675000
24.9829,-49987.8359375,536,46.1748,4441.69,536,3284.07,2680000
26.6201,-48875.44921875,537,45.3541,4037.3,537,3326.9,2685000
201.0322,-75533.2109375,538,125.5554,-2273.46,538,-2518.78,2690000
409.8954,-76772.4296875,539,115.6114,-2064.17,539,-2431.96,2695000
577.9987,-77804.4765625,540,95.7085,-663.42,540,-458.09,2700000
317.9421,-77194.3359375,541,89.2879,-483.72,541,-858.49,2705000
354.757,-74971.0390625,542,89.6996,-326.2,542,-430.96,2710000
176.6791,-75912.6875,543,83.3026,-287.64,543,-502.52,2715000
139.0142,-73434.5703125,544,76.4738,-337.15,544,-370.18,2720000
172.0759,-44998.66015625,545,93.3927,-906.74,545,-945.27,2725000
143.4758,-61602.640625,546,94.5086,-421.09,546,-583.27,2730000
109.9898,-73557.1875,547,80.3477,-1277.03,547,-1042.78,2735000
54.8178,-67829.1015625,548,69.2092,28.97,548,130.98,2740000
109.1372,-73014.765625,549,67.1165,178.97,549,182.47,2745000
65.1493,-75852.8984375,550,72.8344,-53.85,550,-62.05,2750000
74.8798,-71253.265625,551,65.9971,125.9,551,43.74,2755000
137.9258,-72418.5546875,552,66.6797,43.25,552,75.51,2760000
130.6848,-74504.0234375,553,68.0561,-138.98,553,-189.8,2765000
138.4691,-76210.40625,554,68.9969,-20.81,554,-209.69,2770000
207.7715,-75334.25,555,67.716,-72.13,555,-1.5,2775000
199.1294,-79306.6328125,556,71.3195,93.25,556,60.37,2780000
120.859,-72693.421875,557,63.1021,227.27,557,246.59,2785000
85.2434,-74409.03125,558,70.2881,130.92,558,190.76,2790000
104.8162,-74423.1015625,559,66.5875,-52.21,559,67.5,2795000
117.3212,-73690.2578125,560,68.3929,-5.77,560,17.7,2800000
172.9362,-75423.4296875,561,67.1973,257.52,561,175.05,2805000
106.5974,-74323.859375,562,65.9261,309.3,562,286.81,2810000
172.1637,-72895.5546875,563,60.5899,625.76,563,339.73,2815000
185.4048,-70669.0546875,564,60.9815,874.47,564,778.89,2820000
168.6531,-70978.015625,565,59.9215,396.2,565,347.34,2825000
231.6482,-79605.1328125,566,66.5452,534.23,566,569.04,2830000
125.7241,-72568.25,567,59.3565,542.33,567,353.9,2835000
190.6117,-80086.2890625,568,65.3764,231.42,568,369.88,2840000
101.3524,-70247.265625,569,56.317,371.47,569,397.36,2845000
163.0754,-77462.9453125,570,64.313,309.69,570,312.05,2850000
81.6482,-74049.78125,571,59.8899,810.57,571,354.45,2855000
150.5024,-75354.3515625,572,60.7007,357.45,572,384.44,2860000
138.5347,-73664.765625,573,59.338,834.2,573,1041.36,2865000
133.6735,-80045.8515625,574,64.3773,462.55,574,576.35,2870000
116.4665,-72093.2578125,575,58.666,929.89,575,734.62,2875000
70.154,-67730.6796875,576,56.623,1158.6,576,663.98,2880000
61.8381,-64927.8984375,577,57.0608,1174.83,577,1269.26,2885000
76.2738,-66164.2734375,578,54.3312,1182.79,578,1080.91,2890000
49.0361,-60988.6171875,579,50.5208,1285.57,579,942.16,2895000
87.168,-69582.6484375,580,58.5214,1423.15,580,1049.99,2900000
108.7599,-64302.98828125,581,58.0031,1536.27,581,1527.17,2905000
69.0346,-69292.7421875,582,59.2738,1221.22,582,1077.37,2910000
87.1331,-64699.16015625,583,59.8156,1604.13,583,1370.15,2915000
96.6432,-65151.62890625,584,57.7331,1298.89,584,1596.65,2920000
35.6091,-58605.95703125,585,55.312,1574.75,585,1461.06,2925000
46.6847,-61416.1875,586,51.1537,1534.24,586,1418.2,2930000
84.1368,-56678.0390625,587,46.4532,963.84,587,1182.58,2935000
120.5847,-62824.58984375,588,50.4786,1709.83,588,1133.51,2940000
32.792,-55698.7578125,589,47.9013,2683.09,589,1455.98,2945000
48.6803,-57096.00390625,590,49.817,2844.82,590,1802.38,2950000
49.7812,-66443.453125,591,51.9559,2037.05,591,1389.41,2955000
50.3459,-65899.765625,592,51.5567,2385.33,592,1780.83,2960000
30.4469,-56395.41015625,593,49.004,2251.71,593,1874.57,2965000
40.3753,-59741.91015625,594,49.1674,2672.91,594,1302.41,2970000
44.1448,-65532.734375,595,51.1115,2349.41,595,1704.37,2975000
41.299,-64828.5078125,596,50.7243,2077.36,596,1521.88,2980000
32.8622,-61821.859375,597,49.6485,2240.43,597,1752.39,2985000
35.8454,-60767.76171875,598,49.3565,2489.6,598,1979.26,2990000
39.8178,-59651.515625,599,49.3249,2190.95,599,1900.65,2995000
