Reward Loss,Running Forward KL,Real Sto Return,Running Reverse KL,Real Det Return,Itration,Running Env Steps,Running Update Time
-5433.33154296875,41.9479,4518.41,18.9775,4550.05,384,1920000,384
-5444.9150390625,41.9054,4546.18,19.565,4613.49,385,1925000,385
-5224.8701171875,41.4644,4514.04,17.2409,4550.38,386,1930000,386
-5535.77685546875,41.8965,4544.64,19.596,4577.48,387,1935000,387
-5538.69921875,41.7591,4523.16,18.3619,4592.64,388,1940000,388
-5444.50048828125,41.6308,4521.77,18.4183,4545.19,389,1945000,389
-5390.60400390625,41.757,4451.0,17.9651,4567.35,390,1950000,390
-5410.93359375,41.6193,4504.96,18.3162,4525.4,391,1955000,391
-5546.8564453125,41.3198,4516.19,18.6276,4540.2,392,1960000,392
-5541.220703125,41.6918,4478.5,18.7232,4510.87,393,1965000,393
-5496.94482421875,41.7057,4515.99,18.2481,4551.21,394,1970000,394
-5428.65283203125,41.3266,4527.95,18.3447,4563.47,395,1975000,395
-5664.76025390625,42.0455,4518.11,18.622,4544.21,396,1980000,396
-5602.74609375,41.9054,4323.91,18.9786,4505.69,397,1985000,397
-5697.18017578125,41.8137,4487.47,18.7256,4525.45,398,1990000,398
-5505.74267578125,41.4487,4497.46,17.9088,4524.85,399,1995000,399
-5641.994140625,41.6216,4502.34,17.8737,4515.49,400,2000000,400
-5663.595703125,41.9115,4339.68,18.2103,4524.9,401,2005000,401
-5737.0419921875,41.8731,4315.37,18.6531,4490.38,402,2010000,402
-5673.85009765625,42.1245,4365.75,19.4105,4550.98,403,2015000,403
-5789.423828125,41.4793,4505.35,18.5508,4529.53,404,2020000,404
-5807.83935546875,41.9782,4506.43,19.6589,4536.17,405,2025000,405
-5730.2666015625,41.6884,4473.37,18.0655,4455.19,406,2030000,406
-5882.2978515625,41.8941,4496.89,19.2008,4526.89,407,2035000,407
-5915.98974609375,41.8874,4491.15,18.7154,4524.86,408,2040000,408
-5759.07177734375,41.2581,4515.07,18.3193,4589.03,409,2045000,409
-5880.404296875,41.8168,4493.3,18.6104,4568.96,410,2050000,410
-5757.9111328125,41.199,4508.51,18.1803,4522.39,411,2055000,411
-5881.939453125,41.9627,4298.21,18.2028,4565.8,412,2060000,412
-5918.79052734375,41.617,4511.79,18.6378,4554.14,413,2065000,413
-5973.244140625,41.3703,4499.01,17.973,4521.07,414,2070000,414
-6028.1025390625,41.5954,4511.71,18.329,4545.89,415,2075000,415
-6113.98193359375,41.6864,4529.79,19.1827,4549.17,416,2080000,416
-5975.27880859375,41.1515,4519.07,17.966,4562.73,417,2085000,417
-6119.15576171875,41.0895,4513.26,18.2125,4531.52,418,2090000,418
-6083.30615234375,41.7524,4459.41,18.5915,4525.15,419,2095000,419
-6127.66015625,42.0583,4493.15,19.039,4533.55,420,2100000,420
-6032.17529296875,41.6282,4533.13,18.1961,4577.28,421,2105000,421
-6050.64404296875,41.6835,4371.48,18.6989,4546.11,422,2110000,422
-6270.77783203125,41.7885,4539.17,19.2027,4592.75,423,2115000,423
-6195.94384765625,41.4544,4537.73,18.3942,4587.47,424,2120000,424
-6361.16357421875,41.7247,4515.43,18.6819,4548.96,425,2125000,425
-6326.099609375,41.8531,4519.02,18.7616,4573.05,426,2130000,426
-6197.6279296875,41.8886,4529.74,18.44,4562.57,427,2135000,427
-6466.65966796875,42.271,4522.59,19.5254,4584.15,428,2140000,428
-6292.79296875,41.6201,4470.82,18.3049,4590.5,429,2145000,429
-6243.76123046875,41.3706,4512.85,17.5755,4528.22,430,2150000,430
-6270.32861328125,41.7857,4514.74,18.4878,4539.22,431,2155000,431
-6267.95458984375,41.6613,4521.5,17.8766,4571.58,432,2160000,432
-6261.31787109375,41.6846,4449.28,17.8942,4548.53,433,2165000,433
-6503.52783203125,41.689,4525.8,18.1956,4580.39,434,2170000,434
-6360.224609375,41.3303,4525.8,17.9701,4585.25,435,2175000,435
-6457.90283203125,41.559,4457.93,18.1362,4585.33,436,2180000,436
-6461.21923828125,42.0512,4504.07,18.6871,4533.61,437,2185000,437
-6467.42236328125,41.8103,4447.46,18.6339,4594.22,438,2190000,438
-6420.32861328125,41.5701,4531.5,17.8946,4586.92,439,2195000,439
-6512.12890625,41.4465,4446.67,18.7042,4571.76,440,2200000,440
-6371.0029296875,41.0145,4517.38,17.5859,4579.97,441,2205000,441
-6521.806640625,41.398,4501.16,17.903,4552.03,442,2210000,442
-6518.47314453125,41.9317,4554.38,17.8628,4590.79,443,2215000,443
-6390.77294921875,41.608,4561.26,18.154,4627.08,444,2220000,444
-6575.978515625,41.5505,4367.6,18.1749,4600.41,445,2225000,445
-6357.2197265625,41.2904,4548.12,18.1148,4599.61,446,2230000,446
-6519.85693359375,41.3085,4565.38,18.1008,4635.15,447,2235000,447
-6359.19580078125,41.1998,4558.06,17.8253,4615.6,448,2240000,448
-6379.87060546875,41.2976,4529.52,17.3908,4593.82,449,2245000,449
-6534.0546875,41.5935,4567.43,17.8114,4637.04,450,2250000,450
-6566.06640625,41.8763,4544.09,17.9817,4633.11,451,2255000,451
-6590.35302734375,41.3003,4532.54,18.0664,4605.25,452,2260000,452
-6627.81982421875,41.5423,4396.31,18.5127,4610.39,453,2265000,453
-6507.001953125,41.6991,4468.38,18.6101,4665.72,454,2270000,454
-6708.38037109375,41.6677,4526.8,17.5371,4625.81,455,2275000,455
-6620.71435546875,41.415,4525.3,17.58,4611.51,456,2280000,456
-6740.224609375,41.0955,4527.05,17.413,4615.73,457,2285000,457
-6631.6552734375,41.3904,4533.4,17.5996,4612.05,458,2290000,458
-6569.0078125,41.6543,4558.1,18.0297,4654.15,459,2295000,459
-6580.9482421875,41.2458,4528.6,17.8418,4619.21,460,2300000,460
-6404.3544921875,41.4906,4511.92,17.9201,4603.25,461,2305000,461
-6519.806640625,41.2972,4334.9,18.0221,4615.34,462,2310000,462
-6315.33837890625,41.5715,4529.99,16.7396,4608.48,463,2315000,463
-6582.93359375,41.5725,4589.72,17.8637,4662.05,464,2320000,464
-6601.080078125,41.6103,4522.33,18.0818,4631.64,465,2325000,465
-6648.634765625,41.4135,4556.57,17.8455,4616.97,466,2330000,466
-6853.72802734375,41.5514,4566.99,18.3875,4659.12,467,2335000,467
-6669.8134765625,41.3114,4549.28,17.4914,4637.82,468,2340000,468
-6661.82421875,41.4572,4567.82,17.9886,4636.79,469,2345000,469
-6616.34130859375,41.7836,4564.13,17.2707,4609.29,470,2350000,470
-6640.3076171875,41.4748,4481.55,17.0524,4642.13,471,2355000,471
-6681.125,41.3485,4498.88,17.9528,4617.15,472,2360000,472
-6602.84375,41.6618,4374.47,17.7397,4610.78,473,2365000,473
-6734.6083984375,41.5608,4576.15,17.9274,4638.45,474,2370000,474
-6703.81982421875,41.6278,4392.85,18.614,4670.28,475,2375000,475
-6791.7578125,41.7072,4562.94,17.4084,4626.85,476,2380000,476
-6146.03173828125,44.6293,1248.39,27.0989,1490.77,477,2385000,477
-5765.0224609375,44.665,1854.85,18.1133,4395.88,478,2390000,478
-4202.91455078125,45.7716,965.46,18.1938,1105.62,479,2395000,479
-5004.01904296875,47.2896,715.7,17.6675,675.51,480,2400000,480
-6455.71337890625,50.7431,298.5,41.2881,292.99,481,2405000,481
-6441.93212890625,48.7136,854.98,51.0638,583.95,482,2410000,482
-6343.37451171875,46.0853,936.4,38.2841,1060.37,483,2415000,483
-4858.00634765625,49.5643,404.1,24.959,404.78,484,2420000,484
-6845.50732421875,44.9447,1529.09,20.0186,2343.94,485,2425000,485
-5999.5537109375,44.7462,1377.78,18.9622,2292.77,486,2430000,486
-6005.9404296875,43.8873,1446.6,19.7579,1747.92,487,2435000,487
-6160.205078125,43.3315,1940.76,20.6457,1001.59,488,2440000,488
-6446.87353515625,43.77,2598.62,35.53,4390.76,489,2445000,489
-6460.44287109375,43.3083,3237.57,26.3776,4597.59,490,2450000,490
-6784.01806640625,42.6927,3492.69,22.1501,4589.64,491,2455000,491
-7046.21875,42.6629,3919.74,21.7286,4622.25,492,2460000,492
-7342.00732421875,42.6124,3894.18,20.6603,4572.79,493,2465000,493
-7582.06494140625,43.4752,4522.39,23.4879,4590.61,494,2470000,494
-7363.14111328125,42.9746,4472.26,22.4612,4529.78,495,2475000,495
-7481.123046875,42.6597,4543.54,23.8649,4598.79,496,2480000,496
-7261.53466796875,42.3652,4343.41,22.9209,4619.25,497,2485000,497
-7263.48828125,42.8552,4528.19,22.9291,4563.89,498,2490000,498
-7245.00341796875,43.1324,4535.05,24.3836,4585.77,499,2495000,499
-7280.8671875,42.5434,4414.84,23.1279,4559.99,500,2500000,500
-7106.71826171875,42.5999,4445.13,23.8147,4440.8,501,2505000,501
-7173.44970703125,42.8741,4461.72,23.8501,4467.1,502,2510000,502
-7187.2353515625,42.5007,4453.45,23.4522,4546.76,503,2515000,503
-7059.77001953125,42.0972,4544.38,22.6629,4541.58,504,2520000,504
-6958.0283203125,42.0883,4487.18,21.5957,4481.34,505,2525000,505
-7081.5078125,42.3909,4552.4,22.4231,4586.4,506,2530000,506
-7174.029296875,42.0326,4586.82,21.7175,4657.29,507,2535000,507
-6920.986328125,42.1713,4546.36,19.7485,4550.01,508,2540000,508
-7030.38427734375,41.5113,4363.43,20.0804,4637.55,509,2545000,509
-6879.65869140625,41.8285,4548.6,19.8356,4580.93,510,2550000,510
-6864.02587890625,41.8094,4517.71,19.7841,4520.53,511,2555000,511
-6540.642578125,43.1533,3141.81,22.7648,2293.19,512,2560000,512
-7114.703125,43.2531,2600.89,36.4257,4238.41,513,2565000,513
-6399.064453125,49.4337,352.56,40.525,383.17,514,2570000,514
-5041.39306640625,47.5344,1419.79,20.7244,448.66,515,2575000,515
-7569.75146484375,43.8183,4326.24,27.2197,4339.59,516,2580000,516
-7146.04541015625,45.2443,3439.73,23.3359,4251.18,517,2585000,517
-4767.6845703125,45.7709,882.17,20.0442,186.58,518,2590000,518
-3789.586669921875,50.62,406.72,18.2919,139.17,519,2595000,519
-7837.81884765625,44.9303,4350.76,24.3575,4622.6,520,2600000,520
-7837.21044921875,44.06,4538.01,24.5184,4587.87,521,2605000,521
-7621.32763671875,43.1155,4505.07,22.6156,4582.19,522,2610000,522
-7625.7353515625,42.8152,4493.1,21.3407,4579.53,523,2615000,523
-7410.58203125,41.8424,4447.32,20.2226,4525.6,524,2620000,524
-7419.97119140625,41.7571,4462.95,19.4791,4537.1,525,2625000,525
-7451.498046875,41.5462,4453.56,19.3928,4521.08,526,2630000,526
-7364.01904296875,41.8877,4477.51,19.4494,4565.31,527,2635000,527
-7620.857421875,42.4236,4525.89,20.1888,4588.06,528,2640000,528
-7618.771484375,42.1808,4530.13,20.7846,4580.03,529,2645000,529
-7675.8896484375,41.9966,4538.1,20.4465,4591.49,530,2650000,530
-7708.15771484375,42.1925,4495.23,20.3903,4605.09,531,2655000,531
-7615.30712890625,42.1061,4567.3,20.2963,4608.12,532,2660000,532
-7656.0234375,42.2456,4562.34,20.5104,4609.34,533,2665000,533
-7545.51123046875,42.0198,4578.37,20.0408,4628.33,534,2670000,534
-7589.54931640625,41.607,4590.95,20.0459,4650.48,535,2675000,535
-7566.25439453125,41.5775,4585.25,20.2429,4640.12,536,2680000,536
-7659.84423828125,42.2418,4582.21,20.353,4641.59,537,2685000,537
-7700.15771484375,42.4158,4579.49,20.9077,4634.83,538,2690000,538
-7671.60986328125,42.3177,4575.1,20.1568,4641.48,539,2695000,539
-7543.00146484375,42.1506,4567.4,19.9189,4616.43,540,2700000,540
-7528.681640625,41.7897,4595.95,19.6572,4652.31,541,2705000,541
-7658.81689453125,41.5958,4411.45,20.301,4505.84,542,2710000,542
-7620.9384765625,41.2849,4581.82,19.5345,4636.08,543,2715000,543
-7591.7421875,41.6595,4594.61,19.3277,4660.57,544,2720000,544
-7545.9375,41.6658,4561.32,19.711,4620.0,545,2725000,545
-7656.92529296875,42.0478,4403.55,19.7535,4617.07,546,2730000,546
-7530.10107421875,41.7154,4566.64,19.41,4614.35,547,2735000,547
-7675.51171875,41.7247,4580.81,19.7226,4611.23,548,2740000,548
-7688.65185546875,41.4675,4582.55,19.3418,4637.51,549,2745000,549
-7655.65087890625,42.3188,4584.0,19.9284,4630.54,550,2750000,550
-7600.33984375,41.7559,4556.0,19.2456,4672.52,551,2755000,551
-7694.5185546875,41.7651,4592.54,19.429,4637.78,552,2760000,552
-7635.8701171875,41.9293,4388.03,19.805,4641.42,553,2765000,553
-7583.27685546875,42.1762,4594.22,19.8269,4650.7,554,2770000,554
-7674.7392578125,41.685,4614.39,20.1688,4662.41,555,2775000,555
-7754.11376953125,41.7602,4553.35,19.3441,4652.8,556,2780000,556
-4844.0390625,50.426,-11.0,27.7288,-11.18,557,2785000,557
-7552.06298828125,43.6871,3382.02,33.8796,1286.72,558,2790000,558
-8196.44921875,42.4216,4310.39,21.0746,4591.89,559,2795000,559
-8274.0234375,42.0707,4569.07,19.7988,4637.84,560,2800000,560
-8149.080078125,41.9956,4539.7,19.5768,4633.61,561,2805000,561
-8322.486328125,42.0345,4172.32,19.7083,4649.09,562,2810000,562
-8201.1259765625,41.8151,4597.11,20.1348,4672.72,563,2815000,563
-8062.35888671875,42.1515,4355.62,20.2563,4646.1,564,2820000,564
-8158.22021484375,42.356,4371.49,20.6871,4655.91,565,2825000,565
-8311.5263671875,42.7753,4554.37,21.0911,4630.07,566,2830000,566
-8200.4775390625,42.6031,4374.06,20.6831,4670.72,567,2835000,567
-8282.38671875,42.4846,4576.8,21.326,4652.12,568,2840000,568
-7304.03125,48.1434,0.75,52.8166,0.45,569,2845000,569
-8310.248046875,44.0016,3908.28,22.6061,3859.84,570,2850000,570
-8523.568359375,44.1004,4289.25,25.8708,4306.34,571,2855000,571
-8395.9677734375,43.0827,4352.58,23.3916,4524.51,572,2860000,572
-8496.740234375,42.7105,4422.47,20.8657,4542.25,573,2865000,573
-8426.53515625,43.0246,4298.65,20.2779,4539.71,574,2870000,574
-8355.5068359375,41.7911,4532.38,19.0111,4578.65,575,2875000,575
-8329.3955078125,42.0711,4529.72,19.7089,4591.28,576,2880000,576
-8117.708984375,42.14,4536.49,19.6961,4603.69,577,2885000,577
-8270.037109375,41.8196,4563.79,20.0475,4633.92,578,2890000,578
-8228.60546875,42.0647,4396.6,20.661,4666.84,579,2895000,579
-8161.14501953125,41.9808,4587.48,21.5656,4658.17,580,2900000,580
-8278.3359375,42.1472,4360.59,21.1099,4668.75,581,2905000,581
-8306.4111328125,42.6423,4551.91,21.8939,4616.06,582,2910000,582
-8199.4189453125,42.3434,4586.09,21.4539,4664.68,583,2915000,583
-8357.9873046875,42.4796,4485.61,22.0766,4574.21,584,2920000,584
-5571.95556640625,46.5494,56.88,29.7368,48.8,585,2925000,585
-8360.93359375,44.1287,2852.89,23.17,2925.69,586,2930000,586
-7954.7216796875,44.2129,3795.8,22.5665,4458.17,587,2935000,587
-8276.576171875,42.4932,4215.27,22.4409,4660.8,588,2940000,588
-8922.16015625,43.2041,4060.68,23.1063,4460.51,589,2945000,589
-8574.3466796875,43.217,3912.97,22.5369,4658.79,590,2950000,590
-8686.5205078125,43.1426,4464.61,24.2269,4722.55,591,2955000,591
-8663.8408203125,44.0271,4558.29,24.3436,4647.49,592,2960000,592
-8668.9091796875,43.1006,4512.24,23.5057,4650.99,593,2965000,593
-8573.208984375,42.7184,4568.56,23.4938,4638.09,594,2970000,594
-8727.1259765625,43.0007,4559.96,23.5741,4616.21,595,2975000,595
-8710.4892578125,43.4285,4557.61,24.5406,4631.99,596,2980000,596
-8678.994140625,43.41,4490.18,24.3848,4529.41,597,2985000,597
-8611.515625,43.8035,4294.58,25.8016,4329.61,598,2990000,598
-8949.3525390625,44.2957,4301.6,26.4587,4438.15,599,2995000,599
-8897.541015625,43.8955,4467.23,24.9601,4488.34,600,3000000,600
-8832.365234375,43.388,4435.91,24.4239,4488.8,601,3005000,601
-8970.5751953125,44.1414,4522.74,24.7838,4587.66,602,3010000,602
-8952.576171875,43.178,4513.19,24.4659,4581.51,603,3015000,603
-8760.884765625,42.9341,4551.37,23.5062,4618.45,604,3020000,604
-8819.8359375,43.3398,4549.04,23.8656,4625.8,605,3025000,605
-8815.888671875,43.082,4544.92,24.0989,4617.07,606,3030000,606
-8861.005859375,43.1218,4465.96,24.8013,4527.49,607,3035000,607
-8862.9873046875,42.4678,4508.31,22.6336,4562.73,608,3040000,608
-9023.564453125,42.8738,4450.48,23.3832,4508.38,609,3045000,609
-9081.1337890625,42.5305,4447.9,23.8696,4516.62,610,3050000,610
-8945.0205078125,42.8178,4483.61,22.9149,4512.89,611,3055000,611
-8890.458984375,42.6218,4469.06,22.1277,4483.21,612,3060000,612
-8832.30078125,42.584,4475.43,21.4569,4526.12,613,3065000,613
-8718.7275390625,42.2645,4512.98,21.5847,4562.96,614,3070000,614
-8755.6513671875,42.0078,3859.33,22.0736,4582.19,615,3075000,615
-8780.3310546875,41.7122,4521.7,22.0169,4598.9,616,3080000,616
-8875.4443359375,41.7067,4507.04,21.0035,4586.42,617,3085000,617
-8980.787109375,42.0057,4343.19,21.6209,4570.79,618,3090000,618
-9033.224609375,42.3813,4502.49,21.7731,4573.03,619,3095000,619
-9151.140625,42.5736,4528.52,23.0023,4610.75,620,3100000,620
-9270.982421875,42.4866,4532.11,22.1697,4614.55,621,3105000,621
-9204.244140625,42.7869,4552.3,22.5109,4639.78,622,3110000,622
-8974.9482421875,41.9379,4279.49,21.0695,4664.87,623,3115000,623
-8690.755859375,42.0455,4542.94,21.1843,4620.14,624,3120000,624
-8951.728515625,41.9329,4365.91,20.6788,4695.06,625,3125000,625
-8874.3017578125,41.9853,4553.77,20.6419,4662.61,626,3130000,626
-8920.9580078125,42.0862,4573.84,21.372,4643.46,627,3135000,627
-8584.5087890625,42.0127,4589.36,20.1721,4669.12,628,3140000,628
-8577.7626953125,41.6987,4372.33,19.2874,4679.25,629,3145000,629
-8981.787109375,41.6873,4143.46,20.3532,4666.17,630,3150000,630
-9229.3427734375,42.802,4573.28,21.2298,4682.16,631,3155000,631
-9036.46484375,42.2768,4593.38,20.4787,4682.56,632,3160000,632
-9036.3173828125,41.6654,4585.2,20.6305,4671.67,633,3165000,633
-9019.935546875,41.862,4595.13,20.9036,4701.03,634,3170000,634
-9352.9326171875,42.428,4589.59,21.2848,4687.13,635,3175000,635
-9182.77734375,42.4418,4422.51,21.4219,4677.43,636,3180000,636
-9337.353515625,42.4674,4588.3,21.6648,4690.06,637,3185000,637
-8973.716796875,42.3963,4447.17,21.715,4654.38,638,3190000,638
-9098.5498046875,42.3184,4597.15,21.262,4682.9,639,3195000,639
-9188.0966796875,42.0902,4590.36,21.1358,4689.72,640,3200000,640
-9195.8642578125,42.2618,4582.61,21.5774,4667.14,641,3205000,641
-9232.4013671875,42.368,4597.24,22.5194,4656.11,642,3210000,642
-9198.2626953125,42.0968,4405.14,22.0853,4645.96,643,3215000,643
-9384.8154296875,42.9201,4530.75,22.6013,4654.52,644,3220000,644
-9013.5556640625,42.3817,4552.45,20.8554,4623.56,645,3225000,645
-9153.4814453125,42.09,4565.19,21.8207,4620.51,646,3230000,646
-9250.294921875,42.4174,4581.15,22.2105,4626.86,647,3235000,647
-9387.2880859375,42.8279,4569.4,22.4985,4637.54,648,3240000,648
-9101.779296875,42.0803,4581.5,21.3269,4645.19,649,3245000,649
-9132.10546875,41.7871,4562.71,20.7585,4626.67,650,3250000,650
-9382.697265625,42.2093,4557.72,22.022,4628.93,651,3255000,651
-9337.5927734375,42.4703,4559.62,22.6752,4621.75,652,3260000,652
-9508.2001953125,42.2479,4593.71,21.7026,4648.28,653,3265000,653
-9588.828125,42.456,4572.81,23.427,4622.14,654,3270000,654
-9587.232421875,42.6118,4587.21,22.8042,4652.2,655,3275000,655
-9447.611328125,42.2819,4572.59,22.5254,4630.34,656,3280000,656
-9551.4560546875,42.2491,4574.15,22.1019,4644.55,657,3285000,657
-9608.0361328125,42.111,4568.2,21.7454,4645.87,658,3290000,658
-9471.3271484375,41.9166,4578.97,21.0754,4635.82,659,3295000,659
-9386.4814453125,42.4502,4579.34,21.5749,4627.06,660,3300000,660
-9377.8203125,41.5854,4566.46,21.027,4626.55,661,3305000,661
-9402.5458984375,41.9922,4589.86,20.998,4644.69,662,3310000,662
-9527.0224609375,41.9773,4560.38,21.9146,4612.38,663,3315000,663
-9874.4248046875,43.3671,4503.22,23.4312,4582.48,664,3320000,664
-10245.84765625,44.5299,4644.4,25.4121,4729.76,665,3325000,665
-10058.357421875,43.7495,4565.76,24.6007,4605.61,666,3330000,666
-9800.1826171875,42.2063,4567.3,23.1578,4642.97,667,3335000,667
-9752.2216796875,41.7232,4433.18,22.0909,4632.43,668,3340000,668
-9565.6416015625,41.6145,4397.21,22.2683,4648.74,669,3345000,669
-9354.2216796875,40.8795,4575.87,22.9756,4647.2,670,3350000,670
-9740.5126953125,42.0781,4571.99,22.4633,4629.13,671,3355000,671
-10039.23046875,42.5017,4519.4,22.9518,4596.17,672,3360000,672
-7691.20068359375,48.2272,662.36,28.4498,726.04,673,3365000,673
-8879.541015625,48.2715,299.95,32.8465,310.94,674,3370000,674
-8571.5498046875,45.1448,2849.65,36.9382,1576.68,675,3375000,675
-8279.669921875,44.9874,2484.82,32.871,4034.63,676,3380000,676
-8487.2392578125,44.3869,3163.32,22.4224,3458.41,677,3385000,677
-9498.375,43.2234,4499.13,24.1748,4541.96,678,3390000,678
-9623.1396484375,43.8255,4510.8,24.3349,4491.71,679,3395000,679
-9785.6435546875,43.5734,4520.0,23.5586,4537.58,680,3400000,680
-9584.826171875,42.8502,4531.21,23.6121,4571.45,681,3405000,681
-9816.134765625,43.282,4583.27,25.3273,4641.6,682,3410000,682
-9840.5537109375,43.4948,4535.83,23.6254,4578.0,683,3415000,683
-10078.1708984375,43.3458,4617.13,25.3392,4648.04,684,3420000,684
-9936.4736328125,43.2851,4448.47,24.9732,4669.69,685,3425000,685
-10099.1455078125,43.1423,4640.83,25.0815,4680.77,686,3430000,686
-9804.4697265625,42.9091,4595.66,24.2173,4650.26,687,3435000,687
-10184.6201171875,42.9029,4634.68,23.959,4676.6,688,3440000,688
-10000.4296875,42.5861,4594.06,23.5496,4647.97,689,3445000,689
-10105.0107421875,42.9863,4608.99,23.9596,4645.65,690,3450000,690
-9951.6015625,42.1804,4582.05,22.5392,4624.14,691,3455000,691
-10071.4130859375,42.303,4434.03,22.4671,4644.74,692,3460000,692
-9925.70703125,41.9082,4617.69,21.2187,4653.19,693,3465000,693
-9622.7724609375,42.0722,4353.47,21.2856,4661.68,694,3470000,694
-9945.7294921875,41.6771,4606.7,20.8148,4672.42,695,3475000,695
-10094.24609375,42.4514,4582.23,22.0908,4648.34,696,3480000,696
-10100.1103515625,42.2493,4619.1,21.4884,4696.43,697,3485000,697
-10058.859375,41.9962,4512.58,21.3047,4676.72,698,3490000,698
-10046.4775390625,42.2127,4598.86,21.1583,4666.59,699,3495000,699
-9909.107421875,42.0328,4471.15,19.9095,4693.54,700,3500000,700
-9863.0087890625,42.4868,4417.59,19.9866,4668.13,701,3505000,701
-9876.8662109375,41.5028,4566.58,19.4538,4645.88,702,3510000,702
-9834.6689453125,41.5762,4526.46,20.0124,4666.61,703,3515000,703
-9829.9873046875,41.8982,4561.81,20.1109,4661.76,704,3520000,704
-9787.6123046875,41.4006,4534.83,19.6545,4687.66,705,3525000,705
-9841.00390625,41.9615,4585.96,20.0366,4676.59,706,3530000,706
-9862.78515625,41.3318,4574.43,19.4581,4653.77,707,3535000,707
-9748.376953125,41.3187,4415.87,18.6346,4648.41,708,3540000,708
-9818.3720703125,41.6621,4568.69,20.0108,4639.86,709,3545000,709
-9896.169921875,41.7432,4578.67,19.3768,4633.43,710,3550000,710
-10023.4345703125,41.6372,4396.84,19.2502,4622.26,711,3555000,711
-9964.9375,41.6502,4548.61,19.2011,4620.32,712,3560000,712
-10086.1142578125,42.1226,4537.7,19.3506,4609.83,713,3565000,713
-10135.3896484375,41.5913,4413.86,19.8947,4633.15,714,3570000,714
-10019.134765625,41.3275,4403.27,18.9722,4639.45,715,3575000,715
-9869.103515625,41.7848,4539.64,18.7142,4638.55,716,3580000,716
-10092.3876953125,41.7678,4552.89,18.6934,4639.45,717,3585000,717
-9880.21484375,41.4358,4471.59,18.4134,4628.63,718,3590000,718
-9987.744140625,41.724,4527.33,18.6492,4609.76,719,3595000,719
-10158.103515625,41.414,4548.81,17.9041,4655.81,720,3600000,720
-10134.021484375,41.4368,4425.32,18.3813,4677.23,721,3605000,721
-10302.3623046875,41.5903,4431.6,19.1599,4690.35,722,3610000,722
-10236.064453125,41.7324,4558.35,18.0768,4659.52,723,3615000,723
-10249.6552734375,42.0098,4557.51,18.7028,4610.03,724,3620000,724
-10298.1318359375,41.7432,4556.83,18.6174,4618.64,725,3625000,725
-9720.2705078125,41.5982,4404.46,17.4462,4670.18,726,3630000,726
-10420.8603515625,41.7376,4249.56,19.0846,4639.84,727,3635000,727
-10224.1357421875,41.9626,4288.97,18.6297,4659.66,728,3640000,728
-10220.4384765625,41.64,4143.51,18.4556,4615.94,729,3645000,729
-10058.201171875,41.478,4458.47,17.9591,4622.94,730,3650000,730
-10257.34375,41.837,4389.62,19.3671,4589.2,731,3655000,731
-9980.9384765625,41.5195,4531.37,18.4706,4596.75,732,3660000,732
-10229.15625,41.5025,4518.93,19.1871,4590.56,733,3665000,733
-10365.40625,42.2066,4533.31,19.3215,4596.99,734,3670000,734
-10242.462890625,41.6979,4532.75,19.5177,4586.15,735,3675000,735
-10029.3544921875,41.6793,4456.55,18.0638,4591.71,736,3680000,736
-10309.9501953125,41.5377,4447.18,18.563,4587.56,737,3685000,737
-10279.3095703125,41.4506,4354.46,18.0649,4596.06,738,3690000,738
-10425.3125,41.6719,4510.09,18.013,4592.09,739,3695000,739
-10452.3447265625,41.698,4412.89,18.2128,4588.55,740,3700000,740
-10512.9111328125,41.6067,4497.78,18.7926,4573.52,741,3705000,741
-10394.4521484375,41.6525,4410.45,18.7771,4586.52,742,3710000,742
-10598.953125,41.6078,4353.87,18.723,4594.69,743,3715000,743
-10249.044921875,41.9114,4503.13,18.1066,4589.5,744,3720000,744
-10200.828125,41.6948,4370.45,18.7798,4598.46,745,3725000,745
-10492.6826171875,41.4687,4219.7,18.9373,4665.83,746,3730000,746
-10607.0087890625,41.6393,4361.44,18.6918,4645.58,747,3735000,747
-10322.75390625,41.2217,4359.34,17.6133,4605.0,748,3740000,748
-10105.1806640625,41.6747,4327.97,17.7049,4591.53,749,3745000,749
-10061.9072265625,41.7824,4293.81,18.248,4591.45,750,3750000,750
-9978.845703125,42.0652,4405.09,17.7997,4618.85,751,3755000,751
-10196.5849609375,41.3301,3704.76,18.055,4632.75,752,3760000,752
-10262.4765625,41.325,4354.56,18.4682,4611.48,753,3765000,753
-10298.6484375,41.8787,4224.07,17.8749,4597.19,754,3770000,754
-10529.744140625,41.0888,4517.69,17.7011,4597.93,755,3775000,755
-10278.0703125,41.1287,4090.26,17.8517,4611.4,756,3780000,756
-10135.4931640625,41.2484,4354.57,17.4984,4569.25,757,3785000,757
-10246.9111328125,41.4894,4481.95,17.9988,4551.37,758,3790000,758
-10384.751953125,41.9918,4346.86,18.9208,4580.42,759,3795000,759
-10364.814453125,41.5204,4491.67,17.6824,4569.65,760,3800000,760
-10356.7607421875,41.7885,4320.06,17.8313,4544.06,761,3805000,761
-10430.41015625,41.3614,4218.3,17.887,4554.39,762,3810000,762
-10628.96875,41.6799,4416.37,18.2966,4563.36,763,3815000,763
-10384.0615234375,41.2696,4452.69,17.4161,4514.5,764,3820000,764
-10378.93359375,41.6431,4013.01,18.1571,4542.58,765,3825000,765
-10260.19140625,41.7453,4468.69,17.6175,4527.53,766,3830000,766
-10859.6943359375,42.1306,4144.08,18.6573,4556.08,767,3835000,767
