Running Forward KL,Itration,Running Reverse KL,Real Sto Return,Real Det Return
151.5196,52,14.0904,6499.15,7724.13
151.5521,53,15.2659,7278.73,8335.96
150.9068,54,15.7049,7779.19,8263.77
151.1439,55,14.9389,7433.85,8473.6
151.0513,56,15.9104,7947.51,8439.05
151.1048,57,16.0127,7812.81,8284.8
150.9042,58,15.7114,7932.61,8481.55
151.1874,59,16.5331,7629.42,8575.51
150.8324,60,16.1813,7846.44,8366.11
150.3081,61,15.8252,8072.64,8867.99
149.8065,62,15.0156,8176.87,8840.43
150.5858,63,15.5474,8387.78,8851.61
150.6111,64,16.2636,8202.65,8670.63
150.1893,65,16.0128,8291.47,8983.91
150.7789,66,16.4086,8429.75,9022.41
150.0477,67,16.4564,8493.99,8775.76
150.9413,68,16.4508,8374.4,8781.52
150.7829,69,16.1635,8520.68,9070.71
151.4207,70,16.498,8263.68,8861.04
150.2994,71,16.7884,8768.77,9198.62
149.9896,72,16.3899,8690.69,9294.15
149.7488,73,16.5747,8484.43,9072.74
150.2197,74,16.4902,8687.27,9040.44
149.8159,75,15.7564,8752.61,9412.59
150.1102,76,16.5406,8517.22,9289.31
149.8032,77,15.8192,8787.85,9282.53
150.9245,78,16.7285,8664.13,9157.26
149.7972,79,13.9906,6331.85,7320.35
149.3951,80,15.669,8779.19,9376.18
149.5959,81,15.961,8728.6,9388.45
149.6594,82,16.4406,8882.72,9386.48
149.3666,83,16.6058,8649.72,9345.21
149.1917,84,15.1105,7494.93,9035.1
149.8972,85,15.8808,8985.82,9435.59
150.0255,86,16.3071,8721.74,9491.81
149.0719,87,15.3889,8984.24,9568.72
149.1699,88,15.123,8548.68,9654.81
149.9488,89,16.2175,9139.5,9695.17
149.5796,90,17.036,9187.36,9586.31
149.3545,91,16.5026,9041.7,9501.56
149.6349,92,17.1763,9126.18,9579.67
148.9734,93,16.791,9330.94,9766.91
149.4941,94,16.2524,9264.85,9885.41
148.2431,95,16.1438,9430.6,9916.9
149.0664,96,16.2929,8471.57,9727.39
149.4311,97,16.6861,9168.13,9536.07
150.6805,98,17.7324,9097.9,9392.73
149.5651,99,17.0165,9517.71,10032.06
148.0493,100,16.7105,9098.39,10011.33
148.5677,101,16.3265,9405.75,9957.82
148.3421,102,16.365,9074.05,10127.9
148.7112,103,16.0478,9622.23,10131.33
148.8662,104,17.4252,9440.36,9732.55
148.673,105,17.337,9664.17,10047.25
148.8402,106,15.3042,8186.88,9783.74
149.1889,107,15.8594,9178.52,9620.1
148.0906,108,16.0236,9584.59,10204.77
147.6695,109,16.7454,9781.75,10239.51
149.4669,110,17.3326,9524.22,9978.09
147.5215,111,14.9499,9264.83,9008.62
147.9765,112,16.5171,9081.18,10236.31
148.0057,113,16.3904,9449.17,10003.85
146.9591,114,15.9341,9738.47,10353.58
147.4288,115,15.9195,8926.91,10129.0
147.7923,116,16.2403,9831.0,10339.15
148.0746,117,16.2295,9635.76,10237.24
148.8586,118,17.1938,9779.39,10266.62
148.6366,119,16.5447,9766.24,10213.28
147.4511,120,13.7604,8576.31,8648.28
148.2827,121,16.7795,9857.89,10415.1
148.0743,122,16.966,9844.84,10250.79
147.6617,123,16.5156,9604.57,10172.72
148.2035,124,16.3461,9836.48,10291.75
147.7494,125,16.9781,9846.39,10314.5
146.498,126,14.3618,9674.28,10144.06
147.8249,127,15.3426,9603.41,9093.09
148.2778,128,17.0659,9964.92,10529.86
146.8712,129,15.6782,8349.16,10282.23
147.7123,130,16.2228,9864.34,10417.53
146.2422,131,15.8558,10111.42,10712.56
147.9293,132,16.1506,10029.55,10499.28
146.2281,133,15.956,10085.29,10635.81
146.0359,134,15.8,9812.19,10659.32
147.8528,135,16.5444,9958.34,10439.25
146.9359,136,16.1568,10009.88,10530.34
146.9419,137,16.1727,10160.11,10642.22
146.1621,138,16.0594,10219.47,10682.59
146.2531,139,16.0602,10116.71,10717.55
146.6566,140,16.3283,10151.07,10652.42
146.8616,141,16.157,10038.64,10606.77
148.1789,142,15.7246,10054.9,10467.85
146.4343,143,15.2135,9574.29,10508.44
145.7388,144,15.5793,10031.79,10354.5
147.3445,145,16.7045,9769.14,10593.09
147.0059,146,16.4629,9712.19,10718.35
146.4404,147,14.838,10203.85,10799.11
146.5656,148,16.833,10409.41,10868.76
146.4927,149,16.902,10238.85,10709.15
147.0414,150,16.594,10397.06,10910.55
146.6931,151,16.8482,10417.42,10868.38
145.6419,152,16.1931,10368.36,10480.52
146.2732,153,16.6646,10459.35,10963.64
147.0808,154,17.4603,10342.68,10863.73
147.7272,155,16.5366,10083.58,10055.87
145.8962,156,15.9687,10151.46,9628.59
145.766,157,15.7033,9697.9,10495.86
145.8821,158,15.4444,10446.97,11059.03
146.171,159,16.2662,10393.66,10776.66
146.6906,160,15.8356,10514.58,11040.18
146.0945,161,15.7404,10454.0,11063.26
146.375,162,15.3439,10381.64,11066.47
146.747,163,17.8886,10418.25,10845.96
145.9982,164,16.4529,10575.65,11102.09
145.4616,165,15.6564,10560.59,11106.75
145.7404,166,17.1529,10488.8,11122.65
146.2175,167,16.8869,10701.09,11155.89
145.8097,168,16.4076,10608.8,11160.43
145.9377,169,16.7682,10615.52,11118.29
145.982,170,16.7402,10713.5,11193.32
145.5495,171,16.393,10701.78,11214.47
145.526,172,17.0147,10784.39,11193.72
145.416,173,16.454,10608.0,11156.11
145.552,174,17.4053,10586.56,11119.39
146.1998,175,18.0879,10622.2,10991.18
143.9637,176,16.1477,10833.69,11352.7
145.4567,177,16.8473,10748.14,11143.51
144.4223,178,16.4325,10604.83,11127.8
145.6253,179,16.8026,10923.21,11341.22
146.9041,180,17.1455,10578.3,11066.87
144.8636,181,16.9277,10812.08,11400.06
145.2583,182,17.0483,10728.57,11148.85
145.558,183,15.9118,10555.11,11134.23
146.2403,184,17.1669,10740.6,11232.48
145.5108,185,17.8737,10657.74,11007.46
145.3859,186,17.0152,10332.7,10946.47
144.8407,187,17.6689,10496.94,10766.12
144.5185,188,17.0096,10810.11,11314.54
145.6909,189,17.3128,10702.93,10901.21
145.3354,190,17.1852,10711.08,11105.23
145.0108,191,17.7507,10857.62,11293.01
146.6502,192,18.4521,10853.46,11210.19
145.6876,193,18.7315,10703.75,10952.74
144.3136,194,15.1726,10182.98,10983.69
144.9062,195,16.0287,10061.76,10767.37
146.3679,196,17.9144,10631.01,10947.94
146.5578,197,18.3435,10565.05,10800.42
144.1537,198,17.0616,10961.06,11479.33
144.3811,199,15.9107,11001.93,11523.72
143.9434,200,16.7963,11071.21,11114.78
145.0719,201,17.667,11014.74,11461.16
144.0303,202,17.3792,11024.0,11474.07
143.9721,203,17.7208,11053.74,11485.81
143.6047,204,16.7146,11029.38,11485.23
142.1761,205,16.3784,11051.76,11462.21
144.2368,206,17.0451,11104.75,11515.57
143.6346,207,17.1417,11092.46,11551.97
143.8669,208,17.2334,11141.18,11549.5
143.1884,209,16.7583,10991.08,11506.75
143.2172,210,17.018,11138.53,11602.01
144.2609,211,16.2642,11099.27,11566.23
144.3172,212,16.9507,11061.93,11461.81
142.6637,213,16.8036,10948.62,11363.95
143.3938,214,16.1122,10966.56,11275.07
144.0506,215,16.5867,10881.2,11574.6
144.5077,216,17.3187,10866.45,11325.87
144.7473,217,17.764,11066.55,11535.33
143.862,218,17.4781,10865.59,11758.16
142.6978,219,17.0892,10874.11,11592.43
143.3547,220,16.9355,10851.46,11284.07
144.2153,221,16.9408,11111.09,11564.7
142.5867,222,16.8163,11194.32,11604.16
144.38,223,17.5261,11087.43,11451.85
143.8595,224,16.9694,10957.66,11453.82
144.293,225,17.4545,11140.87,11451.99
142.8289,226,16.901,10990.72,11459.31
144.1296,227,17.679,11260.37,11655.06
143.6311,228,17.096,11155.59,11566.51
144.4864,229,17.3518,11004.78,11422.52
142.9315,230,16.665,10545.08,11651.63
143.4815,231,16.6409,11166.31,11144.22
142.7296,232,15.6903,11129.36,11087.04
142.3377,233,16.6891,11058.04,11606.84
142.6036,234,17.2497,11208.8,11633.16
141.9604,235,16.9947,11086.14,11509.74
143.6428,236,16.7879,11191.11,11564.59
142.319,237,16.7469,11237.32,11619.35
142.6326,238,17.3501,11142.34,11496.33
143.3224,239,16.5891,10724.72,11446.72
143.1777,240,17.0146,11261.62,11682.25
143.0325,241,16.3943,11112.21,11598.59
143.6076,242,16.4394,11027.26,11069.46
143.0941,243,15.8979,11148.39,11600.66
144.1886,244,16.1803,11063.16,11574.97
142.7059,245,16.9639,10930.78,11757.48
143.4527,246,16.6189,11287.1,11758.05
142.3499,247,16.0011,11312.24,11871.93
142.8935,248,16.2197,11170.89,11480.06
142.6443,249,16.0601,10651.09,11433.82
143.0669,250,16.848,11107.93,11610.11
142.6993,251,15.7598,11210.47,11299.3
141.8379,252,16.2271,11156.31,11603.37
143.3823,253,16.1978,10982.17,11372.71
142.4856,254,16.5097,11302.25,11821.26
140.5894,255,16.3513,10697.8,11552.7
142.1174,256,16.4715,10692.72,11479.14
143.0583,257,15.0717,10845.14,11105.73
141.8532,258,16.3603,11130.54,11743.85
141.8272,259,17.0114,10987.91,11895.03
143.0601,260,16.246,10200.6,11223.95
143.4305,261,16.9546,10119.11,11757.33
141.9621,262,16.2583,10896.39,11345.08
141.1946,263,16.8196,9881.85,11894.77
142.4889,264,16.0697,10955.24,11802.01
142.9949,265,17.2109,11259.62,11860.1
142.5331,266,15.7832,10842.28,11330.76
142.7809,267,15.8562,9731.16,11359.16
141.6841,268,17.1353,11301.61,11769.4
141.6145,269,16.1245,11312.52,11711.08
141.3148,270,16.4748,10518.27,11132.51
142.182,271,16.4611,11124.64,11645.21
142.0552,272,16.5536,11492.96,11961.53
141.6837,273,16.8846,11483.01,11974.88
142.0818,274,16.9405,11120.17,11867.33
143.0655,275,16.8629,11280.19,11757.69
141.9219,276,16.1992,11231.0,12023.41
142.2216,277,16.4897,10722.1,11832.6
141.9358,278,17.0106,11482.41,11939.97
142.0468,279,16.4073,10501.06,11703.77
141.1626,280,15.7614,11534.25,11896.85
142.2635,281,17.2875,11346.93,11720.35
142.7811,282,17.7424,11165.82,12007.65
141.4515,283,16.2592,11343.54,11744.97
141.0876,284,16.744,10885.33,11934.18
141.1399,285,16.9093,10574.69,12098.26
141.3548,286,17.1572,11376.86,11977.99
141.4749,287,16.9794,11431.58,11970.17
140.6748,288,16.9392,11394.7,11984.54
141.7386,289,16.6555,11550.73,11951.88
141.104,290,17.0584,11704.52,12093.34
140.63,291,15.4976,11393.08,12013.43
141.0669,292,16.5438,11339.33,11831.84
140.8357,293,17.733,11622.06,11990.14
142.1702,294,17.256,11188.25,12015.38
140.8141,295,17.4137,11703.41,12103.39
140.2505,296,17.6038,11652.17,11794.21
139.0246,297,17.6596,11688.55,12083.65
140.9058,298,17.0278,11418.46,11997.54
140.5143,299,18.0066,11814.33,12125.17
141.6984,300,17.9916,11660.51,11960.93
140.2134,301,16.4504,11266.59,12185.17
140.6665,302,16.2288,11703.51,12228.89
140.3358,303,18.0773,11790.13,12205.44
141.0422,304,17.6739,11365.74,12239.23
139.8928,305,17.2976,11789.93,12285.0
139.9794,306,17.4733,11552.37,11831.86
140.2286,307,17.3169,11707.81,12222.92
139.8059,308,17.8294,11956.54,12248.87
140.7866,309,17.475,11807.43,12165.37
139.8376,310,17.6358,11854.44,12239.84
139.3499,311,18.0291,11846.38,12284.7
139.486,312,17.2897,11835.37,12389.32
139.8251,313,17.4962,11890.36,12275.75
139.0805,314,17.1755,11896.38,12344.52
139.3319,315,17.5885,11136.62,12326.62
140.3888,316,18.4975,11857.68,12201.49
139.5803,317,17.9578,11765.19,12094.15
138.8374,318,17.8085,11812.5,12210.86
141.4774,319,18.3224,11628.14,11983.55
140.044,320,18.2729,11767.66,12023.4
141.3629,321,18.656,11691.43,11860.75
139.2624,322,18.1718,11714.81,11999.78
138.7762,323,17.3634,11767.69,12313.05
139.6367,324,17.8519,11543.54,12161.07
141.9119,325,18.4501,11307.02,11492.85
138.7935,326,17.5455,11840.57,12219.06
140.4311,327,18.0007,11779.32,12174.28
140.0148,328,17.3274,11840.78,12179.19
140.4,329,18.107,11952.16,12255.75
141.4058,330,18.7868,11653.72,11891.84
138.8835,331,18.0461,11923.41,12301.54
139.2863,332,18.0794,11884.04,12280.85
138.4643,333,18.5019,11910.39,12142.89
140.4101,334,18.2716,11484.73,11477.12
139.8657,335,18.8265,11887.84,12145.97
139.9873,336,17.923,11795.71,12091.72
139.5571,337,18.2221,11982.9,12327.45
137.8763,338,18.3405,11906.01,12232.3
139.1203,339,17.7685,11813.79,12093.5
139.0142,340,18.0251,11871.89,12261.34
138.7983,341,18.2954,11732.03,11968.13
137.2415,342,17.7074,11998.2,12404.66
139.082,343,18.1616,11811.57,11953.01
138.9738,344,17.1127,11421.85,11907.77
139.0799,345,17.9938,11920.36,12196.01
138.6418,346,18.4745,11811.15,11955.97
139.2403,347,18.0841,11633.95,11835.55
138.506,348,18.2868,12165.51,12408.34
137.9404,349,18.0627,11853.35,12112.71
138.5985,350,17.9312,11784.32,11982.14
137.9164,351,18.159,12057.27,12376.34
137.4659,352,18.0432,12014.96,12361.91
138.0787,353,17.9098,12110.97,12412.76
138.8739,354,17.896,12113.32,12536.39
138.9509,355,18.1381,11842.21,12112.77
137.5419,356,18.1159,12052.46,12547.12
140.5342,357,17.2923,11872.25,12094.34
138.5786,358,17.8933,11957.41,12334.86
140.0089,359,18.8888,11926.32,12265.73
137.6357,360,18.4721,12035.77,12371.57
137.8102,361,17.7086,12056.44,12246.94
139.8944,362,18.186,11752.79,12122.8
137.9058,363,17.4646,11875.87,12219.36
138.2931,364,17.6407,11789.49,11934.44
139.5553,365,18.1306,12006.15,12366.68
139.1918,366,18.0009,12070.8,12660.3
136.4914,367,18.6839,12192.17,12764.91
140.0955,368,17.9378,11781.35,11979.57
139.0184,369,18.1561,11127.2,11971.04
137.8735,370,17.8865,11668.5,11811.0
138.7973,371,18.291,11988.23,12360.21
138.8644,372,18.7134,12000.84,12547.33
138.5803,373,18.725,11842.26,12323.1
139.255,374,18.6004,11708.45,11868.81
138.5504,375,18.3607,11740.7,11942.87
138.027,376,17.3463,12157.16,12531.82
137.65,377,17.8211,12284.83,12770.0
137.0879,378,17.9942,12146.4,12576.89
137.6017,379,17.9159,12220.42,12668.99
137.5675,380,18.6396,12266.74,12717.81
137.7863,381,18.0558,12378.99,12753.42
137.4681,382,19.0488,12451.52,12796.32
136.7755,383,16.7447,12296.83,12107.44
137.7132,384,17.584,11688.06,12334.31
138.1108,385,18.532,12179.95,12762.3
137.3498,386,19.4749,12460.95,12911.35
136.1297,387,18.3732,12364.49,12813.06
136.1163,388,16.7954,12295.0,12729.7
136.1829,389,18.9324,11907.21,12510.0
136.7201,390,18.8955,12482.33,12922.74
135.8722,391,17.8655,12069.3,12848.79
136.6876,392,19.0259,11980.41,12862.55
136.8187,393,18.3681,11912.24,12911.56
136.3836,394,19.0099,11860.43,13004.56
136.092,395,18.3914,12401.99,12835.43
137.7074,396,18.9952,12444.43,12853.27
136.2436,397,18.408,12340.57,12848.21
137.7098,398,19.3654,11676.81,12673.57
