Running Reverse KL,Real Sto Return,Running Forward KL,Real Det Return,Reward Loss,Itration,Running Env Steps,Running Update Time
69.0295,4942.12,74.5627,5518.85,-57084.80078125,392,1960000,392
72.8328,5004.83,76.4076,5904.65,-57952.734375,393,1965000,393
70.6055,4159.87,75.5245,5668.93,-57712.58984375,394,1970000,394
73.7616,5626.96,76.672,5177.65,-58249.97265625,395,1975000,395
69.5648,5362.32,76.6562,5581.31,-58599.6796875,396,1980000,396
71.5794,5416.92,77.0525,5611.77,-59182.6953125,397,1985000,397
68.6358,4964.06,73.6853,5382.34,-56291.0859375,398,1990000,398
68.3645,4527.49,76.0025,5349.25,-58746.19921875,399,1995000,399
65.8918,5179.44,73.0238,5204.78,-55024.45703125,400,2000000,400
68.4702,5273.6,72.9421,5784.19,-56774.26953125,401,2005000,401
70.5604,4950.53,76.6356,5786.95,-59801.36328125,402,2010000,402
71.9019,4836.49,76.2082,5652.66,-60478.1484375,403,2015000,403
68.3285,5692.55,72.6575,5458.8,-55880.98046875,404,2020000,404
73.0402,5440.93,77.5962,5294.32,-60799.8515625,405,2025000,405
68.6093,4823.7,76.2781,5832.81,-60098.37890625,406,2030000,406
66.0597,5368.06,73.1115,5367.47,-56316.4921875,407,2035000,407
71.7157,5383.17,75.3642,5719.9,-60748.4453125,408,2040000,408
75.3186,4950.15,78.9999,5180.51,-61991.2890625,409,2045000,409
65.7707,5164.47,73.2888,5087.51,-58436.3671875,410,2050000,410
77.2359,4744.2,79.4677,5641.55,-62795.66796875,411,2055000,411
69.5754,5151.98,73.9166,5835.81,-58649.83984375,412,2060000,412
71.4995,4287.24,75.549,5332.57,-61875.76953125,413,2065000,413
73.8397,4336.29,79.7636,5995.02,-62276.00390625,414,2070000,414
72.3589,5421.2,76.9486,5748.42,-61490.7421875,415,2075000,415
73.2829,5457.96,79.1515,5403.73,-62789.6015625,416,2080000,416
68.4957,4961.83,73.732,5634.94,-58174.6796875,417,2085000,417
70.6504,5170.85,73.9609,5219.91,-59196.1171875,418,2090000,418
73.3499,4524.16,77.3018,5116.72,-62701.94140625,419,2095000,419
75.7712,5168.86,79.3672,5401.96,-62773.71484375,420,2100000,420
73.1518,5046.94,76.0518,5548.26,-62883.8984375,421,2105000,421
74.7244,5231.01,76.6277,5791.86,-63460.7109375,422,2110000,422
75.194,5062.59,78.0151,5925.76,-63717.2734375,423,2115000,423
63.9214,5332.38,70.7614,5434.16,-53443.1796875,424,2120000,424
77.1362,5384.58,78.2368,5882.1,-63807.03515625,425,2125000,425
70.4337,4623.94,75.7855,5925.32,-63097.7109375,426,2130000,426
73.036,4558.34,77.0897,5141.4,-64017.92578125,427,2135000,427
75.7479,5016.8,77.5196,5463.86,-64246.21484375,428,2140000,428
73.3814,5500.38,77.284,5740.83,-64601.69140625,429,2145000,429
77.6729,5264.49,77.3043,5647.42,-64249.01171875,430,2150000,430
73.7809,5283.85,77.4681,5923.13,-64353.2890625,431,2155000,431
74.9041,5438.98,77.6607,5940.43,-65164.9296875,432,2160000,432
73.8729,4930.73,77.7333,5624.35,-63933.625,433,2165000,433
73.3192,5213.65,76.2654,5904.07,-63404.98828125,434,2170000,434
76.6572,4632.59,79.1396,5688.12,-65713.796875,435,2175000,435
71.4078,4566.91,76.2569,5610.36,-60990.359375,436,2180000,436
73.9611,5076.45,75.927,5463.99,-63664.2421875,437,2185000,437
79.9557,3913.37,80.7589,5553.96,-66851.96875,438,2190000,438
76.0875,5215.56,78.7607,5941.9,-65266.5,439,2195000,439
80.5047,5320.35,79.4863,5865.57,-66096.96875,440,2200000,440
77.6265,5077.55,79.2861,5933.23,-65710.8671875,441,2205000,441
78.4071,4725.13,79.9411,5942.11,-66541.2578125,442,2210000,442
73.6775,5332.75,78.6918,5933.09,-65148.31640625,443,2215000,443
79.3834,5293.02,80.0039,5879.02,-66180.40625,444,2220000,444
76.1696,4857.24,79.0878,5303.77,-65638.890625,445,2225000,445
75.311,5129.72,77.8551,5535.18,-65995.6640625,446,2230000,446
74.7927,5418.6,79.1992,5658.88,-65572.75,447,2235000,447
73.7194,5441.72,75.7827,5818.78,-63871.81640625,448,2240000,448
77.9179,5489.37,79.3358,4935.15,-67304.34375,449,2245000,449
73.9316,5551.5,76.0225,5935.69,-64287.43359375,450,2250000,450
74.0056,5572.98,77.4088,5754.48,-66223.1953125,451,2255000,451
70.0713,5508.28,74.8722,5890.63,-62998.0234375,452,2260000,452
80.2566,5416.95,79.264,5917.85,-67286.3828125,453,2265000,453
78.7641,5001.19,79.9464,5832.67,-67482.515625,454,2270000,454
71.6448,5375.74,76.2642,5392.13,-63942.6953125,455,2275000,455
76.7839,4849.98,79.8342,5949.59,-67062.578125,456,2280000,456
78.5723,5182.09,80.393,5045.51,-67587.65625,457,2285000,457
76.3871,5098.93,79.3294,5249.7,-66692.796875,458,2290000,458
76.5262,5419.57,79.7177,5883.69,-66840.84375,459,2295000,459
76.9541,5418.3,79.9028,5568.01,-67913.328125,460,2300000,460
74.0729,5356.98,78.0758,5849.65,-66555.515625,461,2305000,461
81.7466,5567.14,80.5935,5512.73,-68419.9765625,462,2310000,462
78.0674,5121.84,79.2497,5880.16,-67678.453125,463,2315000,463
81.9173,5204.89,80.345,5858.36,-68324.3046875,464,2320000,464
80.1031,5503.5,80.6775,5852.03,-67788.8125,465,2325000,465
77.1323,5506.83,79.5803,5197.49,-67437.71875,466,2330000,466
68.711,5199.82,74.3371,5273.13,-62377.7734375,467,2335000,467
76.5617,5213.89,78.9677,5798.22,-68152.859375,468,2340000,468
75.0478,5322.23,79.2088,5845.62,-66559.265625,469,2345000,469
78.0229,4966.88,79.9314,5619.97,-67636.5234375,470,2350000,470
77.3663,5094.47,80.6985,5581.76,-67371.46875,471,2355000,471
74.306,5055.41,78.0656,5337.9,-67173.703125,472,2360000,472
75.7795,5598.6,79.8285,5920.0,-67951.1484375,473,2365000,473
74.9977,5015.63,78.3174,5797.99,-67399.4609375,474,2370000,474
75.5881,5174.94,78.3114,5592.56,-67742.9765625,475,2375000,475
73.695,5319.7,78.3107,5498.31,-66998.3125,476,2380000,476
71.1701,5286.66,74.4676,5324.73,-64747.0234375,477,2385000,477
74.7783,5617.71,77.9843,5728.27,-68337.78125,478,2390000,478
79.1031,5233.45,81.4419,5863.02,-69433.0703125,479,2395000,479
78.4375,4909.37,79.9641,5876.35,-68720.1484375,480,2400000,480
75.4526,4902.53,77.9798,5025.66,-67909.90625,481,2405000,481
74.8408,5401.61,78.9181,5930.3,-68148.390625,482,2410000,482
77.1141,5232.81,79.915,5715.39,-69378.234375,483,2415000,483
77.8605,4636.36,79.7251,5505.05,-68761.7734375,484,2420000,484
75.7672,4612.03,76.4378,5383.5,-67353.78125,485,2425000,485
73.9485,5350.05,77.4538,5276.56,-65703.4765625,486,2430000,486
77.0548,5124.93,78.9577,5528.32,-69017.78125,487,2435000,487
75.2004,5497.04,78.1685,5513.31,-68362.9375,488,2440000,488
75.2426,4788.07,75.7813,5746.99,-66699.8125,489,2445000,489
75.467,5012.3,76.1337,5706.47,-64135.37890625,490,2450000,490
75.4637,4784.16,78.3072,5706.74,-68421.1328125,491,2455000,491
78.9538,5140.14,79.8267,5866.71,-69482.640625,492,2460000,492
77.7426,4360.84,78.5719,4390.01,-66202.359375,493,2465000,493
78.1922,4886.45,79.83,5843.6,-69577.8515625,494,2470000,494
77.0122,4779.27,75.7059,5034.9,-67767.1796875,495,2475000,495
74.0712,4841.12,79.0688,5808.79,-68709.4296875,496,2480000,496
78.5365,5369.0,79.9909,5592.01,-69404.0859375,497,2485000,497
77.4554,5067.82,79.7348,5621.69,-69446.03125,498,2490000,498
72.1426,5111.79,75.1153,5880.29,-65746.6484375,499,2495000,499
76.4721,5210.96,78.8628,5593.25,-68844.796875,500,2500000,500
78.8515,5565.41,80.6257,5271.53,-69740.2109375,501,2505000,501
79.0735,4998.98,79.6619,5811.73,-69798.6484375,502,2510000,502
77.5349,5248.26,77.8576,5300.45,-69426.9609375,503,2515000,503
78.1106,5045.9,79.174,5823.78,-70098.09375,504,2520000,504
82.1441,4065.99,75.8725,5476.38,-65580.03125,505,2525000,505
82.0398,5025.61,80.6088,5767.88,-70502.375,506,2530000,506
75.5324,4976.41,76.7938,5585.67,-69341.734375,507,2535000,507
79.0259,4731.86,79.1342,5557.15,-70047.7734375,508,2540000,508
78.9191,4708.61,78.754,5828.7,-69737.5703125,509,2545000,509
78.7546,5442.1,79.3688,5474.57,-70346.6015625,510,2550000,510
75.1495,5008.52,77.0011,5475.38,-68257.4296875,511,2555000,511
70.334,4279.52,74.067,5746.94,-62190.796875,512,2560000,512
76.827,4836.22,77.0789,5632.08,-69397.7578125,513,2565000,513
77.6451,5004.21,78.6164,5783.69,-70017.7578125,514,2570000,514
76.6624,4952.88,78.0672,5190.35,-69539.90625,515,2575000,515
77.8389,4993.86,79.6143,5310.99,-70264.8671875,516,2580000,516
70.3456,4700.19,73.7569,5158.14,-65410.82421875,517,2585000,517
78.3273,5542.03,80.1336,5176.05,-71167.375,518,2590000,518
71.7105,4620.94,74.564,5056.65,-63162.03125,519,2595000,519
76.9487,4721.99,79.5997,5285.72,-70223.0078125,520,2600000,520
76.9238,5045.78,78.8671,4538.06,-69882.6953125,521,2605000,521
74.3716,4771.74,78.699,5333.08,-69655.9609375,522,2610000,522
70.2203,5120.87,74.2455,5907.71,-65183.97265625,523,2615000,523
72.0748,5022.08,75.5646,5330.82,-69409.1953125,524,2620000,524
76.3604,5083.85,79.6984,5286.14,-70477.4140625,525,2625000,525
77.0003,4588.47,78.9851,5725.82,-70484.828125,526,2630000,526
78.2711,4463.78,79.4023,5100.79,-71170.28125,527,2635000,527
76.6702,5115.19,78.8639,5617.66,-71276.765625,528,2640000,528
76.4144,4469.23,78.8321,5285.48,-67494.109375,529,2645000,529
71.3782,4369.29,76.3697,5648.57,-67719.703125,530,2650000,530
72.3576,4868.73,78.2574,5622.05,-69125.265625,531,2655000,531
74.4615,4891.38,79.0428,5620.74,-70586.703125,532,2660000,532
78.6161,4372.22,79.901,5038.99,-70964.5859375,533,2665000,533
73.2774,5170.6,78.4618,4999.82,-69391.21875,534,2670000,534
72.4149,4657.42,75.6658,5922.26,-68800.4609375,535,2675000,535
75.9126,5207.68,79.6227,5044.74,-70636.859375,536,2680000,536
74.0549,5060.04,77.7675,5373.74,-70348.28125,537,2685000,537
80.2971,5051.84,81.5242,5344.97,-71962.8203125,538,2690000,538
76.3388,4388.45,79.6815,5665.65,-70763.6328125,539,2695000,539
77.1382,4440.64,78.9329,4767.16,-71236.5546875,540,2700000,540
74.4577,5026.74,77.5689,6002.5,-70022.3203125,541,2705000,541
74.0634,4690.83,78.2411,5379.47,-66387.734375,542,2710000,542
73.0322,4277.48,78.5099,4872.68,-70427.5625,543,2715000,543
75.5282,4724.61,78.5972,5335.18,-67346.03125,544,2720000,544
79.905,4499.32,79.8325,5378.37,-71671.0625,545,2725000,545
71.3685,5013.47,77.9744,5820.15,-68238.140625,546,2730000,546
72.0014,4450.77,77.8766,5132.8,-70632.3828125,547,2735000,547
77.1925,5231.87,80.3368,5991.23,-70653.2421875,548,2740000,548
68.4942,5059.53,75.4743,5641.35,-65682.703125,549,2745000,549
66.2168,4325.12,74.4289,5739.05,-65595.1171875,550,2750000,550
73.6664,4367.77,78.3775,5346.42,-70435.265625,551,2755000,551
75.7186,4696.25,80.4718,5454.49,-71298.4921875,552,2760000,552
71.9384,4420.86,78.4544,5713.77,-70261.734375,553,2765000,553
78.6189,4845.51,81.5184,4990.28,-71222.765625,554,2770000,554
76.0744,4188.87,79.5402,5657.28,-70977.4765625,555,2775000,555
70.6327,4780.83,75.8868,5406.59,-66324.28125,556,2780000,556
75.4282,4673.14,79.442,5977.28,-70421.21875,557,2785000,557
68.2397,5245.59,76.4797,5034.36,-66022.609375,558,2790000,558
75.9504,4616.83,79.4467,5477.82,-71138.234375,559,2795000,559
73.7609,5248.41,78.866,5946.97,-71246.1796875,560,2800000,560
74.7431,4012.75,77.7153,5532.16,-70938.8984375,561,2805000,561
69.053,4755.88,77.5832,5920.73,-69528.75,562,2810000,562
74.1954,5003.83,79.7843,5549.84,-71681.71875,563,2815000,563
70.7576,4078.79,76.5141,4704.68,-66224.1015625,564,2820000,564
72.2208,4833.77,77.8594,4546.66,-71135.5390625,565,2825000,565
75.1928,4167.85,79.4786,5303.77,-71275.609375,566,2830000,566
73.0771,4775.4,79.053,5022.33,-70113.2109375,567,2835000,567
70.2101,4597.6,77.052,5508.11,-64328.65234375,568,2840000,568
67.503,5286.11,75.4976,5435.29,-62736.61328125,569,2845000,569
76.1357,4548.85,79.2913,5770.42,-71158.3125,570,2850000,570
75.0718,4719.24,79.5263,5169.18,-71627.90625,571,2855000,571
72.6069,4832.24,79.4756,5403.46,-71040.9453125,572,2860000,572
75.7962,5046.06,78.9139,5560.76,-70512.53125,573,2865000,573
71.9936,3831.88,78.1752,5703.07,-70323.2578125,574,2870000,574
72.2963,4914.95,76.8504,4854.08,-67738.2109375,575,2875000,575
76.6958,5256.48,79.473,5552.29,-71989.203125,576,2880000,576
75.8704,4421.26,78.8381,4623.92,-71056.21875,577,2885000,577
74.636,4761.93,78.8735,5720.74,-71665.1875,578,2890000,578
74.8163,5073.78,79.5354,5768.47,-71529.5859375,579,2895000,579
74.1147,5144.29,78.3179,5971.06,-71238.9453125,580,2900000,580
71.1996,5197.3,76.6855,5500.36,-67116.1328125,581,2905000,581
67.5783,4933.26,74.2514,5486.07,-64492.5390625,582,2910000,582
72.5286,5404.84,78.0394,5646.53,-71030.375,583,2915000,583
76.6403,4189.44,79.3312,5963.6,-71720.7578125,584,2920000,584
73.5886,5266.6,76.7358,5470.12,-70288.90625,585,2925000,585
65.9256,4141.71,74.0554,5170.6,-65413.33984375,586,2930000,586
68.0499,5130.98,75.3603,5969.11,-67859.859375,587,2935000,587
74.567,4954.73,79.1433,5658.94,-71125.2421875,588,2940000,588
73.1172,4170.37,77.6612,5774.96,-71080.8203125,589,2945000,589
73.9109,4175.47,78.2347,5526.63,-69642.03125,590,2950000,590
76.2771,4499.74,79.2077,4272.96,-72208.0625,591,2955000,591
76.1402,3940.74,78.682,5082.5,-72772.15625,592,2960000,592
64.7221,5058.3,73.3777,5765.51,-60118.37890625,593,2965000,593
74.7575,5301.57,77.3566,5470.89,-71083.6015625,594,2970000,594
71.1122,5595.22,75.3154,5485.72,-68255.5625,595,2975000,595
76.5167,5090.33,78.3927,5295.1,-72480.109375,596,2980000,596
73.7883,4627.12,76.1736,5882.32,-66324.0,597,2985000,597
73.2246,3784.48,75.6216,5812.12,-63597.109375,598,2990000,598
75.0418,5639.24,79.3607,5454.23,-71263.8671875,599,2995000,599
