Running Forward KL,Running Update Time,Real Det Return,Running Reverse KL,Real Sto Return,Itration,Reward Loss,Running Env Steps
61.9138,91,839.11,26.7632,471.89,91,-1330.88671875,455000
62.4503,92,1485.14,28.5951,470.78,92,-1349.83154296875,460000
65.1508,93,998.67,29.848,527.74,93,-1437.57763671875,465000
57.2853,94,1091.6,25.6906,479.57,94,-1214.032470703125,470000
66.3293,95,836.71,28.1751,397.56,95,-1510.1207275390625,475000
67.3707,96,733.89,28.7665,411.7,96,-1548.3131103515625,480000
59.4952,97,1553.62,27.1263,1152.79,97,-1350.9140625,485000
60.9392,98,951.66,26.3113,482.29,98,-1487.97509765625,490000
55.397,99,2120.26,25.7647,798.84,99,-1300.7305908203125,495000
57.56,100,1953.62,27.3191,1003.63,100,-1292.1807861328125,500000
63.6745,101,993.79,27.7808,477.58,101,-1573.3974609375,505000
60.6637,102,1087.77,26.5769,556.13,102,-1485.9151611328125,510000
61.1453,103,986.5,26.2686,489.78,103,-1558.057373046875,515000
63.0442,104,749.88,26.8526,437.71,104,-1683.006103515625,520000
55.0098,105,2397.69,31.0065,1104.82,105,-1168.1361083984375,525000
55.5103,106,1687.97,25.6911,492.19,106,-1355.4149169921875,530000
62.7919,107,1068.31,27.5819,593.86,107,-1736.378173828125,535000
58.3852,108,1468.0,25.5972,674.1,108,-1665.6024169921875,540000
58.9157,109,1330.65,25.1616,623.78,109,-1634.7042236328125,545000
61.4462,110,684.1,27.098,272.96,110,-1815.9901123046875,550000
58.0241,111,1377.99,28.9684,1014.37,111,-1475.973876953125,555000
58.4165,112,1590.88,26.3126,791.3,112,-1740.6077880859375,560000
65.4515,113,925.94,28.261,414.21,113,-1994.9793701171875,565000
61.4948,114,1128.56,26.152,759.03,114,-1800.980224609375,570000
64.786,115,864.73,28.0257,424.45,115,-1986.2252197265625,575000
66.9194,116,844.59,28.6119,398.85,116,-2049.2275390625,580000
59.2296,117,1567.18,34.5235,1104.69,117,-1348.1470947265625,585000
56.0371,118,1795.19,28.5059,960.4,118,-1565.8804931640625,590000
60.4526,119,1170.52,26.3422,666.41,119,-2004.6929931640625,595000
56.6856,120,1882.85,33.4217,1343.74,120,-1432.3050537109375,600000
53.6076,121,2280.89,28.9511,1996.98,121,-1462.05859375,605000
59.8816,122,1452.74,26.6304,695.53,122,-1904.4322509765625,610000
54.3549,123,1424.56,23.1641,713.18,123,-1708.5894775390625,615000
60.7184,124,1103.25,25.4399,458.2,124,-2070.07470703125,620000
55.3518,125,2289.66,29.6291,1132.0,125,-1409.739501953125,625000
55.7693,126,1859.7,30.5207,1218.11,126,-1428.8099365234375,630000
56.6096,127,2010.69,25.5736,1160.94,127,-1916.7723388671875,635000
54.1211,128,2222.23,27.5644,1610.46,128,-1592.6947021484375,640000
55.6051,129,2926.21,27.698,1067.71,129,-1615.32470703125,645000
54.5075,130,1093.5,24.5336,805.2,130,-1597.494140625,650000
59.4815,131,1561.52,30.3646,995.28,131,-1753.54833984375,655000
63.009,132,728.82,27.3729,435.27,132,-2426.511962890625,660000
55.8207,133,1262.93,26.4057,1081.19,133,-1683.9573974609375,665000
59.7469,134,1477.16,27.0923,939.2,134,-2064.725830078125,670000
58.4884,135,2414.26,41.8902,1925.3,135,-1577.1839599609375,675000
59.3043,136,1025.51,25.6253,1018.36,136,-2252.467041015625,680000
56.3966,137,3309.4,33.6929,2039.96,137,-1547.5499267578125,685000
57.2836,138,2960.8,38.2795,2375.28,138,-1382.14697265625,690000
57.4963,139,3184.3,37.7527,2112.96,139,-1293.2689208984375,695000
61.2805,140,2945.09,42.0502,2208.38,140,-1402.094970703125,700000
56.1827,141,3049.8,34.0593,2410.75,141,-1409.1651611328125,705000
53.9727,142,2956.64,28.2035,1445.58,142,-1529.2760009765625,710000
59.4711,143,2955.54,40.6755,2214.73,143,-1312.47802734375,715000
60.4847,144,2875.15,48.5373,2624.54,144,-1484.7860107421875,720000
67.1658,145,2103.77,55.171,2163.57,145,-1769.6046142578125,725000
58.5728,146,2942.41,41.7865,2705.05,146,-1293.1148681640625,730000
58.6329,147,1979.48,28.7961,1648.31,147,-1912.1727294921875,735000
60.6236,148,1512.44,32.9134,1192.63,148,-1778.2713623046875,740000
62.8721,149,3290.25,47.731,2451.74,149,-1293.5396728515625,745000
57.7864,150,1909.94,30.9279,931.83,150,-1945.4371337890625,750000
61.9187,151,3449.28,45.5652,2908.85,151,-1466.97314453125,755000
62.4926,152,2929.42,45.7345,2893.21,152,-1760.3175048828125,760000
59.8847,153,3680.86,41.8707,3018.48,153,-1476.763671875,765000
68.0315,154,2857.39,58.8191,1834.79,154,-1583.219482421875,770000
60.9262,155,3300.55,43.0854,2686.73,155,-1706.8016357421875,775000
60.0469,156,3711.92,44.2421,2917.35,156,-1490.4493408203125,780000
65.1721,157,3921.22,51.1221,3254.13,157,-1361.8497314453125,785000
61.8028,158,3619.63,43.7252,2912.7,158,-1457.1605224609375,790000
58.6803,159,3798.2,33.6155,2915.61,159,-1808.9541015625,795000
62.5645,160,3860.99,43.8523,2538.64,160,-1559.41064453125,800000
63.9462,161,3747.43,52.8078,3242.36,161,-1563.2025146484375,805000
71.568,162,4093.73,63.6862,3520.38,162,-1391.589599609375,810000
60.724,163,3705.62,45.3172,3045.61,163,-1749.6790771484375,815000
67.4833,164,3320.73,46.636,2989.26,164,-1459.12548828125,820000
61.9563,165,2815.85,46.3295,3114.35,165,-1623.5751953125,825000
62.0916,166,3336.24,40.3351,2542.66,166,-1884.8297119140625,830000
69.1433,167,3782.4,63.876,3467.62,167,-1574.06591796875,835000
65.0703,168,3860.39,46.6241,3085.13,168,-1885.1934814453125,840000
60.9854,169,3430.15,36.0282,2667.35,169,-2230.49072265625,845000
59.3761,170,2309.0,36.0896,1784.53,170,-2045.1407470703125,850000
63.8513,171,3508.77,47.2776,3519.5,171,-1723.4217529296875,855000
63.9436,172,3126.41,35.7601,2848.42,172,-2383.56640625,860000
64.1262,173,3771.48,44.7086,3222.86,173,-1847.0494384765625,865000
75.537,174,4015.26,63.9848,3537.61,174,-1633.7032470703125,870000
63.9861,175,2708.43,45.3851,2352.02,175,-1864.05322265625,875000
66.1086,176,4047.31,50.731,3763.29,176,-1749.4337158203125,880000
64.0307,177,3245.8,48.3172,2857.34,177,-1948.689208984375,885000
65.0139,178,3912.11,47.5392,3385.6,178,-1903.80908203125,890000
64.7602,179,3873.39,50.5883,2993.99,179,-1910.291015625,895000
67.3005,180,3960.22,54.5836,3070.97,180,-1736.6563720703125,900000
68.0234,181,3684.48,57.7055,3741.99,181,-1832.221923828125,905000
68.0622,182,4024.13,55.2473,3365.08,182,-1814.5921630859375,910000
65.7666,183,4391.61,51.6331,3833.1,183,-1809.2210693359375,915000
63.9507,184,3229.89,44.9606,2652.06,184,-2283.538818359375,920000
66.4253,185,2153.96,49.7073,2271.92,185,-2204.493408203125,925000
71.7271,186,3927.32,62.9352,3567.02,186,-2010.632568359375,930000
64.098,187,2787.29,43.9334,2032.33,187,-2659.19677734375,935000
66.1781,188,3051.61,52.5726,2536.43,188,-2225.7841796875,940000
60.9315,189,3684.07,30.5212,3467.37,189,-2824.682373046875,945000
67.5578,190,3099.87,53.4993,2955.39,190,-2490.365966796875,950000
65.8252,191,4265.29,53.5538,4148.24,191,-2124.18505859375,955000
67.3109,192,4029.93,53.3528,3331.29,192,-2137.752197265625,960000
65.2264,193,3007.97,40.6338,2514.53,193,-2558.51708984375,965000
63.437,194,3337.09,38.4696,2609.61,194,-2537.84521484375,970000
68.1145,195,3184.5,52.7888,2594.32,195,-2252.82421875,975000
71.924,196,4293.98,59.5383,3763.28,196,-2224.556396484375,980000
63.4995,197,2345.51,42.9594,2169.75,197,-2538.35498046875,985000
65.3895,198,3026.37,43.0191,2611.05,198,-2798.076171875,990000
63.6333,199,4175.64,45.8143,3480.06,199,-2448.351806640625,995000
74.6713,200,4283.12,57.5974,2814.0,200,-2159.39453125,1000000
71.2239,201,4054.24,54.7655,3136.02,201,-2372.509765625,1005000
68.6324,202,3870.35,54.7765,3827.07,202,-2565.424560546875,1010000
69.802,203,3484.21,55.3977,3569.63,203,-2420.8447265625,1015000
65.4153,204,2598.06,42.1912,2936.5,204,-2839.262939453125,1020000
74.248,205,3874.86,60.2555,3672.31,205,-2511.822021484375,1025000
73.272,206,3422.41,58.9106,2183.81,206,-2358.30517578125,1030000
67.0622,207,3643.82,48.0199,3288.06,207,-2785.2587890625,1035000
67.0022,208,4181.12,52.0116,3835.14,208,-2633.614501953125,1040000
78.5426,209,4133.47,67.9993,3828.56,209,-2512.77978515625,1045000
73.1722,210,4425.23,62.28,3929.88,210,-2649.337890625,1050000
70.3095,211,3791.58,56.9662,3485.46,211,-2782.949951171875,1055000
67.9566,212,3925.96,48.9144,2620.11,212,-3067.763427734375,1060000
70.0726,213,4317.1,57.5729,3948.91,213,-2808.01708984375,1065000
78.1676,214,3873.91,66.3473,2679.26,214,-2657.760498046875,1070000
70.9177,215,3926.34,60.8374,3738.95,215,-2837.22216796875,1075000
70.1362,216,3428.21,59.2807,3219.19,216,-2963.368408203125,1080000
70.4104,217,3847.97,60.2488,3230.27,217,-2867.736328125,1085000
71.5383,218,3647.14,61.1395,3364.36,218,-2937.857177734375,1090000
76.334,219,4408.61,69.1208,3751.37,219,-2807.16552734375,1095000
74.2167,220,4117.9,65.5529,3606.0,220,-2824.426025390625,1100000
74.3848,221,3917.12,61.4954,3803.98,221,-2899.326171875,1105000
69.2907,222,3341.92,56.8074,3375.93,222,-2982.8359375,1110000
69.7367,223,3684.83,58.6092,3932.3,223,-3043.937744140625,1115000
74.3885,224,4112.06,67.1234,3882.54,224,-3017.44970703125,1120000
69.717,225,3577.76,56.6543,2909.04,225,-3150.39306640625,1125000
71.7526,226,4412.64,65.5171,3475.66,226,-3132.017578125,1130000
66.7096,227,3822.29,52.4211,4418.21,227,-3342.130126953125,1135000
71.8326,228,3362.85,68.3358,3532.41,228,-3111.775146484375,1140000
77.3504,229,3610.13,68.2221,3775.89,229,-3125.18212890625,1145000
70.7298,230,3709.28,64.4176,3392.02,230,-3329.7802734375,1150000
71.0859,231,4463.11,61.0821,3457.02,231,-3265.7041015625,1155000
70.791,232,4568.96,62.6939,4524.48,232,-3328.17138671875,1160000
73.377,233,3738.29,67.3023,3811.53,233,-3328.71728515625,1165000
66.8802,234,4069.75,54.8872,3815.01,234,-3668.1552734375,1170000
72.3462,235,3943.53,64.4373,3664.51,235,-3380.96826171875,1175000
71.5883,236,4127.97,64.8413,3782.38,236,-3389.909423828125,1180000
66.7162,237,3290.36,50.1663,2955.66,237,-3681.09375,1185000
67.3228,238,4414.64,54.8725,3879.64,238,-3716.32763671875,1190000
70.6198,239,3547.32,64.5242,3440.64,239,-3601.638671875,1195000
70.1526,240,4747.51,59.6556,3940.19,240,-3575.4345703125,1200000
76.6229,241,4181.1,69.0804,4500.2,241,-3556.233642578125,1205000
79.6475,242,4112.38,73.4309,3649.42,242,-3476.38720703125,1210000
71.7284,243,3538.63,64.5734,2705.05,243,-3703.847412109375,1215000
77.3581,244,4617.74,67.4908,4446.5,244,-3664.477294921875,1220000
75.6807,245,3885.92,69.4124,3518.28,245,-3734.908447265625,1225000
81.4569,246,4961.01,76.8233,4424.41,246,-3783.617431640625,1230000
76.8702,247,4557.28,66.1349,3727.42,247,-3798.635986328125,1235000
77.4446,248,4496.13,69.7645,2892.89,248,-3819.021728515625,1240000
78.1885,249,4552.16,68.9119,4610.1,249,-3845.63623046875,1245000
70.2058,250,4381.86,62.265,2914.05,250,-3904.494384765625,1250000
73.2729,251,4854.17,65.9303,4175.6,251,-3948.635986328125,1255000
73.3887,252,3355.58,66.365,4330.51,252,-3907.929443359375,1260000
71.3666,253,4304.73,63.0364,2733.27,253,-4014.9921875,1265000
68.4518,254,4356.83,61.8801,3103.35,254,-4096.1806640625,1270000
78.7755,255,3875.58,71.3188,3389.72,255,-4063.364990234375,1275000
71.6092,256,4912.45,62.0098,4255.85,256,-4064.72119140625,1280000
79.1608,257,4673.7,72.6331,4174.03,257,-4092.842529296875,1285000
79.6677,258,5113.63,70.2662,4418.26,258,-4140.66796875,1290000
78.9408,259,4804.09,70.4675,4089.66,259,-4219.54833984375,1295000
70.2133,260,5028.79,59.9808,4331.3,260,-4288.6201171875,1300000
70.8958,261,3675.07,59.8338,3887.23,261,-4329.96240234375,1305000
76.8616,262,4957.54,69.5916,4354.36,262,-4267.8642578125,1310000
79.3956,263,4573.91,71.0711,4226.42,263,-4300.7041015625,1315000
71.2138,264,4786.01,62.9149,4311.35,264,-4446.63818359375,1320000
70.2317,265,5003.03,62.3016,4738.75,265,-4441.87646484375,1325000
79.3733,266,5110.82,76.0145,4673.97,266,-4436.96728515625,1330000
70.3672,267,4659.09,58.4964,4469.34,267,-4590.05908203125,1335000
67.8941,268,5164.88,55.5584,4488.34,268,-4600.830078125,1340000
76.2444,269,5038.52,66.5745,4528.16,269,-4526.33984375,1345000
76.9272,270,4846.61,70.0206,3967.49,270,-4677.29052734375,1350000
72.5534,271,4377.47,63.7412,4190.07,271,-4628.18896484375,1355000
77.3729,272,5228.21,65.9604,4458.79,272,-4589.0458984375,1360000
77.179,273,4573.08,67.6044,4362.96,273,-4660.19091796875,1365000
76.8801,274,4789.91,67.5332,4013.67,274,-4693.40087890625,1370000
76.0821,275,4656.72,67.5261,3871.33,275,-4707.69384765625,1375000
70.9284,276,4832.98,63.3685,4214.82,276,-4651.384765625,1380000
70.0262,277,4386.61,61.6997,3711.82,277,-4859.53515625,1385000
68.0886,278,4600.46,55.1539,3790.38,278,-4789.45556640625,1390000
76.3559,279,4533.82,66.6372,4810.4,279,-4870.84765625,1395000
73.9564,280,4418.4,66.7828,4077.49,280,-4937.88134765625,1400000
68.7714,281,4775.71,53.1428,4526.73,281,-4971.81396484375,1405000
76.427,282,4937.61,67.5219,4416.99,282,-5015.0439453125,1410000
70.6801,283,4369.52,61.546,4766.87,283,-4982.25634765625,1415000
74.7258,284,4943.89,68.0483,3887.47,284,-5182.986328125,1420000
68.8995,285,5055.08,57.1739,3983.16,285,-4980.4541015625,1425000
71.3313,286,4691.42,62.1777,3963.48,286,-5187.8193359375,1430000
77.9778,287,4986.14,69.5169,4513.75,287,-5165.32421875,1435000
72.0122,288,4864.11,62.9732,4935.38,288,-5171.6904296875,1440000
76.092,289,5042.28,65.9829,4160.82,289,-5236.5302734375,1445000
65.7307,290,3776.19,46.0961,3173.47,290,-4988.56982421875,1450000
71.3267,291,5142.04,62.4951,4219.01,291,-5374.85791015625,1455000
68.8634,292,5028.33,58.5756,4341.71,292,-5171.57275390625,1460000
80.2934,293,4787.12,69.5684,4770.8,293,-5338.166015625,1465000
74.1709,294,5292.83,71.0417,4889.72,294,-5487.474609375,1470000
70.4379,295,4838.52,60.5217,4192.69,295,-5413.7333984375,1475000
68.9587,296,5089.69,59.3288,4857.7,296,-5335.427734375,1480000
79.6241,297,5125.38,72.3203,4667.68,297,-5551.23486328125,1485000
76.8053,298,5053.76,70.5176,4343.89,298,-5525.13330078125,1490000
69.3261,299,4967.17,58.6416,4711.91,299,-5530.6171875,1495000
72.0928,300,4789.1,64.5565,4905.73,300,-5553.45166015625,1500000
73.4506,301,5212.96,67.6328,4550.87,301,-5629.201171875,1505000
71.345,302,4597.71,62.3873,4470.27,302,-5575.44970703125,1510000
78.9134,303,5182.94,73.1587,4269.59,303,-5829.28466796875,1515000
77.3194,304,4916.49,68.5709,4801.97,304,-5736.0703125,1520000
76.8521,305,4936.51,71.4868,4758.09,305,-5785.88037109375,1525000
70.8657,306,5180.37,64.4512,4727.62,306,-5816.29541015625,1530000
78.6475,307,5097.75,72.9867,4171.5,307,-5906.48291015625,1535000
79.2059,308,5326.04,71.4011,4861.44,308,-5861.73388671875,1540000
67.6323,309,5254.95,56.9946,4715.6,309,-5549.435546875,1545000
76.7299,310,4841.18,69.6597,4340.32,310,-5964.76806640625,1550000
76.455,311,5402.96,67.2398,4834.39,311,-5948.6005859375,1555000
77.7749,312,5341.34,74.4737,4552.57,312,-6094.185546875,1560000
76.6512,313,4960.62,71.2856,4646.47,313,-6063.619140625,1565000
77.8641,314,5007.12,72.1473,4677.15,314,-6084.58984375,1570000
74.4623,315,4833.55,68.2718,4305.34,315,-6085.9208984375,1575000
77.7914,316,5144.93,70.0654,4760.96,316,-6306.95068359375,1580000
72.6142,317,5134.5,66.0803,4464.3,317,-6198.5615234375,1585000
77.1644,318,5164.0,70.7446,4709.86,318,-6260.69677734375,1590000
78.3385,319,5142.91,71.3359,4901.69,319,-6200.64990234375,1595000
75.2013,320,5388.15,65.001,4786.94,320,-6278.81884765625,1600000
77.4518,321,5288.82,70.0194,4908.06,321,-6346.314453125,1605000
75.6793,322,4962.41,68.2074,4488.46,322,-6319.044921875,1610000
77.3775,323,5452.48,69.7142,4852.61,323,-6365.419921875,1615000
79.5723,324,4887.43,75.1233,4484.32,324,-6538.43603515625,1620000
80.8139,325,5257.85,74.3938,4977.69,325,-6587.0419921875,1625000
71.8982,326,5352.1,67.2858,5073.85,326,-6411.38525390625,1630000
76.6082,327,4868.73,74.5661,4709.08,327,-6683.57470703125,1635000
79.8119,328,5270.1,76.4192,4558.13,328,-6722.43017578125,1640000
79.664,329,5282.27,76.7929,4647.22,329,-6762.79638671875,1645000
78.537,330,5394.77,75.6015,4909.61,330,-6854.47021484375,1650000
75.0502,331,5209.61,69.3063,4411.44,331,-6788.3759765625,1655000
77.984,332,5310.49,69.6705,4800.74,332,-6805.9052734375,1660000
76.8872,333,5046.17,71.6076,4576.15,333,-6890.130859375,1665000
79.8885,334,4955.59,74.1881,4693.9,334,-6989.431640625,1670000
79.7252,335,5387.52,74.8901,4294.86,335,-6949.79052734375,1675000
77.4207,336,5117.29,71.1568,5000.43,336,-6914.4638671875,1680000
79.9965,337,5225.42,78.6182,4806.07,337,-7098.95068359375,1685000
79.498,338,5315.89,76.2054,3991.89,338,-7134.220703125,1690000
80.9371,339,4991.39,79.2399,4721.62,339,-7235.68798828125,1695000
73.1093,340,5234.67,70.6351,4495.6,340,-7151.7841796875,1700000
77.7175,341,5294.65,71.0315,4672.96,341,-7002.31982421875,1705000
78.0916,342,5032.94,73.8018,4781.32,342,-7219.017578125,1710000
76.6656,343,5411.97,69.0347,4774.13,343,-7143.63623046875,1715000
77.2286,344,5160.37,73.3853,4862.73,344,-7280.6103515625,1720000
77.1104,345,5458.78,71.2893,4733.38,345,-7116.08154296875,1725000
79.0732,346,5434.37,71.4993,4941.4,346,-7289.28271484375,1730000
78.3499,347,5253.8,73.615,4798.99,347,-7351.666015625,1735000
73.5413,348,5287.93,69.4623,4881.59,348,-7167.38232421875,1740000
78.2036,349,5286.23,72.8947,5009.15,349,-7405.46240234375,1745000
74.3996,350,5304.93,67.0427,5176.0,350,-7481.69287109375,1750000
71.8378,351,5377.46,67.7798,5193.3,351,-7284.984375,1755000
78.3096,352,5151.86,73.1795,4727.5,352,-7533.70556640625,1760000
76.9239,353,5031.77,68.2231,4922.76,353,-7465.5458984375,1765000
78.5453,354,4958.98,71.8966,4830.69,354,-7587.166015625,1770000
78.9709,355,5480.15,73.4785,4866.39,355,-7573.58642578125,1775000
73.8945,356,5486.24,66.7283,4456.87,356,-7606.556640625,1780000
78.1332,357,5406.87,72.4469,5177.42,357,-7729.1865234375,1785000
78.1237,358,5362.76,73.1448,5082.39,358,-7869.15283203125,1790000
77.7277,359,5028.91,71.13,4730.63,359,-7674.8525390625,1795000
79.367,360,5519.52,72.0216,5225.78,360,-7870.08203125,1800000
79.7751,361,5247.57,75.8525,4892.78,361,-7991.552734375,1805000
78.5324,362,5294.46,74.6574,4722.35,362,-7990.310546875,1810000
79.7939,363,5421.74,73.595,5049.61,363,-7911.767578125,1815000
77.1231,364,5004.76,72.4487,4566.17,364,-7912.9345703125,1820000
72.2723,365,5088.31,67.1958,4909.6,365,-7796.67529296875,1825000
76.7249,366,5214.28,71.6011,4720.02,366,-8007.10693359375,1830000
70.0871,367,5221.69,63.1238,4835.09,367,-7763.7626953125,1835000
76.9764,368,5543.73,70.3887,5236.09,368,-8119.28369140625,1840000
78.8585,369,5509.55,73.4995,4538.07,369,-8277.4296875,1845000
69.7587,370,5486.44,61.8749,4669.28,370,-7687.4697265625,1850000
79.1543,371,5307.8,75.826,4504.98,371,-8285.4482421875,1855000
78.5169,372,5247.74,74.4207,4002.73,372,-8321.20703125,1860000
79.9676,373,5356.37,74.007,4521.51,373,-8232.6865234375,1865000
78.6749,374,4862.99,69.0961,5289.83,374,-8149.771484375,1870000
72.4736,375,5218.75,67.6389,4851.03,375,-8117.70458984375,1875000
77.2013,376,5384.01,69.5535,4943.74,376,-8361.470703125,1880000
80.0391,377,5353.41,77.9577,4715.04,377,-8510.0595703125,1885000
78.29,378,5075.19,75.3776,4701.59,378,-8487.017578125,1890000
78.6663,379,5534.8,71.0459,4948.54,379,-8498.912109375,1895000
69.9421,380,5246.59,63.6002,5008.14,380,-8242.4228515625,1900000
80.0329,381,5468.52,73.6551,4870.22,381,-8487.671875,1905000
78.9028,382,5353.76,75.4438,4692.83,382,-8700.9873046875,1910000
72.3166,383,5586.06,68.4785,4793.27,383,-8402.6259765625,1915000
71.2397,384,5274.85,64.8997,5041.75,384,-8386.5986328125,1920000
77.691,385,5670.66,67.5311,5323.19,385,-8658.353515625,1925000
78.3081,386,5524.6,70.026,5229.08,386,-8827.5986328125,1930000
77.5675,387,5353.03,68.8732,5103.99,387,-8824.51171875,1935000
