Running Forward KL,Running Env Steps,Real Det Return,Itration,Real Sto Return,Running Update Time,Running Reverse KL,Reward Loss
38.7107,1920000,4861.07,384,4799.9,384,18.4995,-2907.668701171875
37.387,1925000,4780.89,385,4795.65,385,16.4781,-2908.681884765625
36.9431,1930000,3886.24,386,4642.76,386,17.8639,-2893.97119140625
37.3734,1935000,4722.33,387,4867.76,387,19.3594,-2973.62353515625
36.7432,1940000,4943.41,388,4975.5,388,17.3122,-2902.846923828125
36.8421,1945000,4952.34,389,4905.47,389,20.1731,-2938.013916015625
37.3983,1950000,4980.85,390,4959.7,390,18.4358,-2963.48486328125
37.2692,1955000,5164.08,391,5026.74,391,18.8778,-2864.6708984375
37.5009,1960000,5120.41,392,5025.1,392,19.3129,-2973.278564453125
38.1031,1965000,5147.19,393,5019.32,393,20.3339,-2922.11376953125
37.5644,1970000,5052.48,394,4973.53,394,19.4662,-3176.590576171875
37.1214,1975000,5040.26,395,5029.63,395,19.0948,-2934.1591796875
36.32,1980000,4874.53,396,4976.97,396,17.8603,-2909.432861328125
36.6031,1985000,5118.21,397,5043.19,397,18.2821,-2942.211669921875
36.5933,1990000,5064.2,398,4983.83,398,17.3329,-2986.609619140625
37.5276,1995000,4961.76,399,4967.9,399,18.1019,-3077.6923828125
36.9443,2000000,4831.43,400,4883.84,400,17.4774,-3023.317626953125
36.5512,2005000,4908.51,401,4930.99,401,18.0133,-2948.6845703125
37.7711,2010000,5128.28,402,5027.51,402,19.5584,-3158.996337890625
38.6116,2015000,5037.89,403,4943.72,403,19.8015,-3238.2392578125
45.9614,2020000,733.49,404,383.54,404,66.9401,-3723.29345703125
41.317,2025000,524.73,405,1765.2,405,40.2549,-3769.44580078125
42.9917,2030000,4102.75,406,3869.78,406,23.0114,-3470.07080078125
42.4774,2035000,4295.76,407,4314.84,407,21.6725,-3319.27490234375
39.188,2040000,4796.55,408,4762.53,408,20.5765,-3250.24267578125
38.2545,2045000,4695.51,409,4686.56,409,19.0929,-3223.431396484375
39.7247,2050000,4603.16,410,4571.48,410,19.5886,-3533.917236328125
39.6799,2055000,4670.21,411,4627.89,411,19.4455,-3286.233642578125
37.3517,2060000,4835.95,412,4677.23,412,18.3697,-3236.1220703125
39.0676,2065000,4679.05,413,4679.2,413,17.9096,-3473.8251953125
37.8579,2070000,4823.67,414,4804.79,414,18.1126,-3367.69970703125
37.3097,2075000,4988.4,415,4901.88,415,18.2567,-3179.456298828125
36.9093,2080000,4933.04,416,4313.28,416,17.2861,-3107.88330078125
36.9798,2085000,5103.44,417,4818.01,417,18.2316,-3072.06494140625
36.154,2090000,5048.96,418,5026.84,418,16.9056,-2963.710693359375
36.6716,2095000,5145.24,419,4793.3,419,17.9531,-3236.97314453125
37.0236,2100000,5028.18,420,5029.4,420,19.8977,-3202.9208984375
37.1395,2105000,4920.46,421,4547.53,421,16.1499,-3228.491455078125
37.0653,2110000,5075.13,422,4842.6,422,16.9615,-3170.541015625
37.371,2115000,5028.69,423,4979.87,423,17.3747,-3306.487548828125
36.2777,2120000,5100.43,424,5032.2,424,16.9034,-3092.437744140625
37.42,2125000,5118.15,425,5017.89,425,17.5156,-3360.562744140625
37.8225,2130000,5126.72,426,5038.73,426,17.9421,-3396.730712890625
36.188,2135000,5195.76,427,5045.98,427,16.9928,-3143.125244140625
36.6126,2140000,5133.3,428,5015.73,428,17.2401,-3107.5693359375
36.6487,2145000,5037.65,429,4903.47,429,17.2715,-3182.329345703125
37.3388,2150000,5077.88,430,4990.13,430,17.885,-3260.22265625
36.9715,2155000,5100.16,431,4982.0,431,16.9387,-3287.54638671875
37.5789,2160000,5087.45,432,4986.59,432,18.5595,-3509.0888671875
37.8131,2165000,5054.78,433,4960.78,433,17.2838,-3461.501953125
38.168,2170000,5006.05,434,4940.04,434,17.8765,-3550.796142578125
37.4277,2175000,5033.29,435,4929.37,435,16.8113,-3596.283935546875
37.9705,2180000,4974.17,436,4953.23,436,17.2571,-3680.353759765625
37.7101,2185000,4986.06,437,4905.58,437,17.5925,-3453.281005859375
37.2707,2190000,4918.35,438,4890.78,438,17.0804,-3633.064697265625
38.589,2195000,4984.28,439,4693.87,439,17.1331,-3732.3583984375
36.0631,2200000,5012.05,440,4920.34,440,17.631,-3468.85107421875
35.8466,2205000,5076.48,441,4944.99,441,17.295,-3283.941650390625
37.0329,2210000,5119.45,442,4993.08,442,17.9959,-3420.82470703125
37.1385,2215000,5023.25,443,4881.19,443,17.819,-3569.9267578125
36.6903,2220000,4128.99,444,4508.28,444,19.6339,-3505.055908203125
37.09,2225000,5007.83,445,4899.79,445,16.5389,-3331.406982421875
36.9519,2230000,4989.98,446,4906.02,446,17.3989,-3598.798095703125
37.014,2235000,5111.53,447,4986.04,447,16.5085,-3717.7021484375
38.0342,2240000,1166.11,448,4092.34,448,15.8787,-3783.1875
37.9329,2245000,4950.47,449,4613.31,449,16.8723,-3612.207275390625
37.792,2250000,4987.99,450,4721.48,450,17.3048,-3793.948486328125
38.2362,2255000,4797.2,451,3442.77,451,15.2291,-3964.12548828125
37.1916,2260000,5044.24,452,4925.43,452,17.6258,-3696.627685546875
37.5436,2265000,4967.43,453,4911.07,453,17.1627,-3515.521484375
37.0793,2270000,5099.55,454,4818.99,454,21.0029,-3833.0263671875
36.6267,2275000,5117.96,455,4803.56,455,15.96,-3630.581298828125
36.8286,2280000,5193.39,456,4606.55,456,17.1155,-3472.275390625
37.1459,2285000,5035.36,457,4924.69,457,17.3755,-3393.836181640625
36.7639,2290000,4982.09,458,4933.55,458,16.647,-3834.926025390625
38.7456,2295000,4811.7,459,4693.18,459,16.9214,-3935.821533203125
37.5648,2300000,5088.34,460,4960.98,460,18.1813,-3775.805908203125
38.0392,2305000,4796.58,461,4691.9,461,17.0445,-3713.538330078125
37.4681,2310000,4928.13,462,4786.27,462,17.6405,-3861.475830078125
36.8101,2315000,4963.63,463,4879.4,463,17.0036,-3711.230712890625
36.5861,2320000,5001.63,464,4921.63,464,16.8702,-3626.1396484375
36.655,2325000,4917.88,465,4494.4,465,16.5678,-3742.539306640625
36.6554,2330000,5130.57,466,4846.13,466,18.0761,-3895.612060546875
36.5441,2335000,5175.32,467,5060.39,467,17.2175,-3882.760986328125
36.7817,2340000,5031.24,468,4986.87,468,16.445,-3669.33544921875
36.1153,2345000,5049.54,469,4557.95,469,16.4398,-3607.341064453125
37.1904,2350000,4974.15,470,3880.8,470,15.3836,-3900.86474609375
36.4196,2355000,5119.63,471,4763.81,471,16.3315,-4124.83251953125
36.649,2360000,4995.26,472,4941.53,472,16.2361,-3578.1689453125
35.806,2365000,4773.03,473,4914.37,473,15.8645,-3726.00048828125
36.9003,2370000,4972.45,474,4027.51,474,19.1912,-3900.50634765625
35.3333,2375000,5107.54,475,4992.01,475,16.5287,-3703.41845703125
36.095,2380000,5133.67,476,5046.03,476,16.6771,-3858.6494140625
36.3424,2385000,4818.42,477,4973.07,477,17.1907,-3860.52001953125
36.7646,2390000,4924.03,478,4468.9,478,25.5216,-4092.747802734375
35.4023,2395000,5091.67,479,4794.52,479,16.6979,-3823.4970703125
35.053,2400000,4935.99,480,4909.73,480,16.175,-3651.017578125
36.1202,2405000,4894.92,481,4947.45,481,16.1396,-3734.9716796875
37.0959,2410000,5027.47,482,5051.68,482,17.0724,-4035.514404296875
36.8877,2415000,3854.44,483,4381.44,483,17.7514,-4125.94970703125
36.5702,2420000,5072.54,484,4979.34,484,16.9345,-3668.900390625
35.8061,2425000,5205.74,485,5072.92,485,15.705,-3914.7724609375
35.3039,2430000,5146.22,486,4794.09,486,16.1065,-3630.8876953125
36.8341,2435000,5079.95,487,4801.59,487,16.6415,-4093.32080078125
35.2794,2440000,5164.67,488,4850.9,488,16.2824,-3831.2900390625
36.874,2445000,4931.06,489,4848.08,489,16.3759,-3992.15087890625
35.6699,2450000,5032.36,490,4942.17,490,15.856,-3873.37158203125
37.7683,2455000,4045.0,491,3779.93,491,17.7448,-4432.89892578125
36.8014,2460000,4769.47,492,3806.08,492,20.8217,-4235.982421875
36.5715,2465000,4308.16,493,4248.75,493,21.4396,-4748.48583984375
34.7778,2470000,4169.27,494,4605.93,494,16.6611,-3903.107177734375
36.5107,2475000,5145.19,495,5013.4,495,16.7497,-3902.389404296875
36.5065,2480000,5091.58,496,5007.18,496,17.5266,-4154.67529296875
36.8103,2485000,5062.07,497,4960.48,497,16.1923,-4159.79736328125
36.6518,2490000,4921.4,498,4847.57,498,15.4494,-3874.768798828125
38.291,2495000,4737.36,499,4576.81,499,14.4942,-4298.68603515625
49.7206,2500000,534.41,500,545.83,500,31.4703,-6039.9990234375
44.501,2505000,4163.63,501,2970.11,501,40.4217,-5041.31640625
43.8186,2510000,4422.04,502,4422.54,502,24.202,-5032.14453125
40.6895,2515000,4778.92,503,4751.63,503,22.927,-3835.888427734375
38.0145,2520000,4820.88,504,4773.46,504,22.7961,-3487.701904296875
38.9001,2525000,4976.52,505,4885.98,505,22.8764,-4305.57275390625
38.2902,2530000,5047.71,506,4959.54,506,22.0928,-4284.4541015625
38.0654,2535000,4854.43,507,4787.0,507,23.5116,-4445.111328125
37.3754,2540000,5064.48,508,4960.43,508,22.3875,-4561.98388671875
37.4301,2545000,4715.14,509,4547.23,509,21.1378,-4221.11376953125
37.539,2550000,5122.57,510,4890.2,510,21.1073,-4289.56494140625
37.4299,2555000,5161.0,511,5069.21,511,19.8966,-4360.66845703125
38.0913,2560000,5166.08,512,5085.3,512,19.4151,-4585.8134765625
36.985,2565000,4018.61,513,3913.61,513,21.0997,-4537.1806640625
37.7601,2570000,3764.14,514,2909.68,514,21.3209,-4908.6142578125
37.0517,2575000,4892.97,515,4035.29,515,20.876,-4356.2578125
37.7261,2580000,3470.66,516,3197.64,516,42.7667,-4857.07275390625
38.0487,2585000,4857.31,517,3562.3,517,20.3464,-4937.51318359375
36.8878,2590000,4754.54,518,4363.35,518,15.9227,-4346.0732421875
36.6778,2595000,5014.32,519,4902.11,519,15.8115,-4136.42529296875
38.4174,2600000,4609.32,520,4926.19,520,17.0023,-4232.9501953125
37.4388,2605000,5040.24,521,4880.47,521,16.8441,-4201.841796875
37.8034,2610000,5073.62,522,4937.12,522,16.3938,-4467.34326171875
36.8858,2615000,5114.88,523,4946.76,523,16.4091,-4348.6357421875
38.4319,2620000,4997.99,524,4933.79,524,17.6136,-4317.84326171875
36.3547,2625000,5049.64,525,4909.6,525,16.8695,-4281.09423828125
36.6463,2630000,5078.37,526,4938.29,526,15.7403,-4181.90283203125
37.5187,2635000,4981.41,527,4883.4,527,16.4853,-4282.67529296875
36.8946,2640000,4909.53,528,4677.71,528,15.2807,-4244.74169921875
37.0784,2645000,4971.13,529,4700.61,529,15.1303,-4425.6435546875
36.4843,2650000,5010.15,530,4926.29,530,15.101,-4263.84912109375
37.0915,2655000,5065.0,531,4958.55,531,15.3769,-4433.03076171875
37.4552,2660000,4995.98,532,4887.83,532,14.9276,-4549.74560546875
55.4253,2665000,-20.63,533,-21.72,533,38.7361,-4016.432861328125
37.0871,2670000,5099.85,534,4980.72,534,16.3409,-4530.66943359375
37.5254,2675000,5061.65,535,4975.51,535,15.3557,-4847.7275390625
37.4129,2680000,3360.61,536,4590.77,536,14.8501,-4680.048828125
37.1595,2685000,5217.88,537,4685.39,537,17.8646,-4765.34716796875
36.3259,2690000,5111.4,538,4942.58,538,15.9319,-4503.49560546875
36.8453,2695000,5095.45,539,5023.88,539,17.389,-4453.3056640625
36.9825,2700000,5007.99,540,4640.29,540,16.1056,-4619.05517578125
36.9021,2705000,5108.02,541,4651.32,541,15.8326,-4538.5615234375
36.65,2710000,5129.68,542,4992.93,542,17.1301,-4423.13525390625
36.6167,2715000,5138.03,543,5011.57,543,17.4901,-4599.13134765625
37.2715,2720000,5064.71,544,4989.56,544,16.5366,-4656.04345703125
37.3138,2725000,5108.04,545,5005.17,545,16.5534,-4422.19287109375
35.635,2730000,5046.64,546,4872.51,546,15.3978,-4484.39453125
36.4347,2735000,4992.5,547,4576.12,547,14.9885,-4421.10595703125
35.7077,2740000,4902.47,548,4824.29,548,14.7859,-4397.064453125
36.2305,2745000,4936.75,549,4874.32,549,15.5155,-4676.103515625
36.5258,2750000,4418.61,550,4408.98,550,15.0206,-4463.61328125
36.5767,2755000,4898.84,551,4628.01,551,17.1416,-4532.912109375
36.053,2760000,4974.6,552,5003.32,552,17.0199,-4637.60986328125
36.6678,2765000,4973.52,553,4975.17,553,17.0344,-4912.787109375
36.4471,2770000,4914.67,554,4976.07,554,16.3767,-4834.64990234375
35.5229,2775000,5193.81,555,5081.77,555,15.782,-4580.8173828125
37.1803,2780000,5121.38,556,5005.68,556,17.7723,-4847.41845703125
35.7991,2785000,5204.64,557,5162.13,557,16.3711,-4592.17236328125
36.4778,2790000,5097.68,558,5030.22,558,15.3652,-5102.09326171875
36.0868,2795000,5051.91,559,5024.29,559,15.9759,-4857.55908203125
36.3509,2800000,5014.16,560,4985.44,560,15.9602,-4875.408203125
36.6341,2805000,5170.77,561,5117.8,561,17.191,-5085.83349609375
36.5908,2810000,5138.81,562,5038.49,562,16.8328,-5047.52978515625
37.757,2815000,5142.43,563,5082.85,563,18.1525,-5012.7197265625
37.2542,2820000,5157.31,564,4822.82,564,18.6514,-5125.00537109375
36.2906,2825000,5017.81,565,4908.47,565,14.338,-4895.4951171875
36.4149,2830000,5049.44,566,5004.19,566,15.1011,-4992.08447265625
36.4209,2835000,5080.29,567,5022.98,567,15.1663,-5160.05810546875
35.6544,2840000,5099.72,568,4941.24,568,16.0889,-4896.93408203125
37.1275,2845000,5026.09,569,4679.78,569,14.8134,-5236.951171875
35.8729,2850000,5128.14,570,4562.98,570,15.2562,-4719.0966796875
37.1124,2855000,4958.7,571,4982.37,571,15.9792,-5116.93310546875
36.9351,2860000,5172.84,572,5054.39,572,16.7013,-5289.36572265625
36.9628,2865000,4954.05,573,4999.56,573,17.6534,-5151.9775390625
35.2149,2870000,5118.49,574,4830.56,574,14.5066,-4720.2646484375
38.6654,2875000,4773.16,575,4051.77,575,14.6822,-6010.69384765625
35.6932,2880000,5115.21,576,4945.65,576,15.4108,-4965.4638671875
37.2038,2885000,5236.81,577,5133.34,577,17.2248,-5143.283203125
36.6839,2890000,5225.82,578,4862.69,578,17.0512,-5311.82470703125
37.607,2895000,5167.33,579,5036.89,579,16.3269,-5408.36181640625
38.7141,2900000,3884.03,580,4735.83,580,16.7567,-5628.1181640625
36.4578,2905000,4909.79,581,4947.47,581,15.785,-5050.2177734375
37.1465,2910000,4886.55,582,4783.83,582,18.5204,-5552.197265625
36.0828,2915000,4902.75,583,5007.61,583,16.9803,-5262.62109375
36.1266,2920000,5033.87,584,5024.09,584,15.027,-5070.4912109375
39.6607,2925000,4707.06,585,4497.91,585,17.4931,-5381.11376953125
35.1143,2930000,4694.45,586,4223.19,586,17.2882,-4764.6025390625
41.1342,2935000,3158.42,587,3311.77,587,16.1264,-6126.4296875
42.1968,2940000,4133.71,588,4214.03,588,26.5723,-5556.0126953125
41.5665,2945000,2842.89,589,3033.48,589,32.1041,-6141.52099609375
39.1792,2950000,3062.68,590,3654.59,590,18.523,-5398.36865234375
43.9732,2955000,2866.03,591,2784.97,591,21.197,-6423.2900390625
40.6359,2960000,4564.45,592,4446.35,592,19.3957,-5104.77587890625
40.052,2965000,4644.51,593,1964.33,593,17.1903,-6022.69482421875
40.5509,2970000,4535.08,594,4526.61,594,21.0757,-5762.4130859375
37.7483,2975000,5118.97,595,4997.38,595,20.0004,-5013.0
41.0011,2980000,4903.33,596,4839.45,596,23.5614,-5742.0634765625
38.431,2985000,4932.29,597,4812.44,597,18.954,-5591.0439453125
37.8445,2990000,5043.05,598,4665.29,598,19.3289,-5520.13134765625
37.4547,2995000,3826.63,599,4127.34,599,19.9494,-5487.443359375
37.0866,3000000,5071.89,600,4967.75,600,18.4833,-5368.21630859375
37.1262,3005000,5282.68,601,4651.24,601,18.0129,-5457.6044921875
37.1164,3010000,5072.21,602,5162.36,602,18.2127,-5235.958984375
37.4153,3015000,5333.41,603,4704.25,603,21.7003,-5620.82958984375
36.5812,3020000,5309.29,604,3650.73,604,23.3114,-5367.3203125
36.6766,3025000,4258.73,605,4525.41,605,22.273,-5427.884765625
37.3182,3030000,4878.05,606,4224.15,606,24.8289,-5628.63623046875
38.082,3035000,4229.83,607,3733.89,607,25.9192,-5708.54248046875
42.2382,3040000,2854.14,608,2156.55,608,39.6153,-6160.1845703125
39.2369,3045000,4059.57,609,2606.52,609,28.2146,-6057.90576171875
38.3505,3050000,3541.53,610,4680.28,610,24.9018,-5742.3115234375
39.0378,3055000,5097.61,611,3017.99,611,27.2096,-5949.798828125
39.251,3060000,5045.2,612,3088.13,612,24.6964,-5833.69873046875
38.5161,3065000,5007.32,613,3760.3,613,17.984,-5665.84130859375
38.6065,3070000,5065.33,614,4387.89,614,24.1323,-5794.36572265625
39.0437,3075000,3201.53,615,2423.44,615,28.8517,-6058.68603515625
40.0164,3080000,3717.35,616,3398.7,616,30.4054,-6201.70361328125
38.5872,3085000,3474.13,617,4507.93,617,21.1294,-5712.005859375
37.9753,3090000,3450.15,618,3180.77,618,25.8463,-5819.7197265625
39.6653,3095000,1824.14,619,2393.98,619,36.8501,-6349.4208984375
36.7864,3100000,5189.35,620,4623.3,620,17.2224,-5400.46240234375
38.2201,3105000,5105.91,621,5049.57,621,22.1013,-5782.3759765625
38.2287,3110000,2990.65,622,4551.42,622,21.7867,-5649.13671875
36.9139,3115000,5065.6,623,5009.68,623,17.7919,-5233.84716796875
37.7023,3120000,2474.14,624,4003.46,624,22.6216,-5730.96923828125
38.5871,3125000,3214.07,625,2278.75,625,23.8977,-6196.27685546875
38.4904,3130000,4016.12,626,3454.17,626,16.1752,-5515.43505859375
38.4042,3135000,4476.68,627,4428.47,627,16.4369,-5367.3466796875
37.1565,3140000,4470.68,628,4708.57,628,25.2187,-5505.65234375
37.7411,3145000,4601.48,629,4415.07,629,18.3264,-5734.8330078125
37.3973,3150000,4414.98,630,4430.39,630,15.9294,-5798.6904296875
36.7252,3155000,4580.52,631,4897.29,631,19.3462,-5380.41064453125
36.3268,3160000,4416.62,632,4820.62,632,20.0967,-5305.76025390625
36.6098,3165000,4511.59,633,4955.63,633,18.902,-5398.94921875
37.1682,3170000,4869.83,634,4924.0,634,17.4794,-5602.66162109375
36.6807,3175000,4500.24,635,4771.3,635,16.0672,-5428.53662109375
36.5041,3180000,4174.34,636,3827.49,636,14.9892,-5784.685546875
37.4528,3185000,4488.78,637,4283.68,637,15.1243,-5645.0478515625
38.8579,3190000,2794.29,638,3410.31,638,16.616,-5711.40185546875
37.4869,3195000,4555.06,639,4605.44,639,16.21,-5577.7529296875
37.1128,3200000,4909.45,640,4966.41,640,18.8812,-5805.21923828125
39.9795,3205000,1319.13,641,2000.72,641,20.692,-6443.896484375
36.2378,3210000,4584.92,642,5164.72,642,19.4584,-5409.8828125
35.901,3215000,4271.15,643,4665.71,643,16.9256,-5575.97998046875
36.3501,3220000,4609.17,644,4629.7,644,15.7253,-5773.73828125
36.8759,3225000,4660.86,645,4539.81,645,15.8493,-5591.83935546875
41.066,3230000,4190.5,646,4722.04,646,21.2227,-6600.158203125
39.0104,3235000,4407.01,647,4582.0,647,19.2873,-6379.46875
39.5028,3240000,4850.95,648,4739.41,648,21.2199,-6537.81201171875
38.6517,3245000,5062.77,649,4932.57,649,22.9417,-6301.0185546875
37.7735,3250000,5205.22,650,5073.08,650,21.366,-6035.421875
37.8412,3255000,5051.22,651,4994.18,651,20.7348,-5855.18896484375
37.4115,3260000,4630.6,652,4900.7,652,17.4273,-5044.060546875
36.7806,3265000,4641.23,653,4884.77,653,17.6206,-5093.08203125
37.3532,3270000,4893.39,654,5009.01,654,19.7953,-6002.8583984375
36.331,3275000,4823.97,655,4893.0,655,18.8317,-5078.4560546875
36.4524,3280000,4941.65,656,4971.04,656,19.1404,-5624.154296875
36.3829,3285000,4510.08,657,4762.38,657,18.3461,-4415.77490234375
39.8437,3290000,4547.27,658,4465.77,658,19.5753,-4845.3427734375
39.6276,3295000,4417.81,659,4143.47,659,18.3938,-4932.53369140625
37.9399,3300000,4738.02,660,4614.14,660,18.3915,-4588.71142578125
36.5352,3305000,4886.62,661,5007.61,661,16.8003,-5217.13427734375
35.5182,3310000,4759.31,662,4848.15,662,14.9846,-4996.11181640625
35.4892,3315000,5073.67,663,4643.85,663,15.6871,-5158.87255859375
38.5964,3320000,4668.44,664,3078.84,664,14.4591,-6738.29443359375
35.8909,3325000,5140.8,665,4899.7,665,16.7817,-5260.23193359375
37.1715,3330000,5186.19,666,4203.5,666,18.0669,-5978.67529296875
35.7344,3335000,5069.54,667,5110.62,667,18.2244,-5655.9833984375
35.708,3340000,5158.23,668,5133.42,668,18.7133,-5693.8115234375
35.9839,3345000,4849.84,669,4952.5,669,16.1423,-5016.0234375
36.7984,3350000,4696.38,670,4730.64,670,16.8164,-5137.40966796875
38.4301,3355000,5005.83,671,5092.84,671,19.1846,-6093.96240234375
37.1472,3360000,4792.19,672,4688.83,672,17.6132,-5207.55712890625
37.1793,3365000,5010.45,673,5043.86,673,18.2121,-5751.07861328125
36.1558,3370000,5128.78,674,5167.59,674,19.5559,-5991.9638671875
37.0388,3375000,5229.29,675,5179.16,675,20.7124,-5964.353515625
36.3785,3380000,4957.72,676,5155.76,676,18.4963,-5605.4033203125
35.8182,3385000,5041.85,677,5089.78,677,18.4413,-5774.8173828125
36.4611,3390000,5008.97,678,5055.76,678,17.9116,-5975.51123046875
36.3944,3395000,4837.89,679,4866.96,679,16.8048,-6436.18212890625
35.3397,3400000,5078.13,680,4955.83,680,16.5129,-5510.84228515625
36.7617,3405000,4929.73,681,4906.86,681,17.4822,-5595.14892578125
37.0283,3410000,4849.11,682,4872.02,682,17.5653,-5977.76513671875
37.4513,3415000,4293.69,683,4648.91,683,17.0254,-6376.04833984375
38.0031,3420000,4746.66,684,4855.33,684,17.7326,-6306.064453125
36.7692,3425000,5023.89,685,4988.35,685,17.9791,-5188.939453125
37.2522,3430000,4962.75,686,4944.45,686,17.4979,-5860.40283203125
36.1059,3435000,4882.4,687,4840.19,687,16.8259,-4957.3837890625
37.0502,3440000,4849.22,688,4877.95,688,17.3204,-5403.18701171875
37.2156,3445000,4907.76,689,4903.57,689,18.2664,-5764.96435546875
37.0829,3450000,4819.06,690,4842.9,690,18.3176,-6205.38232421875
37.5581,3455000,4688.73,691,4376.42,691,17.617,-4947.1826171875
36.5387,3460000,4879.71,692,4850.56,692,17.2675,-4782.43017578125
37.4231,3465000,4795.2,693,4651.81,693,17.2451,-5549.80810546875
37.9329,3470000,4832.75,694,4842.4,694,16.865,-6147.61328125
37.9056,3475000,4883.15,695,4883.06,695,18.4605,-6127.73779296875
38.4768,3480000,4874.53,696,4856.97,696,18.9327,-6520.29150390625
38.4117,3485000,4901.64,697,4859.56,697,19.9004,-6005.80615234375
38.6585,3490000,4816.45,698,4849.75,698,18.6711,-6043.43212890625
38.5028,3495000,4823.7,699,4858.8,699,20.5079,-6377.28857421875
38.4516,3500000,4880.65,700,4882.54,700,18.8928,-6196.580078125
39.6656,3505000,6.51,701,8.57,701,24.9951,-6329.2216796875
38.6195,3510000,4765.24,702,4546.45,702,20.7842,-6325.6484375
38.4122,3515000,4771.29,703,4770.81,703,19.6123,-6540.564453125
38.8345,3520000,4248.62,704,4474.67,704,20.8139,-6398.6123046875
39.6444,3525000,4618.61,705,4618.7,705,20.7303,-6170.06689453125
36.8737,3530000,4689.99,706,4712.79,706,19.655,-5814.08935546875
37.3387,3535000,4712.39,707,4748.52,707,19.5462,-5284.021484375
37.2914,3540000,4880.25,708,4884.75,708,20.1942,-5340.01806640625
36.7251,3545000,5020.38,709,5020.0,709,20.0459,-5615.62060546875
37.0409,3550000,5136.85,710,5066.07,710,19.6996,-5979.87744140625
36.7322,3555000,5104.4,711,5053.84,711,20.3702,-5760.24951171875
36.806,3560000,4995.04,712,4919.4,712,18.8311,-5547.34716796875
36.7168,3565000,4983.13,713,4937.21,713,18.6727,-5802.650390625
36.1888,3570000,4958.67,714,4912.67,714,18.4344,-5593.443359375
36.5873,3575000,4849.62,715,4866.0,715,18.0095,-6000.25537109375
35.7952,3580000,4697.36,716,4857.99,716,17.3539,-5352.97509765625
37.0085,3585000,4675.94,717,4780.1,717,17.8151,-5694.72607421875
36.7594,3590000,4664.16,718,4795.49,718,17.6053,-5783.5595703125
36.3862,3595000,5005.24,719,4837.97,719,17.2905,-5657.47900390625
35.5054,3600000,4865.46,720,4942.12,720,16.629,-5501.0849609375
36.3018,3605000,4783.25,721,4886.39,721,17.2193,-5597.009765625
36.6408,3610000,4968.43,722,4961.09,722,17.9074,-5993.15380859375
36.5601,3615000,4975.96,723,5011.15,723,17.3939,-5471.16650390625
37.1599,3620000,4977.79,724,5006.29,724,18.4202,-6027.767578125
37.0277,3625000,4885.5,725,4839.88,725,17.3688,-6017.76904296875
35.5473,3630000,4867.44,726,4969.81,726,16.6029,-5686.26123046875
35.8767,3635000,4868.19,727,4939.66,727,17.3813,-5552.51953125
35.4367,3640000,5001.31,728,5001.8,728,17.8526,-5463.09814453125
36.4153,3645000,4874.52,729,4937.48,729,17.733,-5697.6328125
37.4366,3650000,4845.49,730,4900.07,730,18.7174,-5836.626953125
36.3035,3655000,4880.31,731,4910.21,731,17.4957,-5732.05810546875
36.2647,3660000,4855.37,732,4902.9,732,18.1823,-5937.716796875
36.043,3665000,4900.01,733,4957.05,733,17.5509,-5840.84130859375
35.6969,3670000,4925.53,734,4956.98,734,17.3657,-5620.79248046875
36.2744,3675000,4881.56,735,4947.07,735,18.3197,-5808.66650390625
37.3238,3680000,4533.0,736,4562.21,736,20.4032,-6069.9814453125
54.0095,3685000,298.99,737,130.61,737,85.3079,-5082.8115234375
57.0793,3690000,62.06,738,67.23,738,113.9175,-3807.687255859375
38.3077,3695000,2261.32,739,2237.81,739,35.7683,-6435.55419921875
51.087,3700000,161.85,740,909.7,740,63.489,-7282.8369140625
37.1853,3705000,5004.9,741,5031.54,741,19.7003,-6342.7734375
37.2151,3710000,5038.57,742,4820.19,742,20.5968,-6316.24853515625
37.473,3715000,4857.31,743,4657.48,743,28.2202,-6164.69189453125
37.7699,3720000,4967.03,744,5068.54,744,21.2748,-6231.6201171875
39.0597,3725000,5007.12,745,5045.15,745,25.8069,-6548.04443359375
39.1865,3730000,4879.22,746,4921.76,746,21.9081,-6374.90771484375
38.9315,3735000,4837.24,747,4883.77,747,21.0844,-6344.3740234375
38.4196,3740000,4897.56,748,4913.14,748,21.2782,-6217.25830078125
38.2146,3745000,4901.76,749,4936.64,749,20.1414,-6171.87548828125
39.34,3750000,4856.28,750,4866.18,750,23.1642,-6393.45361328125
39.0318,3755000,4619.49,751,4650.54,751,22.8639,-6377.7119140625
38.3026,3760000,4668.99,752,4645.74,752,22.9747,-6360.5693359375
38.9493,3765000,4814.75,753,4810.89,753,22.4764,-6621.759765625
39.1728,3770000,4768.45,754,4732.8,754,22.321,-6580.1044921875
39.1374,3775000,4682.89,755,4672.81,755,23.6512,-6560.6689453125
37.9231,3780000,4769.02,756,4756.85,756,22.83,-6211.7490234375
37.9003,3785000,4927.38,757,4945.53,757,23.0284,-6204.40283203125
38.2969,3790000,4958.97,758,4944.45,758,23.1876,-6203.00390625
38.8854,3795000,4905.99,759,4906.31,759,23.1858,-6484.67431640625
38.7387,3800000,4760.68,760,4690.87,760,23.4125,-6641.158203125
39.6095,3805000,2063.43,761,2284.24,761,64.1141,-5495.62548828125
39.1975,3810000,3167.03,762,3588.83,762,78.3183,-5512.3212890625
38.4904,3815000,4527.16,763,4560.2,763,23.3519,-6453.7861328125
38.8949,3820000,4914.51,764,4907.88,764,23.0737,-6711.5087890625
