Running Forward KL,Running Env Steps,Real Det Return,Itration,Real Sto Return,Running Update Time,Running Reverse KL,Reward Loss
49.373,0,265.96,0,262.72,0,12.3366,174.87188720703125
49.0777,5000,287.8,1,320.08,1,14.2469,141.58438110351562
49.6547,10000,249.19,2,405.76,2,21.1909,179.03781127929688
49.3085,15000,403.15,3,385.15,3,23.8368,79.9139175415039
49.3468,20000,446.43,4,423.36,4,16.9944,87.36783599853516
49.3903,25000,447.26,5,445.8,5,15.7734,92.05830383300781
48.7613,30000,340.6,6,428.01,6,17.8443,94.66934204101562
49.4894,35000,279.76,7,368.73,7,18.4298,99.73966979980469
48.6866,40000,722.64,8,561.5,8,32.8983,42.861087799072266
48.3625,45000,577.16,9,516.31,9,29.4985,16.725196838378906
49.4821,50000,454.79,10,459.63,10,16.115,11.046796798706055
48.7038,55000,595.66,11,542.75,11,16.875,-2.4728031158447266
49.0308,60000,637.45,12,461.9,12,21.4762,36.683738708496094
49.4409,65000,599.05,13,538.88,13,29.5235,10.123208045959473
48.0632,70000,512.91,14,496.64,14,17.7524,-70.21373748779297
49.0324,75000,1600.22,15,648.8,15,21.6883,-5.847662925720215
47.4878,80000,807.17,16,593.32,16,19.0715,-36.74285125732422
45.3501,85000,2232.25,17,1528.89,17,14.9212,-19.292190551757812
44.9895,90000,1785.0,18,1514.16,18,14.0012,-32.57745361328125
43.085,95000,2040.97,19,1988.45,19,15.948,-46.34489059448242
44.9356,100000,3038.06,20,1933.54,20,18.2051,-41.94993591308594
42.9444,105000,2124.54,21,2085.28,21,17.6952,-42.26762008666992
41.9529,110000,3395.51,22,2361.2,22,19.4285,-40.80138397216797
43.1491,115000,1535.12,23,2141.97,23,29.1229,-61.540096282958984
42.3664,120000,1104.97,24,2116.68,24,14.0195,-88.4327163696289
42.153,125000,3791.6,25,2755.27,25,14.5376,-73.21038818359375
41.2371,130000,2877.39,26,2483.68,26,14.0636,-87.933349609375
41.3146,135000,3402.68,27,3262.12,27,14.7015,-76.79110717773438
43.028,140000,3613.7,28,3530.44,28,17.3486,-83.10499572753906
40.5789,145000,2659.5,29,2829.23,29,14.3831,-100.58132934570312
41.3101,150000,843.61,30,3499.96,30,15.4413,-91.67037963867188
42.0869,155000,3943.18,31,3973.06,31,17.7649,-85.52378845214844
41.4637,160000,4036.26,32,3754.68,32,16.3658,-74.6946029663086
42.8258,165000,3697.87,33,3720.53,33,18.3753,-100.67733764648438
42.4135,170000,3814.61,34,3818.98,34,17.7628,-105.25202941894531
40.9599,175000,3935.81,35,3827.05,35,16.099,-116.23493194580078
41.9218,180000,4008.57,36,3906.78,36,18.1761,-95.00232696533203
41.7185,185000,2423.57,37,3346.37,37,17.3979,-129.172607421875
41.4464,190000,3988.12,38,3977.82,38,17.5135,-114.6522445678711
41.5234,195000,4202.49,39,4043.49,39,17.8687,-120.58658599853516
41.7087,200000,3975.17,40,4043.92,40,18.0943,-131.67926025390625
41.2851,205000,4106.52,41,4045.73,41,16.6928,-127.56344604492188
42.4964,210000,4075.04,42,3992.76,42,19.302,-147.96400451660156
41.0739,215000,3977.57,43,3960.87,43,17.0654,-149.45156860351562
41.0511,220000,4273.51,44,4192.22,44,18.0087,-147.2994842529297
41.5642,225000,4144.19,45,4182.93,45,19.0017,-147.05838012695312
40.9965,230000,4166.26,46,4122.11,46,16.7197,-161.0485076904297
41.5815,235000,3995.89,47,4195.28,47,18.5441,-160.59793090820312
40.6562,240000,4261.26,48,3704.42,48,17.266,-164.19439697265625
40.9932,245000,4313.5,49,4294.35,49,18.4103,-170.3685760498047
41.1091,250000,4093.18,50,4077.72,50,17.766,-173.57916259765625
41.4713,255000,4232.44,51,4185.17,51,15.8653,-182.81932067871094
40.833,260000,4207.8,52,4220.7,52,18.7267,-185.3316192626953
39.4106,265000,4309.97,53,4309.22,53,16.1646,-179.7782440185547
41.5021,270000,4150.82,54,4120.14,54,17.9601,-188.4799041748047
41.4592,275000,4312.75,55,4292.3,55,17.4778,-195.24305725097656
40.9777,280000,4110.52,56,4120.73,56,16.8884,-206.89317321777344
40.8997,285000,4378.66,57,4343.04,57,18.6779,-196.70777893066406
41.2993,290000,4064.17,58,4131.39,58,17.847,-209.58584594726562
40.4672,295000,4368.79,59,4125.87,59,16.9215,-231.07669067382812
41.0088,300000,4146.74,60,4145.58,60,17.1543,-220.19503784179688
41.3833,305000,4085.38,61,4071.44,61,17.0777,-231.7723846435547
40.5804,310000,4149.2,62,4223.46,62,17.0635,-228.49649047851562
40.684,315000,4197.95,63,3973.39,63,18.5933,-266.62274169921875
41.5268,320000,4098.29,64,4105.72,64,16.0261,-249.9797821044922
41.0094,325000,4067.84,65,4185.43,65,16.8479,-246.79678344726562
40.3174,330000,4299.05,66,4326.93,66,16.373,-231.0008544921875
39.6101,335000,4323.62,67,4357.91,67,16.3982,-246.37416076660156
40.7979,340000,4401.73,68,4385.3,68,16.2412,-258.8014831542969
41.3033,345000,4190.98,69,4244.88,69,18.233,-276.2655029296875
40.6547,350000,4439.5,70,4369.64,70,17.9842,-283.3401184082031
40.8296,355000,4209.57,71,4260.32,71,16.9521,-284.1700134277344
40.7623,360000,4189.98,72,4250.06,72,16.8111,-281.615966796875
40.6478,365000,4351.64,73,4189.3,73,16.1163,-280.0286865234375
40.1731,370000,4311.43,74,4304.15,74,15.3034,-285.0602722167969
40.1432,375000,4532.08,75,4357.35,75,17.6248,-297.9304504394531
39.9616,380000,4417.45,76,4424.16,76,16.037,-294.5061340332031
38.8649,385000,4385.38,77,4402.68,77,15.6487,-271.0216369628906
39.4639,390000,4324.5,78,4223.38,78,15.2651,-307.5325622558594
38.6636,395000,4489.3,79,4430.14,79,16.3169,-284.7847900390625
39.3183,400000,4473.73,80,4481.27,80,16.0171,-306.56256103515625
39.7927,405000,4355.78,81,4358.93,81,16.5553,-323.42938232421875
39.5312,410000,4554.08,82,4484.09,82,15.4818,-330.02032470703125
38.7853,415000,4622.01,83,4527.69,83,15.727,-320.4956970214844
39.9383,420000,4477.58,84,3732.21,84,16.1649,-352.7730407714844
39.1155,425000,4615.4,85,4295.8,85,15.734,-335.6954345703125
38.7802,430000,4609.09,86,4424.3,86,17.0832,-344.2012939453125
41.0606,435000,362.26,87,937.87,87,17.9706,-500.7052307128906
38.7501,440000,4721.81,88,4407.06,88,24.9499,-391.6894226074219
40.353,445000,4491.0,89,4229.06,89,22.0415,-423.93524169921875
39.9291,450000,4558.97,90,3851.96,90,15.3142,-402.5262145996094
40.0051,455000,3500.84,91,3393.96,91,14.408,-401.11846923828125
39.3374,460000,4852.83,92,3148.98,92,18.6371,-485.9061279296875
38.5058,465000,4737.34,93,3446.19,93,21.1243,-427.0577697753906
38.8305,470000,4481.44,94,4463.83,94,15.5541,-365.5456848144531
39.9054,475000,4576.72,95,4600.18,95,16.5007,-376.9771423339844
39.5081,480000,4564.22,96,4501.14,96,16.6869,-389.4331970214844
39.1959,485000,4670.74,97,4572.56,97,16.1261,-381.4752197265625
39.359,490000,4431.09,98,4430.65,98,15.5627,-389.7028503417969
39.3291,495000,4446.56,99,4136.94,99,17.0496,-417.2125244140625
39.0297,500000,4508.58,100,4489.83,100,16.5955,-403.26031494140625
39.3062,505000,4355.75,101,4394.99,101,15.2117,-404.4564208984375
39.7955,510000,4442.05,102,4396.63,102,15.6586,-417.376953125
38.9222,515000,4525.72,103,4475.54,103,16.5146,-428.259765625
38.1589,520000,4599.36,104,4534.0,104,17.0207,-412.222412109375
39.0558,525000,4631.69,105,4576.51,105,15.9367,-429.2651062011719
38.4341,530000,4604.77,106,4532.06,106,14.6036,-421.1650085449219
38.8916,535000,4608.8,107,4553.31,107,15.1439,-454.56121826171875
38.656,540000,4773.18,108,4629.23,108,16.5876,-436.9300537109375
37.9604,545000,4599.08,109,4420.25,109,14.2941,-433.628662109375
37.8666,550000,3197.28,110,4060.43,110,13.5924,-479.19122314453125
39.5255,555000,4457.81,111,4387.26,111,16.5051,-480.5478210449219
38.5986,560000,4620.5,112,4529.08,112,14.932,-479.9819641113281
38.6825,565000,4669.2,113,4550.8,113,15.448,-468.37744140625
39.5883,570000,4582.83,114,4491.2,114,15.3667,-495.3914794921875
39.3515,575000,4577.25,115,4460.23,115,15.982,-473.9859924316406
39.277,580000,4529.61,116,4271.69,116,15.7518,-510.1406555175781
38.6284,585000,4546.32,117,4456.43,117,15.7901,-491.4078674316406
38.2097,590000,4684.19,118,4471.67,118,15.0108,-500.12957763671875
38.792,595000,4467.44,119,4477.13,119,15.1157,-503.05731201171875
39.1813,600000,4614.05,120,4194.49,120,16.6071,-518.3609619140625
40.0591,605000,4792.95,121,4651.84,121,15.8868,-566.9288330078125
38.9884,610000,4604.53,122,4571.79,122,16.3437,-530.0202026367188
38.4454,615000,4490.57,123,4585.38,123,15.6355,-511.1094055175781
38.5793,620000,4595.2,124,4523.73,124,15.8105,-563.396484375
38.401,625000,4647.65,125,4648.44,125,16.297,-539.4884033203125
39.93,630000,4730.28,126,4592.07,126,15.5238,-550.5910034179688
38.6148,635000,4627.58,127,4508.4,127,15.3068,-588.9111328125
38.9826,640000,4792.18,128,4684.96,128,15.7361,-553.27001953125
38.5127,645000,4542.99,129,4523.52,129,15.2392,-563.8128662109375
38.6331,650000,4785.51,130,4714.42,130,14.6318,-575.8035278320312
39.2332,655000,4667.77,131,4551.01,131,15.8202,-598.0104370117188
39.5506,660000,4590.45,132,4499.93,132,16.8508,-608.4169311523438
39.6389,665000,4655.86,133,4384.67,133,16.781,-609.5800170898438
39.7862,670000,4607.52,134,4540.52,134,16.2374,-609.7739868164062
38.3778,675000,4633.68,135,4604.64,135,14.8997,-643.5121459960938
39.7788,680000,4644.96,136,4625.13,136,17.3109,-621.1273803710938
38.8513,685000,4704.76,137,4621.11,137,16.3359,-612.8404541015625
39.8609,690000,4709.08,138,4779.6,138,15.5603,-594.128662109375
38.8413,695000,4704.17,139,4600.3,139,15.73,-616.0274658203125
37.958,700000,4685.75,140,4609.02,140,15.5866,-617.8579711914062
39.1197,705000,4522.64,141,4439.42,141,14.27,-633.487548828125
39.9197,710000,4525.6,142,4452.48,142,16.2288,-697.2198486328125
38.6308,715000,4465.74,143,4391.64,143,15.3671,-655.3155517578125
39.3514,720000,4621.54,144,4539.87,144,16.7845,-682.9578247070312
37.797,725000,4633.28,145,4577.3,145,15.0182,-649.7718505859375
39.1432,730000,4540.65,146,4541.59,146,15.6699,-662.6651000976562
37.6074,735000,4698.6,147,4627.87,147,14.2885,-675.6683349609375
39.1523,740000,4622.9,148,4517.16,148,16.4338,-707.0213623046875
38.4168,745000,4641.54,149,4638.86,149,15.3091,-703.0231323242188
37.899,750000,4635.11,150,4361.31,150,15.4487,-724.3182373046875
38.0303,755000,4693.09,151,4661.31,151,15.2686,-701.7144165039062
38.1414,760000,4641.91,152,4649.79,152,15.4644,-704.4393310546875
37.4805,765000,4834.17,153,4680.43,153,15.5303,-693.2252197265625
36.3691,770000,4830.26,154,4759.45,154,14.1084,-657.7432250976562
38.4205,775000,4749.34,155,4680.85,155,15.0287,-745.1339111328125
37.6005,780000,4790.17,156,4679.68,156,14.4842,-718.8709716796875
38.0451,785000,4604.49,157,4439.25,157,13.4459,-716.1973266601562
37.6749,790000,4720.6,158,4720.69,158,14.7653,-726.31787109375
37.4812,795000,4781.97,159,4599.17,159,14.9181,-747.309326171875
37.8289,800000,4764.72,160,4678.01,160,14.2274,-756.354248046875
37.6866,805000,4713.39,161,4542.35,161,13.1862,-754.7953491210938
38.2869,810000,4638.71,162,4614.74,162,14.0318,-786.6669311523438
38.5268,815000,4666.87,163,4415.44,163,14.478,-755.7594604492188
38.1985,820000,4741.81,164,4661.53,164,14.102,-777.9906616210938
36.5839,825000,4803.77,165,4796.67,165,13.5738,-730.4500122070312
37.5884,830000,4686.27,166,4633.47,166,14.1499,-778.1605834960938
37.3178,835000,4844.65,167,4842.76,167,14.3446,-788.74462890625
38.034,840000,4712.68,168,4495.33,168,14.9367,-803.4619140625
38.0053,845000,4691.04,169,4393.85,169,14.032,-799.3749389648438
37.7575,850000,4788.3,170,4663.46,170,13.7417,-811.5355224609375
38.0827,855000,4781.41,171,4454.99,171,13.2806,-865.9328002929688
37.8004,860000,4751.41,172,4050.87,172,12.8908,-866.506103515625
36.9442,865000,4745.7,173,4752.23,173,13.6134,-821.0093994140625
39.2631,870000,4630.22,174,4354.42,174,16.4338,-876.6304321289062
37.2819,875000,4739.06,175,4715.86,175,15.245,-750.8273315429688
38.7858,880000,4822.79,176,4736.07,176,16.2085,-867.273681640625
38.4894,885000,4646.51,177,4599.77,177,13.9543,-840.325927734375
41.0514,890000,117.64,178,835.11,178,27.8393,-977.6724853515625
36.7846,895000,5124.84,179,4747.35,179,14.6386,-861.0125732421875
36.9627,900000,4721.09,180,4659.25,180,13.3856,-850.0481567382812
36.4505,905000,4783.67,181,4738.88,181,15.47,-881.7889404296875
38.2499,910000,4601.37,182,4368.97,182,14.5722,-869.9268798828125
38.5174,915000,4701.15,183,4563.02,183,15.3279,-851.03125
38.3034,920000,4669.73,184,4625.94,184,15.3283,-896.5006103515625
38.6425,925000,4662.67,185,4577.6,185,16.3059,-945.3182983398438
37.0524,930000,4845.08,186,4721.65,186,14.5905,-856.99560546875
37.5318,935000,4759.67,187,4669.36,187,15.0838,-895.3660888671875
37.484,940000,4727.16,188,4688.0,188,14.6687,-935.6468505859375
37.1836,945000,4801.86,189,4730.87,189,14.5635,-936.7352905273438
35.8812,950000,5063.86,190,4907.13,190,14.7334,-770.3857421875
37.1862,955000,4804.76,191,4746.42,191,15.1423,-956.708251953125
37.3638,960000,4697.6,192,4681.54,192,14.0052,-902.904541015625
37.453,965000,4773.97,193,4740.8,193,14.4711,-963.5780639648438
36.4634,970000,4853.85,194,4800.62,194,14.8268,-881.7660522460938
35.7875,975000,4770.43,195,4847.43,195,14.3464,-859.2610473632812
37.6485,980000,4846.73,196,4344.21,196,21.2924,-1095.8271484375
36.6993,985000,5031.51,197,4856.28,197,14.0014,-901.1751708984375
37.6396,990000,4919.42,198,4735.35,198,13.5519,-964.2681274414062
35.9384,995000,4930.96,199,4659.47,199,13.0723,-911.9901733398438
36.6268,1000000,4843.06,200,4743.56,200,14.7567,-998.7854614257812
36.4191,1005000,4865.21,201,4771.77,201,14.9783,-985.7617797851562
36.9292,1010000,4833.01,202,4745.78,202,15.6318,-1026.5694580078125
37.1333,1015000,4895.78,203,4755.5,203,15.1286,-1043.4246826171875
36.9725,1020000,4859.04,204,4741.69,204,15.0596,-1056.203857421875
37.5761,1025000,4872.83,205,4742.15,205,15.4889,-1069.282958984375
36.8533,1030000,4827.92,206,4759.51,206,15.3373,-1057.60888671875
36.2102,1035000,5007.77,207,4781.77,207,14.4302,-1012.4985961914062
36.9819,1040000,4894.4,208,4767.63,208,14.6196,-1065.2100830078125
37.6117,1045000,4867.73,209,4781.17,209,15.8909,-1118.3917236328125
37.8341,1050000,4845.6,210,4678.89,210,14.8209,-1135.874267578125
37.4795,1055000,4850.9,211,4527.05,211,14.8262,-1144.9481201171875
37.6228,1060000,4799.14,212,4711.83,212,15.1384,-1162.051513671875
37.1971,1065000,4882.54,213,4802.37,213,15.1505,-1128.1470947265625
37.2369,1070000,4869.93,214,4770.27,214,15.2184,-1133.884765625
37.9796,1075000,4802.16,215,4684.32,215,15.2526,-1168.123046875
37.8681,1080000,4737.86,216,4656.98,216,15.9823,-1172.40478515625
36.9855,1085000,4871.9,217,4771.67,217,15.7444,-1069.4490966796875
36.7729,1090000,4924.43,218,4802.49,218,15.6972,-1123.481689453125
37.3307,1095000,4936.5,219,4827.67,219,16.39,-1141.3583984375
37.705,1100000,4845.31,220,4786.36,220,16.4234,-1127.436279296875
37.043,1105000,4830.74,221,4763.96,221,16.0747,-1118.8499755859375
37.2974,1110000,4766.32,222,4759.8,222,15.9592,-1173.73583984375
36.7683,1115000,4789.81,223,4736.58,223,14.8654,-1155.3199462890625
36.8936,1120000,4825.57,224,4554.09,224,15.2873,-1188.6094970703125
37.0495,1125000,4750.69,225,4730.08,225,15.103,-1142.9310302734375
36.4174,1130000,4895.8,226,4826.56,226,13.9203,-1176.921875
36.0492,1135000,4875.93,227,4787.52,227,14.0739,-1174.1602783203125
36.4883,1140000,4913.84,228,4623.95,228,14.3471,-1179.4447021484375
36.6752,1145000,4824.98,229,4790.38,229,13.916,-1187.35595703125
36.5491,1150000,4887.8,230,3186.17,230,13.894,-1212.037841796875
36.6936,1155000,4736.01,231,4361.21,231,13.59,-1320.813232421875
37.5239,1160000,4903.46,232,4559.48,232,12.705,-1387.7440185546875
37.2729,1165000,4745.15,233,4689.58,233,13.991,-1290.2127685546875
37.477,1170000,4870.88,234,4895.9,234,15.2723,-1288.258544921875
36.8347,1175000,4858.58,235,4634.52,235,14.0514,-1335.0899658203125
38.839,1180000,4835.95,236,4466.74,236,15.7429,-1311.5286865234375
36.295,1185000,4874.44,237,4851.11,237,14.7378,-1229.2030029296875
36.8862,1190000,4848.97,238,4627.19,238,14.5718,-1294.2935791015625
35.6834,1195000,5005.37,239,4958.51,239,16.5589,-1184.3013916015625
36.7831,1200000,4973.62,240,4968.5,240,18.3395,-1282.9305419921875
47.4561,1205000,516.84,241,520.39,241,129.5955,-1630.5894775390625
41.1364,1210000,3515.39,242,2735.93,242,41.1272,-1534.3187255859375
39.6018,1215000,4453.47,243,4467.46,243,17.575,-1374.1524658203125
39.7541,1220000,4409.03,244,4374.78,244,17.0941,-1417.5068359375
37.554,1225000,4592.7,245,4522.03,245,16.7205,-1281.7138671875
38.2062,1230000,4467.44,246,4266.11,246,17.1812,-1397.488525390625
38.5937,1235000,4699.01,247,4629.66,247,16.39,-1457.6002197265625
37.133,1240000,4802.0,248,4741.23,248,16.5347,-1385.19970703125
37.0894,1245000,4670.91,249,4484.81,249,16.6142,-1372.4398193359375
37.5307,1250000,4685.31,250,4675.54,250,15.1142,-1493.754150390625
35.9407,1255000,4983.15,251,4862.1,251,14.3645,-1363.534912109375
36.3374,1260000,4576.61,252,4601.86,252,16.1135,-1440.5858154296875
36.9691,1265000,3703.58,253,3497.99,253,15.6994,-1480.9930419921875
36.6375,1270000,5093.83,254,4932.73,254,14.9327,-1359.2830810546875
36.2632,1275000,5117.26,255,5009.1,255,14.8754,-1332.37744140625
35.8034,1280000,5269.4,256,4827.85,256,15.078,-1251.7049560546875
37.6782,1285000,5193.25,257,4856.01,257,16.1035,-1484.1373291015625
38.3614,1290000,5208.16,258,4851.53,258,18.7549,-1583.3070068359375
53.2847,1295000,171.86,259,184.9,259,141.3132,-1891.0592041015625
44.2308,1300000,2787.25,260,2788.26,260,26.1642,-2011.482666015625
41.7615,1305000,2898.72,261,3641.7,261,24.0254,-1672.86962890625
40.7131,1310000,3041.35,262,4181.27,262,22.4544,-1547.3370361328125
38.8525,1315000,4479.76,263,4457.79,263,18.2827,-1479.9931640625
39.6739,1320000,4523.36,264,4605.68,264,19.9101,-1533.4912109375
37.409,1325000,4748.16,265,4590.63,265,16.2359,-1536.154541015625
37.9986,1330000,4774.71,266,4730.76,266,16.8421,-1587.5408935546875
38.0056,1335000,4812.39,267,4687.11,267,16.1566,-1560.2689208984375
37.1824,1340000,4751.09,268,4725.58,268,15.621,-1559.359375
38.3762,1345000,4676.52,269,4631.21,269,16.0039,-1673.90185546875
36.9436,1350000,4997.99,270,4918.62,270,15.9097,-1505.092041015625
37.0132,1355000,5107.47,271,4674.39,271,16.7738,-1619.7972412109375
37.0778,1360000,4912.89,272,4820.43,272,15.843,-1576.893310546875
37.2068,1365000,5064.91,273,4838.94,273,16.3148,-1645.7476806640625
37.5016,1370000,5076.34,274,4857.68,274,16.1974,-1678.12158203125
37.2664,1375000,4922.02,275,4853.88,275,15.2018,-1746.876220703125
36.6359,1380000,4762.1,276,4756.73,276,14.0947,-1635.6971435546875
37.715,1385000,4464.34,277,4362.7,277,21.7382,-1817.5419921875
36.9738,1390000,4823.56,278,4301.39,278,14.5743,-1589.6602783203125
35.6204,1395000,5181.62,279,4785.94,279,17.6381,-1586.7066650390625
35.4994,1400000,5282.49,280,4585.51,280,15.6282,-1518.210205078125
34.762,1405000,5112.5,281,5021.85,281,15.7613,-1375.9791259765625
35.9091,1410000,4777.11,282,4445.97,282,14.8195,-1474.3511962890625
35.0981,1415000,4819.16,283,4745.45,283,15.0434,-1320.0576171875
36.0822,1420000,4943.79,284,4746.55,284,14.6605,-1480.367919921875
37.2187,1425000,4849.72,285,3529.17,285,31.6824,-1946.5155029296875
36.6837,1430000,4641.45,286,4662.08,286,14.7374,-1591.6920166015625
36.3963,1435000,4866.47,287,4799.94,287,17.7876,-1665.92236328125
37.5057,1440000,4880.78,288,4554.81,288,15.7661,-1643.6707763671875
36.5087,1445000,4884.48,289,4798.52,289,15.7929,-1631.433837890625
36.7593,1450000,4960.3,290,4823.23,290,15.8504,-1594.0166015625
