Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return,Reward Loss,Itration,Real Det Return,Running Update Time
3820000,14.2823,31.2017,4904.58,-2475.111572265625,764,5017.46,764
3825000,14.4971,31.4976,4938.56,-2636.385986328125,765,4960.22,765
3830000,13.8665,31.6814,4836.22,-2713.787109375,766,4764.1,766
3835000,14.4388,31.6867,4855.76,-2591.84375,767,4948.95,767
3840000,14.6273,32.0168,4658.1,-3224.44140625,768,4935.36,768
3845000,13.2521,30.4454,4688.45,-2570.02490234375,769,4978.81,769
3850000,14.0897,31.2052,4839.48,-3259.15869140625,770,4912.93,770
3855000,14.4916,31.6127,4870.36,-2790.275390625,771,4929.21,771
3860000,13.4044,31.6365,4887.92,-2912.745849609375,772,4959.59,772
3865000,13.9192,32.2871,4838.76,-3206.296875,773,4989.29,773
3870000,14.0666,30.9255,4626.25,-2877.21435546875,774,4940.96,774
3875000,14.1873,31.5525,4867.43,-3180.31298828125,775,4694.83,775
3880000,13.4018,31.363,4417.56,-2870.77490234375,776,4941.47,776
3885000,14.1541,31.0197,3825.83,-3634.601806640625,777,5039.16,777
3890000,14.7494,31.8338,4260.23,-2773.334716796875,778,5085.22,778
3895000,13.5046,30.3925,4721.47,-2818.928955078125,779,5022.83,779
3900000,14.8323,30.1189,3802.33,-3143.8857421875,780,4803.5,780
3905000,17.4522,31.1377,3258.53,-3807.994384765625,781,4197.31,781
3910000,17.6887,30.4382,4734.85,-3291.8564453125,782,4951.13,782
3915000,14.0113,30.8817,4890.51,-2593.675048828125,783,4965.12,783
3920000,18.665,31.692,4911.41,-3356.223388671875,784,4973.4,784
3925000,16.0226,30.8114,4095.93,-3122.585693359375,785,5100.84,785
3930000,14.5356,31.205,4516.66,-2622.522705078125,786,5039.93,786
3935000,14.792,30.7354,4956.62,-2650.852783203125,787,5027.39,787
3940000,14.5325,31.556,4932.43,-2810.595703125,788,4386.84,788
3945000,18.581,32.1642,4489.11,-3426.497802734375,789,4980.38,789
3950000,13.4156,30.8157,4267.47,-2887.44384765625,790,5028.54,790
3955000,15.493,31.2034,4524.35,-3198.078369140625,791,4975.12,791
3960000,15.2558,32.2719,4744.08,-2697.002685546875,792,5084.46,792
3965000,13.9816,30.4467,4940.42,-2774.650634765625,793,5040.42,793
3970000,16.4597,31.7117,4721.65,-3370.828369140625,794,4915.16,794
3975000,15.8799,32.0562,4455.89,-3313.3818359375,795,5012.32,795
3980000,14.6836,32.6633,4521.93,-2958.31103515625,796,5015.19,796
3985000,16.801,32.1098,4913.38,-3660.81201171875,797,4937.4,797
3990000,19.8442,32.2958,4364.57,-4238.78173828125,798,5069.61,798
3995000,15.8826,32.5332,4678.53,-3676.670166015625,799,5039.24,799
4000000,15.6554,32.7992,4012.71,-3076.19482421875,800,4886.05,800
4005000,15.9556,32.3928,4020.61,-3845.056396484375,801,5004.87,801
4010000,19.7125,32.4168,4116.99,-4214.41943359375,802,5057.93,802
4015000,17.0749,31.6127,4971.28,-3237.283447265625,803,5016.53,803
4020000,16.2511,32.4143,4641.94,-3456.29541015625,804,4899.95,804
4025000,103.7395,55.0946,0.94,-5992.529296875,805,0.59,805
4030000,48.7203,51.3286,302.54,-8052.63134765625,806,299.43,806
4035000,39.3066,48.125,1255.65,-7880.29443359375,807,1551.48,807
4040000,25.6091,44.8098,3190.67,-6560.0322265625,808,3212.45,808
4045000,18.1255,41.3432,3592.32,-5314.8994140625,809,3575.94,809
4050000,17.7006,35.8325,2601.37,-5669.43896484375,810,2077.92,810
4055000,14.1855,32.2586,4280.2,-3876.14208984375,811,4194.84,811
4060000,15.8241,34.0541,4611.65,-3850.851806640625,812,4696.13,812
4065000,31.8256,38.2426,2110.21,-7839.69140625,813,409.31,813
4070000,17.5903,31.2612,3063.02,-4473.9287109375,814,1120.15,814
4075000,16.4022,32.0506,4613.98,-4309.17138671875,815,4716.02,815
4080000,17.7892,31.84,3802.61,-4128.39794921875,816,4367.34,816
4085000,14.5475,31.766,4777.82,-3395.643310546875,817,4713.5,817
4090000,14.9309,31.5715,4901.81,-3016.70751953125,818,4751.96,818
4095000,15.3544,31.4382,4792.02,-3122.976806640625,819,4892.97,819
4100000,16.2026,33.4992,4492.2,-4034.71240234375,820,4456.93,820
4105000,16.4505,36.1157,4197.9,-4747.82666015625,821,4298.06,821
4110000,13.6482,31.3618,4669.57,-3096.249267578125,822,4596.92,822
4115000,19.5908,34.2839,4209.64,-5144.1953125,823,4516.93,823
4120000,20.6862,32.8293,3406.53,-4949.046875,824,4382.55,824
4125000,23.2441,33.4538,2941.72,-5635.91015625,825,4500.16,825
4130000,14.1535,31.3709,4340.37,-3203.390380859375,826,3763.79,826
4135000,15.5814,32.2254,3828.16,-4072.107421875,827,4251.87,827
4140000,16.4394,33.0591,4890.11,-3757.47998046875,828,5037.79,828
4145000,14.6904,32.0434,4541.99,-3185.012939453125,829,4925.47,829
4150000,14.6209,31.7661,4900.08,-3045.79150390625,830,5006.72,830
4155000,18.0719,31.6753,4723.67,-3620.588134765625,831,5008.0,831
4160000,14.7607,31.6677,4909.68,-3150.91064453125,832,4957.28,832
4165000,14.8461,32.9306,4831.37,-3546.535888671875,833,4932.91,833
4170000,14.4133,31.7729,4905.1,-3230.696044921875,834,4895.58,834
4175000,15.1269,32.2547,4956.7,-3201.599853515625,835,5046.09,835
4180000,14.4511,33.0092,4659.84,-3631.70947265625,836,4623.34,836
4185000,13.9816,32.7602,4768.68,-3721.5126953125,837,4439.64,837
4190000,13.1558,32.4004,4818.43,-3526.704833984375,838,4772.15,838
4195000,14.9263,32.4761,4795.61,-3607.14501953125,839,4946.54,839
4200000,17.1494,32.1871,4626.35,-3924.60546875,840,4882.23,840
4205000,14.3041,32.3062,4807.2,-3198.553466796875,841,4968.45,841
4210000,14.7195,32.0872,4902.69,-3138.048095703125,842,5005.08,842
4215000,14.4511,31.7787,4932.96,-3132.154541015625,843,4974.75,843
4220000,16.8821,34.0204,4571.0,-4599.029296875,844,4923.84,844
4225000,38.5629,41.2414,604.99,-9408.6220703125,845,147.76,845
4230000,16.9269,35.0019,2657.05,-6557.8759765625,846,4576.6,846
4235000,14.211,33.6114,4883.75,-3954.5087890625,847,4995.83,847
4240000,14.6911,33.0014,4812.56,-3511.31396484375,848,4918.76,848
4245000,14.66,33.0758,4619.47,-3440.340576171875,849,4965.19,849
4250000,15.3885,33.0911,4888.22,-4094.11865234375,850,4931.37,850
4255000,15.8055,33.5486,4872.68,-3471.296875,851,4881.76,851
4260000,17.6694,34.2567,3756.75,-5332.65185546875,852,4752.83,852
4265000,14.1276,32.5581,4855.04,-3281.31494140625,853,5053.82,853
4270000,16.9605,33.0214,4321.67,-4500.39453125,854,5044.96,854
4275000,14.6735,33.0722,4898.27,-3473.364013671875,855,5020.31,855
4280000,13.9767,32.3056,4889.77,-3180.3408203125,856,4988.76,856
4285000,16.5317,34.1054,4313.24,-6010.02685546875,857,4419.57,857
4290000,14.7688,33.3147,4533.48,-4230.82568359375,858,4878.98,858
4295000,14.6985,32.7151,4901.27,-3193.33447265625,859,5117.33,859
4300000,14.0451,32.0942,4957.87,-3318.31201171875,860,5047.72,860
4305000,15.8431,32.2996,4170.59,-3940.426513671875,861,3760.76,861
4310000,21.2739,32.5584,4023.66,-4846.84130859375,862,5130.56,862
4315000,15.202,32.8212,4982.97,-3195.10595703125,863,5088.22,863
4320000,18.6428,33.3433,3407.25,-4724.671875,864,1829.57,864
4325000,14.8221,33.2092,4557.97,-4053.87744140625,865,5046.98,865
4330000,18.0102,33.5868,5003.24,-3963.94482421875,866,5051.15,866
4335000,15.504,32.151,5002.42,-3166.61962890625,867,5061.23,867
4340000,14.5238,32.5138,4995.74,-3300.9462890625,868,5058.17,868
4345000,15.0029,32.5719,4799.26,-3184.793701171875,869,5051.78,869
4350000,15.0416,32.4728,3861.45,-3514.029052734375,870,4698.09,870
4355000,16.5636,33.0314,4954.27,-3871.9111328125,871,4996.48,871
4360000,21.6229,33.8051,4522.44,-4675.06201171875,872,5033.42,872
4365000,35.0324,51.0488,643.25,-10301.0009765625,873,133.51,873
4370000,44.0787,51.8705,154.14,-10454.1279296875,874,122.07,874
4375000,17.1698,33.3853,4818.24,-3878.870361328125,875,5121.74,875
4380000,16.1207,33.0964,4083.89,-4655.42138671875,876,3890.56,876
4385000,15.8011,33.4777,4947.2,-3332.907958984375,877,5077.55,877
4390000,15.4971,33.3557,4966.41,-3565.917236328125,878,5078.65,878
4395000,16.1932,33.3889,4532.62,-3512.016845703125,879,5128.25,879
4400000,14.2846,32.5478,4943.4,-3709.00439453125,880,5038.51,880
4405000,16.4912,32.5091,4991.23,-3379.73681640625,881,5064.58,881
4410000,15.0226,31.767,4888.13,-3468.428466796875,882,5105.03,882
4415000,15.8234,32.6012,4902.13,-3485.14892578125,883,5111.35,883
4420000,15.9768,32.7422,4799.26,-3416.35400390625,884,5082.43,884
4425000,15.1502,32.0988,4282.9,-3446.1953125,885,5175.07,885
4430000,15.4274,31.9751,4699.13,-3397.60400390625,886,5084.07,886
4435000,15.8862,32.2111,4923.71,-3625.361083984375,887,4989.13,887
4440000,14.5101,32.2244,5041.21,-3233.5498046875,888,5127.4,888
4445000,14.4684,32.2214,4968.24,-3695.4677734375,889,5148.93,889
4450000,15.2315,31.7777,4995.64,-3389.50634765625,890,5039.85,890
4455000,15.2248,32.1153,4198.76,-3450.614013671875,891,5119.48,891
4460000,15.406,32.3648,4364.66,-3524.966064453125,892,5130.64,892
4465000,15.1724,33.1501,2794.78,-5387.27685546875,893,3045.75,893
4470000,20.4579,33.1026,4430.44,-5701.13818359375,894,4862.93,894
4475000,14.5592,33.0619,4548.35,-4330.9072265625,895,5023.88,895
4480000,14.0526,32.7909,3964.7,-4978.626953125,896,4670.86,896
4485000,14.7769,33.1108,3641.69,-4444.07470703125,897,4606.0,897
4490000,14.0617,33.4255,3307.65,-6247.259765625,898,4903.13,898
4495000,13.9555,32.443,4786.76,-3628.617431640625,899,5031.3,899
4500000,14.3902,33.1536,3954.84,-4517.9140625,900,4421.71,900
4505000,14.3422,31.6823,4989.29,-3523.521728515625,901,5064.37,901
4510000,14.6074,32.4351,4943.46,-4230.48681640625,902,5042.16,902
4515000,15.3441,32.3305,4848.77,-3448.572509765625,903,5177.35,903
4520000,13.8274,31.0251,4843.47,-3307.15966796875,904,5120.84,904
4525000,14.6002,32.1293,4893.95,-3467.191162109375,905,4541.48,905
4530000,14.4403,31.2302,5074.05,-3270.219482421875,906,5156.13,906
4535000,14.624,32.2186,4874.0,-3452.1240234375,907,5246.9,907
4540000,13.9527,32.0863,4685.74,-3425.76318359375,908,5235.62,908
4545000,14.2462,32.3255,4830.56,-4155.7607421875,909,5129.82,909
4550000,14.252,32.1867,4956.2,-3488.5341796875,910,5095.97,910
4555000,15.109,31.454,5066.0,-3518.250244140625,911,5133.12,911
4560000,14.4826,32.2001,4758.75,-4087.678955078125,912,5110.88,912
4565000,14.8533,32.1063,4695.65,-3581.039306640625,913,5163.73,913
4570000,14.1959,32.2577,4860.73,-3644.4345703125,914,5167.86,914
4575000,14.9685,32.5269,4803.57,-3673.346923828125,915,5126.94,915
4580000,13.3625,31.6807,4571.28,-4301.66455078125,916,5009.29,916
4585000,14.2086,31.9276,4972.29,-4372.61767578125,917,5049.21,917
4590000,14.1937,32.3737,4964.79,-4872.41259765625,918,4823.7,918
4595000,14.5412,32.1005,4816.94,-3601.183837890625,919,5090.88,919
4600000,13.1377,31.4599,3813.74,-4930.19677734375,920,3672.37,920
4605000,13.6138,32.4682,4650.06,-5186.923828125,921,4921.4,921
4610000,14.0399,32.9721,4102.68,-6487.60009765625,922,4490.14,922
4615000,14.4828,32.2559,3957.08,-4553.25390625,923,5006.31,923
4620000,14.4667,31.9223,4528.46,-3784.686279296875,924,5066.95,924
4625000,15.4636,32.4895,4409.65,-5191.01171875,925,5038.72,925
4630000,13.9888,32.7233,4391.9,-4374.61962890625,926,5133.25,926
4635000,14.3163,31.9368,5046.58,-4158.26708984375,927,5113.23,927
4640000,12.7049,31.4518,4002.35,-4189.35400390625,928,5182.0,928
4645000,14.3718,32.0484,4863.87,-3621.57958984375,929,4941.4,929
4650000,14.8019,32.2511,4379.09,-4249.18359375,930,2585.35,930
4655000,13.3268,31.3777,4650.74,-3597.523193359375,931,5077.99,931
4660000,14.281,31.3959,5035.76,-3456.209716796875,932,5098.95,932
4665000,14.5569,31.3951,5076.14,-3432.2734375,933,5151.92,933
4670000,14.5415,32.047,5029.28,-3746.12939453125,934,5131.76,934
4675000,13.7822,31.8495,4467.92,-3663.102783203125,935,4944.51,935
4680000,14.0302,31.8656,5045.47,-3592.019287109375,936,5183.51,936
4685000,13.8455,32.0268,5198.29,-3851.267578125,937,5078.27,937
4690000,12.2369,34.6333,2361.36,-7609.20458984375,938,3596.85,938
4695000,14.9073,32.1106,4747.57,-4137.6025390625,939,4763.22,939
4700000,14.3067,32.7156,4624.36,-4429.91455078125,940,4912.26,940
4705000,13.5501,32.1484,4877.09,-4452.14453125,941,4867.14,941
4710000,13.5183,32.1473,2984.01,-4015.3017578125,942,3290.39,942
4715000,12.8061,33.0758,4358.2,-5216.34521484375,943,5075.21,943
4720000,13.7258,32.7384,4988.15,-5610.84130859375,944,5032.15,944
4725000,13.0985,33.509,4858.7,-6680.408203125,945,4393.03,945
4730000,13.6158,31.4017,5178.36,-3493.451171875,946,4722.61,946
4735000,13.3887,31.37,5073.14,-3539.492431640625,947,5204.2,947
4740000,13.8262,31.4009,5086.03,-3601.5771484375,948,5237.59,948
4745000,14.9944,32.2582,4711.71,-3911.08447265625,949,5156.86,949
4750000,12.6464,33.8539,3328.04,-7084.7763671875,950,3903.89,950
4755000,13.5044,32.325,4658.47,-5431.2138671875,951,4706.83,951
4760000,13.5575,33.0709,2200.8,-6403.3681640625,952,2435.19,952
4765000,14.1273,31.9712,4610.54,-4065.7353515625,953,4983.38,953
4770000,14.8338,31.9693,4923.44,-4168.20166015625,954,5058.51,954
4775000,13.4301,30.8412,4692.98,-4541.63330078125,955,4991.85,955
4780000,13.8551,31.2645,4941.14,-3778.090576171875,956,5102.98,956
4785000,14.0147,30.9671,4775.85,-3735.95751953125,957,5058.61,957
4790000,15.1145,34.2021,4309.59,-7737.5888671875,958,4100.11,958
4795000,14.5312,31.6376,4904.96,-3991.594970703125,959,4959.69,959
4800000,13.8123,31.2504,4995.6,-4570.12158203125,960,5057.25,960
4805000,15.1793,31.7777,4894.19,-4043.88134765625,961,4937.61,961
4810000,14.2675,32.0304,4876.58,-4243.7685546875,962,4943.85,962
4815000,14.5677,31.913,4942.02,-4172.8486328125,963,4990.71,963
4820000,14.6792,31.8744,4924.74,-4327.70166015625,964,4959.47,964
4825000,13.4205,34.5136,4282.86,-7402.16015625,965,5056.59,965
4830000,13.4631,32.6494,4312.3,-4866.35595703125,966,5105.53,966
4835000,13.8183,32.8028,4487.84,-5351.66943359375,967,5007.94,967
4840000,13.3317,33.3267,4190.42,-6065.5361328125,968,4572.07,968
4845000,13.3779,33.5064,4720.06,-5949.7001953125,969,5085.3,969
4850000,13.5802,31.2786,4707.1,-4099.4111328125,970,5034.59,970
4855000,14.7501,31.8751,4948.25,-3963.71533203125,971,5050.33,971
4860000,13.6697,31.9775,4342.83,-5347.869140625,972,5178.22,972
4865000,13.8784,31.4868,4893.39,-4148.72314453125,973,5056.94,973
4870000,15.5159,32.3115,4785.82,-4667.82275390625,974,5066.58,974
4875000,13.5913,32.695,4871.79,-5271.8291015625,975,4983.4,975
4880000,15.6251,31.8146,4917.5,-3980.953857421875,976,4938.02,976
4885000,14.4959,31.2357,4928.48,-3970.421875,977,5052.3,977
4890000,15.1885,32.9363,4918.43,-4404.28662109375,978,4971.35,978
4895000,14.8485,32.3077,4293.72,-4076.990966796875,979,4959.4,979
4900000,14.6084,32.6985,4560.22,-5490.80859375,980,4998.21,980
4905000,13.5884,33.5135,3141.33,-6253.3466796875,981,3041.81,981
4910000,13.8946,32.5774,4252.37,-5634.6015625,982,4990.24,982
4915000,14.1752,32.5796,3145.67,-6309.1357421875,983,4976.82,983
4920000,14.4082,33.8228,3603.35,-7346.248046875,984,4922.89,984
4925000,17.728,37.1003,1106.64,-10523.353515625,985,396.73,985
4930000,18.8036,36.9677,886.69,-10723.7470703125,986,397.23,986
4935000,17.588,37.6511,627.67,-11507.4375,987,402.22,987
4940000,14.9357,33.6871,1806.85,-7935.212890625,988,1319.49,988
4945000,15.1361,32.3603,4852.66,-4484.81689453125,989,4872.54,989
4950000,15.233,31.5387,4467.15,-4022.291748046875,990,4852.99,990
4955000,14.9975,32.2166,4883.9,-4360.6806640625,991,4935.09,991
4960000,13.6988,32.6658,4878.79,-5069.26953125,992,4909.95,992
4965000,14.9876,31.4326,4876.36,-4076.98828125,993,4988.24,993
4970000,15.2659,32.4691,4888.46,-4522.68701171875,994,4906.62,994
4975000,15.1044,32.5582,4723.3,-4278.6416015625,995,4966.65,995
4980000,16.3163,32.7631,4759.1,-6495.26904296875,996,4618.45,996
4985000,14.3658,32.6839,3963.34,-6077.18310546875,997,4892.11,997
4990000,15.3459,31.8875,4780.34,-5670.87451171875,998,4994.84,998
4995000,14.9248,31.5567,4878.14,-4550.0,999,4846.01,999
5000000,15.3283,32.646,4469.38,-5911.13525390625,1000,4877.93,1000
5005000,14.7197,31.5716,4877.18,-5282.7177734375,1001,4913.28,1001
5010000,15.3714,32.9022,4654.38,-4698.96630859375,1002,4820.87,1002
5015000,15.6602,32.1406,4760.36,-4259.6357421875,1003,4955.3,1003
5020000,14.7228,32.8116,4256.68,-4615.7138671875,1004,4902.96,1004
5025000,14.9096,32.4178,4913.24,-4994.38134765625,1005,4932.24,1005
5030000,15.1115,32.1967,4980.83,-4237.82421875,1006,5032.81,1006
5035000,13.2409,32.7519,507.29,-7215.54248046875,1007,3.97,1007
5040000,30.1228,33.9662,2623.4,-6796.40283203125,1008,3831.02,1008
5045000,15.007,32.9546,4310.98,-4365.93505859375,1009,5029.59,1009
5050000,15.4305,32.9204,4796.58,-4705.22216796875,1010,4953.07,1010
5055000,14.8666,33.3232,4718.28,-5271.634765625,1011,4906.8,1011
5060000,14.8759,32.9489,4443.66,-4476.080078125,1012,4939.49,1012
5065000,14.7469,31.9487,4711.8,-4441.58740234375,1013,4920.31,1013
5070000,15.0805,32.0385,4919.71,-4328.95751953125,1014,4944.41,1014
5075000,15.3824,32.4685,4898.12,-4594.4853515625,1015,4897.21,1015
5080000,15.6801,32.069,4659.42,-4615.82177734375,1016,4893.3,1016
5085000,15.6366,32.2884,4796.31,-4844.50439453125,1017,4861.7,1017
5090000,13.9415,32.9608,4549.78,-5055.56591796875,1018,4959.16,1018
5095000,14.0308,32.4969,4585.54,-4856.978515625,1019,4977.18,1019
5100000,14.1347,31.0889,4970.15,-4374.3173828125,1020,4963.14,1020
5105000,14.3047,31.9861,4908.44,-4401.42431640625,1021,4909.58,1021
5110000,14.9262,31.9732,5007.43,-4424.6875,1022,5008.05,1022
5115000,15.2451,32.9713,4691.12,-4515.64404296875,1023,4933.67,1023
5120000,15.4569,32.2338,4970.74,-4460.7802734375,1024,4957.82,1024
5125000,14.6577,31.9099,4185.99,-4339.25341796875,1025,5014.04,1025
5130000,13.2681,32.7541,4974.9,-5657.6708984375,1026,5027.18,1026
5135000,13.9873,32.0596,4399.87,-4875.93310546875,1027,5016.64,1027
5140000,22.8059,52.1429,143.08,-10772.3408203125,1028,6.88,1028
5145000,21.0174,36.3637,1960.44,-7603.86767578125,1029,1593.82,1029
5150000,15.3272,32.131,4940.4,-4411.95947265625,1030,4908.23,1030
5155000,20.0154,32.644,4719.05,-5568.33447265625,1031,4994.63,1031
5160000,14.4038,32.3606,4825.19,-4425.60009765625,1032,4948.7,1032
5165000,13.9524,32.2687,4910.73,-4626.56884765625,1033,4930.23,1033
5170000,14.7876,31.8112,5002.99,-4246.3330078125,1034,4989.54,1034
5175000,14.7468,32.207,4911.86,-4472.48193359375,1035,4930.2,1035
5180000,14.4371,31.6645,4940.11,-4566.076171875,1036,4949.17,1036
5185000,14.276,31.5952,4862.51,-4715.63330078125,1037,4876.9,1037
5190000,14.3146,31.0483,4923.77,-4359.76318359375,1038,4917.16,1038
5195000,14.3341,32.2238,4762.37,-4575.6455078125,1039,4996.77,1039
5200000,14.0068,31.6545,4879.84,-4548.8642578125,1040,4910.54,1040
5205000,13.6383,31.597,4794.07,-4315.2763671875,1041,5015.02,1041
5210000,14.5057,32.3223,3958.77,-5687.400390625,1042,4997.59,1042
5215000,29.8581,33.7933,4230.51,-6497.3291015625,1043,3255.38,1043
5220000,22.6477,34.2015,1687.51,-6946.2822265625,1044,2661.59,1044
5225000,14.3289,31.7178,4904.06,-4518.20751953125,1045,4925.92,1045
5230000,14.7395,31.6173,4997.04,-4412.34326171875,1046,5004.46,1046
5235000,18.0054,32.3659,4398.57,-5068.74755859375,1047,4991.45,1047
5240000,13.9577,31.5461,4974.95,-4521.73388671875,1048,4944.86,1048
5245000,15.2645,32.6559,4993.35,-5075.45654296875,1049,5000.41,1049
5250000,13.2352,32.3584,5020.39,-4668.1376953125,1050,5006.39,1050
5255000,14.2259,32.6699,4981.27,-4843.294921875,1051,5021.52,1051
5260000,13.8834,31.7987,4989.27,-4426.94677734375,1052,4981.51,1052
5265000,14.0693,32.4584,5030.34,-4699.47216796875,1053,5064.3,1053
5270000,14.1634,31.6878,5031.75,-4483.2685546875,1054,5086.84,1054
5275000,17.8298,33.0942,4364.12,-5880.4423828125,1055,5043.12,1055
5280000,18.161,34.5848,3412.96,-6902.5166015625,1056,3878.9,1056
5285000,13.6073,32.2611,4292.6,-4534.7978515625,1057,5107.74,1057
5290000,14.5633,32.2651,5003.65,-4616.49658203125,1058,5089.33,1058
5295000,18.1742,32.6933,4482.1,-5097.98974609375,1059,4776.46,1059
5300000,16.9354,33.205,4587.89,-5785.62109375,1060,4809.92,1060
5305000,14.4764,33.1996,4343.31,-5009.91162109375,1061,5115.11,1061
5310000,17.2032,32.6737,4077.8,-6027.61474609375,1062,5003.26,1062
5315000,20.5487,32.5134,3256.03,-6219.63232421875,1063,4108.9,1063
5320000,15.4818,33.1229,4315.09,-5513.0732421875,1064,4604.26,1064
5325000,22.8642,34.2811,3071.95,-7070.52001953125,1065,4826.93,1065
5330000,14.7888,32.833,4716.79,-5018.220703125,1066,5052.91,1066
5335000,16.385,33.2599,4559.41,-5472.8974609375,1067,5024.27,1067
5340000,16.3295,33.6978,4885.64,-6204.59521484375,1068,5034.3,1068
5345000,16.0545,33.7082,4458.07,-5598.9873046875,1069,5062.04,1069
5350000,18.5386,33.8202,4930.59,-5987.9052734375,1070,5001.14,1070
5355000,18.7728,34.0208,3762.1,-6268.5126953125,1071,4891.59,1071
5360000,14.0426,33.3783,4752.73,-5232.53076171875,1072,4883.81,1072
5365000,22.9895,33.2426,3974.33,-6141.19384765625,1073,2110.91,1073
5370000,17.8959,32.7713,4698.73,-5561.865234375,1074,5065.05,1074
5375000,14.7392,32.5973,4974.58,-4967.22021484375,1075,5065.81,1075
5380000,14.874,32.2455,4648.54,-5094.904296875,1076,5045.38,1076
5385000,27.6839,36.6382,754.45,-8912.861328125,1077,743.59,1077
5390000,33.775,40.6316,825.63,-9757.59765625,1078,611.56,1078
5395000,23.1187,33.9484,1215.47,-7391.74951171875,1079,2103.87,1079
5400000,18.0991,32.7067,3200.59,-5679.57568359375,1080,4518.77,1080
5405000,19.436,32.2288,3546.75,-6273.2314453125,1081,4032.79,1081
5410000,42.9133,44.1986,962.55,-10340.271484375,1082,598.81,1082
5415000,22.3129,33.7354,4434.42,-6679.248046875,1083,4898.33,1083
5420000,14.5287,31.6126,4778.06,-4640.2099609375,1084,4634.14,1084
5425000,23.349,33.5858,3336.07,-6918.244140625,1085,3109.43,1085
5430000,19.8333,32.6488,4921.06,-5797.49462890625,1086,4924.44,1086
5435000,15.0493,31.2881,4989.93,-4949.55517578125,1087,5010.52,1087
5440000,14.4118,30.956,4882.44,-4817.93798828125,1088,4856.62,1088
5445000,22.8647,32.8829,3882.04,-6676.19775390625,1089,4795.85,1089
5450000,20.2758,32.381,4062.62,-6639.3671875,1090,4535.47,1090
5455000,14.3337,30.1649,4867.99,-4596.240234375,1091,4913.04,1091
5460000,14.7977,31.1016,4869.65,-4897.779296875,1092,4922.54,1092
5465000,13.8,30.4179,4784.17,-4613.748046875,1093,4979.02,1093
5470000,15.33,30.5156,4902.6,-4905.255859375,1094,4964.78,1094
5475000,14.1636,30.2312,4744.28,-4311.8701171875,1095,5010.81,1095
5480000,13.4201,30.3872,5003.53,-4519.6865234375,1096,5059.5,1096
5485000,13.5281,30.7045,4988.53,-4657.04345703125,1097,5077.73,1097
5490000,15.2886,31.2907,5023.94,-5096.6298828125,1098,5128.53,1098
5495000,14.4221,32.0011,4468.02,-5404.38916015625,1099,4960.36,1099
5500000,14.8748,31.6766,4937.42,-4770.11181640625,1100,4960.09,1100
5505000,14.9072,30.8562,4989.0,-4659.67822265625,1101,4997.76,1101
5510000,14.5239,31.5541,4810.27,-5228.0390625,1102,5060.48,1102
5515000,14.1359,30.4996,4906.27,-5128.52099609375,1103,5030.6,1103
5520000,14.8874,31.6433,5017.54,-4843.0751953125,1104,4971.13,1104
5525000,14.8576,31.1949,4925.28,-4781.92236328125,1105,4958.86,1105
5530000,14.6543,31.5205,4819.57,-4761.076171875,1106,4965.55,1106
5535000,14.2093,32.3524,5077.73,-6882.6884765625,1107,5148.46,1107
5540000,14.0367,30.944,4997.1,-4618.92236328125,1108,5090.58,1108
5545000,15.0234,32.2594,4999.79,-4848.89599609375,1109,5130.25,1109
5550000,13.4296,32.0073,4774.11,-5762.2529296875,1110,5131.06,1110
5555000,13.8171,31.513,4470.66,-5051.87744140625,1111,4643.62,1111
5560000,14.7647,31.3002,4999.72,-4616.52490234375,1112,5120.45,1112
5565000,15.7682,31.5846,4659.9,-4523.423828125,1113,5123.38,1113
5570000,14.1535,31.1081,4750.64,-4592.34326171875,1114,3988.18,1114
5575000,14.4346,31.3959,4155.12,-4636.353515625,1115,4326.05,1115
5580000,15.4094,30.6869,5007.66,-4386.5546875,1116,4817.35,1116
5585000,14.2463,31.8502,4326.77,-5604.01318359375,1117,5042.19,1117
5590000,14.4907,30.7655,4893.9,-4921.44189453125,1118,2999.08,1118
5595000,13.395,32.0721,3893.05,-7262.32861328125,1119,4743.43,1119
5600000,14.5511,30.9688,5012.31,-4605.1171875,1120,5037.94,1120
5605000,15.2017,31.3795,4599.53,-4840.8330078125,1121,5128.62,1121
5610000,15.4874,31.3378,4976.5,-4834.81689453125,1122,5072.29,1122
5615000,17.0605,32.8163,3297.68,-6558.5126953125,1123,5073.18,1123
5620000,16.6607,31.9638,4930.54,-5445.52880859375,1124,5042.55,1124
5625000,16.04,32.4345,2791.43,-6881.921875,1125,4782.65,1125
5630000,16.9776,31.7967,4654.61,-5314.861328125,1126,5037.94,1126
5635000,15.1104,31.414,4007.52,-4978.8740234375,1127,5041.75,1127
5640000,14.4811,31.8581,4711.15,-5971.57861328125,1128,4993.69,1128
5645000,20.7651,33.2979,3334.69,-6917.3076171875,1129,4149.09,1129
5650000,15.7329,31.0041,4749.98,-5151.73583984375,1130,5062.58,1130
5655000,14.1282,30.4463,4970.8,-4588.71826171875,1131,5059.83,1131
5660000,15.1027,30.146,4954.34,-4694.6318359375,1132,5083.92,1132
5665000,14.739,31.1525,4984.87,-5019.71728515625,1133,5161.26,1133
5670000,14.3982,31.6321,4686.41,-5397.49072265625,1134,4956.13,1134
5675000,15.3924,32.0657,4968.72,-5472.92333984375,1135,5029.48,1135
5680000,16.6204,31.8016,4979.84,-5682.24755859375,1136,5066.73,1136
