Real Det Return,Running Env Steps,Itration,Reward Loss,Running Reverse KL,Running Update Time,Real Sto Return,Running Forward KL
2164.01,665000,133,-4306.1484375,15.3837,133,1827.66,156.8991
2183.17,670000,134,-4322.7548828125,15.2689,134,1846.87,156.6995
2244.46,675000,135,-4364.92138671875,15.4609,135,1869.34,156.7924
2222.01,680000,136,-4412.7001953125,15.5942,136,1875.44,156.5505
2148.66,685000,137,-4421.64501953125,15.4157,137,1839.46,156.7327
2193.45,690000,138,-4473.77587890625,15.1023,138,1821.45,156.6835
2207.34,695000,139,-4496.88330078125,15.2863,139,1865.77,156.6122
2182.52,700000,140,-4572.01123046875,15.2283,140,1857.75,156.7214
2204.29,705000,141,-4593.61181640625,15.4309,141,1858.29,156.6722
2198.61,710000,142,-4602.7587890625,15.1706,142,1864.92,156.5417
2205.0,715000,143,-4703.0380859375,15.7153,143,1849.4,156.6656
2231.49,720000,144,-4766.45263671875,15.6791,144,1875.88,156.7663
2205.83,725000,145,-4777.0439453125,15.4152,145,1871.03,156.7447
2160.5,730000,146,-4771.568359375,15.1696,146,1823.03,156.63
2201.53,735000,147,-4861.546875,15.3252,147,1855.71,156.7853
2231.48,740000,148,-4895.1533203125,15.3197,148,1848.89,156.6437
2223.59,745000,149,-4971.06640625,15.3823,149,1878.49,156.7506
2211.19,750000,150,-4992.02734375,15.5534,150,1881.03,156.8393
2227.91,755000,151,-5028.37548828125,15.3626,151,1883.01,156.6517
2217.31,760000,152,-5088.54248046875,15.2778,152,1846.96,156.6165
2178.18,765000,153,-5091.76806640625,15.3046,153,1852.88,156.6733
2226.68,770000,154,-5137.419921875,15.2383,154,1861.89,156.5419
2182.15,775000,155,-5175.7578125,15.1973,155,1833.45,156.655
2260.65,780000,156,-5261.24365234375,15.2243,156,1869.7,156.6846
2173.07,785000,157,-5260.11083984375,14.941,157,1850.48,156.6471
2241.8,790000,158,-5362.14990234375,15.4746,158,1923.61,156.7228
2210.45,795000,159,-5365.09765625,15.3225,159,1862.99,156.7098
2162.86,800000,160,-5374.24755859375,14.9434,160,1836.22,156.6798
2172.35,805000,161,-5461.96142578125,14.9802,161,1845.73,156.7629
2271.3,810000,162,-5562.28369140625,15.7223,162,1901.09,156.7924
2186.67,815000,163,-5555.2978515625,15.2738,163,1838.76,156.5944
2215.01,820000,164,-5621.15576171875,15.2683,164,1843.82,156.6591
2224.89,825000,165,-5650.87109375,15.2374,165,1852.49,156.7486
2212.19,830000,166,-5687.04150390625,15.2869,166,1882.15,156.6148
2217.66,835000,167,-5753.818359375,15.1841,167,1871.6,156.8219
2217.74,840000,168,-5796.0380859375,15.3802,168,1858.73,156.659
2272.01,845000,169,-5861.4326171875,15.2872,169,1902.81,156.7093
2183.33,850000,170,-5877.10302734375,15.2062,170,1868.75,156.8109
2230.1,855000,171,-5937.30517578125,15.1962,171,1881.13,156.6476
2224.87,860000,172,-5954.39453125,15.1641,172,1870.96,156.6889
2239.38,865000,173,-6006.376953125,15.2565,173,1889.03,156.6138
2213.14,870000,174,-6055.73095703125,15.2765,174,1883.11,156.6439
2215.18,875000,175,-6172.96728515625,15.4041,175,1882.62,156.7907
2248.5,880000,176,-6202.94189453125,15.3171,176,1902.54,156.7196
2262.16,885000,177,-6240.17919921875,15.4909,177,1893.46,156.7343
2267.3,890000,178,-6314.91357421875,15.5972,178,1897.14,156.7238
2220.0,895000,179,-6341.90283203125,15.431,179,1881.34,156.7744
2216.62,900000,180,-6388.568359375,15.1619,180,1862.7,156.5936
2254.91,905000,181,-6442.1083984375,15.3463,181,1872.21,156.6723
2230.91,910000,182,-6532.4052734375,15.289,182,1868.68,156.7026
2248.31,915000,183,-6504.54638671875,15.0191,183,1899.45,156.6937
2276.17,920000,184,-6603.7470703125,15.4723,184,1904.35,156.5707
2275.24,925000,185,-6607.3056640625,15.1207,185,1902.73,156.5207
2188.28,930000,186,-6653.96630859375,15.152,186,1881.1,156.612
2247.05,935000,187,-6692.6318359375,15.256,187,1907.48,156.694
2227.99,940000,188,-6793.91748046875,15.3085,188,1889.27,156.724
2256.68,945000,189,-6846.54541015625,15.1411,189,1901.13,156.6143
2216.64,950000,190,-6852.0654296875,14.8708,190,1884.83,156.5585
2212.52,955000,191,-6891.0576171875,14.9472,191,1882.9,156.6236
2252.37,960000,192,-6993.63818359375,15.1232,192,1923.01,156.5138
2190.8,965000,193,-7011.69873046875,15.0769,193,1866.87,156.6862
2206.19,970000,194,-7124.4990234375,15.2542,194,1886.97,156.5893
2246.0,975000,195,-7140.6787109375,15.1467,195,1884.18,156.7279
2287.6,980000,196,-7263.46484375,15.4007,196,1935.45,156.7419
2219.66,985000,197,-7236.54150390625,15.059,197,1905.57,156.6577
2286.93,990000,198,-7259.58935546875,15.2126,198,1914.69,156.4798
2235.48,995000,199,-7375.99951171875,15.2403,199,1920.09,156.7215
2223.31,1000000,200,-7391.99755859375,15.2141,200,1915.3,156.6061
2221.78,1005000,201,-7407.583984375,15.0547,201,1906.6,156.5337
2247.79,1010000,202,-7502.73681640625,15.0867,202,1907.98,156.6994
2227.84,1015000,203,-7534.70947265625,15.1147,203,1897.75,156.5384
2201.98,1020000,204,-7607.5537109375,15.0845,204,1893.05,156.5052
2215.0,1025000,205,-7642.11279296875,14.9466,205,1873.15,156.6209
2204.56,1030000,206,-7712.6884765625,15.0206,206,1880.95,156.556
2226.34,1035000,207,-7757.82666015625,15.0084,207,1904.97,156.5249
2233.15,1040000,208,-7822.71044921875,15.1699,208,1916.99,156.6648
2225.54,1045000,209,-7887.419921875,15.2466,209,1908.24,156.54
2245.26,1050000,210,-7950.7392578125,15.1241,210,1914.78,156.643
2221.74,1055000,211,-7999.8720703125,15.0726,211,1928.31,156.6459
2228.82,1060000,212,-8052.212890625,15.1921,212,1921.2,156.5495
2228.22,1065000,213,-8097.92919921875,15.1776,213,1927.11,156.4587
2223.91,1070000,214,-8169.3828125,15.0775,214,1908.26,156.6253
2221.98,1075000,215,-8226.0126953125,15.2783,215,1921.23,156.7257
2227.5,1080000,216,-8298.341796875,15.026,216,1905.22,156.8435
2230.29,1085000,217,-8344.7822265625,15.135,217,1914.73,156.7448
2214.65,1090000,218,-8385.8896484375,14.9585,218,1913.7,156.535
2218.06,1095000,219,-8479.83203125,15.1381,219,1919.44,156.5809
2226.55,1100000,220,-8523.474609375,15.2707,220,1933.33,156.6125
2224.49,1105000,221,-8547.9013671875,15.0109,221,1901.85,156.4903
2231.6,1110000,222,-8623.681640625,15.2529,222,1915.29,156.7114
2234.37,1115000,223,-8657.333984375,14.954,223,1897.07,156.6492
2218.46,1120000,224,-8740.9052734375,15.1314,224,1893.98,156.6382
2252.81,1125000,225,-8809.0224609375,15.1199,225,1925.71,156.5812
2230.38,1130000,226,-8834.0244140625,15.0127,226,1908.35,156.4749
2242.75,1135000,227,-8909.033203125,15.2274,227,1912.93,156.6296
2239.27,1140000,228,-8920.8076171875,14.8582,228,1908.42,156.8184
2256.81,1145000,229,-9016.7353515625,15.2537,229,1948.38,156.5871
2262.07,1150000,230,-9046.8505859375,15.0656,230,1932.9,156.5499
2259.21,1155000,231,-9082.123046875,15.1531,231,1923.85,156.7252
2271.83,1160000,232,-9177.3125,15.1417,232,1933.39,156.6751
2151.14,1165000,233,-9216.158203125,15.4061,233,1934.22,156.7095
2250.61,1170000,234,-9217.310546875,15.2087,234,1934.26,156.5926
2022.18,1175000,235,-9288.81640625,15.0427,235,1921.25,156.6084
2255.03,1180000,236,-9326.1416015625,15.0505,236,1909.03,156.6266
2222.68,1185000,237,-9349.6708984375,15.102,237,1916.42,156.5575
2230.12,1190000,238,-9381.16015625,15.2819,238,1925.33,156.8036
2226.63,1195000,239,-9405.193359375,15.1454,239,1910.81,156.753
2240.09,1200000,240,-9464.697265625,15.2378,240,1920.98,156.6266
2027.52,1205000,241,-9530.255859375,15.0645,241,1933.09,156.7416
2167.16,1210000,242,-9537.095703125,14.5781,242,1870.75,156.5855
2015.58,1215000,243,-9620.6357421875,15.202,243,1897.19,156.5758
2244.24,1220000,244,-9640.7822265625,14.9972,244,1927.58,156.5943
2254.45,1225000,245,-9678.3330078125,15.0137,245,1923.16,156.4858
2223.83,1230000,246,-9719.525390625,14.9953,246,1912.03,156.553
2254.73,1235000,247,-9768.1923828125,15.1509,247,1912.91,156.6477
2218.58,1240000,248,-9764.7490234375,15.2091,248,1899.18,156.5982
2240.72,1245000,249,-9860.3330078125,15.1136,249,1920.14,156.4508
2281.01,1250000,250,-9915.8994140625,15.0532,250,1934.5,156.7468
2238.58,1255000,251,-9919.3916015625,14.8891,251,1898.44,156.4084
2258.32,1260000,252,-9954.921875,15.0647,252,1910.02,156.5298
2236.12,1265000,253,-10017.98828125,14.9671,253,1862.59,156.5905
2007.52,1270000,254,-10064.8095703125,14.9718,254,1900.57,156.5425
2247.79,1275000,255,-10088.828125,15.0343,255,1916.19,156.601
2121.67,1280000,256,-10131.720703125,15.0423,256,1913.84,156.4661
2225.66,1285000,257,-10148.2294921875,15.0234,257,1900.12,156.6314
2239.3,1290000,258,-10160.3349609375,15.0724,258,1910.38,156.5857
2198.08,1295000,259,-10227.6884765625,14.9748,259,1893.6,156.6644
2245.95,1300000,260,-10297.982421875,14.7655,260,1915.47,156.5217
2250.72,1305000,261,-10311.6455078125,14.9773,261,1877.62,156.6391
2227.61,1310000,262,-10347.2177734375,14.8564,262,1847.64,156.5302
2252.44,1315000,263,-10371.1982421875,14.8755,263,1915.52,156.5786
2237.67,1320000,264,-10396.8828125,14.8575,264,1907.01,156.5362
2237.49,1325000,265,-10489.8154296875,14.992,265,1888.89,156.5409
2261.81,1330000,266,-10498.1513671875,14.7585,266,1916.56,156.4751
2219.38,1335000,267,-10545.6181640625,14.7798,267,1848.71,156.3761
2226.85,1340000,268,-10597.44140625,14.6699,268,1913.87,156.5641
2217.96,1345000,269,-10604.28125,14.7704,269,1898.85,156.693
2214.95,1350000,270,-10627.51171875,14.498,270,1870.45,156.5606
2233.89,1355000,271,-10674.8583984375,14.6989,271,1859.95,156.6337
2245.37,1360000,272,-10714.4208984375,14.9694,272,1828.77,156.7354
2211.33,1365000,273,-10741.8671875,14.9331,273,1883.01,156.4638
2229.32,1370000,274,-10818.076171875,14.7359,274,1886.79,156.7788
2243.13,1375000,275,-10813.7578125,14.894,275,1888.04,156.5319
2111.17,1380000,276,-10804.7822265625,14.6989,276,1919.1,156.389
2250.01,1385000,277,-10871.517578125,14.5888,277,1883.56,156.5963
1943.79,1390000,278,-10860.2548828125,14.7191,278,1876.04,156.459
2214.94,1395000,279,-10916.5830078125,14.906,279,1790.46,156.5808
2233.02,1400000,280,-10925.931640625,14.8907,280,1866.24,156.3997
2238.75,1405000,281,-10963.3291015625,14.9345,281,1905.3,156.6945
2235.37,1410000,282,-10943.6005859375,14.9655,282,1864.74,156.574
2248.78,1415000,283,-11084.3447265625,15.1136,283,1841.89,156.6573
2256.72,1420000,284,-11037.8994140625,14.9042,284,1855.72,156.5114
2221.91,1425000,285,-11048.591796875,14.8401,285,1849.9,156.58
2216.47,1430000,286,-11112.7685546875,14.9832,286,1904.67,156.5198
2248.57,1435000,287,-11162.802734375,15.1305,287,1849.73,156.5875
2226.14,1440000,288,-11172.2958984375,14.871,288,1849.46,156.5116
2247.62,1445000,289,-11198.6923828125,14.9521,289,1904.4,156.5601
2233.99,1450000,290,-11210.6884765625,14.9242,290,1893.23,156.7067
2173.32,1455000,291,-11241.0068359375,15.1017,291,1879.02,156.6369
2230.59,1460000,292,-11286.03125,15.0674,292,1827.18,156.6652
2224.05,1465000,293,-11245.5830078125,14.6525,293,1827.9,156.7564
2225.99,1470000,294,-11313.3759765625,14.5025,294,1844.44,156.6462
2247.96,1475000,295,-11302.146484375,14.5409,295,1852.04,156.5937
2165.94,1480000,296,-11350.0859375,14.7456,296,1902.49,156.6035
2156.64,1485000,297,-11366.7744140625,14.5227,297,1784.65,156.6203
2149.15,1490000,298,-11405.6416015625,14.582,298,1753.83,156.5391
2117.18,1495000,299,-11434.494140625,14.7265,299,1847.86,156.4785
1977.31,1500000,300,-11385.3583984375,14.2694,300,1801.94,156.5661
2119.03,1505000,301,-11447.9658203125,14.8026,301,1813.99,156.4466
1913.25,1510000,302,-11503.43359375,14.8018,302,1809.85,156.5925
2144.54,1515000,303,-11517.958984375,14.8055,303,1828.27,156.4844
2201.75,1520000,304,-11483.240234375,14.3445,304,1831.95,156.6943
2157.59,1525000,305,-11574.3603515625,14.5934,305,1836.69,156.586
2123.36,1530000,306,-11620.8740234375,14.9338,306,1852.03,156.5392
2180.32,1535000,307,-11579.2421875,14.4368,307,1749.92,156.6524
2056.19,1540000,308,-11574.232421875,14.6952,308,1730.53,156.6122
2175.55,1545000,309,-11710.330078125,14.9933,309,1669.08,156.7037
2172.83,1550000,310,-11729.5400390625,14.8405,310,1783.93,156.6025
2199.94,1555000,311,-11735.236328125,14.8012,311,1843.15,156.547
2220.45,1560000,312,-11768.94140625,14.7505,312,1859.79,156.7258
2141.5,1565000,313,-11803.8154296875,14.6806,313,1920.62,156.5006
2182.56,1570000,314,-11822.7119140625,14.5342,314,1837.32,156.6056
2191.25,1575000,315,-11837.1787109375,14.5717,315,1837.1,156.7091
2205.65,1580000,316,-11861.7744140625,14.4748,316,1840.38,156.6814
2205.7,1585000,317,-11907.0927734375,14.5152,317,1840.28,156.5385
2132.14,1590000,318,-11927.4580078125,14.9261,318,1839.53,156.4954
2176.66,1595000,319,-11940.84375,14.4282,319,1841.8,156.5957
2236.1,1600000,320,-12026.833984375,14.8528,320,1817.58,156.6092
2214.12,1605000,321,-12051.484375,14.97,321,1686.33,156.6157
2119.3,1610000,322,-12090.7431640625,14.5621,322,1868.86,156.5288
2213.76,1615000,323,-12091.8974609375,14.8515,323,1756.33,156.6821
2172.77,1620000,324,-12185.3994140625,15.2032,324,1881.67,156.7422
2184.39,1625000,325,-12130.9365234375,14.264,325,1847.97,156.5095
2204.55,1630000,326,-12196.7392578125,14.6824,326,1924.58,156.4466
2228.21,1635000,327,-12227.279296875,14.9844,327,1916.36,156.7059
2231.45,1640000,328,-12360.5166015625,14.4961,328,1945.94,156.6078
2251.73,1645000,329,-12284.7890625,15.2028,329,1933.04,156.5909
2226.43,1650000,330,-12299.1171875,15.1688,330,1923.18,156.6258
2226.62,1655000,331,-12394.0625,15.0518,331,1925.99,156.466
2210.0,1660000,332,-12397.287109375,15.205,332,1906.09,156.525
2255.66,1665000,333,-12480.728515625,15.1397,333,1909.27,156.6987
2234.43,1670000,334,-12420.75390625,15.0302,334,1930.97,156.6212
2201.52,1675000,335,-12459.953125,15.1537,335,1933.19,156.5678
2250.97,1680000,336,-12457.1669921875,14.9352,336,1905.54,156.7273
2227.37,1685000,337,-12500.2666015625,15.1171,337,1927.14,156.6009
2219.34,1690000,338,-12538.4609375,14.902,338,1898.57,156.6228
2220.02,1695000,339,-12582.2197265625,14.9223,339,1910.18,156.643
2224.43,1700000,340,-12627.2509765625,15.0721,340,1948.96,156.5242
2269.14,1705000,341,-12732.9931640625,15.3331,341,1966.23,156.5991
2256.31,1710000,342,-12704.9052734375,15.1068,342,1907.94,156.4991
2261.21,1715000,343,-12745.193359375,15.1177,343,1933.29,156.5509
2301.6,1720000,344,-12868.4443359375,15.4201,344,1967.29,156.6107
2277.07,1725000,345,-12829.7099609375,15.274,345,1935.71,156.5288
2269.26,1730000,346,-12902.263671875,15.2957,346,1905.78,156.6409
2268.0,1735000,347,-12884.17578125,15.1983,347,1905.64,156.6005
2249.81,1740000,348,-12944.806640625,15.1664,348,1918.69,156.54
2285.89,1745000,349,-12988.138671875,15.2132,349,1955.68,156.7191
2219.23,1750000,350,-12933.8984375,15.0121,350,1924.75,156.7699
2256.32,1755000,351,-12983.0234375,15.0464,351,1958.18,156.5974
2254.56,1760000,352,-13015.3271484375,15.2344,352,1919.48,156.6412
2209.76,1765000,353,-13076.083984375,15.1465,353,1926.35,156.585
2308.39,1770000,354,-13087.7041015625,15.28,354,1934.9,156.6578
2220.32,1775000,355,-13086.4462890625,15.1427,355,1913.96,156.6593
2248.2,1780000,356,-13114.5341796875,15.1536,356,1900.57,156.6606
2243.8,1785000,357,-13147.658203125,15.1358,357,1886.45,156.6484
2280.47,1790000,358,-13170.490234375,15.3105,358,1939.48,156.5666
2205.78,1795000,359,-13175.123046875,14.8759,359,1944.67,156.6866
2254.54,1800000,360,-13249.26171875,15.1836,360,1837.82,156.5861
2279.15,1805000,361,-13271.0205078125,15.4361,361,1947.79,156.5822
1831.2,1810000,362,-13264.6064453125,15.3053,362,1849.24,156.6003
2298.15,1815000,363,-13304.8935546875,15.3601,363,1956.98,156.584
2249.43,1820000,364,-13350.5888671875,15.2899,364,1905.11,156.6124
2250.66,1825000,365,-13307.310546875,15.2515,365,1895.85,156.5707
2239.02,1830000,366,-13346.6240234375,15.1804,366,1932.32,156.4872
1513.09,1835000,367,-13323.1953125,14.2701,367,1342.54,156.9268
2099.87,1840000,368,-13623.1728515625,14.832,368,1742.08,156.6223
2094.83,1845000,369,-13448.9267578125,15.301,369,1928.36,156.7688
2162.74,1850000,370,-13461.841796875,14.9702,370,1736.6,156.6137
522.47,1855000,371,-13589.3837890625,18.2708,371,387.16,156.8298
1075.3,1860000,372,-13327.51171875,14.2162,372,1379.94,156.536
-356.46,1865000,373,-12521.3857421875,16.9664,373,-325.62,157.2991
186.59,1870000,374,-11602.0146484375,16.8447,374,992.88,157.0494
544.53,1875000,375,-13287.2802734375,13.893,375,479.08,157.0688
-61.15,1880000,376,-13958.6044921875,16.2091,376,-87.45,157.6558
-441.21,1885000,377,-11871.591796875,18.605,377,-706.22,159.2063
-349.67,1890000,378,-13583.8623046875,15.5373,378,-330.75,157.0536
-575.22,1895000,379,-9703.708984375,83.4215,379,-570.98,161.5344
-180.2,1900000,380,-13979.8203125,16.5428,380,39.02,157.9984
-661.17,1905000,381,-13378.9541015625,17.6932,381,-553.11,158.8592
-324.38,1910000,382,-12433.3076171875,20.4022,382,-298.27,158.8588
-490.73,1915000,383,-12668.9541015625,14.1999,383,-449.66,157.5856
-321.5,1920000,384,-13507.48828125,14.5916,384,-416.87,157.9132
