Running Reverse KL,Running Env Steps,Reward Loss,Real Det Return,Real Sto Return,Running Forward KL,Itration,Running Update Time
15.6556,365000,-2118.986572265625,2103.54,1766.19,156.8609,73,73
15.9403,370000,-2175.0927734375,2123.06,1824.49,157.0199,74,74
15.7494,375000,-2193.68017578125,2099.37,1782.45,156.8541,75,75
15.8971,380000,-2285.901611328125,2153.49,1776.45,156.8806,76,76
15.6428,385000,-2254.203369140625,2122.28,1777.2,156.9286,77,77
15.5709,390000,-2289.64501953125,2097.98,1767.67,157.0745,78,78
15.7885,395000,-2349.70654296875,2179.89,1816.11,156.7954,79,79
15.8391,400000,-2360.503173828125,2151.34,1815.8,156.8087,80,80
15.8603,405000,-2403.014892578125,2160.94,1828.29,156.8265,81,81
15.2637,410000,-2415.9091796875,2101.17,1777.81,156.6621,82,82
15.5507,415000,-2455.2451171875,2175.71,1774.22,156.9348,83,83
15.9257,420000,-2503.5908203125,2177.16,1856.01,156.8879,84,84
15.5241,425000,-2515.535888671875,2194.83,1824.09,156.8385,85,85
15.6127,430000,-2573.225341796875,2186.92,1816.44,156.7342,86,86
15.6337,435000,-2612.701416015625,2148.87,1801.55,156.8101,87,87
15.3,440000,-2611.524169921875,2061.95,1769.55,156.8191,88,88
15.5164,445000,-2660.705810546875,2133.37,1814.78,156.8891,89,89
15.708,450000,-2697.16064453125,2196.04,1829.18,156.6912,90,90
15.8028,455000,-2747.82373046875,2210.73,1842.65,156.735,91,91
15.6278,460000,-2784.44677734375,2182.27,1841.32,156.6912,92,92
15.9136,465000,-2844.40625,2227.35,1837.27,156.8506,93,93
15.4299,470000,-2817.683837890625,2094.88,1783.44,156.7801,94,94
15.4775,475000,-2852.098876953125,2196.07,1839.25,156.678,95,95
15.6366,480000,-2885.43359375,2125.15,1814.86,156.8585,96,96
15.3782,485000,-2948.396484375,2162.03,1809.53,156.7496,97,97
15.6928,490000,-2990.15771484375,2120.12,1809.53,156.7425,98,98
15.384,495000,-3002.58740234375,2130.67,1829.55,156.8068,99,99
15.633,500000,-3048.919189453125,2133.53,1829.5,156.7281,100,100
15.432,505000,-3085.801513671875,2215.59,1836.63,156.8256,101,101
15.2605,510000,-3094.119873046875,2143.68,1812.36,156.7907,102,102
16.0362,515000,-3166.734130859375,2237.42,1878.74,156.7969,103,103
15.619,520000,-3166.044921875,2168.43,1834.34,156.7691,104,104
15.7579,525000,-3255.0234375,2178.88,1828.94,157.1445,105,105
15.1453,530000,-3243.21484375,2209.95,1846.96,156.6478,106,106
15.6513,535000,-3339.293701171875,2213.47,1841.17,156.9431,107,107
15.6059,540000,-3311.6513671875,2177.05,1840.71,156.6946,108,108
15.7469,545000,-3382.962646484375,2218.19,1860.08,156.8126,109,109
15.4883,550000,-3396.535400390625,2194.47,1840.19,156.7647,110,110
15.6482,555000,-3446.90869140625,2240.18,1886.34,156.6753,111,111
15.8691,560000,-3510.889892578125,2234.92,1887.05,156.7178,112,112
15.3235,565000,-3494.61083984375,2175.34,1841.48,156.677,113,113
15.3072,570000,-3547.642822265625,2156.62,1840.94,156.7132,114,114
15.2528,575000,-3576.574462890625,2101.67,1795.31,156.8129,115,115
15.1646,580000,-3615.122314453125,2129.96,1804.84,156.9528,116,116
15.5216,585000,-3658.093017578125,2190.61,1853.26,156.8811,117,117
15.7217,590000,-3742.705322265625,2242.5,1852.76,156.8133,118,118
15.4481,595000,-3741.40380859375,2215.15,1884.58,156.8016,119,119
15.4004,600000,-3786.059814453125,2231.37,1852.49,156.6913,120,120
15.2518,605000,-3803.319091796875,2191.13,1866.31,156.7249,121,121
15.217,610000,-3849.640869140625,2237.58,1853.3,156.731,122,122
15.3857,615000,-3902.13525390625,2243.52,1876.16,156.5786,123,123
15.559,620000,-3981.661865234375,2235.82,1863.0,156.8583,124,124
15.3771,625000,-3972.989501953125,2219.51,1852.96,156.84,125,125
15.2895,630000,-4004.08740234375,2130.23,1830.09,156.955,126,126
15.4492,635000,-4040.904052734375,2266.04,1891.59,156.6653,127,127
15.2494,640000,-4089.37744140625,2210.23,1856.23,156.5941,128,128
15.4581,645000,-4144.37158203125,2177.53,1853.62,156.7253,129,129
15.3224,650000,-4143.35400390625,2185.18,1866.68,156.7054,130,130
15.4522,655000,-4221.0546875,2244.3,1899.82,156.655,131,131
15.5723,660000,-4256.4375,2223.77,1891.03,156.7592,132,132
15.6705,665000,-4304.173828125,2280.16,1889.75,156.9123,133,133
15.4474,670000,-4347.83203125,2278.47,1925.65,156.6876,134,134
15.3891,675000,-4374.966796875,2249.19,1866.51,156.8265,135,135
15.5764,680000,-4441.5126953125,2257.26,1896.16,156.696,136,136
15.0742,685000,-4434.2626953125,2219.1,1863.22,156.5778,137,137
15.1961,690000,-4465.58544921875,2172.19,1828.13,156.8317,138,138
15.1215,695000,-4523.66015625,2213.51,1833.45,156.7351,139,139
15.36,700000,-4582.14306640625,2224.51,1854.49,156.6702,140,140
15.5067,705000,-4603.00341796875,2219.4,1872.91,156.716,141,141
15.347,710000,-4642.8046875,2192.3,1884.81,156.7236,142,142
15.7105,715000,-4728.3515625,2286.54,1887.57,156.8896,143,143
15.3473,720000,-4734.05615234375,2260.94,1900.45,156.6825,144,144
15.6037,725000,-4815.37939453125,2237.52,1880.96,156.6046,145,145
15.4294,730000,-4830.98974609375,2234.79,1903.32,156.6559,146,146
15.4245,735000,-4882.12255859375,2235.4,1906.93,156.6646,147,147
15.2681,740000,-4928.50341796875,2285.03,1880.05,156.5933,148,148
15.6173,745000,-4961.90478515625,2268.18,1894.11,156.6599,149,149
15.2952,750000,-4971.830078125,2204.64,1858.28,156.695,150,150
15.4569,755000,-5088.228515625,2267.67,1909.12,156.6897,151,151
15.284,760000,-5077.76953125,2256.43,1899.31,156.7215,152,152
15.1389,765000,-5131.13916015625,2246.91,1897.11,156.6418,153,153
15.346,770000,-5185.85595703125,2266.79,1901.4,156.7732,154,154
15.335,775000,-5210.7724609375,2294.51,1915.7,156.5893,155,155
15.2218,780000,-5237.4541015625,2209.28,1881.96,156.6544,156,156
15.1513,785000,-5328.06884765625,2281.42,1871.32,156.6203,157,157
15.309,790000,-5390.431640625,2286.59,1898.75,156.5819,158,158
15.4554,795000,-5437.0830078125,2261.95,1910.05,156.6588,159,159
15.5865,800000,-5485.6767578125,2288.83,1918.17,156.8126,160,160
15.0755,805000,-5460.0166015625,2210.33,1858.12,156.5666,161,161
15.2157,810000,-5538.75048828125,2236.48,1890.05,156.9071,162,162
15.0621,815000,-5617.4541015625,2198.22,1873.31,156.8089,163,163
15.1885,820000,-5640.453125,2306.0,1932.72,156.5331,164,164
15.3442,825000,-5725.5234375,2300.94,1889.18,156.6134,165,165
15.3964,830000,-5744.96484375,2242.49,1883.83,156.6721,166,166
15.3219,835000,-5830.94873046875,2250.52,1873.64,156.7721,167,167
15.3665,840000,-5842.66259765625,2242.38,1905.0,156.5932,168,168
15.0904,845000,-5851.2236328125,2209.31,1844.43,156.687,169,169
15.624,850000,-5936.26123046875,2296.06,1929.48,156.5555,170,170
15.1236,855000,-5947.5888671875,2258.42,1893.45,156.6639,171,171
15.3044,860000,-6009.060546875,2273.33,1919.96,156.6363,172,172
15.5708,865000,-6109.9296875,2296.11,1908.7,156.7631,173,173
15.3674,870000,-6140.919921875,2271.39,1909.96,156.6882,174,174
15.263,875000,-6156.9365234375,2259.71,1873.25,156.7837,175,175
15.197,880000,-6182.13916015625,2200.96,1885.49,156.6662,176,176
15.339,885000,-6291.4638671875,2261.82,1908.29,156.6774,177,177
15.3078,890000,-6342.796875,2284.38,1918.68,156.6622,178,178
15.005,895000,-6363.68603515625,2272.35,1903.68,156.6496,179,179
15.5531,900000,-6387.50439453125,2210.73,1914.26,156.6917,180,180
15.063,905000,-6448.05224609375,2264.96,1911.75,156.7767,181,181
14.8535,910000,-6453.76904296875,2196.72,1869.63,156.6308,182,182
15.3958,915000,-6543.32421875,2250.55,1910.9,156.874,183,183
15.4255,920000,-6539.21240234375,2270.84,1913.0,156.679,184,184
15.2565,925000,-6679.08203125,2270.37,1888.69,156.7701,185,185
15.1409,930000,-6677.6982421875,2271.02,1925.38,156.6403,186,186
15.2604,935000,-6789.46533203125,2252.99,1900.49,156.8186,187,187
15.3011,940000,-6841.2373046875,2272.89,1923.66,156.7441,188,188
15.208,945000,-6932.9013671875,2321.06,1914.19,156.7059,189,189
15.0952,950000,-6909.59716796875,2241.38,1858.09,156.6413,190,190
15.4603,955000,-7014.95849609375,2321.52,1922.25,156.585,191,191
15.3634,960000,-7052.87060546875,2258.52,1882.64,156.8734,192,192
15.1923,965000,-7133.61083984375,2258.02,1901.95,156.9269,193,193
14.7917,970000,-7140.9853515625,2242.39,1849.51,156.6817,194,194
15.1203,975000,-7125.43505859375,2255.56,1891.08,156.4422,195,195
15.4691,980000,-7261.92919921875,2271.83,1927.14,156.6673,196,196
15.4152,985000,-7379.43896484375,2269.76,1927.01,156.748,197,197
15.3626,990000,-7381.65283203125,2273.14,1943.03,156.6167,198,198
15.0011,995000,-7381.5341796875,2282.25,1899.72,156.4634,199,199
15.3442,1000000,-7528.19189453125,2274.33,1929.26,156.7261,200,200
15.4525,1005000,-7581.95361328125,2274.09,1952.85,156.8116,201,201
15.3377,1010000,-7617.74072265625,2258.93,1924.31,156.5485,202,202
15.308,1015000,-7684.58935546875,2272.15,1931.85,156.6757,203,203
15.1983,1020000,-7722.24658203125,2244.51,1911.18,156.6937,204,204
15.4112,1025000,-7768.78759765625,2254.16,1932.46,156.8325,205,205
15.2233,1030000,-7860.97998046875,2239.95,1907.26,156.6809,206,206
15.2253,1035000,-7898.306640625,2259.54,1925.78,156.6289,207,207
15.3604,1040000,-7957.61474609375,2255.39,1932.9,156.7701,208,208
15.1114,1045000,-7994.30078125,2245.53,1933.4,156.7939,209,209
15.2237,1050000,-8067.5947265625,2287.59,1932.09,156.7446,210,210
15.1772,1055000,-8150.05126953125,2244.58,1913.37,156.6881,211,211
15.115,1060000,-8174.71044921875,2256.04,1924.25,156.4491,212,212
15.1828,1065000,-8270.0185546875,2275.26,1930.08,156.6259,213,213
15.0417,1070000,-8314.93359375,2265.81,1917.39,156.6591,214,214
15.029,1075000,-8353.6201171875,2245.14,1908.05,156.6393,215,215
15.0707,1080000,-8436.16015625,2238.02,1925.17,156.5529,216,216
15.2723,1085000,-8535.85546875,2284.19,1899.79,156.7725,217,217
15.1516,1090000,-8581.7431640625,2256.14,1893.4,156.6911,218,218
14.968,1095000,-8585.654296875,2232.14,1903.94,156.6667,219,219
15.1504,1100000,-8657.2490234375,2251.42,1915.95,156.5526,220,220
15.0795,1105000,-8751.486328125,2273.43,1926.68,156.6902,221,221
15.1871,1110000,-8820.38671875,2268.5,1930.37,156.6938,222,222
15.2217,1115000,-8847.9501953125,2289.11,1935.14,156.6961,223,223
15.2441,1120000,-8906.51953125,2281.07,1919.85,156.7649,224,224
15.0855,1125000,-8966.39453125,2256.74,1910.95,156.6435,225,225
15.0912,1130000,-9062.40234375,2284.07,1926.02,156.7736,226,226
15.2236,1135000,-9099.8564453125,2274.42,1916.31,156.783,227,227
15.1051,1140000,-9134.3876953125,2282.88,1940.67,156.832,228,228
15.2021,1145000,-9174.9990234375,2281.09,1917.82,156.6733,229,229
15.2522,1150000,-9255.296875,2305.64,1934.36,156.7021,230,230
15.2013,1155000,-9328.294921875,2306.21,1926.12,156.8118,231,231
15.1668,1160000,-9346.8212890625,2303.24,1936.64,156.6957,232,232
15.2404,1165000,-9403.984375,2303.74,1934.22,156.6198,233,233
15.2798,1170000,-9471.8154296875,2310.33,1943.93,156.5786,234,234
15.1113,1175000,-9465.4677734375,2300.14,1933.74,156.6848,235,235
15.0154,1180000,-9514.302734375,2287.81,1939.2,156.5137,236,236
15.2128,1185000,-9533.3916015625,2287.12,1928.36,156.5806,237,237
15.2311,1190000,-9572.3935546875,2275.54,1921.93,156.6888,238,238
15.0278,1195000,-9623.9296875,2285.91,1927.56,156.5089,239,239
15.0137,1200000,-9677.6337890625,2286.51,1924.37,156.4773,240,240
15.0845,1205000,-9714.8515625,2283.85,1927.19,156.6244,241,241
15.085,1210000,-9721.37890625,2266.03,1919.43,156.5811,242,242
15.2035,1215000,-9787.5888671875,2296.12,1946.19,156.6231,243,243
15.1178,1220000,-9830.162109375,2298.89,1943.15,156.5888,244,244
15.0585,1225000,-9883.685546875,2288.17,1922.68,156.7771,245,245
14.9898,1230000,-9882.0546875,2274.39,1941.72,156.4998,246,246
15.0646,1235000,-9954.1689453125,2281.34,1924.08,156.81,247,247
15.2052,1240000,-9958.33203125,2305.83,1940.04,156.6666,248,248
15.0377,1245000,-10017.6943359375,2275.42,1938.38,156.5769,249,249
15.0921,1250000,-10025.8583984375,2270.04,1932.94,156.6589,250,250
15.0831,1255000,-10056.97265625,2262.61,1916.81,156.4654,251,251
15.0234,1260000,-10129.5634765625,2271.91,1944.45,156.6092,252,252
15.1724,1265000,-10166.6669921875,2273.02,1933.73,156.5947,253,253
15.1042,1270000,-10176.3095703125,2266.76,1929.41,156.6025,254,254
15.0126,1275000,-10267.318359375,2280.04,1919.97,156.6024,255,255
15.1725,1280000,-10282.0048828125,2301.68,1957.37,156.7893,256,256
15.1742,1285000,-10328.3427734375,2274.5,1936.23,156.6857,257,257
15.186,1290000,-10352.822265625,2269.6,1930.88,156.6083,258,258
15.094,1295000,-10368.6181640625,2224.9,1915.86,156.6528,259,259
15.1504,1300000,-10467.8681640625,2287.93,1929.18,156.643,260,260
15.1581,1305000,-10523.234375,2284.16,1908.31,156.5902,261,261
15.1764,1310000,-10517.0791015625,2293.59,1934.61,156.6863,262,262
15.2089,1315000,-10541.4697265625,2274.75,1902.45,156.6897,263,263
15.1086,1320000,-10582.6201171875,2269.5,1922.48,156.6578,264,264
15.1055,1325000,-10637.1552734375,2298.17,1933.47,156.6064,265,265
15.3426,1330000,-10696.9638671875,2309.01,1915.78,156.6313,266,266
15.1483,1335000,-10666.9521484375,2279.98,1933.61,156.4887,267,267
15.1382,1340000,-10716.111328125,2282.94,1926.94,156.6179,268,268
15.1715,1345000,-10735.3310546875,2301.21,1931.87,156.6526,269,269
15.0074,1350000,-10780.490234375,2284.4,1934.01,156.6994,270,270
15.1764,1355000,-10824.61328125,2283.96,1910.32,156.5452,271,271
15.3125,1360000,-10885.5107421875,2301.65,1893.98,156.6177,272,272
15.2403,1365000,-10905.9755859375,2303.78,1942.24,156.5394,273,273
15.0998,1370000,-10902.6533203125,2281.35,1943.67,156.5829,274,274
15.4091,1375000,-10953.556640625,2275.79,1929.5,156.6254,275,275
15.1309,1380000,-10975.048828125,2303.38,1943.59,156.6309,276,276
15.3505,1385000,-11073.640625,2305.92,1945.17,156.4878,277,277
14.9873,1390000,-11012.6376953125,2286.63,1938.3,156.5932,278,278
15.1537,1395000,-11000.3466796875,2302.25,1943.27,156.6162,279,279
15.1605,1400000,-11041.265625,2291.55,1949.25,156.6693,280,280
15.0926,1405000,-11072.060546875,2283.24,1945.93,156.5263,281,281
15.0235,1410000,-11091.1103515625,2270.28,1916.58,156.7359,282,282
15.3633,1415000,-11105.2607421875,2304.17,1940.74,156.6814,283,283
15.2974,1420000,-11213.1279296875,2325.37,1960.42,156.4538,284,284
15.3306,1425000,-11211.2275390625,2277.67,1899.72,156.7018,285,285
15.4601,1430000,-11287.3076171875,2313.69,1955.07,156.6667,286,286
15.1497,1435000,-11256.6953125,2292.82,1923.39,156.6732,287,287
14.9982,1440000,-11241.0791015625,2261.51,1934.56,156.5325,288,288
15.2647,1445000,-11351.27734375,2305.12,1958.24,156.6443,289,289
15.1521,1450000,-11415.6630859375,2298.45,1942.46,156.6598,290,290
15.0818,1455000,-11381.111328125,2280.06,1938.09,156.6327,291,291
15.0391,1460000,-11381.8662109375,2294.26,1946.22,156.6857,292,292
15.2574,1465000,-11475.669921875,2314.88,1972.19,156.464,293,293
14.9803,1470000,-11456.576171875,2324.94,1960.24,156.7149,294,294
15.1302,1475000,-11502.9296875,2317.11,1946.89,156.6864,295,295
15.0722,1480000,-11514.9306640625,2305.03,1944.66,156.4804,296,296
14.9647,1485000,-11536.6865234375,2289.72,1943.52,156.6246,297,297
15.0558,1490000,-11550.1376953125,2295.85,1950.59,156.5725,298,298
15.0787,1495000,-11610.857421875,2323.4,1977.72,156.6311,299,299
14.9921,1500000,-11599.6767578125,2295.0,1936.34,156.594,300,300
15.0134,1505000,-11618.0712890625,2309.74,1950.6,156.6589,301,301
15.0576,1510000,-11678.16015625,2309.95,1924.28,156.6836,302,302
15.0627,1515000,-11743.4990234375,2170.96,1930.07,156.6473,303,303
14.8271,1520000,-11687.146484375,2280.48,1925.98,156.5623,304,304
14.9924,1525000,-11761.2021484375,2297.4,1951.93,156.5533,305,305
15.1921,1530000,-11859.1748046875,2303.99,1936.66,156.5568,306,306
15.1179,1535000,-11854.580078125,2310.65,1935.15,156.5887,307,307
15.2057,1540000,-11895.0771484375,2315.1,1959.23,156.6261,308,308
14.9513,1545000,-11898.0830078125,2304.08,1950.1,156.6867,309,309
15.1403,1550000,-11911.78515625,2277.52,1964.79,156.6304,310,310
15.0691,1555000,-11908.46484375,2308.64,1930.74,156.5305,311,311
15.1295,1560000,-11958.8076171875,2290.68,1959.6,156.5523,312,312
15.3411,1565000,-11999.9033203125,2307.5,1957.89,156.6768,313,313
15.234,1570000,-12005.4150390625,2182.28,1969.84,156.6291,314,314
15.238,1575000,-12057.27734375,2283.91,1951.48,156.5775,315,315
15.2296,1580000,-12094.2392578125,2267.98,1940.01,156.7351,316,316
15.2625,1585000,-12123.4580078125,2296.08,1947.17,156.6911,317,317
15.4704,1590000,-12158.8662109375,2328.69,1999.48,156.4927,318,318
15.2133,1595000,-12244.6884765625,2294.31,1951.71,156.686,319,319
15.5856,1600000,-12274.03125,2327.53,1975.32,156.7474,320,320
15.4683,1605000,-12282.767578125,2323.01,1957.18,156.5808,321,321
15.344,1610000,-12275.1015625,2328.21,1971.3,156.7429,322,322
15.203,1615000,-12310.1748046875,2325.51,1980.86,156.8163,323,323
15.191,1620000,-12305.453125,2291.67,1964.37,156.6297,324,324
15.0371,1625000,-12339.7919921875,2299.32,1952.01,156.6739,325,325
15.2425,1630000,-12400.2255859375,2281.27,1937.64,156.5922,326,326
15.1501,1635000,-12415.669921875,2293.36,1965.63,156.7031,327,327
15.2304,1640000,-12423.3603515625,2302.48,1939.58,156.7256,328,328
15.3117,1645000,-12435.81640625,2321.98,1957.52,156.4987,329,329
15.4684,1650000,-12561.7685546875,2334.43,1978.05,156.6054,330,330
15.321,1655000,-12516.7587890625,2308.95,1974.28,156.5989,331,331
15.4715,1660000,-12560.8310546875,2334.1,1965.39,156.5321,332,332
15.217,1665000,-12587.04296875,2173.76,1868.42,156.6675,333,333
15.3399,1670000,-12586.99609375,2299.74,1971.94,156.6847,334,334
15.2405,1675000,-12692.638671875,2310.22,1962.61,156.6484,335,335
15.3368,1680000,-12653.150390625,2315.48,1975.19,156.5697,336,336
15.2856,1685000,-12702.623046875,2315.5,1974.18,156.6856,337,337
15.4128,1690000,-12731.3251953125,2321.85,1976.88,156.7289,338,338
15.4405,1695000,-12773.5576171875,2316.33,1983.46,156.7377,339,339
15.269,1700000,-12802.5771484375,2314.9,1955.87,156.5544,340,340
15.2055,1705000,-12836.5390625,2327.65,1981.39,156.523,341,341
15.2494,1710000,-12870.5625,2328.77,1984.63,156.6672,342,342
15.3248,1715000,-12933.6005859375,2322.68,1966.65,156.5659,343,343
15.3162,1720000,-12969.0166015625,2301.41,1977.67,156.6595,344,344
15.3864,1725000,-12983.564453125,2320.47,1966.23,156.6248,345,345
15.3857,1730000,-13065.4580078125,2330.77,2007.58,156.6048,346,346
15.4089,1735000,-13099.2509765625,2346.34,1989.75,156.621,347,347
15.4635,1740000,-13091.888671875,2318.95,1995.98,156.6001,348,348
15.5312,1745000,-13187.5771484375,2339.29,1988.28,156.8113,349,349
15.4124,1750000,-13207.6103515625,2313.01,1959.55,156.5624,350,350
15.2381,1755000,-13161.19140625,2327.59,1986.0,156.7128,351,351
15.3654,1760000,-13276.53125,2324.79,1986.59,156.5387,352,352
15.373,1765000,-13266.236328125,2320.81,1960.38,156.5351,353,353
15.2349,1770000,-13240.4306640625,2344.96,2003.82,156.6289,354,354
15.3363,1775000,-13338.8408203125,2352.65,1998.92,156.4919,355,355
15.2783,1780000,-13302.685546875,2319.91,1960.91,156.6562,356,356
15.277,1785000,-13348.9521484375,2326.37,1945.74,156.5989,357,357
15.2456,1790000,-13330.4404296875,2334.84,1996.64,156.5235,358,358
15.2402,1795000,-13490.380859375,2335.89,1973.0,156.6508,359,359
15.3121,1800000,-13452.90625,2321.98,1981.49,156.5072,360,360
15.4759,1805000,-13501.96484375,2352.85,1978.39,156.5918,361,361
15.4307,1810000,-13591.3330078125,2342.36,1978.49,156.6561,362,362
15.4752,1815000,-13520.7158203125,2304.29,1955.75,156.6141,363,363
15.3394,1820000,-13573.955078125,2329.67,1960.76,156.6661,364,364
15.5519,1825000,-13630.67578125,2202.61,1966.8,156.7277,365,365
15.4269,1830000,-13611.9248046875,2324.08,1944.65,156.6531,366,366
15.2566,1835000,-13556.0205078125,2320.03,1973.43,156.6367,367,367
15.4415,1840000,-13656.9228515625,2322.11,2005.04,156.6991,368,368
15.4717,1845000,-13749.119140625,2345.86,1900.08,156.7104,369,369
15.2516,1850000,-13708.3056640625,2334.05,1934.31,156.6214,370,370
15.2237,1855000,-13755.2587890625,2342.25,1956.53,156.5319,371,371
15.6678,1860000,-13894.67578125,2313.37,1993.23,156.6093,372,372
15.2426,1865000,-13769.525390625,2307.72,1961.64,156.623,373,373
15.3933,1870000,-13912.337890625,2321.54,1976.69,156.6709,374,374
15.2091,1875000,-13831.6552734375,2325.52,1981.1,156.6541,375,375
15.2141,1880000,-13906.236328125,2205.32,1946.82,156.6455,376,376
15.1054,1885000,-13939.2490234375,2293.16,1935.9,156.4671,377,377
14.7617,1890000,-13793.30078125,2284.46,1905.35,156.6023,378,378
15.0426,1895000,-13908.2509765625,2262.68,1911.93,156.6577,379,379
15.128,1900000,-13937.259765625,2314.95,1932.66,156.4984,380,380
14.9059,1905000,-13882.2607421875,2295.21,1918.99,156.5893,381,381
15.1239,1910000,-14013.103515625,2321.69,1933.65,156.611,382,382
14.9228,1915000,-13995.0224609375,2325.07,1933.93,156.5858,383,383
15.1703,1920000,-14064.1953125,2282.28,1935.34,156.6016,384,384
15.1809,1925000,-14064.361328125,2314.01,1913.76,156.5633,385,385
