Reward Loss,Real Det Return,Running Env Steps,Running Update Time,Real Sto Return,Running Forward KL,Running Reverse KL,Itration
-49757.50390625,4691.96,1955000,391,4678.85,47.5623,25.7937,391
-49116.9296875,4601.82,1960000,392,4614.28,47.6152,26.4808,392
-46757.84765625,4610.92,1965000,393,4322.99,47.1502,24.7861,393
-47192.29296875,4333.51,1970000,394,4414.93,47.4914,27.5843,394
-50582.078125,4717.4,1975000,395,4774.63,47.3503,27.6831,395
-47202.72265625,4645.51,1980000,396,4463.59,47.9686,28.0554,396
-50599.296875,4602.82,1985000,397,4668.79,47.4255,27.0074,397
-51527.26953125,4563.96,1990000,398,4662.67,47.3651,27.3495,398
-48499.0,4198.96,1995000,399,4410.01,48.1535,28.3552,399
-48878.8671875,4362.13,2000000,400,4474.77,47.7621,27.705,400
-50846.7890625,4578.79,2005000,401,4487.14,47.5643,27.2912,401
-51496.0703125,4656.8,2010000,402,4668.74,47.7265,26.6162,402
-53125.37109375,4644.1,2015000,403,4655.09,47.4852,26.0768,403
-53578.59765625,4612.46,2020000,404,4759.74,47.7202,26.2602,404
-54048.234375,4633.97,2025000,405,4771.78,47.5867,26.2855,405
-54831.01171875,4741.27,2030000,406,4839.95,47.5178,26.0902,406
-53540.55859375,4783.74,2035000,407,4794.53,47.8902,26.2644,407
-54968.59375,4867.41,2040000,408,4872.84,47.9558,25.7959,408
-55293.8671875,4841.7,2045000,409,4857.25,47.499,25.9665,409
-54905.51171875,4876.98,2050000,410,4881.48,47.9849,25.9817,410
-56048.9765625,4828.14,2055000,411,4857.95,48.0013,26.1342,411
-55999.15234375,4822.08,2060000,412,4868.92,47.77,25.5467,412
-56048.4375,4864.74,2065000,413,4896.17,47.6522,25.7073,413
-55857.95703125,4860.56,2070000,414,4891.36,47.4496,26.1931,414
-57193.34375,4921.42,2075000,415,4921.59,47.4613,26.4584,415
-57440.25390625,4872.88,2080000,416,4886.12,47.4204,26.2297,416
-57569.265625,4909.06,2085000,417,4944.01,47.8447,26.0893,417
-57533.13671875,4907.55,2090000,418,4916.27,47.8729,26.3576,418
-57147.640625,4953.21,2095000,419,4941.31,47.414,26.292,419
-57049.09375,4968.41,2100000,420,4929.98,47.3889,26.0007,420
-57790.40234375,5025.79,2105000,421,4956.22,47.7904,26.3175,421
-57621.5234375,4982.4,2110000,422,4967.14,47.4631,25.7819,422
-57371.08984375,4999.96,2115000,423,4964.02,47.5459,25.6592,423
-58084.78515625,5005.51,2120000,424,4994.62,47.6656,26.0799,424
-57593.43359375,5004.71,2125000,425,5002.55,47.8104,26.607,425
-58573.21484375,5042.06,2130000,426,5006.5,47.8866,26.672,426
-57430.0,4936.33,2135000,427,4976.46,47.9124,26.3993,427
-58829.8125,5023.69,2140000,428,5004.09,47.9216,26.2617,428
-57979.84765625,5016.29,2145000,429,4963.15,47.5163,25.9866,429
-59671.34765625,5034.1,2150000,430,5008.41,47.2964,27.4073,430
-58665.828125,5033.09,2155000,431,4990.34,47.771,26.9056,431
-59639.36328125,5040.08,2160000,432,4919.9,47.5652,27.486,432
-59722.171875,4975.14,2165000,433,4991.04,48.2971,27.7197,433
-59644.578125,4963.65,2170000,434,4941.11,48.1802,27.2713,434
-59145.875,4946.41,2175000,435,4928.99,47.7543,26.8801,435
-60259.8984375,4957.36,2180000,436,4989.19,47.7471,27.0393,436
-60496.69921875,4917.45,2185000,437,4978.52,47.9393,27.1661,437
-59767.37890625,4947.27,2190000,438,4971.14,47.4944,26.3033,438
-60888.74609375,4855.3,2195000,439,4922.85,47.3847,26.4146,439
-60728.69140625,4921.21,2200000,440,4962.66,47.5175,26.5368,440
-60425.94140625,5075.78,2205000,441,5037.11,47.1441,26.1099,441
-60319.32421875,5006.38,2210000,442,5034.67,46.9991,26.3276,442
-59486.171875,5036.07,2215000,443,5060.46,47.0902,25.2639,443
-60353.8125,4964.95,2220000,444,5015.87,47.0247,25.6244,444
-60424.203125,4971.63,2225000,445,5024.83,46.9422,25.5668,445
-60500.3203125,4929.51,2230000,446,4951.32,47.074,26.1028,446
-36223.40234375,526.27,2235000,447,986.15,49.2282,42.1382,447
-53268.58984375,2633.55,2240000,448,3405.17,46.4386,22.0404,448
-48010.15625,2710.93,2245000,449,2780.06,48.0478,27.9579,449
-63363.60546875,4842.02,2250000,450,4889.62,47.6698,29.45,450
-56281.51171875,4704.66,2255000,451,4219.66,46.8483,25.8071,451
-61005.63671875,4932.45,2260000,452,4623.28,47.5377,27.4228,452
-62021.13671875,4977.43,2265000,453,4945.13,47.4239,28.4147,453
-60024.7109375,5048.47,2270000,454,4519.39,47.5868,26.9058,454
-63082.0234375,4957.2,2275000,455,4782.87,47.5909,27.9896,455
-62476.765625,4941.7,2280000,456,4766.28,47.4831,27.4588,456
-62809.8828125,5002.23,2285000,457,4525.67,47.1374,27.1328,457
-62946.0,5016.45,2290000,458,4685.54,47.501,27.0155,458
-63277.37109375,5012.38,2295000,459,4958.91,47.6345,26.7171,459
-63446.49609375,5086.63,2300000,460,4825.24,47.3898,27.2232,460
-62451.6171875,5063.71,2305000,461,5003.33,46.9644,26.1694,461
-61853.9453125,5050.73,2310000,462,4990.81,47.0193,25.8767,462
-62453.30078125,5067.67,2315000,463,5050.14,47.0646,25.7027,463
-62927.8203125,5084.4,2320000,464,4949.31,47.0969,26.0342,464
-62274.11328125,5049.07,2325000,465,5020.23,47.0697,25.8453,465
-62131.390625,5065.13,2330000,466,5035.79,47.5033,25.4236,466
-61909.33203125,5058.12,2335000,467,5064.9,46.9424,25.3826,467
-62774.41015625,5106.56,2340000,468,4917.26,47.4276,25.4966,468
-61923.6328125,5132.79,2345000,469,5092.1,46.9146,25.1304,469
-63885.921875,5170.04,2350000,470,4834.74,46.9683,26.2458,470
-62612.59375,5191.84,2355000,471,4781.72,47.3827,27.8711,471
-61575.41015625,5190.37,2360000,472,4916.77,47.3214,25.1724,472
-62740.33984375,5218.37,2365000,473,4971.19,47.1334,26.2666,473
-64151.40625,5060.79,2370000,474,4624.11,47.46,26.6783,474
-62463.76171875,5169.17,2375000,475,4484.25,46.8037,24.8983,475
-62362.2421875,5200.74,2380000,476,4767.72,46.8642,25.5419,476
-63444.69140625,4972.75,2385000,477,4437.53,47.2367,26.6032,477
-63282.62109375,5240.5,2390000,478,4631.49,47.5303,25.8613,478
-63506.54296875,3962.12,2395000,479,4108.07,47.427,26.4721,479
-63499.0,5150.87,2400000,480,4334.69,47.3042,26.3988,480
-63618.36328125,5162.74,2405000,481,4976.17,47.1537,25.924,481
-63889.97265625,5183.63,2410000,482,4908.3,46.8764,25.8859,482
-63645.2421875,5119.36,2415000,483,4576.81,46.5784,24.6483,483
-63691.59375,5145.41,2420000,484,4474.85,47.0219,25.5801,484
-63912.2734375,5032.7,2425000,485,4810.7,46.701,25.3706,485
-63523.62109375,4173.81,2430000,486,4527.49,46.8375,25.0101,486
-64065.28125,5082.22,2435000,487,5054.99,46.7681,26.0348,487
-63646.62890625,4556.39,2440000,488,4476.36,47.2191,25.2441,488
-63912.3046875,5150.09,2445000,489,4563.35,47.0042,25.1071,489
-63500.7109375,5087.36,2450000,490,4620.68,47.0564,25.2749,490
-63041.5625,4999.7,2455000,491,4596.78,47.0011,24.7455,491
-63579.23046875,5069.9,2460000,492,4681.94,46.8784,24.6135,492
-64091.15625,5030.7,2465000,493,5041.12,46.8212,24.9294,493
-63862.09375,5098.66,2470000,494,4928.32,46.8171,24.6808,494
-64640.33984375,5123.71,2475000,495,4849.43,46.9218,24.7292,495
-64426.77734375,5070.69,2480000,496,5085.23,47.2811,24.9,496
-63605.45703125,5148.02,2485000,497,5099.09,47.0235,24.3532,497
-64869.00390625,5140.47,2490000,498,5121.15,47.4685,25.5759,498
-64184.5859375,5083.87,2495000,499,5122.15,46.651,25.271,499
-64917.7109375,5094.35,2500000,500,5115.03,46.9565,25.2367,500
-64983.62109375,5092.07,2505000,501,5067.53,47.2739,25.0551,501
-65577.4921875,5122.24,2510000,502,5106.5,47.0243,25.6786,502
-65242.14453125,5137.13,2515000,503,5124.36,46.8414,24.9973,503
-64782.23828125,5085.68,2520000,504,5113.37,46.7272,25.16,504
-65036.03515625,5200.8,2525000,505,5155.73,47.3507,25.0829,505
-64563.82421875,5167.99,2530000,506,5129.93,47.074,24.8621,506
-64771.3984375,5077.96,2535000,507,5074.82,47.1324,24.652,507
-64833.11328125,5095.22,2540000,508,5042.06,46.8645,24.5824,508
-65910.3046875,5064.85,2545000,509,5050.65,46.6327,24.1797,509
-65860.1171875,5057.87,2550000,510,5059.68,47.2381,25.3014,510
-66581.890625,4968.06,2555000,511,5017.58,46.4028,25.1451,511
-67010.46875,5048.87,2560000,512,5096.11,46.9449,25.0714,512
-67088.1953125,5078.3,2565000,513,5086.76,47.0989,25.744,513
-66424.703125,5054.22,2570000,514,5057.97,47.0124,25.3944,514
-67494.8046875,4925.51,2575000,515,5037.4,46.4577,26.0549,515
-67231.765625,5015.0,2580000,516,5101.29,46.9224,25.3451,516
-68100.640625,4728.28,2585000,517,4944.95,46.2198,25.4516,517
-67384.6875,5007.4,2590000,518,5049.88,46.8498,25.8184,518
-68069.484375,5054.96,2595000,519,5028.89,47.0638,26.5245,519
-68456.7109375,5072.17,2600000,520,5080.61,47.264,26.3997,520
-68724.515625,5033.97,2605000,521,5025.47,47.0763,26.752,521
-68534.015625,5055.43,2610000,522,5103.25,47.0379,26.2713,522
-68813.8125,4991.71,2615000,523,5080.69,47.2118,26.3833,523
-68426.015625,4953.39,2620000,524,5022.35,46.7199,26.5974,524
-68500.5859375,5043.4,2625000,525,5019.72,46.8419,25.4559,525
-67376.1796875,5103.51,2630000,526,5120.85,46.7545,25.194,526
-69297.1796875,4938.36,2635000,527,5044.13,47.0257,26.1273,527
-67997.8203125,5144.14,2640000,528,5084.74,46.4603,25.3557,528
-67903.96875,5041.82,2645000,529,5076.33,47.1587,26.0578,529
-69720.0703125,5142.55,2650000,530,5082.81,46.9253,26.7589,530
-69389.703125,5112.66,2655000,531,5101.87,47.0887,26.6696,531
-71457.0625,5035.19,2660000,532,5059.95,47.0986,27.5909,532
-70638.4140625,4997.9,2665000,533,5053.92,46.4354,26.4341,533
-70078.9609375,5063.45,2670000,534,5055.0,46.6956,26.8297,534
-70914.3984375,5123.42,2675000,535,5100.65,47.3663,27.8597,535
-70877.359375,5033.78,2680000,536,4997.05,47.1314,27.069,536
-71464.65625,5000.34,2685000,537,4853.17,46.6327,26.7903,537
-70839.40625,5110.93,2690000,538,5120.19,46.9954,27.2897,538
-71116.875,5027.84,2695000,539,5051.34,46.9088,26.9025,539
-70882.046875,5091.05,2700000,540,5083.55,46.9615,27.4062,540
-70834.578125,4993.6,2705000,541,5054.72,46.761,27.0113,541
-71310.7578125,5053.42,2710000,542,5088.84,46.9364,27.3622,542
-70776.140625,5093.05,2715000,543,5098.97,47.3568,27.3661,543
-71771.3046875,5050.66,2720000,544,4918.91,46.9679,27.5074,544
-69399.4375,5087.14,2725000,545,5106.03,46.9712,27.358,545
-70755.9140625,5058.44,2730000,546,5073.92,46.6872,26.7222,546
-70857.40625,5062.95,2735000,547,5139.81,47.1491,26.9835,547
-71493.6484375,5152.52,2740000,548,5090.27,47.0232,26.7148,548
-71568.8515625,5182.44,2745000,549,5173.62,47.2742,26.7465,549
-72234.921875,5111.27,2750000,550,5155.05,47.2408,26.7061,550
-72360.875,5128.89,2755000,551,5155.09,47.2581,27.2704,551
-72071.09375,5228.76,2760000,552,4934.48,47.0336,26.3467,552
-71229.953125,5120.02,2765000,553,5107.01,46.982,25.8091,553
-71032.4140625,5264.09,2770000,554,5137.47,46.8118,25.6427,554
-71725.0078125,5104.91,2775000,555,5102.17,46.6118,25.8567,555
-71474.6171875,5097.55,2780000,556,5173.91,47.094,25.9155,556
-72029.0,5105.91,2785000,557,5085.77,46.5576,25.7681,557
-70557.8203125,5206.16,2790000,558,5124.81,47.4219,25.3921,558
-71652.046875,5127.56,2795000,559,5094.32,45.9422,25.6231,559
-72686.9453125,5080.42,2800000,560,5099.68,46.3914,26.0346,560
-71166.828125,5239.18,2805000,561,4956.79,46.7019,25.8406,561
-71017.2265625,5162.59,2810000,562,5155.11,47.3971,25.9639,562
-71901.890625,5099.19,2815000,563,5114.52,46.9954,25.4046,563
-71663.4921875,5199.59,2820000,564,5149.55,46.9512,25.4118,564
-72182.8515625,5071.76,2825000,565,5062.17,46.187,24.9828,565
-71030.6484375,5202.8,2830000,566,5166.13,46.6551,25.2099,566
-71144.8828125,5190.7,2835000,567,5103.07,46.8265,24.9015,567
-71968.703125,5136.97,2840000,568,5065.11,46.6966,25.2565,568
-71853.171875,5250.57,2845000,569,5019.88,47.2979,26.0267,569
-71950.34375,5225.64,2850000,570,5199.1,47.1781,25.7776,570
-71521.9609375,5357.87,2855000,571,5202.45,46.5911,25.2903,571
-71883.671875,5095.15,2860000,572,5143.51,46.8142,25.4965,572
-72075.40625,5273.2,2865000,573,4867.27,46.7481,25.4655,573
-70688.125,5193.49,2870000,574,4836.06,46.755,24.6698,574
-71049.3046875,5314.86,2875000,575,4514.97,47.2875,24.8377,575
-72349.5390625,5247.48,2880000,576,4672.98,46.6951,24.9034,576
-73024.859375,5200.01,2885000,577,4883.32,47.3115,25.6997,577
-72441.0859375,5025.67,2890000,578,5134.72,46.7978,25.2968,578
-72379.75,5279.05,2895000,579,4922.31,47.1575,25.0491,579
-73181.21875,5208.23,2900000,580,4178.96,47.0663,25.6058,580
-71569.921875,5171.83,2905000,581,4737.61,46.8696,24.7476,581
-55422.16796875,143.11,2910000,582,946.88,46.4386,23.6184,582
-55731.18359375,1420.27,2915000,583,1257.43,47.6129,24.8856,583
-70808.015625,4927.43,2920000,584,4961.96,46.7148,26.4177,584
-73739.8671875,4267.17,2925000,585,4434.65,46.6478,27.2496,585
-72728.1171875,4592.13,2930000,586,4399.24,47.0007,27.4201,586
-71896.9296875,5193.7,2935000,587,4046.94,45.9123,26.6052,587
-69183.828125,5047.2,2940000,588,4910.21,47.053,24.9428,588
-74371.3203125,5022.12,2945000,589,3166.16,47.0587,24.9871,589
-73192.859375,2954.05,2950000,590,3121.15,47.1172,24.5921,590
-72813.171875,5052.63,2955000,591,4952.66,47.0577,25.3596,591
-72362.921875,5123.89,2960000,592,4609.81,46.667,23.8718,592
-73378.28125,5082.78,2965000,593,4247.38,46.7231,24.8664,593
-70249.625,5105.81,2970000,594,4724.87,47.1814,24.9063,594
-72866.75,5120.32,2975000,595,5015.55,46.8061,24.7025,595
-73375.7421875,5062.37,2980000,596,5087.94,46.8975,24.6809,596
-73832.921875,5162.72,2985000,597,5013.33,46.8914,25.3304,597
-72909.9609375,5115.35,2990000,598,4477.09,46.7586,24.3001,598
-72588.5546875,5159.88,2995000,599,4589.84,46.3713,24.3076,599
-71621.5390625,5132.72,3000000,600,4227.12,46.2018,22.9876,600
-72467.40625,5216.95,3005000,601,4517.1,46.5225,24.3677,601
-72144.9921875,5135.31,3010000,602,4296.83,46.2366,24.1306,602
-72509.5625,5071.96,3015000,603,5115.41,46.2685,23.6051,603
-72081.96875,5164.57,3020000,604,5111.0,45.7662,23.082,604
-71071.03125,5099.54,3025000,605,4770.0,46.5094,22.8813,605
-72458.5390625,5029.51,3030000,606,4944.91,45.7739,23.2633,606
-71802.3515625,5037.37,3035000,607,5025.81,46.2353,23.1847,607
-70521.9296875,4975.87,3040000,608,4900.08,45.8448,23.1094,608
-70704.375,5071.27,3045000,609,5076.45,46.4871,23.3288,609
-68635.2109375,4983.07,3050000,610,4964.61,45.9649,24.3806,610
-73085.5234375,5047.68,3055000,611,5047.01,46.0595,23.7789,611
-72392.171875,4954.49,3060000,612,5014.3,46.4988,23.7269,612
-73205.8828125,5027.52,3065000,613,5052.38,45.9032,23.367,613
-73281.8984375,5043.8,3070000,614,5045.96,46.4508,24.4207,614
-73919.2890625,5041.78,3075000,615,4936.28,46.3205,24.2501,615
-73757.0859375,5113.35,3080000,616,5101.08,45.7504,23.869,616
-74215.8828125,5091.46,3085000,617,5127.48,46.3734,24.2986,617
-73253.7734375,5071.22,3090000,618,5099.23,46.7398,24.6858,618
-74276.03125,5102.76,3095000,619,5117.85,46.2561,23.9159,619
-74015.046875,5083.91,3100000,620,5077.25,46.4868,24.4747,620
-73896.9921875,5044.6,3105000,621,5086.71,46.3246,24.2728,621
-73763.296875,5129.65,3110000,622,5118.57,46.3559,24.3151,622
-73590.015625,5163.4,3115000,623,5126.7,46.3568,24.4805,623
-74412.0625,5132.19,3120000,624,5135.98,46.7147,24.8441,624
-74054.96875,5066.96,3125000,625,5091.5,46.6543,24.685,625
-74195.6875,5123.12,3130000,626,5145.82,46.8578,25.007,626
-74028.984375,5138.83,3135000,627,5105.13,46.1683,25.1463,627
-73776.7265625,5178.11,3140000,628,5173.88,46.4351,24.6026,628
-73853.3984375,5132.61,3145000,629,5144.97,47.051,25.4054,629
-73137.6171875,5027.25,3150000,630,5047.17,46.8206,25.1772,630
-73853.2734375,5098.01,3155000,631,5045.29,47.1335,24.8207,631
-72672.78125,5062.37,3160000,632,5074.99,46.7817,23.6968,632
-74349.03125,5110.27,3165000,633,4890.25,46.2095,24.4913,633
-73638.9921875,5151.42,3170000,634,4917.61,46.4954,25.0643,634
-55332.015625,620.64,3175000,635,613.54,49.3948,31.4209,635
-54882.875,2485.72,3180000,636,2996.52,45.1816,26.043,636
-55554.59765625,1425.62,3185000,637,1820.43,48.0255,27.3817,637
-50793.25390625,973.24,3190000,638,1272.41,48.4736,32.9342,638
-73734.484375,4068.89,3195000,639,3816.27,45.9568,26.5607,639
-75662.2734375,4868.54,3200000,640,4838.91,47.1698,26.8954,640
-74988.625,4843.38,3205000,641,4887.98,47.1201,26.6904,641
-76134.140625,4871.09,3210000,642,4864.98,46.7365,26.689,642
-71873.4921875,4876.09,3215000,643,4733.36,46.3008,24.4961,643
-74137.3984375,5036.63,3220000,644,4559.67,46.6695,26.3458,644
-75746.25,4920.8,3225000,645,4975.45,47.547,26.4947,645
-75847.6796875,4943.66,3230000,646,4878.57,47.3838,25.296,646
-75838.171875,5014.87,3235000,647,4726.44,46.9731,26.4015,647
-73330.578125,5074.94,3240000,648,4905.1,46.4729,25.3378,648
-35208.01953125,135.24,3245000,649,154.33,51.4989,57.9639,649
-52900.64453125,1138.23,3250000,650,1052.3,47.3271,46.0958,650
-35021.43359375,-4.09,3255000,651,-4.08,54.7671,82.1987,651
-49036.5078125,201.61,3260000,652,422.47,48.2594,41.4764,652
-68305.0859375,4643.22,3265000,653,4458.84,47.1393,25.4796,653
-70171.2890625,2999.64,3270000,654,3133.09,46.1999,24.2599,654
-53799.0,227.98,3275000,655,462.28,50.1561,64.7945,655
-74651.390625,4974.96,3280000,656,4621.3,47.3367,29.9655,656
-75433.953125,4995.14,3285000,657,5056.29,47.7093,27.0381,657
-74349.6484375,4989.11,3290000,658,4915.26,47.6091,26.6693,658
-75660.5390625,4606.62,3295000,659,5008.7,47.4514,26.1247,659
-77351.609375,4518.99,3300000,660,4769.22,47.4597,26.2145,660
-77483.3203125,4893.26,3305000,661,4970.32,47.4115,26.0069,661
-77296.515625,4879.27,3310000,662,4756.17,47.1664,25.4819,662
-77769.078125,4820.98,3315000,663,4762.81,46.9204,25.5692,663
-69127.8515625,4642.07,3320000,664,3673.33,46.5073,34.2693,664
-58097.14453125,822.38,3325000,665,2806.38,46.9531,31.2833,665
-30341.94140625,150.76,3330000,666,158.02,51.8152,49.8312,666
-61170.203125,1361.45,3335000,667,4128.98,46.896,34.7339,667
-75760.3203125,4985.18,3340000,668,4770.96,47.3873,26.4083,668
-75228.9453125,5014.64,3345000,669,4663.12,46.4748,26.0497,669
-76547.625,5016.3,3350000,670,4686.85,46.6969,26.1698,670
-76598.8828125,4837.24,3355000,671,4769.27,47.2106,26.4215,671
-74980.7265625,4829.26,3360000,672,4873.95,46.4708,24.9623,672
-76840.5078125,4959.69,3365000,673,4393.52,47.1465,25.1162,673
-75694.5390625,4794.44,3370000,674,4747.25,47.128,25.3669,674
-75722.5859375,4835.11,3375000,675,4884.64,47.0139,25.1416,675
-76735.7890625,4862.91,3380000,676,4509.2,46.9437,25.5092,676
-76469.703125,4874.07,3385000,677,4807.96,47.2574,25.2366,677
-76416.515625,4895.06,3390000,678,4832.92,47.0506,25.1914,678
-75692.234375,4958.65,3395000,679,4654.57,47.0359,24.797,679
-75772.2109375,4916.21,3400000,680,4798.77,47.175,24.7112,680
-75799.6640625,4855.56,3405000,681,4774.44,46.5751,24.6131,681
-76032.8984375,4946.15,3410000,682,5050.02,46.8573,25.0115,682
-71596.5078125,4976.25,3415000,683,4835.39,46.6727,24.3903,683
-75307.1875,5050.88,3420000,684,4829.98,46.7517,24.5187,684
-76194.8046875,5067.18,3425000,685,4794.99,46.3805,25.2246,685
-74880.234375,4993.81,3430000,686,5076.61,46.6696,24.838,686
-76010.7734375,5012.14,3435000,687,5052.64,46.6288,24.8738,687
-75878.953125,5091.04,3440000,688,5094.48,46.5315,24.9483,688
-73987.890625,5075.61,3445000,689,4999.5,46.7566,24.1262,689
-76467.015625,5096.45,3450000,690,4912.6,46.5206,24.4442,690
-76880.2109375,5081.24,3455000,691,5090.56,46.3926,25.0229,691
-76523.5703125,5050.3,3460000,692,4783.22,46.4787,24.9154,692
-75077.6640625,5073.36,3465000,693,5024.44,46.0547,24.6045,693
-76194.5859375,5065.24,3470000,694,5084.04,46.1261,24.8207,694
-77209.046875,5075.13,3475000,695,5038.39,46.0068,24.712,695
-77524.7578125,5061.01,3480000,696,5054.42,46.3896,25.4358,696
-76654.125,5128.32,3485000,697,5072.34,46.684,25.8074,697
-76928.234375,5132.49,3490000,698,5023.84,46.6583,26.215,698
-76883.7734375,5126.49,3495000,699,5090.07,46.5571,25.319,699
-77620.5703125,5047.95,3500000,700,4999.05,46.1553,25.3458,700
-76692.0703125,5120.95,3505000,701,5051.61,46.7555,25.2362,701
-77275.671875,5124.32,3510000,702,4876.85,46.4267,25.6256,702
-27520.732421875,186.86,3515000,703,192.93,56.5554,67.0363,703
-30771.09765625,563.36,3520000,704,383.02,51.6482,124.3881,704
-63146.953125,2615.91,3525000,705,2914.57,46.5054,36.0687,705
-75138.8671875,4163.11,3530000,706,3739.35,46.6199,26.0766,706
-78362.5234375,4664.35,3535000,707,4496.89,46.333,25.3663,707
-70729.78125,4566.21,3540000,708,3886.31,46.3784,24.6086,708
-75127.609375,4724.31,3545000,709,1889.77,46.6485,25.7415,709
-77580.0859375,3804.23,3550000,710,1573.0,46.8046,25.2158,710
-76178.2734375,4799.82,3555000,711,3461.68,45.7031,23.5845,711
-76404.703125,4793.3,3560000,712,4224.67,46.4033,23.8203,712
-74604.5390625,4833.44,3565000,713,4644.42,46.0675,24.9556,713
-75233.828125,4856.62,3570000,714,4684.07,46.4641,23.7119,714
-77378.09375,4934.13,3575000,715,4959.44,46.7614,24.5644,715
-74537.0390625,4893.87,3580000,716,4593.41,46.2158,23.8357,716
-77351.078125,4949.76,3585000,717,4962.44,46.7985,24.7811,717
-77258.7421875,4991.82,3590000,718,4970.31,47.0816,24.7843,718
-78343.609375,4981.93,3595000,719,4979.47,46.5361,24.4161,719
-79140.3359375,4996.51,3600000,720,5002.5,46.6488,24.8202,720
-78630.5078125,4986.54,3605000,721,4976.61,46.5506,24.8512,721
-77704.765625,4956.05,3610000,722,4965.22,46.9496,25.1158,722
-77197.328125,4952.02,3615000,723,4802.78,46.9541,24.4829,723
-77174.8671875,5008.19,3620000,724,4758.0,46.7407,24.7512,724
-76078.0625,5101.01,3625000,725,5123.78,46.8803,25.1745,725
-76289.8671875,5056.65,3630000,726,5039.86,46.5208,24.2778,726
-77333.328125,5033.29,3635000,727,5035.77,46.1859,24.4491,727
-76647.3125,5090.96,3640000,728,5077.16,46.9968,24.6067,728
-77828.484375,5095.21,3645000,729,5086.73,46.7028,25.0861,729
-77696.21875,5071.59,3650000,730,4970.61,46.9491,25.075,730
-77306.03125,5120.78,3655000,731,5092.64,46.978,24.672,731
-76477.078125,5133.35,3660000,732,5128.1,46.9142,24.0433,732
-76705.75,5116.8,3665000,733,5123.27,47.482,25.1387,733
-76553.7890625,5247.41,3670000,734,5137.01,46.609,24.2998,734
-77086.640625,5247.85,3675000,735,5166.39,47.2687,24.9138,735
-37998.89453125,-0.26,3680000,736,8.67,57.3594,128.7939,736
-52353.09375,1039.86,3685000,737,1268.24,46.8047,33.1672,737
-73319.6328125,4617.38,3690000,738,3964.59,47.0021,28.3309,738
-61359.734375,777.56,3695000,739,902.01,46.3886,21.3234,739
-68561.9140625,4339.57,3700000,740,4390.29,46.3634,26.1584,740
-80730.1015625,4930.41,3705000,741,4571.76,47.3397,29.8372,741
-81082.453125,4948.67,3710000,742,4890.4,47.7098,30.2815,742
-77955.6875,5005.49,3715000,743,4984.49,47.0326,27.7588,743
-78689.1171875,4900.68,3720000,744,4966.4,46.611,27.1313,744
-77538.7734375,4992.71,3725000,745,5041.08,46.6263,27.8732,745
-80622.8046875,4791.74,3730000,746,4912.84,47.2056,27.6906,746
-79017.109375,4953.07,3735000,747,4905.21,46.9957,26.6098,747
-73704.5625,4973.85,3740000,748,5068.58,46.3233,27.4736,748
-77388.1015625,5028.74,3745000,749,5063.16,46.6734,25.3986,749
-77090.2890625,4984.46,3750000,750,5059.09,46.9888,25.6704,750
-78336.0625,5097.22,3755000,751,4785.72,46.5353,25.5551,751
-76976.3828125,5121.38,3760000,752,4990.7,46.362,25.4259,752
-78502.296875,5101.31,3765000,753,5082.38,46.6178,25.6585,753
-76095.5078125,5105.91,3770000,754,4849.53,46.5917,25.1972,754
-78543.1015625,5048.15,3775000,755,5084.92,46.3403,25.8199,755
-78407.4375,5061.2,3780000,756,5069.38,46.6761,25.3793,756
-78613.4921875,5077.86,3785000,757,4943.17,46.6204,25.9875,757
-78212.6796875,5012.08,3790000,758,5052.54,46.7035,26.1779,758
-71800.734375,3143.4,3795000,759,2084.75,45.6645,24.1787,759
-48686.015625,382.76,3800000,760,149.28,49.1737,23.2972,760
-59699.81640625,1333.31,3805000,761,969.03,47.5721,26.4905,761
-65853.3671875,3311.11,3810000,762,2977.88,46.4645,31.2547,762
-72368.6796875,3711.25,3815000,763,3856.46,47.1112,26.3292,763
-78050.578125,4892.76,3820000,764,4885.57,47.2269,28.7792,764
-80528.109375,5032.64,3825000,765,4894.48,47.2013,27.5242,765
-78716.28125,5026.93,3830000,766,5004.74,46.8391,27.4805,766
-77835.90625,4916.91,3835000,767,4845.44,46.7103,24.9719,767
-78063.3046875,4912.07,3840000,768,4693.73,46.2739,25.5781,768
-78765.3828125,4924.24,3845000,769,4848.1,46.6824,26.0202,769
-75565.546875,4964.84,3850000,770,4162.85,46.4614,27.4147,770
-75365.640625,4900.08,3855000,771,4676.87,46.591,29.1347,771
-70081.5703125,4972.02,3860000,772,3826.01,46.6808,31.8557,772
-79992.828125,4936.31,3865000,773,4928.55,46.5186,26.1221,773
-80014.1953125,4952.04,3870000,774,4750.26,46.5369,25.9711,774
-79935.1796875,4960.77,3875000,775,4955.91,46.787,26.1063,775
-78304.2734375,5080.96,3880000,776,4750.26,46.4849,24.6849,776
-78569.15625,5054.73,3885000,777,4935.85,46.2309,25.7605,777
-77988.6953125,5021.52,3890000,778,4965.65,46.3183,25.1062,778
-78336.7734375,5005.79,3895000,779,4933.72,46.3712,25.5291,779
-77910.6015625,4963.03,3900000,780,4907.66,45.9764,25.171,780
-78068.8046875,5012.86,3905000,781,4868.68,47.0672,25.4534,781
-77433.5078125,5034.52,3910000,782,4956.53,46.6104,24.9334,782
-77909.171875,4999.29,3915000,783,4952.89,46.5302,24.4517,783
-76746.8984375,5016.08,3920000,784,5011.01,46.5775,24.1809,784
