Real Sto Return,Itration,Reward Loss,Running Env Steps,Real Det Return,Running Reverse KL,Running Forward KL,Running Update Time
1060.54,27,-1508.4136962890625,135000,1215.96,47.961,46.8621,27
1234.81,28,-2369.97119140625,140000,1417.18,17.8365,46.3404,28
1228.5,29,-1757.942626953125,145000,1506.13,29.6906,45.9625,29
1353.73,30,-1827.8262939453125,150000,1213.04,23.3652,46.3778,30
1064.02,31,-2413.284912109375,155000,1353.79,20.6193,46.7957,31
1199.8,32,-1918.9481201171875,160000,1513.83,30.2145,46.0416,32
1020.7,33,-1804.578125,165000,951.36,60.6003,46.6006,33
1117.86,34,-1903.5604248046875,170000,1331.7,46.6155,46.46,34
1176.2,35,-1927.133056640625,175000,1503.12,22.9421,45.9805,35
1208.95,36,-1656.505126953125,180000,1512.5,35.8109,45.9111,36
1061.56,37,-2216.0107421875,185000,841.47,28.5792,46.1508,37
1209.37,38,-2198.70556640625,190000,1868.85,29.8502,45.2033,38
1244.63,39,-2193.163330078125,195000,1601.26,26.3819,46.0964,39
1322.94,40,-2265.88037109375,200000,1456.11,34.0231,45.8127,40
1344.73,41,-2550.59423828125,205000,1565.74,34.7978,46.0753,41
1204.84,42,-2601.4462890625,210000,1337.64,34.9347,46.1514,42
1573.33,43,-2442.279052734375,215000,1984.95,43.5004,45.4653,43
1108.68,44,-2739.733154296875,220000,1447.12,47.068,46.3919,44
1324.88,45,-2734.29541015625,225000,1491.59,58.3507,45.9134,45
1284.86,46,-2791.408935546875,230000,1618.69,49.9493,46.2838,46
1665.03,47,-2778.5693359375,235000,2127.83,52.6588,45.6033,47
1100.56,48,-3137.627685546875,240000,1214.54,45.8038,45.7441,48
1202.86,49,-2983.76220703125,245000,1706.23,39.8418,45.5231,49
1315.39,50,-3229.142578125,250000,1847.93,42.198,45.5008,50
1240.59,51,-3357.230712890625,255000,1622.06,49.142,45.9016,51
1595.83,52,-3127.08544921875,260000,2077.1,54.8275,45.657,52
2133.73,53,-2714.8017578125,265000,3009.4,27.1579,45.4929,53
1783.17,54,-3037.68212890625,270000,2452.14,46.2653,45.5009,54
1531.34,55,-3114.9912109375,275000,1933.01,55.7288,45.5405,55
1640.14,56,-3336.066162109375,280000,1935.46,23.6057,45.1849,56
1392.75,57,-3271.541015625,285000,1994.62,39.7087,45.8625,57
1947.19,58,-3142.455078125,290000,2751.5,31.7229,45.8295,58
1793.28,59,-3469.941650390625,295000,2172.0,38.4009,45.8313,59
1546.44,60,-3496.760009765625,300000,2551.92,39.7275,46.0356,60
1603.28,61,-3824.876708984375,305000,2340.81,49.9422,46.0393,61
2186.66,62,-3590.688232421875,310000,3039.36,30.0702,45.7838,62
2541.97,63,-2966.4267578125,315000,2764.63,24.074,44.9155,63
2131.28,64,-3308.22265625,320000,2851.24,32.8108,45.6189,64
2335.1,65,-3474.32421875,325000,2914.06,32.9574,44.8353,65
2035.67,66,-3797.455322265625,330000,2612.8,29.0086,45.8741,66
1901.85,67,-3392.851806640625,335000,2440.71,24.757,45.2251,67
2054.3,68,-3700.296142578125,340000,2535.16,19.5472,45.6505,68
2079.19,69,-3185.74658203125,345000,2624.42,27.5424,45.1418,69
2053.29,70,-3377.527099609375,350000,2235.76,17.6332,45.7768,70
1774.85,71,-3680.98974609375,355000,2586.82,25.096,45.3542,71
2030.05,72,-3333.569091796875,360000,2705.46,20.8204,45.2123,72
2122.51,73,-3362.8798828125,365000,2691.76,18.0431,45.4163,73
1569.21,74,-4317.64990234375,370000,1941.82,39.9713,45.5861,74
2481.81,75,-2816.369140625,375000,3660.33,20.1064,44.9113,75
2921.9,76,-2731.522705078125,380000,3782.43,22.0602,45.164,76
2019.27,77,-4080.135009765625,385000,2869.69,40.8984,46.1283,77
2892.78,78,-3335.2587890625,390000,2640.16,33.0602,45.5524,78
2389.63,79,-2962.202392578125,395000,3022.58,21.9651,45.1062,79
3004.44,80,-3348.381103515625,400000,3150.03,26.446,45.4946,80
3153.76,81,-2903.8515625,405000,3743.14,20.6791,45.3045,81
1863.95,82,-4530.6923828125,410000,2901.8,33.1353,45.9822,82
2072.81,83,-4256.47705078125,415000,2355.0,34.9335,45.704,83
2255.35,84,-4302.47509765625,420000,3018.21,29.5292,44.9379,84
1957.24,85,-3553.452880859375,425000,2556.91,29.8677,45.3364,85
2211.73,86,-4635.6162109375,430000,2908.02,43.6871,45.6099,86
3412.73,87,-2576.993896484375,435000,3736.3,18.6008,45.0301,87
3303.0,88,-3488.650390625,440000,3727.88,22.9266,44.8431,88
2461.39,89,-3777.3154296875,445000,2931.59,24.1038,45.1731,89
2736.15,90,-3935.185791015625,450000,3598.73,29.8516,44.9485,90
2424.26,91,-4599.15380859375,455000,3552.41,32.9501,45.7144,91
3220.19,92,-3171.042236328125,460000,3329.21,23.1383,45.1354,92
2336.66,93,-4094.664794921875,465000,4024.97,28.1005,45.2039,93
3146.22,94,-3580.31689453125,470000,3827.48,22.3572,44.7588,94
2989.11,95,-3935.4873046875,475000,2877.6,24.3923,45.3657,95
2980.31,96,-4535.236328125,480000,3784.55,24.1936,45.0104,96
2471.6,97,-4078.276611328125,485000,3286.01,18.9785,44.8138,97
2624.59,98,-3684.650390625,490000,3899.4,20.4128,44.4721,98
3129.2,99,-3828.859130859375,495000,3538.1,21.8396,44.4204,99
2611.1,100,-3896.843017578125,500000,3284.48,18.3209,44.8367,100
3193.88,101,-3454.402587890625,505000,3537.51,18.48,44.4633,101
3086.53,102,-3826.9365234375,510000,3823.15,24.0991,44.8216,102
3524.18,103,-3872.0322265625,515000,3991.98,16.8543,44.7511,103
3125.19,104,-3666.357666015625,520000,3035.52,18.894,44.8461,104
3012.53,105,-3611.218994140625,525000,3757.1,22.222,45.1496,105
3238.26,106,-3438.012451171875,530000,3493.64,21.5794,45.586,106
3226.23,107,-3484.6015625,535000,3804.71,20.1323,45.4043,107
2907.57,108,-4034.747802734375,540000,3346.46,19.3786,44.7936,108
3126.73,109,-3563.818603515625,545000,3621.9,18.9712,44.2057,109
3320.3,110,-3456.63720703125,550000,3947.15,20.0124,45.0758,110
2780.67,111,-3688.74560546875,555000,3926.49,20.982,44.2953,111
3338.62,112,-4336.8662109375,560000,3962.07,20.987,44.8725,112
3176.66,113,-3699.826904296875,565000,3539.52,17.9056,44.8238,113
3404.92,114,-3893.89013671875,570000,3993.25,18.5961,44.9118,114
3099.61,115,-3858.84033203125,575000,3996.84,20.1079,44.9178,115
3037.7,116,-4516.9267578125,580000,3000.04,20.4183,44.7624,116
3166.36,117,-3803.325439453125,585000,3904.57,17.5581,44.7918,117
3619.27,118,-4026.554443359375,590000,3937.45,18.3879,44.9846,118
3711.38,119,-3871.761474609375,595000,3756.01,18.721,44.6206,119
3376.35,120,-3815.6337890625,600000,3720.79,18.4382,44.9275,120
3339.62,121,-4259.6494140625,605000,3252.24,17.5763,44.3303,121
2920.34,122,-4991.9892578125,610000,3911.65,17.9326,44.8904,122
3717.79,123,-4086.40966796875,615000,3987.43,16.9453,44.5227,123
3182.28,124,-4234.6298828125,620000,2927.25,17.6654,44.4039,124
3369.67,125,-4112.59814453125,625000,3904.08,17.2266,44.1749,125
3453.01,126,-4558.46826171875,630000,3575.82,17.8451,44.5852,126
3387.03,127,-4199.40185546875,635000,3394.35,17.9619,44.877,127
3587.04,128,-4098.6640625,640000,3694.54,17.7004,44.7866,128
3172.35,129,-4655.7470703125,645000,3681.21,15.1894,44.6442,129
3427.51,130,-4201.447265625,650000,2670.56,17.7055,44.784,130
3436.21,131,-4294.07373046875,655000,3971.56,17.5486,44.531,131
3562.6,132,-4312.46240234375,660000,3934.36,17.2452,43.9724,132
3147.16,133,-4584.69189453125,665000,3897.73,16.8109,44.8345,133
3318.98,134,-4467.17529296875,670000,3907.52,17.3233,44.4243,134
2843.08,135,-5326.4970703125,675000,3441.11,19.8804,44.7661,135
3213.75,136,-5205.123046875,680000,2871.59,15.2051,44.2763,136
3643.34,137,-4627.95361328125,685000,3792.45,16.3932,44.6897,137
3668.54,138,-4649.73779296875,690000,4042.71,17.1404,44.7089,138
3558.44,139,-4466.55322265625,695000,3179.17,16.7743,44.7042,139
3142.09,140,-4806.427734375,700000,3494.62,17.5535,44.9829,140
3554.16,141,-4594.205078125,705000,4022.06,19.252,44.8226,141
3641.39,142,-4711.078125,710000,3767.77,17.349,44.0292,142
3661.16,143,-4650.14111328125,715000,3701.87,17.7157,44.3472,143
3632.66,144,-4592.46826171875,720000,3751.74,17.7948,43.9008,144
3322.67,145,-4948.568359375,725000,3939.97,16.7105,44.5668,145
3568.55,146,-4881.3779296875,730000,3410.74,18.5586,44.5141,146
3511.33,147,-5636.63720703125,735000,4006.68,15.4744,44.6267,147
3828.62,148,-4885.9716796875,740000,3863.77,17.8229,44.496,148
3531.36,149,-4871.4755859375,745000,3987.47,18.8339,44.6105,149
3612.16,150,-4968.26220703125,750000,3888.59,18.1177,44.7863,150
3552.55,151,-5323.7373046875,755000,3898.67,17.0944,44.4011,151
3599.97,152,-5148.73876953125,760000,3054.62,16.3042,44.6245,152
3858.72,153,-5782.4912109375,765000,3853.42,16.878,45.1314,153
3721.95,154,-5314.62060546875,770000,3687.57,16.3283,44.4621,154
3803.1,155,-5308.05712890625,775000,3948.86,16.196,44.2451,155
3641.88,156,-5271.09033203125,780000,3870.02,17.1341,44.8575,156
3631.58,157,-5354.34716796875,785000,3865.62,16.7813,44.4038,157
3843.94,158,-5252.958984375,790000,3905.02,17.4194,44.5855,158
3515.49,159,-5387.98095703125,795000,3762.63,16.5159,44.2109,159
3213.75,160,-5745.89111328125,800000,3901.27,16.5311,44.0416,160
3723.71,161,-5238.3896484375,805000,3620.32,17.3079,43.9748,161
3972.7,162,-5324.76318359375,810000,4017.88,19.0673,44.509,162
3503.97,163,-5614.90869140625,815000,3680.16,17.8594,44.321,163
3828.07,164,-5472.9677734375,820000,3923.21,16.9458,44.0366,164
3937.71,165,-5471.1640625,825000,3887.29,17.2216,44.2788,165
3639.38,166,-5599.85009765625,830000,3502.79,16.9444,43.9849,166
3906.18,167,-6066.64990234375,835000,3843.98,16.7173,44.6437,167
3934.69,168,-6076.486328125,840000,3644.21,17.871,44.1989,168
3107.3,169,-6253.517578125,845000,2881.91,17.6006,44.4096,169
3296.44,170,-7321.26708984375,850000,2592.13,23.9401,44.6213,170
3525.15,171,-6428.470703125,855000,2979.07,15.3156,44.228,171
3874.6,172,-5593.46728515625,860000,4026.36,18.2052,43.9632,172
3812.13,173,-6202.59619140625,865000,3588.38,17.5114,44.3058,173
3892.56,174,-5892.64892578125,870000,3989.19,18.2922,44.6336,174
3613.04,175,-6337.78515625,875000,3721.87,18.7289,44.2388,175
3582.93,176,-6102.7509765625,880000,3559.5,17.9077,44.2535,176
3826.88,177,-6319.60107421875,885000,4019.58,18.7252,44.2395,177
3866.5,178,-6069.5185546875,890000,3993.78,17.3765,44.4929,178
3977.29,179,-6198.623046875,895000,3853.35,17.7303,44.1865,179
3860.55,180,-6172.92431640625,900000,3950.24,17.3954,44.1246,180
3876.53,181,-6387.8525390625,905000,4018.21,17.6217,44.4582,181
3779.63,182,-6336.099609375,910000,3922.42,16.4739,44.1783,182
3962.35,183,-6640.86962890625,915000,3982.88,16.7715,44.2211,183
3788.69,184,-6375.54833984375,920000,3998.95,17.5207,43.9624,184
3476.89,185,-6560.2080078125,925000,3968.43,18.0754,44.2693,185
3808.63,186,-6903.1025390625,930000,3958.11,16.6059,44.4683,186
3475.06,187,-6791.63818359375,935000,3673.24,16.9378,43.9254,187
3882.67,188,-6528.9541015625,940000,3845.68,17.14,44.093,188
3687.42,189,-7014.13427734375,945000,3838.67,16.0759,44.1033,189
3968.4,190,-7130.85107421875,950000,3989.42,18.435,44.6492,190
3982.57,191,-7062.6650390625,955000,3996.03,17.5479,44.6512,191
3703.22,192,-6664.2587890625,960000,4027.77,17.2575,43.9014,192
3712.98,193,-7018.15185546875,965000,4021.52,15.939,44.1221,193
3827.13,194,-6957.54443359375,970000,3967.06,18.3302,44.5824,194
3980.15,195,-6983.712890625,975000,3897.93,16.5888,43.6912,195
3827.45,196,-6894.83984375,980000,3915.62,16.4354,43.9994,196
4005.12,197,-7353.73486328125,985000,3957.86,17.2624,44.0364,197
3643.17,198,-7206.37060546875,990000,4010.73,16.6849,44.1003,198
3847.02,199,-7162.4248046875,995000,3773.43,16.6217,44.4682,199
3894.55,200,-7368.75830078125,1000000,3968.32,15.8261,43.6956,200
3917.68,201,-7360.05908203125,1005000,4050.76,16.6929,43.6676,201
3818.4,202,-7387.2021484375,1010000,4016.54,16.1115,43.8999,202
3875.86,203,-7250.64794921875,1015000,4078.02,17.0074,44.0492,203
3903.36,204,-7341.64208984375,1020000,3971.19,16.3833,44.1625,204
3964.89,205,-7516.150390625,1025000,4026.08,16.4324,43.859,205
4020.52,206,-7448.0263671875,1030000,4022.61,16.9961,43.8626,206
3958.18,207,-7435.59130859375,1035000,4020.19,17.179,43.8411,207
3990.57,208,-7498.72900390625,1040000,4012.59,17.4916,44.064,208
3920.39,209,-7717.482421875,1045000,3943.36,16.8998,43.9968,209
4000.49,210,-7489.27587890625,1050000,3971.8,16.9224,43.6438,210
3947.71,211,-7755.99365234375,1055000,3993.0,16.816,43.9207,211
3996.65,212,-7668.6728515625,1060000,3914.43,17.0532,43.9067,212
3953.56,213,-7729.1806640625,1065000,3955.4,16.9693,43.9568,213
3938.35,214,-7756.595703125,1070000,3963.58,16.7726,44.174,214
3915.67,215,-7926.25,1075000,3955.56,16.5153,44.1454,215
3874.31,216,-7916.52099609375,1080000,3984.9,17.3546,44.0315,216
3798.17,217,-7985.63818359375,1085000,3979.43,16.6898,43.9209,217
3983.9,218,-8043.9287109375,1090000,3963.7,16.811,43.8502,218
3876.28,219,-8219.94140625,1095000,3930.66,16.6866,44.0886,219
3969.67,220,-8126.302734375,1100000,3992.71,17.0652,43.9992,220
3947.83,221,-8447.732421875,1105000,3958.92,16.6357,43.9312,221
3848.9,222,-8341.998046875,1110000,3865.47,16.6994,44.0931,222
3967.94,223,-8269.1611328125,1115000,3963.03,17.059,43.8701,223
3950.67,224,-8588.9853515625,1120000,3941.26,16.0442,43.7841,224
3889.56,225,-8407.9072265625,1125000,3949.49,16.792,44.0431,225
3988.63,226,-8446.5068359375,1130000,3967.75,16.8448,43.9003,226
3953.38,227,-8655.2548828125,1135000,3865.05,16.8079,44.1761,227
3972.22,228,-8693.556640625,1140000,3924.96,16.9745,43.9544,228
3961.86,229,-8867.5380859375,1145000,3891.52,16.362,43.7685,229
3970.46,230,-8839.8896484375,1150000,3923.95,16.7752,43.9059,230
3958.19,231,-8882.474609375,1155000,3936.27,16.8154,43.8779,231
3990.74,232,-8928.9599609375,1160000,3897.46,17.1728,44.0474,232
3969.87,233,-8919.0634765625,1165000,3931.44,17.0885,43.9792,233
3965.7,234,-9164.798828125,1170000,3912.98,16.363,43.9343,234
3664.69,235,-9278.4736328125,1175000,3877.01,16.5809,43.9005,235
3761.89,236,-9179.1396484375,1180000,3891.95,16.6456,43.9888,236
3978.25,237,-9378.619140625,1185000,3943.93,16.3245,44.0196,237
3925.51,238,-9366.0107421875,1190000,3939.42,16.9196,43.9497,238
3989.08,239,-9499.177734375,1195000,3902.05,18.1288,44.0909,239
3987.75,240,-9418.13671875,1200000,3927.64,16.9416,43.9888,240
3968.54,241,-9408.1123046875,1205000,3889.85,16.5188,43.6981,241
3993.01,242,-9533.912109375,1210000,3935.18,16.9052,44.1165,242
3597.37,243,-9552.7275390625,1215000,3896.78,16.7023,43.9177,243
4007.86,244,-9725.673828125,1220000,3941.95,16.8295,43.8989,244
3872.71,245,-9672.4111328125,1225000,3965.49,16.5599,43.9346,245
3974.32,246,-9771.91015625,1230000,3939.97,16.3197,43.9239,246
2866.76,247,-10541.880859375,1235000,3148.11,16.4341,44.4126,247
3590.02,248,-10298.3505859375,1240000,3835.72,17.4097,44.697,248
3842.22,249,-10269.634765625,1245000,3928.49,18.011,44.1381,249
3536.86,250,-10525.40234375,1250000,3686.59,16.3464,44.0797,250
3786.71,251,-10232.6982421875,1255000,3816.22,16.2361,44.0723,251
3461.9,252,-10478.466796875,1260000,3746.46,16.8281,43.8816,252
3446.11,253,-10734.4541015625,1265000,3783.72,17.2762,44.1063,253
3833.08,254,-10612.330078125,1270000,3449.1,16.7191,43.84,254
3908.06,255,-10757.1103515625,1275000,3565.36,17.1966,44.0734,255
3402.06,256,-10906.67578125,1280000,3042.67,20.7296,44.006,256
3316.83,257,-10439.435546875,1285000,3427.36,16.3497,43.5227,257
3460.8,258,-11128.7060546875,1290000,2929.11,17.8452,44.0053,258
3594.98,259,-10842.1865234375,1295000,3277.78,17.1183,43.8354,259
3620.42,260,-11700.607421875,1300000,2761.75,17.104,44.0761,260
3966.38,261,-11037.0068359375,1305000,3247.11,17.2011,43.6585,261
3973.9,262,-10890.5830078125,1310000,3630.56,16.5627,43.77,262
3753.61,263,-11293.248046875,1315000,3751.56,15.8126,43.6861,263
3755.39,264,-11315.2763671875,1320000,2742.15,16.3906,43.895,264
3525.09,265,-11373.291015625,1325000,3420.52,16.0302,43.827,265
3825.01,266,-11649.201171875,1330000,3298.79,16.3868,43.5519,266
3896.14,267,-11205.6123046875,1335000,3637.06,16.4248,43.7971,267
3212.5,268,-12618.732421875,1340000,3109.02,16.7183,44.0602,268
3868.56,269,-11841.205078125,1345000,3537.87,15.9125,43.8686,269
3940.88,270,-12094.546875,1350000,3157.36,15.7737,43.6022,270
3314.36,271,-11944.802734375,1355000,3368.17,15.9298,43.7775,271
3937.46,272,-11820.048828125,1360000,3582.91,16.5944,43.9541,272
3770.65,273,-12582.9208984375,1365000,3607.77,15.1263,43.7363,273
3795.48,274,-12222.775390625,1370000,3351.95,15.4186,43.7142,274
3891.77,275,-12016.072265625,1375000,3344.63,16.5803,43.9864,275
3763.29,276,-12568.0478515625,1380000,3527.68,15.0154,43.8002,276
4016.34,277,-12309.9462890625,1385000,3821.57,16.1435,43.9216,277
3653.46,278,-12359.4833984375,1390000,3722.19,16.0371,43.8475,278
3881.1,279,-12408.4208984375,1395000,3788.7,16.3237,43.7955,279
3859.04,280,-12341.384765625,1400000,3429.78,16.8792,43.8638,280
4077.22,281,-12352.3818359375,1405000,3979.87,17.0669,43.714,281
3731.03,282,-12959.326171875,1410000,3650.4,15.9097,43.6857,282
3679.53,283,-12937.9111328125,1415000,3800.15,16.2351,43.6255,283
3952.09,284,-12580.6669921875,1420000,3895.7,17.7195,43.9233,284
4011.45,285,-12989.9765625,1425000,3928.36,16.6063,43.5369,285
3639.68,286,-13386.669921875,1430000,3621.83,15.5494,43.8934,286
4084.21,287,-13170.595703125,1435000,3965.88,17.0363,43.9225,287
3770.54,288,-12917.2099609375,1440000,3728.38,16.6048,43.73,288
3807.37,289,-12863.451171875,1445000,3833.54,16.9632,43.7963,289
3983.81,290,-12841.4638671875,1450000,3971.53,17.1897,43.5894,290
3861.7,291,-12870.7451171875,1455000,3925.79,16.9122,43.7349,291
3781.18,292,-13290.8671875,1460000,3968.2,17.0174,43.6019,292
3889.39,293,-13478.0595703125,1465000,3891.84,16.8549,43.6973,293
3870.07,294,-13767.73046875,1470000,3853.41,16.5557,43.7545,294
3747.11,295,-14226.9833984375,1475000,3847.71,16.5596,43.8918,295
3987.34,296,-13628.14453125,1480000,3943.43,16.8498,43.3983,296
4062.61,297,-13789.890625,1485000,3787.61,17.1652,43.5922,297
3838.93,298,-14116.46875,1490000,3790.45,16.4699,43.5739,298
3827.85,299,-13772.5419921875,1495000,4016.35,16.9205,43.3122,299
3947.44,300,-14797.91796875,1500000,3842.19,15.9368,43.7766,300
3752.63,301,-14044.158203125,1505000,3906.45,16.7868,43.5949,301
4111.8,302,-13999.771484375,1510000,3967.62,16.6475,43.445,302
3933.56,303,-14530.4560546875,1515000,3948.24,15.7823,43.6075,303
4126.91,304,-14837.9111328125,1520000,3700.59,17.1673,43.2776,304
3914.68,305,-14545.328125,1525000,3839.36,16.5664,43.1922,305
4107.9,306,-14837.81640625,1530000,4025.57,17.6568,43.15,306
3865.76,307,-14157.2822265625,1535000,4075.02,16.6502,43.3593,307
4106.37,308,-14747.7666015625,1540000,3885.56,15.7806,43.3867,308
4112.08,309,-14780.2197265625,1545000,3956.82,16.4268,43.2052,309
4062.27,310,-15049.3232421875,1550000,3909.95,16.2049,43.339,310
3881.04,311,-15402.6513671875,1555000,3915.93,15.972,43.3,311
3997.44,312,-15089.72265625,1560000,3876.48,15.9259,43.3228,312
4133.16,313,-14998.8779296875,1565000,4038.54,16.6205,43.6293,313
3962.25,314,-15333.7216796875,1570000,3988.29,15.5754,43.1351,314
4002.88,315,-14945.373046875,1575000,3965.76,16.2181,42.9297,315
4051.87,316,-15523.4345703125,1580000,3913.43,15.8162,43.1281,316
3937.42,317,-15379.2666015625,1585000,3988.39,16.1496,43.292,317
3951.4,318,-15654.498046875,1590000,3870.11,16.1752,43.1776,318
3978.15,319,-15647.2236328125,1595000,3968.51,16.1568,43.1714,319
4128.18,320,-15664.1884765625,1600000,4032.43,15.9721,43.0616,320
3992.31,321,-15662.671875,1605000,4040.0,16.2321,43.2801,321
3916.96,322,-16066.25,1610000,3968.61,15.5711,43.1496,322
3962.93,323,-15922.5615234375,1615000,3972.06,16.1698,43.4608,323
4093.67,324,-16226.8642578125,1620000,4099.0,15.1092,43.178,324
4025.79,325,-16164.9873046875,1625000,3952.26,15.9089,42.9608,325
3981.32,326,-16777.03125,1630000,3968.68,15.6484,43.2254,326
4007.47,327,-16973.953125,1635000,3946.91,15.2987,43.0209,327
4027.72,328,-16857.283203125,1640000,3958.28,15.3157,43.083,328
4043.75,329,-16631.65234375,1645000,4085.63,15.8136,43.3442,329
4028.59,330,-16653.662109375,1650000,4043.85,15.6104,43.3185,330
4062.95,331,-16872.5234375,1655000,4036.73,15.5002,43.2608,331
4065.92,332,-17423.62109375,1660000,3959.41,15.5078,43.2517,332
3916.54,333,-17803.63671875,1665000,3908.98,15.1819,43.3378,333
4100.65,334,-17372.302734375,1670000,4001.44,15.7426,43.1438,334
4021.02,335,-17504.95703125,1675000,3790.54,14.9481,43.4499,335
4090.11,336,-17426.5,1680000,4067.32,15.9946,43.1039,336
3966.54,337,-17713.62890625,1685000,3955.8,15.8151,43.495,337
4028.46,338,-17942.279296875,1690000,3937.14,15.7046,43.0844,338
4069.99,339,-17814.04296875,1695000,4126.41,16.2837,43.3807,339
4038.48,340,-18203.63671875,1700000,3892.21,15.7095,43.6472,340
4050.81,341,-17653.58984375,1705000,4070.49,16.0312,43.3291,341
4124.95,342,-18166.337890625,1710000,4075.45,15.9984,43.4116,342
4012.45,343,-18719.12109375,1715000,4032.28,15.9862,43.4954,343
4066.46,344,-17938.3125,1720000,4076.52,16.1367,43.3895,344
4046.18,345,-18638.484375,1725000,4075.61,16.1393,43.518,345
3930.38,346,-18751.5859375,1730000,3983.77,15.8908,43.2363,346
4061.13,347,-18460.7421875,1735000,4007.08,15.481,43.2887,347
4111.58,348,-18827.283203125,1740000,4051.07,15.957,43.1864,348
4062.71,349,-18892.9375,1745000,4047.8,15.6549,43.036,349
4120.93,350,-18811.814453125,1750000,3986.55,15.4915,43.3072,350
4092.06,351,-19204.654296875,1755000,4004.61,15.783,43.5554,351
3999.84,352,-19111.310546875,1760000,3974.46,15.9041,43.4469,352
3924.52,353,-20145.84375,1765000,3523.0,14.9132,43.3748,353
4042.76,354,-19473.4453125,1770000,4019.88,15.7907,43.4713,354
4025.19,355,-20263.46875,1775000,3950.45,15.5933,43.377,355
3926.51,356,-20398.76953125,1780000,4018.2,15.4121,43.1105,356
3954.24,357,-20679.732421875,1785000,3835.64,14.8618,43.2995,357
4018.04,358,-20750.2890625,1790000,3932.26,15.6277,43.3511,358
3585.82,359,-20803.23046875,1795000,3812.47,15.193,43.3949,359
3894.67,360,-21313.240234375,1800000,3462.02,14.5145,43.5094,360
3841.87,361,-21356.806640625,1805000,3746.64,15.3529,43.521,361
4069.08,362,-20651.0625,1810000,4010.3,15.8179,43.3047,362
3714.67,363,-22136.01953125,1815000,3729.72,14.4693,43.7957,363
3867.77,364,-21272.638671875,1820000,3888.67,15.6204,43.5276,364
3807.99,365,-20953.12890625,1825000,3807.11,15.6193,43.4088,365
3697.38,366,-20863.259765625,1830000,3671.68,16.1673,43.7672,366
4036.77,367,-21217.716796875,1835000,3910.86,15.1505,43.279,367
3455.54,368,-21024.373046875,1840000,3779.95,15.4607,43.6174,368
3948.84,369,-21503.029296875,1845000,3913.7,15.1896,43.6334,369
3866.65,370,-22092.69921875,1850000,3574.8,15.5796,43.6703,370
3806.25,371,-21701.400390625,1855000,3795.47,15.0946,43.4074,371
3830.27,372,-22020.134765625,1860000,3655.93,15.6274,43.4935,372
3371.55,373,-22254.919921875,1865000,3547.7,15.3688,43.4934,373
3477.32,374,-22215.646484375,1870000,3540.22,14.6688,43.626,374
3930.9,375,-21469.099609375,1875000,3924.81,16.2091,43.5212,375
3751.13,376,-21980.783203125,1880000,3574.54,15.5753,43.8886,376
3761.77,377,-22466.615234375,1885000,3653.94,15.927,43.6442,377
3863.14,378,-23047.0,1890000,3304.3,14.855,43.9738,378
3933.75,379,-22762.41796875,1895000,3735.23,16.2654,43.8664,379
3644.06,380,-22584.31640625,1900000,3603.39,15.6355,43.9336,380
3865.09,381,-22933.630859375,1905000,3801.6,16.1402,44.0417,381
3945.62,382,-22507.1640625,1910000,4029.3,16.8328,43.765,382
4050.62,383,-22028.80078125,1915000,3986.93,16.2588,43.7626,383
3911.36,384,-22784.1171875,1920000,3871.09,16.2675,43.6848,384
3951.66,385,-22753.55859375,1925000,3895.52,15.5123,43.4905,385
4117.53,386,-22196.822265625,1930000,4039.74,16.5265,43.4654,386
4166.76,387,-22356.22265625,1935000,4106.76,17.2779,43.7884,387
