Real Sto Return,Reward Loss,Running Env Steps,Itration,Running Update Time,Real Det Return,Running Reverse KL,Running Forward KL
3312.57,-457.6080322265625,300000,60,60,3506.74,41.1087,60.6832
2842.44,-494.30828857421875,305000,61,61,2765.5,39.1029,62.1824
3021.39,-505.4837341308594,310000,62,62,3080.58,34.8379,60.3889
3220.79,-493.14825439453125,315000,63,63,3251.85,44.2477,62.4381
3010.22,-504.79327392578125,320000,64,64,3887.51,42.5079,63.6358
3505.32,-513.724853515625,325000,65,65,3905.84,46.8723,65.8464
3377.78,-539.8570556640625,330000,66,66,3255.15,39.8993,63.3561
3329.33,-532.3079833984375,335000,67,67,4140.51,40.5665,63.4928
3533.11,-548.4949340820312,340000,68,68,3164.28,43.8865,63.7514
3163.88,-562.0161743164062,345000,69,69,3217.42,37.9888,62.5738
2319.51,-591.8120727539062,350000,70,70,3048.19,38.4387,64.5991
2349.85,-625.7583618164062,355000,71,71,3519.55,34.1147,62.1974
3248.66,-573.9286499023438,360000,72,72,4072.37,52.2467,67.4347
2990.74,-622.3329467773438,365000,73,73,3816.51,41.5904,64.3271
3180.74,-607.56298828125,370000,74,74,3748.98,47.9824,64.9197
3513.08,-643.088623046875,375000,75,75,3654.1,41.3653,63.3013
2963.99,-640.83740234375,380000,76,76,3595.07,43.2612,64.7225
3678.87,-681.093017578125,385000,77,77,4472.57,43.3154,63.5189
4289.39,-703.8040771484375,390000,78,78,4657.42,47.6197,67.2888
2765.99,-702.478271484375,395000,79,79,3308.14,38.8555,63.2912
3869.0,-709.100830078125,400000,80,80,4406.55,41.0506,64.0317
3432.34,-724.4522094726562,405000,81,81,3970.11,39.7681,63.807
3183.15,-719.6140747070312,410000,82,82,4738.17,47.4666,65.2731
4254.39,-734.93310546875,415000,83,83,4161.69,51.9833,66.7907
3547.61,-766.8336181640625,420000,84,84,4662.33,41.5237,64.8395
3721.13,-770.398681640625,425000,85,85,4219.36,42.4411,63.4861
3736.84,-793.0656127929688,430000,86,86,3822.32,42.0762,64.0743
3513.1,-798.838623046875,435000,87,87,4516.38,49.357,65.563
3901.36,-811.858642578125,440000,88,88,4754.89,51.0653,65.5635
3719.86,-838.6211547851562,445000,89,89,5087.61,51.7657,67.0786
3977.2,-845.7422485351562,450000,90,90,4230.81,43.6151,64.1562
3741.03,-860.015869140625,455000,91,91,4010.1,44.1079,64.3468
4138.35,-889.4050903320312,460000,92,92,4705.74,48.4631,64.2823
3967.66,-895.7909545898438,465000,93,93,3929.37,47.542,65.7323
4163.06,-912.7379150390625,470000,94,94,5100.88,55.8656,69.0545
4114.58,-914.8720703125,475000,95,95,4883.63,54.2743,67.7226
3825.18,-932.4937133789062,480000,96,96,4072.72,49.3321,65.5051
3849.88,-952.7516479492188,485000,97,97,4590.14,47.8863,64.9628
4729.58,-974.12548828125,490000,98,98,4770.32,55.0181,67.0548
4146.66,-998.64892578125,495000,99,99,4821.91,53.1117,66.1565
3770.94,-1020.4664306640625,500000,100,100,4662.39,50.2873,66.7301
3265.01,-1038.8228759765625,505000,101,101,5176.75,50.3035,66.9193
3613.12,-1050.843994140625,510000,102,102,4668.52,48.607,65.2788
3204.31,-1053.918701171875,515000,103,103,4702.71,41.2356,64.6201
4083.89,-1075.7916259765625,520000,104,104,5125.7,47.9601,65.653
4162.23,-1113.09375,525000,105,105,4492.28,54.6758,68.1587
4078.04,-1139.357421875,530000,106,106,4629.73,59.4603,69.3788
3940.3,-1151.3648681640625,535000,107,107,4757.04,50.5462,66.8275
4436.86,-1160.2913818359375,540000,108,108,4694.6,51.3769,66.2623
4740.57,-1180.7550048828125,545000,109,109,4591.59,52.315,67.3303
4210.75,-1185.583740234375,550000,110,110,4707.3,47.9304,65.6887
3401.85,-1209.54443359375,555000,111,111,4468.2,42.4859,64.8164
3860.99,-1255.791259765625,560000,112,112,4367.88,51.4093,67.1006
3762.13,-1290.484619140625,565000,113,113,4630.81,59.5701,70.3563
4028.45,-1294.4654541015625,570000,114,114,4778.34,51.4654,67.5524
3820.8,-1320.197509765625,575000,115,115,5501.67,51.3547,66.388
4397.6,-1359.2572021484375,580000,116,116,5247.26,51.3733,67.1474
4186.99,-1363.910888671875,585000,117,117,5233.46,52.7452,67.6319
3880.41,-1385.978759765625,590000,118,118,4710.92,55.6737,68.7581
4347.74,-1364.0062255859375,595000,119,119,4945.09,47.5844,65.8585
4326.89,-1453.7491455078125,600000,120,120,5001.7,55.6539,68.4763
4134.41,-1437.9091796875,605000,121,121,5330.33,51.1065,66.3367
3639.29,-1463.0286865234375,610000,122,122,4689.33,54.0751,68.0131
4712.7,-1517.0758056640625,615000,123,123,4864.75,61.7716,70.989
4436.47,-1525.7120361328125,620000,124,124,5219.04,53.0231,67.781
3697.52,-1473.1483154296875,625000,125,125,4771.87,43.8286,64.5361
4860.92,-1593.4796142578125,630000,126,126,5450.82,56.1488,68.7222
4274.54,-1559.5677490234375,635000,127,127,4669.31,51.2049,67.0625
3689.71,-1666.8909912109375,640000,128,128,5082.87,58.1092,70.9968
4167.93,-1667.7752685546875,645000,129,129,5179.39,55.8985,69.0295
3797.53,-1629.5545654296875,650000,130,130,5032.89,48.8032,67.9551
4660.78,-1726.4686279296875,655000,131,131,5163.65,56.8998,70.7988
3560.92,-1737.85791015625,660000,132,132,4298.06,54.8042,70.3959
4622.24,-1776.44140625,665000,133,133,4798.09,57.6027,70.1138
3911.81,-1708.8885498046875,670000,134,134,4404.35,46.0201,64.516
3316.12,-1775.7469482421875,675000,135,135,3956.42,50.9638,67.4856
4136.27,-1846.0743408203125,680000,136,136,4170.71,58.5429,70.8158
3712.6,-1755.70849609375,685000,137,137,4170.59,44.057,64.8016
3307.34,-1796.3338623046875,690000,138,138,5118.79,45.7883,65.7344
4520.86,-1891.326171875,695000,139,139,4818.94,54.4925,67.7543
4576.21,-1981.9278564453125,700000,140,140,4867.01,57.4584,68.5439
3844.03,-1924.985595703125,705000,141,141,5608.52,51.6258,67.6893
4509.0,-1961.1710205078125,710000,142,142,4661.23,50.6415,67.5102
4076.47,-2026.6060791015625,715000,143,143,4229.56,55.1456,68.4158
3261.28,-2097.165283203125,720000,144,144,4403.39,58.3024,70.7429
4214.97,-2161.028564453125,725000,145,145,5194.22,59.5099,69.389
4137.88,-2162.80322265625,730000,146,146,5143.11,60.63,71.5006
4521.49,-2248.24609375,735000,147,147,5220.48,61.5858,69.9583
4814.97,-2310.1767578125,740000,148,148,5142.54,60.8822,70.6779
3911.86,-2191.412841796875,745000,149,149,4158.02,53.9088,67.8113
3632.0,-2264.5361328125,750000,150,150,5063.43,60.0666,70.1246
4620.33,-2087.887939453125,755000,151,151,4535.58,45.4728,66.0274
4734.03,-2270.81787109375,760000,152,152,4337.85,56.9177,69.4818
4521.32,-2420.472900390625,765000,153,153,5312.78,59.0088,72.4615
3542.0,-2370.089599609375,770000,154,154,4802.9,52.3926,67.7318
5109.51,-2388.840087890625,775000,155,155,5014.46,53.8003,67.5779
4571.57,-2354.473876953125,780000,156,156,5246.98,52.6456,66.8123
3977.19,-2404.774169921875,785000,157,157,4466.66,51.0204,67.0374
4188.91,-2505.969970703125,790000,158,158,4865.26,48.3858,66.9239
4768.46,-2627.741455078125,795000,159,159,5448.32,58.456,71.5128
4894.54,-2558.55615234375,800000,160,160,5466.25,53.9094,67.2846
4460.1,-2660.772216796875,805000,161,161,5704.86,54.9111,68.949
4669.35,-2702.009765625,810000,162,162,5719.63,56.8845,68.9033
4647.33,-2778.185791015625,815000,163,163,5655.02,58.1122,70.582
4133.84,-2672.859619140625,820000,164,164,4726.71,54.2758,67.2818
4704.99,-2855.414306640625,825000,165,165,5121.24,62.3024,72.5854
4862.48,-2777.95263671875,830000,166,166,5745.72,51.157,67.9297
4051.07,-2818.617431640625,835000,167,167,5302.81,53.975,68.9053
3650.5,-2810.57568359375,840000,168,168,4652.31,52.597,67.5486
4734.76,-2883.960205078125,845000,169,169,5338.2,51.7523,66.8719
4727.47,-3052.2080078125,850000,170,170,5504.73,59.9518,70.987
4202.38,-3062.593505859375,855000,171,171,5373.18,60.3189,71.1971
4561.75,-3148.68310546875,860000,172,172,4975.78,61.4185,72.659
5020.23,-3205.336181640625,865000,173,173,5436.24,59.7821,70.6475
5237.48,-3221.9130859375,870000,174,174,5201.55,59.8201,72.6875
5253.19,-3228.112548828125,875000,175,175,5108.28,66.1068,71.8437
4383.0,-3154.515869140625,880000,176,176,5635.13,54.4676,68.4391
4645.23,-3275.086669921875,885000,177,177,4931.78,57.0861,72.1924
4242.6,-3316.698974609375,890000,178,178,3731.5,59.0558,70.7947
5090.4,-3393.992919921875,895000,179,179,5559.3,56.4248,69.3483
5172.41,-3482.07275390625,900000,180,180,5643.14,65.6135,73.451
4759.87,-3447.379638671875,905000,181,181,5665.41,54.3595,68.2939
5020.5,-3526.3837890625,910000,182,182,5828.77,59.2181,70.2282
4965.48,-3484.015625,915000,183,183,5306.64,57.893,69.7901
4260.05,-3443.96533203125,920000,184,184,5640.88,52.1789,67.6938
5259.65,-3590.84033203125,925000,185,185,5732.49,54.6242,67.5751
5264.98,-3739.121826171875,930000,186,186,5458.37,64.5634,72.1543
4757.93,-3856.274658203125,935000,187,187,5448.59,63.108,71.3234
5036.45,-3867.8291015625,940000,188,188,5494.97,61.4245,71.9019
5166.71,-3933.7119140625,945000,189,189,5765.73,60.8938,70.7763
5050.46,-3812.15673828125,950000,190,190,5277.95,56.5668,67.9949
5050.31,-3945.2353515625,955000,191,191,5525.02,60.8344,72.2071
3898.35,-3914.418212890625,960000,192,192,5055.17,55.5359,69.3965
5068.88,-4101.47802734375,965000,193,193,5671.24,62.841,72.4495
4779.05,-4187.6640625,970000,194,194,5404.66,62.2108,71.9271
4395.2,-4111.43798828125,975000,195,195,4821.83,56.1196,70.0768
5197.81,-4299.88916015625,980000,196,196,5792.93,61.1604,71.6159
4209.23,-4194.14599609375,985000,197,197,5354.36,62.5336,71.6044
5358.78,-4408.27294921875,990000,198,198,5506.14,64.3293,74.2858
4821.21,-4339.26953125,995000,199,199,5232.97,61.076,70.6478
4298.66,-4213.3740234375,1000000,200,200,5378.32,53.0997,68.2296
5082.99,-4458.912109375,1005000,201,201,5355.05,55.8031,70.3727
5279.44,-4480.65869140625,1010000,202,202,5504.87,56.2574,69.1799
5056.24,-4598.45849609375,1015000,203,203,5562.72,59.7141,70.9343
4990.65,-4706.71923828125,1020000,204,204,5761.99,61.0237,72.5156
5350.64,-4629.08984375,1025000,205,205,5643.63,56.351,69.371
5166.39,-4809.724609375,1030000,206,206,5745.78,62.3126,72.0956
4438.93,-4767.27001953125,1035000,207,207,5774.6,55.101,69.7615
5319.49,-4936.53564453125,1040000,208,208,5396.73,61.8381,72.7378
5037.77,-4962.29052734375,1045000,209,209,5686.5,63.4875,72.6933
4931.34,-5077.61474609375,1050000,210,210,5434.41,63.0119,73.0133
4426.95,-5158.09765625,1055000,211,211,5176.57,61.6559,72.3582
5116.6,-5194.93603515625,1060000,212,212,5826.4,64.35,73.1346
5344.57,-4910.13330078125,1065000,213,213,5852.4,54.7656,68.7433
4416.33,-5044.1904296875,1070000,214,214,5252.86,55.8962,69.1636
5214.6,-5199.87109375,1075000,215,215,5705.22,56.9747,70.7216
4997.83,-5268.72900390625,1080000,216,216,5675.58,59.3432,70.0262
4629.59,-5483.958984375,1085000,217,217,5832.61,61.48,72.6754
5278.39,-5357.423828125,1090000,218,218,5779.26,58.1309,70.3438
4905.36,-5563.6435546875,1095000,219,219,5677.53,62.1719,72.4165
5249.66,-5783.4072265625,1100000,220,220,5594.8,64.3525,72.3245
4710.84,-5515.6787109375,1105000,221,221,5875.54,57.6525,69.2199
4421.09,-5627.2734375,1110000,222,222,4766.06,59.5452,68.8714
4624.05,-5821.546875,1115000,223,223,5653.83,65.0596,72.5889
4879.76,-5966.97021484375,1120000,224,224,5920.37,62.7263,71.6712
4861.42,-5992.619140625,1125000,225,225,5214.74,62.1126,72.1923
4696.26,-5803.255859375,1130000,226,226,5785.25,55.1778,68.6857
4938.79,-6072.0703125,1135000,227,227,5783.64,59.4729,70.9277
4324.26,-6074.12060546875,1140000,228,228,5794.82,59.5758,70.4128
5100.42,-6207.25537109375,1145000,229,229,5183.46,59.8257,70.7779
4419.88,-6204.2744140625,1150000,230,230,5349.66,60.7599,70.8354
4654.11,-6027.88427734375,1155000,231,231,5669.53,53.5582,67.824
4765.16,-6373.98388671875,1160000,232,232,5683.85,60.6575,70.564
5051.23,-6336.76123046875,1165000,233,233,5719.93,57.5523,69.4798
5212.74,-6451.42626953125,1170000,234,234,5600.22,61.5581,70.6708
5067.58,-6654.80224609375,1175000,235,235,5921.92,62.8291,71.3548
4281.5,-6641.7568359375,1180000,236,236,5616.15,62.3007,71.3404
4616.25,-6640.96630859375,1185000,237,237,5868.12,59.7298,70.6948
4886.54,-6524.09912109375,1190000,238,238,5684.44,55.5931,69.0901
5371.53,-6532.1884765625,1195000,239,239,5882.59,53.3261,69.4552
5089.97,-6774.71337890625,1200000,240,240,5793.87,60.7816,72.1663
5369.92,-6883.58056640625,1205000,241,241,5656.27,60.1136,70.3758
4667.0,-7016.716796875,1210000,242,242,5743.27,64.434,72.497
5201.35,-7124.228515625,1215000,243,243,5569.68,62.3567,71.1065
5132.43,-7179.6875,1220000,244,244,5195.19,63.1938,71.9544
5363.07,-7048.55419921875,1225000,245,245,5901.36,60.3036,70.0801
5128.79,-7348.5185546875,1230000,246,246,5824.41,65.9532,71.9125
5388.62,-6956.525390625,1235000,247,247,5881.76,55.5881,69.0579
5236.93,-7355.97705078125,1240000,248,248,5413.68,62.2594,72.4939
4568.39,-7408.7529296875,1245000,249,249,5751.02,61.6981,72.6724
4723.87,-7084.3046875,1250000,250,250,4800.41,53.8649,68.5404
5051.58,-7649.57861328125,1255000,251,251,5715.18,63.0223,71.8217
4570.82,-7579.2216796875,1260000,252,252,5474.88,61.8644,71.0248
5329.39,-7741.2314453125,1265000,253,253,5762.05,65.9476,73.0664
5333.81,-7622.7255859375,1270000,254,254,5822.97,61.0962,70.2544
4952.61,-7710.18212890625,1275000,255,255,5424.16,63.7939,73.2685
4898.88,-7512.3671875,1280000,256,256,4995.7,58.7596,70.2486
4735.89,-7896.86572265625,1285000,257,257,5176.43,64.3742,72.9598
5211.03,-7513.22216796875,1290000,258,258,5605.18,57.2344,69.155
4458.1,-8124.16845703125,1295000,259,259,5492.04,64.2753,73.2731
4645.2,-7979.64453125,1300000,260,260,5211.43,61.9885,71.9895
4743.41,-8158.615234375,1305000,261,261,5305.77,59.7851,71.2765
4811.77,-8043.63916015625,1310000,262,262,5461.83,62.165,73.3467
4925.29,-8146.94384765625,1315000,263,263,5293.31,63.696,72.1378
4693.85,-7976.8203125,1320000,264,264,5538.68,58.305,69.6702
4804.8,-8268.216796875,1325000,265,265,5635.37,62.3418,71.6735
5266.42,-8349.3974609375,1330000,266,266,5948.03,62.5021,70.8388
5310.02,-8214.53515625,1335000,267,267,5656.03,61.7273,71.3621
4659.02,-7974.3115234375,1340000,268,268,5684.34,54.2796,68.6296
4868.03,-8295.1220703125,1345000,269,269,5861.94,59.808,70.2681
5447.02,-7520.21142578125,1350000,270,270,5500.03,49.3597,66.8447
5264.41,-8690.9521484375,1355000,271,271,5825.22,64.3396,72.4613
4971.12,-8724.5302734375,1360000,272,272,5877.7,63.7207,70.8964
4942.13,-8582.7275390625,1365000,273,273,5556.53,62.6129,70.4215
5213.89,-8817.015625,1370000,274,274,5914.74,62.5071,73.1304
5143.81,-8546.107421875,1375000,275,275,5856.02,58.4469,68.7811
5014.17,-8545.064453125,1380000,276,276,6007.12,58.0375,68.438
4666.88,-8377.1015625,1385000,277,277,5850.31,58.2634,69.6079
4486.74,-9034.9091796875,1390000,278,278,5599.45,63.4789,71.4752
5273.02,-8981.056640625,1395000,279,279,5643.39,62.3488,71.4297
5439.31,-9326.2861328125,1400000,280,280,5907.36,64.9219,72.0364
5259.09,-9147.4189453125,1405000,281,281,5756.71,63.03,72.4011
5204.68,-9182.24609375,1410000,282,282,5948.81,62.3227,70.8173
4964.85,-8914.7685546875,1415000,283,283,5464.34,60.1459,69.2367
5225.44,-8908.6591796875,1420000,284,284,5295.97,58.8224,68.3619
5076.32,-8846.416015625,1425000,285,285,5630.14,56.4066,67.8532
5000.78,-8900.5390625,1430000,286,286,5372.92,58.0284,68.7277
4015.29,-8842.22265625,1435000,287,287,5084.25,57.1858,68.5355
4840.68,-9541.42578125,1440000,288,288,5271.64,64.5128,70.7258
4998.98,-9519.5771484375,1445000,289,289,5930.83,66.4365,71.863
4502.28,-8908.80078125,1450000,290,290,5018.38,56.3455,67.9206
5245.81,-9467.6953125,1455000,291,291,5425.81,60.3474,69.922
4649.16,-9587.421875,1460000,292,292,5779.64,63.7369,69.8312
5402.29,-9511.9990234375,1465000,293,293,5730.93,61.448,69.0593
4937.31,-9674.8388671875,1470000,294,294,5740.37,63.7054,71.6396
4899.91,-9991.7587890625,1475000,295,295,5978.87,65.9616,71.9974
5047.26,-9675.5947265625,1480000,296,296,5758.03,60.5874,69.3476
4897.31,-9918.533203125,1485000,297,297,5649.31,62.8225,73.0272
4621.38,-9205.2080078125,1490000,298,298,5347.31,54.6916,67.8478
4925.9,-10122.138671875,1495000,299,299,5260.13,62.7668,72.1348
5201.9,-9593.50390625,1500000,300,300,5728.1,57.983,68.7732
4888.15,-10138.1357421875,1505000,301,301,5469.88,65.4606,72.8355
4671.72,-9354.3955078125,1510000,302,302,5862.58,55.022,67.628
5240.75,-10098.1689453125,1515000,303,303,5372.58,63.1348,72.6651
5229.45,-10033.5458984375,1520000,304,304,5945.61,63.6827,71.1469
5280.35,-10278.7041015625,1525000,305,305,5500.04,62.5025,70.919
4854.83,-10296.3203125,1530000,306,306,5930.46,62.7632,70.6769
4585.93,-10257.568359375,1535000,307,307,5604.12,63.3137,70.0229
4381.95,-10256.4072265625,1540000,308,308,5803.67,65.5901,73.5488
4628.76,-9958.978515625,1545000,309,309,5411.22,57.8317,68.3728
4883.02,-9886.0146484375,1550000,310,310,5738.05,57.0982,68.2432
5246.21,-10440.0478515625,1555000,311,311,5785.29,64.7344,71.016
4606.84,-10011.2880859375,1560000,312,312,5860.97,57.1704,68.8811
4676.93,-9982.451171875,1565000,313,313,5793.48,59.0521,68.2039
4843.38,-10705.7548828125,1570000,314,314,5319.25,64.4891,71.3103
5232.01,-9968.9853515625,1575000,315,315,5742.5,57.9854,67.2276
5384.75,-10629.0478515625,1580000,316,316,5231.99,64.1872,72.2605
5239.88,-10736.1396484375,1585000,317,317,5770.89,65.6402,72.6754
4849.21,-10538.640625,1590000,318,318,5195.03,61.934,70.854
4972.77,-10778.2578125,1595000,319,319,5895.55,65.4844,72.8504
5137.41,-10805.162109375,1600000,320,320,5651.57,65.7782,72.3359
5027.78,-10846.8212890625,1605000,321,321,4617.01,64.7162,72.1185
5481.7,-10992.6220703125,1610000,322,322,5634.95,66.6177,72.4635
4920.86,-10853.333984375,1615000,323,323,5446.23,65.7519,73.1236
5310.06,-11062.7412109375,1620000,324,324,5681.79,65.7736,72.8758
4189.66,-11035.5244140625,1625000,325,325,5400.73,65.5087,74.5681
4693.35,-11013.5087890625,1630000,326,326,5818.83,66.6225,73.7389
5562.32,-10514.46484375,1635000,327,327,5727.51,59.8681,70.7363
4939.46,-11053.5947265625,1640000,328,328,5775.92,64.6224,73.3034
4800.67,-9911.7421875,1645000,329,329,4989.23,54.5843,69.0353
5075.42,-10264.7548828125,1650000,330,330,5756.52,57.0622,68.8212
4672.68,-10580.0205078125,1655000,331,331,5334.01,60.8293,71.9004
4860.14,-11138.15625,1660000,332,332,5800.71,64.9737,73.2025
5075.16,-10763.857421875,1665000,333,333,5554.49,61.6617,71.2528
4763.24,-10361.568359375,1670000,334,334,6018.58,56.5004,69.7331
4917.76,-10694.7705078125,1675000,335,335,5565.38,57.7433,70.4248
4786.04,-11350.6884765625,1680000,336,336,5659.21,66.728,73.7792
4431.98,-11398.8046875,1685000,337,337,5790.95,67.5312,74.8891
5201.89,-11317.1669921875,1690000,338,338,5352.5,65.774,73.6884
4503.75,-11513.091796875,1695000,339,339,5910.2,67.2744,74.0133
3420.22,-10593.6474609375,1700000,340,340,5087.12,56.6185,69.6808
4572.39,-11536.771484375,1705000,341,341,5614.54,67.5079,75.0092
4663.77,-11438.0146484375,1710000,342,342,5949.16,65.2588,71.8398
4861.5,-11464.8212890625,1715000,343,343,5591.9,63.1075,71.7293
4908.53,-11769.029296875,1720000,344,344,5795.81,68.6454,74.2313
5382.91,-11812.6982421875,1725000,345,345,6082.85,67.3667,75.0806
5223.84,-11632.97265625,1730000,346,346,5920.55,65.1718,72.4768
4348.37,-10536.1904296875,1735000,347,347,5763.68,52.654,68.2681
4928.86,-11724.6591796875,1740000,348,348,5803.88,64.2966,73.0112
4698.09,-11711.3115234375,1745000,349,349,5935.81,64.4699,72.3543
5094.56,-11784.2080078125,1750000,350,350,5500.33,65.3554,73.173
5307.04,-11419.205078125,1755000,351,351,5568.66,62.0073,70.1157
4816.44,-11193.671875,1760000,352,352,5200.28,60.1077,69.4473
4915.42,-11483.7802734375,1765000,353,353,5564.84,60.1286,69.2453
5280.48,-11269.6318359375,1770000,354,354,5698.11,57.8,68.5989
5080.95,-11817.7392578125,1775000,355,355,6030.5,64.2126,72.9933
4493.57,-11616.515625,1780000,356,356,5434.94,59.693,70.0759
4933.9,-12019.890625,1785000,357,357,5382.49,67.0336,73.7263
4657.07,-11635.2734375,1790000,358,358,5674.95,59.082,68.445
4878.68,-11122.24609375,1795000,359,359,5271.59,58.0634,68.6525
5319.85,-11587.89453125,1800000,360,360,5555.69,63.1468,72.0295
4676.61,-11802.2197265625,1805000,361,361,5417.11,63.8149,71.2366
4733.88,-12318.34375,1810000,362,362,5896.47,68.8594,73.1984
4755.68,-11980.875,1815000,363,363,5249.64,65.2477,71.461
4847.12,-12299.404296875,1820000,364,364,5637.79,69.4526,74.6155
5309.61,-12420.7421875,1825000,365,365,5324.88,68.1282,73.8892
5242.88,-11363.5390625,1830000,366,366,5755.05,60.0778,68.9567
5086.88,-12041.5634765625,1835000,367,367,5766.41,65.1194,72.5642
4658.13,-12451.830078125,1840000,368,368,5794.99,65.1411,72.8856
5056.44,-12553.5966796875,1845000,369,369,5639.06,69.6029,73.3195
5407.03,-12493.9736328125,1850000,370,370,5517.17,67.531,72.3345
5285.12,-12494.0546875,1855000,371,371,5844.45,68.9069,74.5774
4508.78,-12163.2978515625,1860000,372,372,5685.06,63.7638,72.3408
5331.53,-11518.6171875,1865000,373,373,5448.63,59.1982,68.4676
5022.61,-12541.1728515625,1870000,374,374,5796.71,70.6384,73.7006
4773.52,-12133.728515625,1875000,375,375,5379.06,64.6934,70.6493
4815.26,-12529.634765625,1880000,376,376,5598.69,68.4851,73.8517
4435.66,-12659.708984375,1885000,377,377,4389.6,70.1531,74.344
5314.99,-12235.275390625,1890000,378,378,5167.75,62.9681,70.5987
5523.37,-11851.5869140625,1895000,379,379,5590.41,62.9833,69.7457
5024.85,-12775.7626953125,1900000,380,380,5108.6,69.5317,74.671
4898.74,-11727.859375,1905000,381,381,5597.32,60.795,70.3981
4834.85,-12658.46484375,1910000,382,382,5149.43,69.7543,75.488
5231.51,-12667.24609375,1915000,383,383,5788.3,67.0859,73.1426
4996.39,-12214.11328125,1920000,384,384,5939.63,65.1057,70.8212
5250.52,-12879.5166015625,1925000,385,385,5286.72,65.7393,72.4059
