Running Forward KL,Running Update Time,Real Det Return,Running Env Steps,Itration,Real Sto Return,Running Reverse KL,Reward Loss
450.8394,0,259.34,0,0,270.98,301.264,23114.765625
428.6286,1,314.4,5000,1,313.86,298.5367,22010.095703125
427.1588,2,376.04,10000,2,397.87,328.2703,20061.794921875
435.3196,3,295.17,15000,3,363.1,272.3482,19868.234375
424.0552,4,278.87,20000,4,354.62,266.3666,17221.212890625
390.6458,5,349.33,25000,5,433.13,259.8232,15797.287109375
423.0098,6,342.44,30000,6,383.43,314.3372,13951.865234375
414.537,7,391.33,35000,7,347.38,267.7814,10883.7216796875
407.8463,8,530.35,40000,8,464.78,274.6945,11842.6142578125
415.7236,9,375.62,45000,9,426.17,261.6705,10113.0498046875
420.0402,10,512.24,50000,10,405.38,261.9054,5903.41943359375
411.4961,11,594.11,55000,11,559.87,266.1041,7001.763671875
418.4116,12,611.13,60000,12,531.11,262.3581,5591.54833984375
398.0929,13,703.85,65000,13,557.32,253.1,4697.9736328125
416.7489,14,572.32,70000,14,570.74,264.7928,1812.695556640625
396.7592,15,649.08,75000,15,675.28,244.8322,1478.607666015625
403.8604,16,639.64,80000,16,635.46,254.7961,2341.024658203125
396.0496,17,649.55,85000,17,685.96,248.962,2070.59814453125
403.0708,18,545.08,90000,18,663.83,251.5313,-425.93902587890625
374.8678,19,715.0,95000,19,621.7,232.1456,-1518.070556640625
385.2553,20,682.6,100000,20,749.39,255.173,-2455.204345703125
397.4447,21,659.77,105000,21,723.77,260.3442,-2955.193359375
403.2534,22,706.73,110000,22,746.01,246.8916,-4884.798828125
379.2101,23,543.46,115000,23,727.78,224.7061,-7115.169921875
391.5245,24,689.57,120000,24,747.02,235.8279,-9109.6728515625
391.7712,25,737.52,125000,25,839.91,251.5125,-7293.97998046875
387.7569,26,850.88,130000,26,785.97,233.5591,-10346.7001953125
374.0144,27,671.7,135000,27,866.66,250.7843,-11110.0478515625
377.5756,28,963.67,140000,28,954.8,216.2778,-11842.603515625
379.8552,29,748.36,145000,29,843.88,240.5875,-12335.8564453125
382.3151,30,843.38,150000,30,1171.24,237.6188,-12871.8388671875
388.3091,31,809.41,155000,31,848.49,286.8547,-15779.5673828125
386.326,32,784.78,160000,32,806.5,249.5927,-16578.09765625
384.3881,33,699.57,165000,33,856.55,286.431,-16689.904296875
373.3759,34,861.43,170000,34,854.98,228.2815,-16860.267578125
392.8728,35,1045.12,175000,35,1365.39,226.6129,-19604.19921875
361.5979,36,994.54,180000,36,1151.76,215.5249,-20567.646484375
364.6549,37,1109.57,185000,37,1291.12,196.3049,-18231.783203125
367.8787,38,902.1,190000,38,1719.39,209.6561,-20638.634765625
370.6056,39,1342.3,195000,39,1545.26,222.6091,-24762.8828125
365.2864,40,1326.33,200000,40,1372.37,229.283,-23980.39453125
364.497,41,1110.78,205000,41,1709.82,215.8064,-22648.490234375
341.7215,42,1166.72,210000,42,1888.33,168.2097,-17565.21484375
356.329,43,1104.5,215000,43,1150.85,221.7365,-24575.37890625
354.7042,44,919.87,220000,44,1237.18,210.3554,-25946.28515625
342.1345,45,1504.69,225000,45,1516.53,216.3952,-27916.275390625
315.8795,46,1502.89,230000,46,3067.3,139.3359,-15765.2841796875
352.5685,47,1120.78,235000,47,1231.78,205.6002,-28412.978515625
339.6276,48,1611.23,240000,48,1770.96,165.2871,-24857.130859375
356.9358,49,1491.7,245000,49,1725.38,187.794,-29428.5625
364.8368,50,1047.55,250000,50,1433.5,209.0591,-28048.02734375
341.6174,51,1291.39,255000,51,2088.32,171.5204,-25265.63671875
346.1267,52,1163.85,260000,52,1572.36,206.2744,-26191.150390625
363.2609,53,1219.13,265000,53,1112.55,252.4864,-29016.2109375
319.2878,54,3555.49,270000,54,3122.24,119.9201,-14050.8388671875
340.9711,55,1705.43,275000,55,2782.75,158.8543,-25684.48828125
359.9556,56,2367.39,280000,56,1774.88,183.3687,-35127.5390625
306.2556,57,4094.79,285000,57,3049.96,132.8377,-17674.603515625
332.6611,58,2126.28,290000,58,2780.04,149.3733,-20823.99609375
282.7594,59,2856.08,295000,59,4218.41,102.0456,-13002.560546875
293.8166,60,2016.92,300000,60,3575.22,116.1516,-17505.775390625
274.7732,61,1640.04,305000,61,3333.29,110.6274,-21046.806640625
309.5432,62,3279.29,310000,62,3784.51,120.1638,-16617.640625
294.2463,63,1777.22,315000,63,3085.81,127.0652,-23831.1875
273.0257,64,2408.02,320000,64,3712.68,97.056,-13264.4931640625
294.99,65,841.14,325000,65,3299.77,143.7315,-24411.224609375
273.0043,66,1665.72,330000,66,3291.39,110.0747,-19871.884765625
315.935,67,3734.58,335000,67,4004.29,128.3534,-24290.623046875
277.2169,68,960.33,340000,68,3692.13,116.1156,-22160.548828125
266.1715,69,1278.65,345000,69,3457.15,91.9786,-17929.30078125
275.7311,70,972.73,350000,70,2912.52,120.5865,-25881.646484375
290.0031,71,666.35,355000,71,2000.93,154.2355,-28684.35546875
271.7789,72,1521.55,360000,72,3177.01,103.7022,-15991.3623046875
289.0419,73,836.56,365000,73,2901.19,142.5289,-30087.05078125
275.4216,74,727.5,370000,74,3363.57,105.2767,-24183.58984375
261.6562,75,603.22,375000,75,2852.79,114.5573,-27234.470703125
265.8169,76,601.43,380000,76,2830.89,127.7061,-29239.0546875
270.8737,77,3250.76,385000,77,4440.08,100.9875,-17329.255859375
294.9577,78,1064.27,390000,78,4087.73,127.326,-22834.37109375
275.9996,79,3094.55,395000,79,4680.92,103.9107,-12697.490234375
308.6282,80,1692.93,400000,80,2315.92,153.6966,-27950.626953125
291.3984,81,1038.95,405000,81,3152.3,133.2947,-30610.2265625
304.8409,82,425.03,410000,82,2665.94,148.0398,-28023.498046875
294.0865,83,989.28,415000,83,4000.0,125.7434,-21378.099609375
295.4305,84,786.42,420000,84,3336.29,155.2814,-31748.25390625
325.3272,85,582.67,425000,85,1866.5,175.4503,-39347.0625
319.2241,86,970.87,430000,86,3247.62,153.8301,-29739.69140625
270.0818,87,733.62,435000,87,4327.75,93.2473,-17164.712890625
275.6297,88,1531.84,440000,88,2567.31,131.3188,-31265.48046875
280.7726,89,3257.91,445000,89,3946.41,118.8893,-24043.6171875
261.945,90,2241.79,450000,90,4500.79,80.2729,-19145.05859375
273.4237,91,1736.55,455000,91,4613.61,91.2806,-20360.84375
265.415,92,733.24,460000,92,4412.19,98.6708,-20951.0234375
280.3327,93,1256.2,465000,93,4161.91,104.3333,-20696.341796875
272.347,94,3890.52,470000,94,4603.54,108.1992,-22814.80078125
272.001,95,2169.42,475000,95,4797.1,97.4082,-18543.95703125
286.7258,96,1723.03,480000,96,3318.64,128.0687,-28008.78125
297.8593,97,928.76,485000,97,3850.15,118.3472,-26935.66796875
278.5506,98,1076.95,490000,98,4062.04,104.6667,-25196.11328125
269.415,99,2193.14,495000,99,4415.0,96.2831,-24840.7109375
267.4198,100,2549.26,500000,100,4113.39,99.4778,-25567.23828125
280.1822,101,2783.03,505000,101,3916.34,116.8095,-31073.3125
292.6726,102,1862.05,510000,102,3047.83,147.872,-32603.9140625
255.6224,103,3798.05,515000,103,3322.12,84.3652,-20747.41796875
289.171,104,3825.17,520000,104,4836.69,109.2242,-25396.87890625
277.6477,105,1615.03,525000,105,3609.8,95.8386,-27681.376953125
276.7243,106,3578.57,530000,106,3644.78,121.6301,-35476.27734375
270.9843,107,3992.59,535000,107,4696.02,92.623,-24000.009765625
273.0604,108,5085.83,540000,108,4681.58,96.5018,-26670.724609375
288.4029,109,3447.34,545000,109,4425.14,138.4775,-35800.36328125
272.7849,110,5122.82,550000,110,4830.38,103.2443,-27252.509765625
283.0378,111,4119.13,555000,111,4701.46,113.0611,-30431.26953125
267.9579,112,4881.2,560000,112,4588.12,94.6055,-28537.220703125
286.1039,113,4689.67,565000,113,4783.23,103.4516,-30436.64453125
263.1588,114,5001.68,570000,114,4633.81,92.4345,-28312.349609375
290.6497,115,2700.91,575000,115,3710.35,119.1176,-35249.20703125
268.942,116,3199.24,580000,116,4471.91,99.8868,-34200.5390625
280.2273,117,3310.31,585000,117,4272.5,116.0759,-37023.15625
289.7218,118,3743.08,590000,118,4592.17,108.2898,-35079.265625
303.2458,119,4263.81,595000,119,4285.14,119.3426,-37846.8359375
262.9781,120,956.1,600000,120,4675.56,91.8016,-35827.0546875
275.9543,121,4827.5,605000,121,3923.32,106.8126,-35716.3671875
265.2326,122,4936.19,610000,122,4667.73,95.9819,-32394.580078125
272.0564,123,4931.62,615000,123,4764.2,95.8229,-34682.0546875
279.9602,124,4471.4,620000,124,4803.59,102.4827,-35777.64453125
264.0801,125,4416.68,625000,125,4794.38,88.8049,-34577.01171875
268.8166,126,3159.29,630000,126,4772.15,96.0917,-36648.9453125
255.997,127,2197.7,635000,127,4727.98,95.7053,-36304.51171875
254.7135,128,3008.74,640000,128,4933.43,93.5348,-37002.12890625
274.4718,129,2688.83,645000,129,4879.48,108.2201,-39593.17578125
249.0798,130,4098.68,650000,130,4996.82,77.5511,-34248.4765625
252.8507,131,4859.02,655000,131,5000.66,79.0435,-35755.65625
252.6975,132,4035.57,660000,132,4716.89,83.3934,-37248.71875
262.6325,133,3529.12,665000,133,4834.28,91.0338,-39724.5546875
254.3942,134,4119.92,670000,134,4757.68,75.3139,-37472.84765625
263.7094,135,4043.64,675000,135,4449.07,82.1289,-39877.078125
274.4617,136,3391.78,680000,136,4483.99,98.8954,-44047.0625
252.8871,137,4114.25,685000,137,5017.69,82.5522,-40021.43359375
268.1439,138,2754.91,690000,138,4517.6,89.477,-41968.47265625
264.3961,139,2679.86,695000,139,3968.04,97.2442,-43649.26171875
256.5357,140,2691.66,700000,140,3980.33,82.5241,-40085.63671875
257.2197,141,4607.46,705000,141,4365.52,87.1598,-43912.01171875
258.55,142,4102.79,710000,142,4514.82,89.7798,-42956.28515625
285.0276,143,4818.77,715000,143,4138.26,108.4248,-48430.0078125
258.6737,144,4551.85,720000,144,3895.28,83.1126,-42636.59375
272.964,145,4743.75,725000,145,4706.56,96.3209,-48368.06640625
249.0429,146,3887.81,730000,146,4955.0,76.8589,-43819.0390625
295.775,147,3950.65,735000,147,3708.71,149.5981,-53481.078125
264.6171,148,4888.73,740000,148,4947.85,96.361,-47739.83203125
280.0959,149,3955.37,745000,149,4655.51,111.1757,-50861.36328125
271.8065,150,2012.83,750000,150,3540.34,93.9217,-48268.26171875
287.299,151,5038.4,755000,151,4921.54,105.7947,-52832.125
275.4814,152,5019.65,760000,152,4502.67,95.8665,-50080.51171875
283.8454,153,4646.93,765000,153,4942.49,102.8766,-52204.59765625
275.9322,154,4481.48,770000,154,4724.57,96.6363,-52224.2109375
270.6769,155,3478.16,775000,155,4478.13,102.3838,-51609.0859375
285.2366,156,3679.76,780000,156,4851.61,107.9754,-53825.10546875
272.8724,157,4627.86,785000,157,3628.03,96.1843,-52170.74609375
266.8215,158,2779.65,790000,158,4923.19,87.6133,-52673.47265625
287.172,159,4593.58,795000,159,4524.22,105.2753,-53760.20703125
276.1021,160,4692.37,800000,160,4612.04,84.4347,-52116.359375
264.6849,161,5198.4,805000,161,4979.49,85.9775,-51752.64453125
279.1671,162,4116.8,810000,162,4525.57,104.4798,-53290.796875
261.8634,163,5163.56,815000,163,4986.05,78.604,-52695.35546875
273.0124,164,4811.08,820000,164,4938.55,96.8181,-57645.1796875
273.5308,165,4962.57,825000,165,4799.08,104.5055,-57022.1328125
269.4282,166,5170.77,830000,166,4761.3,95.9616,-59112.5625
272.8864,167,2662.52,835000,167,4406.52,90.5911,-57634.796875
253.4548,168,5010.52,840000,168,4959.84,72.4038,-53738.7109375
275.3751,169,4842.63,845000,169,4813.77,102.1765,-58685.26953125
264.1549,170,4773.71,850000,170,4672.04,87.5181,-57902.30078125
275.4134,171,5123.97,855000,171,4899.22,96.0818,-60387.8125
275.902,172,4494.84,860000,172,4714.24,97.3298,-62498.8984375
266.5972,173,4800.14,865000,173,4982.49,90.4786,-58981.5625
261.2296,174,4439.27,870000,174,4567.44,83.5605,-55721.68359375
282.1609,175,2650.87,875000,175,4240.56,108.5996,-64204.90625
272.6016,176,4382.34,880000,176,4190.09,101.6078,-56327.79296875
269.8644,177,5031.25,885000,177,4335.2,94.3361,-59757.83984375
263.0161,178,4175.66,890000,178,4916.99,85.8446,-58414.09765625
278.1495,179,4882.25,895000,179,4411.61,105.6708,-61442.8359375
293.0097,180,4063.69,900000,180,4027.66,135.3997,-65259.61328125
276.113,181,4462.71,905000,181,4833.52,95.0442,-64887.76171875
264.9665,182,2151.24,910000,182,4358.53,85.8381,-62893.3125
285.0154,183,2242.88,915000,183,4376.58,123.1346,-67367.7890625
273.633,184,3450.43,920000,184,4344.55,96.8905,-65794.0
269.8076,185,3363.71,925000,185,4151.19,88.2904,-64640.2109375
268.5856,186,4174.89,930000,186,4747.35,104.2611,-63804.390625
252.3499,187,5156.78,935000,187,5033.56,67.782,-57313.48828125
269.5144,188,3737.86,940000,188,4878.42,88.5245,-62830.51171875
262.4323,189,4715.13,945000,189,4589.01,79.7478,-62789.5546875
272.1938,190,4984.44,950000,190,4710.18,89.8831,-65069.48828125
273.027,191,4460.29,955000,191,4642.34,87.6794,-64562.99609375
260.6457,192,5048.0,960000,192,5041.4,79.7294,-63667.3046875
291.2272,193,4683.46,965000,193,4908.53,111.3859,-71650.6796875
289.6895,194,4640.04,970000,194,4870.4,117.2094,-71527.5625
260.3244,195,5137.95,975000,195,4992.05,85.3529,-62636.6953125
257.9063,196,4329.03,980000,196,4833.77,79.8865,-64315.40234375
279.5064,197,5092.29,985000,197,4613.17,98.0151,-68728.9296875
255.082,198,5158.49,990000,198,5041.54,76.7613,-63519.83203125
282.3098,199,3324.55,995000,199,4837.57,111.7678,-70267.0859375
270.5809,200,5138.35,1000000,200,4789.67,86.3337,-67249.5859375
273.6377,201,5115.9,1005000,201,4810.98,90.0064,-67909.8125
288.6738,202,5157.37,1010000,202,4607.32,118.4627,-70301.671875
280.1349,203,5122.82,1015000,203,4778.94,93.2081,-68969.4296875
279.5929,204,5125.79,1020000,204,4776.53,95.5406,-71197.1015625
291.2026,205,5031.16,1025000,205,4789.47,109.3791,-72103.3125
300.1789,206,4910.31,1030000,206,4470.67,112.2089,-72225.7421875
283.6154,207,5021.35,1035000,207,4640.56,102.7696,-71263.0625
291.5913,208,5083.91,1040000,208,4934.87,106.2136,-73592.6640625
288.6914,209,5078.87,1045000,209,4669.21,100.7679,-71781.4296875
292.4349,210,4856.96,1050000,210,4904.0,112.7813,-73394.203125
287.1312,211,4926.54,1055000,211,4329.86,106.4618,-71678.28125
283.8766,212,5070.47,1060000,212,4762.89,102.8643,-72381.375
302.0882,213,4574.83,1065000,213,4549.32,114.6969,-73602.078125
281.1513,214,4899.35,1070000,214,4749.69,101.4956,-74247.6796875
284.6793,215,5099.21,1075000,215,4678.85,97.8621,-72667.4765625
281.0481,216,4753.11,1080000,216,4262.76,96.1597,-74127.1875
298.9803,217,5017.31,1085000,217,3996.88,115.3135,-77262.0703125
298.9069,218,4702.77,1090000,218,4522.09,118.3052,-78295.65625
299.3664,219,5044.82,1095000,219,4802.98,110.6178,-76880.296875
281.076,220,5084.62,1100000,220,4994.94,106.2819,-75590.203125
274.7143,221,4900.41,1105000,221,4702.26,85.7013,-72923.5625
277.1081,222,5015.99,1110000,222,4880.35,91.1279,-74221.78125
278.35,223,5088.12,1115000,223,4967.53,96.6368,-76130.9140625
269.8129,224,5119.85,1120000,224,4419.01,84.7798,-73143.5703125
261.5911,225,5116.59,1125000,225,4996.94,80.7269,-72414.59375
280.3272,226,5077.88,1130000,226,4024.82,107.6213,-75501.0625
275.2463,227,5062.46,1135000,227,3714.81,102.0721,-74348.265625
283.4168,228,4808.35,1140000,228,4263.21,103.9676,-77685.71875
280.9103,229,4574.39,1145000,229,4216.43,97.0647,-76128.4296875
277.885,230,5075.45,1150000,230,4334.87,104.7857,-75529.0859375
281.9791,231,5102.2,1155000,231,3010.79,116.827,-76308.3125
301.3898,232,4469.02,1160000,232,2657.05,157.2208,-76548.390625
265.6782,233,5122.66,1165000,233,4268.9,99.2298,-72163.8046875
262.3026,234,5144.07,1170000,234,4557.57,80.5995,-73011.359375
259.3349,235,5196.87,1175000,235,4903.07,81.0919,-71706.4609375
274.3143,236,4709.72,1180000,236,4609.03,114.7618,-74140.8671875
272.8225,237,3918.68,1185000,237,3879.66,96.0353,-76473.703125
274.2875,238,4660.92,1190000,238,4157.95,101.4302,-75916.7265625
270.2655,239,4780.1,1195000,239,4564.94,93.4196,-72464.84375
283.4788,240,4716.17,1200000,240,4412.29,104.4855,-75024.875
278.9553,241,5161.68,1205000,241,4473.46,105.9391,-76557.3125
274.2555,242,4015.38,1210000,242,4126.8,94.8316,-76128.125
277.2456,243,4249.62,1215000,243,4165.61,99.571,-74368.546875
276.3195,244,4640.71,1220000,244,4381.74,106.1497,-77770.1015625
269.5944,245,4998.32,1225000,245,4521.53,95.2597,-74958.1796875
290.2107,246,1188.96,1230000,246,3233.97,121.7162,-77955.3671875
324.1621,247,692.13,1235000,247,2139.4,183.534,-74233.0078125
301.6211,248,3096.97,1240000,248,3629.99,134.2564,-77666.5390625
296.2326,249,2094.52,1245000,249,2312.48,131.3782,-77773.1953125
291.9737,250,2663.41,1250000,250,3200.95,126.149,-78266.4453125
286.4282,251,485.19,1255000,251,3581.43,124.2372,-72513.6484375
316.0333,252,340.83,1260000,252,2351.55,177.4237,-74536.3125
272.317,253,4616.5,1265000,253,4552.44,97.5333,-75305.1953125
289.166,254,2920.23,1270000,254,3316.4,123.2667,-73735.8046875
283.4683,255,4685.44,1275000,255,3657.55,130.969,-73363.8984375
275.9476,256,4064.96,1280000,256,4191.88,103.6791,-73771.734375
282.2587,257,2906.97,1285000,257,3965.27,103.639,-75558.71875
283.4168,258,4984.44,1290000,258,4551.84,110.6119,-77503.8828125
286.5569,259,4330.65,1295000,259,4418.14,117.8937,-78690.734375
275.409,260,4691.52,1300000,260,4154.08,104.7403,-78162.3984375
272.3955,261,4256.69,1305000,261,5074.87,103.4593,-78340.46875
273.1911,262,5168.88,1310000,262,4713.6,93.0528,-78532.65625
279.7804,263,4732.74,1315000,263,4513.6,106.9874,-79572.2578125
282.9883,264,2735.25,1320000,264,3222.39,122.5688,-75383.1328125
290.9983,265,3558.99,1325000,265,3673.56,115.9727,-75135.1171875
281.4732,266,3277.02,1330000,266,4389.71,113.9242,-80213.1796875
281.2097,267,3813.36,1335000,267,4224.81,95.4934,-78353.0390625
288.3473,268,3064.22,1340000,268,4141.48,130.1124,-78854.1953125
282.9652,269,2009.82,1345000,269,3859.83,115.4887,-79882.6328125
277.6741,270,2452.35,1350000,270,3708.93,109.905,-78198.6328125
267.4002,271,3876.56,1355000,271,4740.52,100.436,-78925.578125
273.4589,272,4848.59,1360000,272,4336.77,102.8178,-80342.3125
280.551,273,4695.94,1365000,273,4972.85,101.9668,-84294.9453125
279.6027,274,3833.13,1370000,274,4125.52,112.7303,-82243.2734375
265.2946,275,4894.25,1375000,275,4764.35,91.5292,-81844.2109375
281.9991,276,4831.45,1380000,276,4810.08,128.6974,-84406.8671875
356.8002,277,686.97,1385000,277,1550.51,239.8657,-80520.90625
293.7606,278,5137.34,1390000,278,4219.79,136.4068,-84374.1015625
284.4474,279,4551.98,1395000,279,3557.84,130.7548,-80965.625
307.3638,280,732.21,1400000,280,1239.0,188.6567,-81926.921875
281.4031,281,3016.99,1405000,281,3358.25,123.0863,-77476.5390625
276.162,282,3651.59,1410000,282,3579.68,126.3332,-81043.328125
266.4362,283,2469.06,1415000,283,4063.88,95.4321,-76121.4765625
262.8802,284,4492.61,1420000,284,3625.87,84.553,-79086.0703125
284.7161,285,3169.81,1425000,285,3308.03,136.275,-78788.09375
297.5182,286,2376.2,1430000,286,2233.24,149.8452,-72955.9921875
336.3843,287,2330.04,1435000,287,3005.01,186.7202,-77377.421875
300.8399,288,903.64,1440000,288,1564.09,189.3906,-72900.953125
312.9254,289,3005.77,1445000,289,3010.37,177.2866,-79129.1796875
311.172,290,2696.11,1450000,290,2774.34,167.635,-77013.09375
318.3259,291,1661.39,1455000,291,2284.38,193.5787,-70343.7265625
300.7243,292,2361.94,1460000,292,3204.42,169.8811,-74867.5625
296.6734,293,4295.92,1465000,293,4067.39,130.1248,-74180.2890625
306.324,294,4060.53,1470000,294,3501.15,148.2861,-80868.7109375
288.4805,295,4616.66,1475000,295,4370.25,123.1076,-76412.0546875
331.1709,296,2031.92,1480000,296,2787.16,188.4614,-70009.2421875
300.6314,297,2283.75,1485000,297,3797.46,157.0716,-62090.40625
335.8557,298,1831.58,1490000,298,2312.05,247.6206,-68525.78125
285.0244,299,3873.82,1495000,299,4035.25,183.3115,-70292.75
254.5734,300,3756.71,1500000,300,4153.77,83.0833,-73785.6640625
265.2982,301,3303.09,1505000,301,4438.67,91.9615,-75861.828125
313.9574,302,1935.44,1510000,302,2081.14,174.6984,-76285.5859375
302.2274,303,3123.26,1515000,303,3723.56,200.1668,-77872.4609375
349.6714,304,869.65,1520000,304,2250.79,185.3355,-83878.296875
331.5039,305,2947.87,1525000,305,3582.9,195.1761,-84683.4921875
406.9662,306,1915.34,1530000,306,2256.68,292.1428,-78409.390625
356.3909,307,2642.54,1535000,307,3571.57,195.2025,-85347.1953125
384.4265,308,1447.07,1540000,308,2115.97,239.2092,-82401.7265625
354.5018,309,3770.18,1545000,309,3491.35,177.2854,-89681.6796875
340.1742,310,4149.82,1550000,310,3594.99,148.5909,-86655.859375
365.0014,311,3823.42,1555000,311,2899.96,174.3375,-83602.859375
362.4911,312,2200.79,1560000,312,1890.27,207.0669,-82195.96875
346.9828,313,2691.88,1565000,313,3325.71,181.632,-87332.6640625
354.4922,314,2705.12,1570000,314,3617.66,180.4043,-80729.8046875
337.5453,315,3824.99,1575000,315,4585.78,162.8865,-85178.0625
322.9585,316,2656.1,1580000,316,2660.66,211.8867,-79249.0078125
335.8813,317,4234.57,1585000,317,4362.46,135.2756,-83069.078125
320.5117,318,3877.44,1590000,318,4071.92,143.7789,-86050.4375
322.2073,319,4168.75,1595000,319,3988.15,167.5969,-84057.0546875
323.7585,320,3691.89,1600000,320,3666.15,176.0381,-87841.515625
372.9996,321,2255.67,1605000,321,2386.75,286.3063,-85184.59375
336.2954,322,2299.29,1610000,322,1862.22,191.0546,-88205.4453125
370.048,323,3427.54,1615000,323,3731.13,251.3334,-89760.8671875
363.0516,324,2784.5,1620000,324,2654.5,194.1021,-87039.2109375
393.3161,325,2222.99,1625000,325,2628.81,207.2704,-88731.609375
391.4269,326,3488.59,1630000,326,3581.74,211.7074,-86500.765625
379.3953,327,2138.67,1635000,327,1634.69,284.6813,-79773.9140625
362.3938,328,3257.53,1640000,328,4124.05,185.017,-87161.171875
359.8966,329,4106.66,1645000,329,4684.31,170.4484,-86589.328125
355.4457,330,2847.93,1650000,330,4112.66,166.8545,-80487.203125
342.8851,331,4483.65,1655000,331,4092.88,182.5349,-91348.125
352.8869,332,4483.09,1660000,332,4643.47,208.1898,-90169.7109375
375.9023,333,4021.19,1665000,333,3979.76,193.619,-94049.359375
349.2095,334,3943.16,1670000,334,4116.1,252.4192,-89863.109375
355.643,335,4022.48,1675000,335,3839.9,173.2161,-88683.171875
365.5861,336,3529.22,1680000,336,4132.82,179.2702,-86809.0390625
374.8071,337,4100.83,1685000,337,4235.93,169.6431,-93033.0859375
367.843,338,2576.27,1690000,338,3297.45,250.2137,-86595.4296875
388.5391,339,3493.61,1695000,339,3845.28,210.4598,-90996.234375
389.956,340,4416.19,1700000,340,4280.71,190.1254,-93429.3203125
380.8447,341,4213.84,1705000,341,4153.43,202.6034,-87550.6484375
373.7619,342,3182.43,1710000,342,3315.48,211.3086,-85736.9140625
380.3206,343,4400.19,1715000,343,4352.89,218.8217,-94389.640625
355.2511,344,4548.9,1720000,344,4330.04,170.0589,-89587.109375
332.7074,345,4269.74,1725000,345,4690.94,140.4521,-89424.203125
313.4497,346,3805.03,1730000,346,3978.6,143.0733,-85170.09375
317.1819,347,3872.07,1735000,347,4491.97,156.5958,-91561.71875
330.9529,348,2755.04,1740000,348,3716.38,154.0703,-86453.9453125
359.8025,349,4134.19,1745000,349,3505.08,175.1586,-87226.4375
337.8685,350,4777.59,1750000,350,3470.15,155.5393,-81203.828125
346.6568,351,4179.48,1755000,351,3937.88,465.3224,-79745.3984375
318.8327,352,3980.98,1760000,352,3999.99,144.3919,-82882.734375
349.686,353,3147.51,1765000,353,3547.38,152.5438,-78371.6328125
317.7641,354,4530.93,1770000,354,4409.22,127.9953,-85581.984375
317.371,355,3713.88,1775000,355,3610.04,122.8509,-81786.28125
320.6621,356,2771.84,1780000,356,3235.61,110.8044,-80675.234375
333.8172,357,3690.08,1785000,357,3836.18,138.6859,-80453.0078125
321.9799,358,3807.36,1790000,358,3972.43,111.8308,-84845.6484375
341.2915,359,4718.52,1795000,359,4394.84,123.4731,-81766.46875
342.0728,360,3580.72,1800000,360,3872.93,144.0158,-79916.9375
354.9415,361,2982.6,1805000,361,3609.17,145.1692,-82347.9140625
342.5586,362,3402.95,1810000,362,3796.93,116.4479,-79843.4609375
364.2214,363,3473.87,1815000,363,3417.84,546.9183,-70435.6640625
345.9272,364,3397.66,1820000,364,3639.59,129.7296,-82833.8828125
